fr,en,es,pt,title,speaker,duration,tags
"
","
","
","
",How fast are you moving right now?,Tucker Hiatt,5:54,"animation,science,TED-Ed,Planets,universe,space,physics"
"
											À quelle vitesse vous déplacez-vous 
en ce moment même ?
											La question semble facile.
											La première réponse qui vous vient,
											c'est « je ne bouge pas. »
											Après réflexion,
											vous vous rendez compte que peut-être 
le mouvement de la Terre compte.
											Alors une deuxième réponse vous vient :
											« 30,5 km/seconde autour du Soleil. »
											Mais ensuite, vous vous souvenez
avoir appris que le Soleil
											se déplace autour du centre 
de la Voie Lactée,
											et que la Voie Lactée se déplace au sein 
d'un groupe local de galaxies,
											et que ce groupe local se déplace
au sein du groupement de la Vierge,
											et que le groupement de la Vierge 
se déplace au sein...
											« À quelle vitesse vous déplacez-vous ? »
											n'est pas une question facile.
											Quand le Centre de contrôle
dit aux astronautes
											à quelle vitesse ils se déplacent,
											il y a toujours un standard 
présumé de repos.
											Au début du voyage,
											les vitesses sont données
relativement au pas de lancement.
											Mais plus tard,
quand le pas de lancement
											n'est qu'un lieu arbitraire
											à la surface de la Terre en rotation,
											on donne les vitesses relatives
											à un centre de la Terre précis idéalisé 
qui ne tourne pas.
											En route vers la Lune,
											les astronautes d'Apollo 
ont eu du mal
											à répondre à la question,
											« à quelle vitesse vous déplacez-vous ? »
											La vitesse pour s'éloigner
de la Terre était une chose,
											et la vitesse pour se rapprocher
de la Lune en était une autre.
											C'est parce que la Terre et la Lune
											se déplacent l'une par rapport à l'autre.
											Ah, bien sûr !
											La vitesse est une quantité relative.
											Quand le Capitaine Kirk demande 
au Lieutenant Sulu
											si le vaisseau Entreprise a atteint 
la vitesse de distorsion 7,
											Sulu devrait répondre,
											« Relative à quoi, Capitaine ? »
											Une réponse aussi insolente
											pourrait valoir des ennuis aux
officiers subalternes de Starfleet,
											mais c'est la seule bonne réponse
											à la question
« À quelle vitesse vous déplacez-vous ? »
											C'est élémentaire.
											Ce n'est pas la relativité d'Einstein,
											Mais la bonne vieille
(et toujours valable)
											relativité de Galilée.
											Galilée semble avoir été le premier
											à se rendre compte 
que la vitesse absolue
											n'existe pas.
											Les vitesses sont relatives.
											Ce qui signifie que les vitesses
n'ont pas de sens
											que quand on s'y réfère par rapport à
un cadre de référence.
											En présumant que ce cadre de référence 
est lui-même fixe.
											Mais alors nous devons poser 
une autre question,
											« Fixe par rapport à quoi ? »
											Parce que même le concept de fixité
											a perdu tout sens absolu.
											La vitesse est relative,
et la fixité est relative.
											La vitesse de la Terre est de
30,5 km/seconde par rapport au Soleil.
											La vitesse de L'Entreprise 
est distorsion 7
											par rapport au centre de la Voie Lactée.
											Votre vitesse est zéro 
par rapport à votre fauteuil.
											Mais selon où vous êtes assis,
											elle est de centaines de km/heure 
par rapport au centre de la Terre.
											Quand on fronce les sourcils 
et qu'on demande
											« mais à quelle vitesse la Terre
se déplace-t-elle vraiment ? »
											on imagine le Vaisseau Terre
											fendant l'océan de l'espace
											en orbite autour du Soleil.
											mais l'espace n'est pas un océan.
											Il n'a pas de substance 
comme c'est le cas de l'eau.
											L'espace n'est pas une chose;
											l'espace n'est rien.
											L'espace, c'est le néant.
											On peut se déplacer entre 
deux points de l'espace,
											par exemple entre la Terre et Mars,
											mais on ne peut pas 
se déplacer dans l'espace.
											Il n'y a rien à travers quoi se déplacer.
											C'est comme d'essayer de dire
combien pèse un trou.
											Un trou ne pèse exactement rien
											parce qu'un trou n'est rien.
											C'est un vide, tout comme l'espace.
											Se déplacer par rapport à rien
n'a pas de sens.
											Les concepts de vitesse et de fixité
											n'ont qu'un sens relatif.
											Ils sont dépourvus de sens.
											Ils ont peut-être un sens
											uniquement par rapport à
des cadres de référence
											artificiels et choisis arbitrairement.
											Si un jour vous vous retrouvez
dans un vaisseau spatial,
											et vous voyez par le hublot
											une station spatiale passer 
à vitesse constante,
											vous ne pourrez pas savoir si c'est 
vous ou elle qui se déplace en fait.
											Aucun de vous ne bouge vraiment
											parce que la vitesse constante
n'est pas une réalité.
											La vitesse constante en ligne droite
											n'a qu'un sens relatif,
											un genre de réalité virtuelle.
											Est-ce que ça veut dire
que tout déplacement est relatif ?
											Non ! Certains déplacements n'ont
qu'un sens relatif,
											mais certains déplacements
ont un sens absolu.
											Ils sont absolument réels.
											Par exemple, la vitesse constante est relative,
											mais le changement 
de vitesse est absolu.
											En science, dire 
qu'une chose est absolue
											signifie qu'on utilise pas
de standards arbitraires
											pour la mesurer.
											Elle est mesurable sans ambiguïté.
											Quand votre vaisseau spatial
allume ses moteurs,
											votre changement de vitesse 
est indubitable.
											Vous le ressentez dans votre estomac,
											et les capteurs de votre vaisseau
peuvent le mesurer.
											Devant votre hublot,
											la station spatiale qui passe
											peut sembler changer de vitesse,
											mais les êtres à l'intérieur de la station
ne la ressentiront pas
											Et aucun capteur ne peut la mesurer.
											Vous changez vraiment de vitesse,
											et eux vraiment pas.
											Il y a quelque chose de bien réel
											en ce qui concerne 
les changements de vitesse.
											Il en va de même pour la rotation.
											Si votre vaisseau spatial 
est en rotation,
											vous le ressentez,
											et les capteurs de votre vaisseau 
peuvent le mesurer.
											Dehors, la station spatiale
											peut sembler tourner autour de vous,
											mais c'est vous qui avez mal au coeur,
											pas les gens de la station spatiale.
											Vous tournez vraiment,
											et eux pas.
											La rotation a une réalité absolue.
											Certains déplacements sont donc relatifs,
											et d'autres pas.
											La vitesse constante n'a pas 
de réalité profonde,
											mais les changements
de vitesse sont bien réels,
											de même que les rotations.
											Nous devons être réfléchis
											dans notre analyse de ce que 
nous vivons tous les jours
											pour identifier ce qui est bien réel.
											Puisque les perceptions aussi 
élémentaires que la vitesse
											peuvent nous tromper,
											toutes les perceptions méritent peut-être
qu'on les observe très attentivement.
											C'est ce qui a inspiré Einstein
											ces idées incroyables
											sur la vitesse de la lumière
et le voyage dans le futur.
											Savoir comment identifier
											ce qui est bien réel
											est un travail difficile et important.
											Si un policier vous arrête un jour
pour excès de vitesse
											et vous demande : « Savez-vous 
à quelle vitesse vous alliez ? »
											vous pourriez répondre de manière
éclairée mais peu raisonnable
											« Par rapport à quoi ? »
											Ensuite, quand vous serez à l'arrière 
de la voiture de police
											et vous la sentirez accélérer
en direction du commissariat,
											vous pourrez ajouter :
											« Mais certaines choses sont absolues ! »
									","
											How fast are you moving right now?
											That seems like an easy question.
											The first tempting answer is,
											""I'm not moving.""
											Upon further reflection,
											you realize that maybe the Earth's motion counts.
											So, a second tempting answer is,
											""19 miles/second around the Sun.""
											But then you recall learning that the Sun
