en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
											We humans have always been very concerned
about the health of our bodies,
											but we haven't always been that good
at figuring out what's important.
											Take the ancient Egyptians, for example:
											very concerned about the body parts
they thought they'd need in the afterlife,
											but they left some parts out.
											This part, for example.
											Although they very carefully 
preserved the stomach, the lungs,
											the liver, and so forth,
											they just mushed up the brain,
drained it out through the nose,
											and threw it away,
											which makes sense, really,
											because what does a brain
do for us anyway?
											But imagine if there were a kind
of neglected organ in our bodies
											that weighed just as much as the brain
											and in some ways was just
as important to who we are,
											but we knew so little about
and treated with such disregard.
											And imagine if,
through new scientific advances,
											we were just beginning to understand
											its importance to how
we think of ourselves.
											Wouldn't you want to know more about it?
									","
											Los humanos siempre nos hemos preocupado 
mucho por la salud del cuerpo,
											pero no siempre hemos sido buenos
para entender lo importante.
											Veamos a los antiguos 
egipcios, por ejemplo:
											pensaban que necesitaban partes del 
cuerpo en el más allá, les preocupaba,
											pero dejaron fuera algunas partes.
											[El cerebro], por ejemplo.
											Si bien conservaban con esmero
el estómago, los pulmones,
											el hígado, etc.,
											hacían puré el cerebro, 
lo drenaban por la nariz
											y lo descartaban.
											Y tiene sentido, en verdad,
											porque ¿para qué nos sirve 
el cerebro de todos modos?
											Pero imaginen si existiera un 
órgano olvidado en el cuerpo
											que pesara tanto como el cerebro
											y fuera en cierta forma 
muy importante para nosotros
											pero del que supiéramos muy poco 
y lo tratáramos con esa indiferencia.
											E imaginen si, mediante 
el avance científico,
											empezáramos a entender
											la importancia que tiene
para la forma de pensarnos.
											¿No querrían saber más sobre ese órgano?
									","
											Nós, humanos, sempre nos preocupámos
com a saúde do nosso corpo,
											mas nem sempre fomos tão bons
a descobrir o que é importante.
											Considerem os antigos
egípcios, por exemplo:
											muito preocupados com as partes do corpo
que julgavam necessárias após a morte,
											mas deixaram algumas partes de fora.
											Esta parte, por exemplo.
											Embora preservassem cuidadosamente
o estômago, os pulmões,
											o fígado, etc.,
											eles desfaziam simplesmente o cérebro,
drenavam-no pelo nariz
											e deitavam-no fora.
											Faz sentido, realmente,
											pois o que faz o cérebro por nós?
											Imaginem se existisse uma espécie
de órgão negligenciado no nosso corpo
											que pesasse tanto quanto o cérebro
											e que, de alguma forma, fosse tão
importante para sermos quem somos
											mas sobre o qual soubéssemos
tão pouco e o descuidássemos.
											Imaginem se, através
de novos avanços científicos,
											começássemos a perceber
											a sua importância em como
pensamos de nós mesmos.
											Não gostariam de saber mais sobre ele?
									","
											Depuis toujours, nous, les humains,
nous nous préoccupons de notre santé,
											mais, avant, nous n'étions pas capables
de déterminer ce qui est important.
											Prenons l'exemple 
des anciens Égyptiens :
											très soucieux de leurs corps,
											ils étaient sûrs qu'ils en auraient 
besoin après la mort,
											mais ils en enlevaient certaines parties.
											Cette partie, par exemple.
											Même s'ils préservaient soigneusement 
l'estomac, les poumons,
											le foie etc.,
											ils broyaient le cerveau, 
le retiraient par les narines
											et le jetaient,
											ce qui semble logique,
											pourquoi aurait-on besoin du cerveau ?
											Mais imaginez, par exemple,
un organe négligé dans notre corps
											qui pèserait autant que le cerveau
											et qui serait en quelque sorte
très important pour nous,
											mais on en saurait si peu
qu'on le traiterait avec un tel mépris.
											Et imaginez qu'à travers
les progrès de la science
											nous commencions à comprendre
											son importance pour
la perception de nous-mêmes.
											Voudriez-vous en savoir plus ?
									",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
","
","
","
",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
											Well, it turns out that we do
have something just like that:
											our gut,
											or rather, its microbes.
											But it's not just the microbes
in our gut that are important.
											Microbes all over our body
											turn out to be really critical
to a whole range of differences
											that make different people who we are.
											So for example, have you ever noticed
											how some people get bitten by mosquitos
way more often than others?
									","
											Bueno, resulta que tenemos algo así:
											el intestino,
											o mejor dicho, sus microbios.
											Pero no solo son importantes
los microbios del intestino.
											Los microbios de todo el cuerpo
											resultan cruciales para toda 
una gama de diferencias
											que conforman las diferentes 
personas que somos.
											Por ejemplo, ¿han notado
											cómo los mosquitos pican mucho más 
a algunas personas que a otras?
									","
											Bem, acontece que temos
algo exatamente assim:
											o nosso intestino,
											ou melhor, os seus micróbios.
											Não são apenas os micróbios do 
intestino que são importantes.
											Os micróbios em todo o nosso corpo
											são realmente críticos para
uma série de diferenças
											que nos tornam pessoas únicas.
											Por exemplo, já se aperceberam
											de como algumas pessoas são muito mais
mordidas por mosquitos do que outras?
									","
											Il s'avère que nous avons
un tel organe :
											nos intestins,
											ou plutôt, leurs microbes.
											Ce ne sont pas seulement 
ces microbes qui sont importants.
											Les microbes dans tout le corps
											s'avèrent cruciaux pour tout
un éventail de différences
											qui font que nous sommes différents.
											Par exemple, avez-vous déjà remarqué
											que certaines personnes sont piquées
plus souvent par les moustiques ?
									",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
","
","
","
",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
											It turns out that everyone's anecdotal
experience out camping is actually true.
											For example, I seldom
get bitten by mosquitos,
											but my partner Amanda
attracts them in droves,
											and the reason why is that we have
different microbes on our skin
											that produce different chemicals
that the mosquitos detect.
									","
											Parece que las anécdotas 
del camping son ciertas.
											Por ejemplo, a mí rara vez 
me pican los mosquitos,
											pero mi pareja, Amanda, 
los atrae en masa.
											Esto se debe a que tenemos
diferentes microbios en la piel
											que producen distintos químicos
que los mosquitos detectan.
									","
											Parece que a experiência anedótica geral
no campismo é realmente verdade.
											Por exemplo, eu raramente sou
mordido por mosquitos,
											mas a minha parceira Amanda
atrai-os em massa,
											e a razão é termos diferentes
micróbios na nossa pele,
											que produzem diferentes químicos
detetados pelos mosquitos.
									","
											Il s'avère que chacune 
de ces expériences a ses raisons.
											Par exemple, les moustiques
me piquent rarement,
											alors que ma compagne 
en attire une multitude.
											Ce phénomène s'explique par 
les microbes sur notre peau,
											produisant des substances chimiques,
qui sont détectées par les moustiques.
									",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
","
","
","
",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
											Now, microbes are also really important
in the field of medicine.
											So, for example, what microbes
you have in your gut
											determine whether particular painkillers
are toxic to your liver.
											They also determine whether or not other
drugs will work for your heart condition.
											And, if you're a fruit fly, at least,
											your microbes determine
who you want to have sex with.
											We haven't demonstrated this in humans yet
											but maybe it's just a matter of time
before we find out. (Laughter)
									","
											Los microbios son muy importantes
en el campo de la medicina.
											Por ejemplo, el tipo de microbios
que uno tiene en el intestino
											determina la toxicidad de determinado 
analgésico para el hígado.
											También determina la efectividad de un 
medicamento para una enfermedad cardiaca.
											Y, por lo menos, para la mosca 
de la fruta,
											sus microbios determinan 
con quién quiere tener sexo.
											Todavía no hemos demostrado 
esto en humanos
											pero quizá es cuestión de tiempo
hasta que lo descubramos. (Risas)
									","
											Os micróbios são também muito
importantes na medicina.
											Por exemplo, os micróbios
que temos no intestino
											determinam se alguns analgésicos
são tóxicos para o nosso fígado.
											Também determinam se outros medicamentos
melhorarão a nossa condição cardíaca.
											Se formos uma mosca da fruta, pelo menos,
											os nossos micróbios determinam
com quem queremos ter sexo.
											Ainda não demonstrámos isto nos humanos,
											mas talvez seja apenas uma questão
de tempo até o descobrirmos.
									","
											Aujourd'hui, les microbes sont importants
dans le domaine de la médecine.
											Par exemple, les microbes
dans nos intestins peuvent
											déterminer si un antidouleur particulier
est toxique ou non pour notre foie.
											Ils détermineront comment votre cœur
réagira aux autres médicaments.
											Et, si vous êtes une mouche des fruits,
											vos microbes détermineront 
avec qui vous voulez faire l'amour.
											Nous ne l'avons pas testé sur les humains

											mais ce n'est qu'une question de temps
avant qu'on ne le découvre. (Rires)
									",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
","
","
","
",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
"
											So microbes are performing
a huge range of functions.
											They help us digest our food.
											They help educate our immune system.
											They help us resist disease,
											and they may even
be affecting our behavior.
											So what would a map of all these
microbial communities look like?
											Well, it wouldn't look exactly like this,
											but it's a helpful guide
for understanding biodiversity.
											Different parts of the world
have different landscapes of organisms
											that are immediately characteristic
of one place or another
											or another.
											With microbiology, it's kind of the same,
although I've got to be honest with you:
											All the microbes essentially
look the same under a microscope.
											So instead of trying
to identify them visually,
											what we do is we look
at their DNA sequences,
											and in a project called
the Human Microbiome Project,
											NIH funded this $173 million project
											where hundreds 
of researchers came together
											to map out all the A's, T's, G's, and C's,
											and all of these microbes
in the human body.
											So when we take them together,
they look like this.
											It's a bit more difficult
to tell who lives where now, isn't it?
									","
											Los microbios realizan una 
amplia gama de funciones.
											Nos ayudan a digerir los alimentos.
											Ayudan a educar al sistema inmunológico.
											Nos ayudan a resistir enfermedades,
											y hasta pueden afectar 
nuestro comportamiento.
											¿Qué aspecto tiene un mapa de 
estas comunidades microbianas?
											Bueno, no exactamente este,
											pero es una guía útil para 
comprender la biodiversidad.
											Distintas partes del mundo tienen 
diferentes paisajes de organismos
											que caracterizan de inmediato
a un lugar o a otro,
											o a otro.
											En microbiología más o menos 
pasa lo mismo, pero seré honesto:
											Todos los microbios en esencia
son iguales bajo el microscopio.
											Por eso en vez de tratar de 
identificarlos visualmente,
											analizamos sus secuencias de ADN,
											y en un proyecto llamado
Proyecto Microbioma Humano,
											—el NIH financió este proyecto 
de USD 173 millones
											que congrega a cientos 
de investigadores—
											trazamos las A, T, G y C,
											y todos los microbios del cuerpo humano.
											En conjunto, tiene este aspecto.
											Ahora es un poco más difícil 
decir dónde vive cada uno, ¿no?
									","
											Os micróbios executam uma
enorme série de funções.
											Ajudam a digerir a nossa comida.
											Ajudam a melhorar o nosso
sistema imunitário.
											Ajudam-nos a resistir a doenças
											e podem até estar a afetar
o nosso comportamento.
											Como seria o mapa de todas estas
comunidades microbianas?
											Bem, não se pareceria
exatamente com este,
											mas é um guia útil para
entender a biodiversidade.
											Diversas regiões do mundo
têm diferentes organismos
											que são uma característica imediata
de uma região ou outra
											ou ainda outra.
											Na microbiologia passa-se o mesmo,
embora tenha que ser sincero:
											ao microscópio, todos os
micróbios se parecem.
											Em vez de tentarmos
identificá-los visualmente
											o que fazemos é observar
as suas sequências de ADN.
											Num projeto chamado Microbioma Humano,
											patrocinado pela NIH
em 173 milhões de dólares,
											centenas de investigadores reúnem-se
											para mapear todas as A, T, G e C
											e todos os micróbios no corpo humano.
											Quando os juntamos todos ficam assim.
											Agora é mais difícil dizer
quem vive em quem, não é?
									","
											Les microbes remplissent donc
une variété de fonctions.
											Ils nous aident à digérer,
											à éduquer notre système immunitaire,
											à résister aux maladies
											et ils peuvent même
influencer notre comportement.
											Quelle sera la disposition de toutes 
ces communautés microbiennes ?
											Elle ne ressemble pas exactement à cela,
											mais cela peut être utile
pour comprendre la biodiversité.
											Dans les différentes régions du monde
on retrouve différents organismes
											qui se distinguent automatiquement
d'une région à l'autre
											ou encore à une autre.
											C'est pareil avec la microbiologie,
mais je tiens à vous dire :
											tous les microbes se ressemblent
sous le microscope.
											Au lieu d'essayer de les 
identifier visuellement,
											nous observons leur
séquençage de l'ADN,
											et dans le cadre du projet
Human Microbiome Project,
											les NIH ont financé ce projet
coûtant 173 millions de dollars,
											où des centaines de chercheurs 
ont décidé
											de cartographier ces séquençages,
											ainsi que les microbes
dans le corps humain.
											Si nous les mettons ensemble,
ils ressemblent à ce schéma.
											Il est un peu plus difficile de déterminer
d'où ils proviennent, n'est-ce pas ?
									",How our microbes make us who we are,Rob Knight,17:24,"TED Books,biology,health"
