en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
											I want us to start
by thinking about this device,
											the phone that's very likely
in your pockets right now.
											Over 40 percent of Americans 
check their phones
											within five minutes
of waking up every morning.
											And then they look at it
another 50 times during the day.
											Grownups consider this device
to be a necessity.
									","
											Queria que começássemos
por pensar neste aparelho, o telemóvel,
											que é muito parecido
com o que têm no bolso neste momento.
											Mais de 40% dos norte-americanos
verifica o seu telemóvel
											cinco minutos depois de acordar,
todas as manhãs.
											Depois, olham para ele
mais 50 vezes durante o dia.
											Os adultos consideram
que este aparelho é uma necessidade.
									","
											Je veux que nous commencions
par penser à cet appareil,
											le téléphone qui est probablement
dans vos poches actuellement.
											Plus de 40% d'Américains
vérifient leur téléphone
											dans les cinq minutes
qui suivent leur réveil le matin.
											Puis ils le regardent encore
une cinquantaine de fois dans la journée.
											Les adultes considèrent cet appareil
indispensable.
									","
											Bu cihazla ilgili düşünerek
başlamamızı istiyorum;
											büyük ihtimalle şu anda 
cebinizde bulunan cep telefonu ile...
											Amerikalıların yüzde 40'ı her sabah 
uyandıktan sonra
											5 dakika içerisinde cep 
telefonlarına bakıyorlar
											ve sonra da gün içerisinde 
bir 50 defa daha bakıyorlar.
											Yetişkinler bu cihazı bir 
gereklilik olarak değerlendiriyor.
									","
											Wir fangen damit an, 
über dieses Gerät nachzudenken,
											das Handy, das vermutlich gerade
in Ihren Hosentaschen ist.
											Über 40 % der US-Amerikaner
sehen auf ihr Handy
											innerhalb der ersten 5 Minuten 
nach dem Aufstehen.
											Im Laufe des Tages gucken sie 
50 weitere Male aufs Handy.
											Erwachsene erachten ihr Handy
als eine Notwendigkeit.
									",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
","
","
","
","
",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
											But now I want you to imagine it
in the hands of a three-year-old,
											and as a society, we get anxious.
											Parents are very worried
											that this device is going to stunt
their children's social growth;
											that it's going to keep them
from getting up and moving;
											that somehow,
											this is going to disrupt childhood.
											So, I want to challenge this attitude.
											I can envision a future
											where we would be excited to see
a preschooler interacting with a screen.
											These screens can get kids
up and moving even more.
											They have the power to tell us more
about what a child is learning
											than a standardized test can.
											And here's the really crazy thought:
											I believe that these screens
have the power
											to prompt more real-life conversations
											between kids and their parents.
									","
											Mas agora queria que o imaginassem
mas mãos de um miúdo de três anos.
											Enquanto sociedade, ficamos ansiosos.
											Os pais têm grande receio
											de que este aparelho vá dificultar
o crescimento social dos seus filhos,
											de que os vá impedir
de crescer e de evoluir,
											de que, seja como for,
											ele vá perturbar a sua infância.
											Ora bem, eu quero contestar esta atitude.
											Eu encaro um futuro
											em que ficaremos entusiasmados
ao ver uma criança do pré-escolar
											a interagir com um ecrã.
											Estes ecrãs podem levar os miúdos
a evoluir ainda mais.
											Podem dizer-nos mais coisas
sobre o que uma criança está a aprender
											do que um teste estandardizado.
											E tenho um pensamento muito louco:
											Acredito que estes ecrãs têm o poder
											de provocar conversas mais reais
											entre as crianças e os seus pais.
									","
											Je veux que vous l'imaginiez
dans les mains d'un enfant de trois ans
											et, en tant que société,
cela nous angoisse.
											Les parents ont peur
											que cet appareil retarde
la croissance sociale de leur enfant ;
											qu'il les empêche
de se lever et de bouger ;
											que d'une certaine façon,
											cela perturbe leur enfance.
											J'aimerais remettre
en question cette attitude.
											Je peux imaginer un futur
											où nous serions enthousiastes à l'idée
de voir un enfant interagir avec un écran.
											Ces écrans peuvent pousser les enfants
à se lever et bouger encore plus.
											Ils ont le pouvoir de nous en dire plus
sur ce qu'un enfant apprend
											qu'un test standardisé.
											Et voici l'idée absolument folle :
											je crois que ces écrans ont le pouvoir
											de susciter plus de conversations
dans la vie réelle
											entre les enfants et leurs parents.
									","
											Sizden bunu üç yaşındaki bir çocuğun
elinde hayal etmenizi istiyorum
											ve toplum olarak, endişeleniyoruz.
											Ebeveynler bu cihazın
											çocuklarının sosyal gelişimlerini 
engellemesinden,
											kalkıp hareket etmekten 
alıkoyacağından korkuyorlar.
											Nasıl oluyorsa,
											bunun çocukluğu bozacağını düşünüyorlar.
											Ben bu düşünceye meydan okumak istiyorum.
											Ben bir anaokulu öğrencisinin ekran ile
											etkileşime girmesinden heyecanlandığımız 
bir gelecek tasavvur edebiliyorum.
											Bu ekranlar çocukları daha da çok 
hareketlendirebilir.
											Bize bir çocuğun neler öğrendiğini
standart bir testten
											daha iyi şekilde gösterme gücüne sahipler.
											Daha da çılgınca bir düşünce:
											Ben bu ekranların çocuklar 
ve ebeveynler arasında
											daha fazla gerçek hayat diyaloğu
											kurma gücüne sahip olduğuna inanıyorum.
									","
											Stellen Sie sich nun ein Handy
in der Hand eines Dreijährigen vor;
											als Gesellschaft macht uns das Angst.
											Eltern haben Angst, dass dieses Gerät
											die soziale Entwicklung
ihrer Kinder hemmt,
											sie daran hindert, 
aufzustehen und sich zu bewegen,
											und irgendwie ihre Kindheit stören wird.
											Ich möchte diese Einstellung hinterfragen.

											Ich kann mir eine Zukunft vorstellen,
											in der wir uns freuen, wenn Vorschulkinder
mit Bildschirmen interagieren.
											Bildschirme können Kinder dazu bringen,
aufzustehen und sich mehr zu bewegen.
											Sie haben die Macht,
uns eher zu zeigen, was ein Kind lernt,
											als ein standardisierter Test.
											Das hier ist mein verrückter Gedanke:
											Ich glaube, Bildschirme haben die Macht,
											für mehr Gespräche im echten Leben
											zwischen Kindern und Eltern zu sorgen.
									",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
","
","
","
","
",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
											Now, I was perhaps
an unlikely champion for this cause.
											I studied children's literature
											because I was going to work
with kids and books.
											But about 20 years ago,
											I had an experience that shifted my focus.
											I was helping lead a research study
about preschoolers and websites.
											And I walked in and was assigned
a three-year-old named Maria.
											Maria had actually never seen
a computer before.
											So the first thing I had to do
was teach her how to use the mouse,
											and when I opened up the screen,
she moved it across the screen,
											and she stopped on a character
named X the Owl.
											And when she did that,
											the owl lifted his wing and waved at her.
											Maria dropped the mouse,
pushed back from the table, leaped up
											and started waving
frantically back at him.
											Her connection to that character
											was visceral.
											This wasn't a passive screen experience.
											This was a human experience.
											And it was exactly appropriate
for a three-year-old.
									","
											Eu devia ser uma defensora
improvável desta causa.
											Estudei literatura infantil
											porque ia trabalhar
com crianças e com livros.
											Mas aqui há 20 anos,
											tive uma experiência
que mudou o meu interesse.
											Estava a colaborar numa investigação
sobre pré-escolares e ""websites"".
											Quando comecei, atribuíram-me
uma criança de três anos, chamada Maria.
											Maria nunca tinha visto um computador.
											Por isso, a primeira coisa que era preciso
era ensiná-la a usar o rato.
											Quando abri o ecrã,
ela moveu-o pelo ecrã
											e parou numa figura
chamada ""X, a Coruja"".
											Quando fez isso, a coruja
abriu as asas e acenou-lhe.
											Maria deixou cair o rato,
afastou-se da mesa, deu um salto
											e começou a acenar-lhe freneticamente.
											A sua ligação com aquela figura
era visceral.
											Aquilo não foi uma experiência
passiva num ecrã.
											foi uma experiência humana.
											Era exatamente o que se esperava
de uma criança de três anos.
									","
											Je suis peut-être un défenseur
inattendue de cette cause.
											J'ai étudié la littérature pour enfants
											car j'allais travailler
avec des enfants et des livres.
											Mais il y a environ 20 ans,
											j'ai vécu une expérience qui 
a changé mon projet
											J'aidais à mener une étude sur les enfants
d'école maternelle et les sites internet.
											Je suis arrivée et on m'a assigné
une fille de trois ans, Maria.
											Maria n'avait jamais vu
d'ordinateur auparavant.
											J'ai dû d'abord lui apprendre
à utiliser la souris
											et quand j'ai ouvert l'écran,
elle l'a déplacée sur l'écran
											et s'est arrêtée sur un personnage
appelé X la chouette.
											Quand elle a fait cela,
											la chouette a levé son aile
et lui a fait signe.
											Maria a lâché la souris, s'est écartée
de la table, s'est levée d'un bond
											et lui a fait signe frénétiquement.
											Le lien qu'elle avait avec ce personnage
											était viscéral.
											Ce n'était pas une expérience
passive devant un écran.
											C'était une expérience humaine.
											Et c'était tout à fait approprié
pour un enfant de trois ans.
									","
											Ben belki de bu amacı savunması 
beklenmeyen biriyim.
											Ben çocuk edebiyatı eğitimi gördüm
											çünkü çocuklarla ve 
kitaplarla çalışacaktım.
											Fakat 20 yıl kadar önce,
											odağımı değiştiren bir deneyim yaşadım.
											Okul öncesi çocuklar ve sitelerle ilgili
bir araştırmaya yardım ediyordum
											ve içeri girdiğimde üç yaşındaki 
Maria'ya atanmıştım.
											Maria aslında daha önce 
hiç bilgisayar görmemişti.
											Öncelikle ona farenin nasıl 
kullanıldığını öğretmem gerekti
											ve ekranı açtım, o da ekran 
boyunca hareket ettirdi
											ve Baykuş X adındaki karakterin 
üstünde durdu.
											Bunu yaptığı zaman,
											baykuş kanadını kaldırdı ve ona salladı.
											Maria fareyi bıraktı, 
sandalyeyi geriye itti, sıçradı
											ve elini çılgınca ona sallamaya başladı.
											Karakterle olan bağlantısı
											çok içgüdüseldi.
											Bu pasif bir ekran deneyimi değildi.
											Bu insani bir deneyimdi
											ve üç yaşındaki bir çocuğa 
tamamen uygundu.
									","
											Früher war ich vielleicht 
nicht die typische Befürworterin davon.
											Ich habe Kinderliteratur studiert,
											weil ich mit Kindern
und Büchern arbeiten wollte.
											Aber vor ca. 20 Jahren
											veränderte eine Erfahrung meinen Fokus.
											Ich half bei einer Forschungsstudie
über Vorschulkinder und Websites.
											Ich wurde einem dreijährigen Mädchen
namens Maria zugeteilt.
											Maria hatte nie zuvor
einen Computer gesehen.
											Also half ich ihr zunächst, 
die Maus zu bedienen.
											Als ich den Bildschirm einschaltete,
bewegte sie den Mauszeiger darüber
											und hielt an bei einem Charakter
namens X die Eule.
											Als sie dies tat,
											hob die Eule ihre Hand und winkte ihr zu.
											Maria ließ die Maus los, 
trat zurück, sprang auf
											und winkte hektisch zurück.
											Ihre Verbindung mit dem Charakter
											passierte instinktiv.
											Es war keine passive Erfahrung
mit dem Bildschirm.
											Es war eine menschliche Erfahrung.
											Und es war völlig angemessen
für eine Dreijährige.
									",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
","
","
","
","
",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
											I've now worked at PBS Kids
for more than 15 years,
											and my work there is focused on
harnessing the power of technology
											as a positive in children's lives.
											I believe that as a society,
we're missing a big opportunity.
											We're letting our fear and our skepticism
											about these devices
											hold us back from realizing
their potential
											in our children's lives.
									","
											Agora já trabalho em PBS Kids
há mais de 15 anos
											e o meu trabalho concentra-se
em aproveitar o poder da tecnologia
											como uma coisa positiva
na vida das crianças.
											Creio que, enquanto sociedade,
estamos a perder uma grande oportunidade.
											Estamos a deixar que o nosso medo
e o nosso ceticismo
											em relação a estes aparelhos
											nos impeçam de perceber
o seu potencial
											na vida das crianças.
									","
											Je travaille à PBS Kids
depuis plus de 15 ans
											et je me concentre sur l'exploitation
du pouvoir de la technologie
											pour un impact positif
sur la vie des enfants.
											Je crois qu'en tant que société,
nous manquons une belle opportunité.
											Nous laissons notre peur
et notre scepticisme,
											au sujet de ces appareils,
											nous empêcher de réaliser leur potentiel
											dans la vie de nos enfants.
									","
											15 yıldan fazla bir süredir
PBS Kids'te çalışıyorum
											ve oradaki işim, teknoloji gücünü 
çocukların hayatlarında
											pozitif hale getirmeye odaklanmıştı.
											Ben toplum olarak büyük bir fırsatı 
kaçırdığımıza inanıyorum.
											Bu cihazlar hakkındaki korkularımızın ve
											şüphelerimizin, çocuklarımızın
											hayatlarındaki potansiyellerini 
gerçekleştirmelerini
											engellemesine izin veriyoruz.
									","
											Seit mehr als 15 Jahren
arbeite ich bei ""PBS Kids""
											und meine Arbeit konzentriert sich darauf,
die Vorteile von Technologie
											für Kinder positiv zu nutzen.
											Wir als Gesellschaft
lassen eine große Chance aus.
											Angst und Misstrauen
											gegenüber diesen Geräten
											hindern uns daran,
zu erkennen, wie viel Potenzial
											sie im Leben eines Kindes haben.
									",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
","
","
","
","
",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
"
											Fear about kids and technology
is nothing new;
											we've been here before.
											Over 50 years ago, the debate was raging
about the newly dominant media:
											the television.
											That box in the living room?
											It might be separating kids
from one another.
											It might keep them away
from the outside world.
											But this is the moment when Fred Rogers,
											the long-running host
of ""Mister Rogers' Neighborhood,""
											challenged society
to look at television as a tool,
											a tool that could promote
emotional growth.
											Here's what he did:
											he looked out from the screen,
and he held a conversation,
											as if he were speaking
to each child individually
											about feelings.
											And then he would pause
											and let them think about them.
											You can see his influence
across the media landscape today,
											but at the time, this was revolutionary.
											He shifted the way we looked at television
in the lives of children.
									","
											O medo com as crianças e a tecnologia
não tem nada de novo.
											Já o experimentámos antes.
											Há mais de 50 anos, houve um debate aceso
sobre um novo e dominante ""media"",
											a televisão.
											Aquela caixa no meio da sala?
											Podia separar os miúdos
uns dos outros.
											Podia afastá-los do mundo exterior.
											Mas foi nessa altura que Fred Rogers,
											o conhecido apresentador
de ""Mister Roger's Neighborhood"",
											desafiou a sociedade a olhar
para a televisão como uma ferramenta,
											uma ferramenta que podia estimular
o crescimento emocional.
											Eis o que ele fez:
											Fitava o ecrã e tinha uma conversa,
											como se estivesse a falar
com cada criança, individualmente,
											sobre sentimentos.
											Depois fazia uma pausa
											e deixava-os pensar neles.
											Vemos a sua influência
em toda a paisagem dos ""media"", hoje,
											mas, naquela época,
aquilo era revolucionário.
											Alterou a forma como os olhos das cianças
nos viam na televisão.
									","
											La peur concernant les enfants
et la technologie n'est pas nouvelle,
											nous avons connu cela auparavant.
											Il y a plus de 50 ans,
											des débats faisaient rage
sur le nouveau média dominant :
											la télévision.
											Cette boite dans le salon ?
											Elle pourrait séparer
les enfants les uns des autres.
											Elle pourrait les tenir à l'écart
du monde extérieur.
											Mais c'est à ce moment-là que Fred Rogers,
											le présentateur
de « Mister Roger's Neighborhood »,
											a lancé le défi de voir
la télévision comme un outil,
											un outil pouvant promouvoir
la croissance émotionnelle.
											Voici ce qu'il a fait :
											il nous regardait depuis l'écran
et il tenait une conversation,
											comme s'il parlait
individuellement à chaque enfant,
											sur les sentiments.
											Puis il marquait une pause
											et les laissait réfléchir
à ces sentiments.
											Vous voyez son influence
dans tout le paysage médiatique actuel,
											mais à l'époque, c'était révolutionnaire.
											Il a changé notre regard sur la télévision
dans la vie des enfants.
									","
											Çocuklar ve teknoloji hakkındaki 
korkular yeni değil;
											daha önce de buradaydık.
											50 yıl kadar önce, yeni dominant medya 
hakkındaki tartışma şiddetleniyordu:
											televizyon.
											Salondaki o kutu mu?
											Çocukları birbirinden ayırıyor olabilir.
											Onları dış dünyadan uzak tutuyor olabilir.
											Fakat o zamanlar ""Bay Roger'ın 
Komşuları"" programının
											uzun zaman sunuculuğunu yapan Fred Rogers,
											televizyona duygusal gelişimi destekleyen
											bir araç olarak bakmaları için
topluma meydan okudu.
											Yaptığı şuydu:
											Ekrandan dışarıya doğru 
baktı ve her çocukla
											duygular hakkında bire bir 
konuşuyormuş gibi
											bir diyalog sürdürdü
											ve sonra durup
											onlar hakkında düşünmelerine izin verirdi.
											Bugün medya alanı üzerinde
onun etkilerini görebilirsiniz
											ama aynı zamanda bu devrim niteliğindeydi.
											Çocukların gözünde televizyona olan 
bakışımızı değiştirdi.
									","
											Angst vor Kindern und Technologie
ist nichts Neues,
											das gibt es schon lange.
											Vor über 50 Jahren gab es eine Debatte
über das damalige neue Medium:
											den Fernseher.
											Dieser Kasten im Wohnzimmer?
											Er könnte Kinder voneinander trennen.
											Er könnte Kinder
von der Außenwelt abschirmen.
											Das war der Moment, in dem Fred Rogers,
											der Langzeitmoderator
von ""Mister Rogers' Neighborhood"",

											die Gesellschaft aufforderte, 
Fernsehen als Werkzeug zu betrachten,
											das emotionale Entwicklung fördert.
											So hat er es gemacht:
											er schaute aus dem Bildschirm heraus
und führte ein Gespräch,

											als würde er mit jedem Kind einzeln
											über ihre Gefühle sprechen.
											Dann machte er eine Pause
											und ließ sie über ihre Gefühle nachdenken.
											Diesen Einfluss beobachtet man heute
in der gesamten Medienlandschaft,
											aber zu der damaligen Zeit
war es revolutionär.
											Er veränderte unsere Sicht 
auf Fernsehen im Leben der Kinder.
									",3 fears about screen time for kids — and why they're not true,Sara DeWitt,11:51,"children,education,communication,family,future,technology,media"
