en,fr,title,speaker,duration,tags
"
","
",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
											Half of the human workforce
is expected to be replaced
											by software and robots
in the next 20 years.
											And many corporate leaders welcome
that as a chance to increase profits.
											Machines are more efficient;
											humans are complicated
and difficult to manage.
									","
											La moitié de la main-d'œuvre 
humaine devrait être remplacée
											par des logiciels et des robots 
au cours des 20 prochaines années.
											De nombreux chefs d'entreprise y voient
un moyen d'augmenter leurs profits.
											Les machines sont plus efficaces.
											Les hommes sont compliqués
et difficiles à gérer.
									",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
","
",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
											Well, I want our organizations
to remain human.
											In fact, I want them to become beautiful.
											Because as machines take our jobs
and do them more efficiently,
											soon the only work left for us humans
will be the kind of work
											that must be done beautifully
rather than efficiently.
									","
											J'aimerais que nos organisations
restent humaines.
											En fait, je veux
qu’elles deviennent belles.
											Vu que les machines prennent nos emplois
et les assument plus efficacement,
											le seul travail qu'il nous restera
à nous, les hommes,
											sera celui à accomplir d'une façon belle 
plutôt qu'efficace.
									",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
","
",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
											To maintain our humanity
in the this second Machine Age,
											we may have no other choice
than to create beauty.
											Beauty is an elusive concept.
											For the writer Stendhal
it was the promise of happiness.
											For me it's a goal by Lionel Messi.
									","
											Pour maintenir notre humanité 
dans cette seconde ère des machines,
											nous n'avons pas d'autre choix
que de créer la beauté.
											La beauté est un concept insaisissable.
											Pour Stendhal,
c'était la promesse du bonheur.
											Pour moi, c'est un but de Lionel Messi.
									",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
","
",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
											(Laughter)
									","
											(Rires)
									",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
","
",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
											So bear with me
											as I am proposing four admittedly
very subjective principles
											that you can use to build
a beautiful organization.
									","
											Laissez-moi vous proposer 4 principes,
certainement très subjectifs,
											dont vous pouvez vous servir
pour établir une belle organisation.
									",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
","
",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
"
											First: do the unnecessary.
									","
											Premièrement : faites l'inutile.
									",4 ways to build a human company in the age of machines,Tim Leberecht,11:44,"business,beauty,collaboration,goal-setting,innovation,humanity,leadership,motivation,work"
