en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
											According to the UN,
											billions of people still live
without an address.
											The economist Hernando de Soto said,
											""Without an address,
											you live outside the law.
											You might as well not exist.""
											I'm here to tell you how my team and I
are trying to change that.
									","
											Según la ONU,
											miles de millones de personas 
aún viven sin una dirección.
											El economista Hernando de Soto dijo:
											""Sin una dirección,
											vives fuera de la ley,
											incluso puede que no existas"".
											Estoy aquí para contarles cómo
											mi equipo y yo estamos intentando
cambiar eso.
									","
											De acordo com as Nações Unidas,
											existem milhares de milhões de pessoas
que vivem sem endereço postal.
											O economista Hernando de Soto disse:
											""Sem um endereço,
											""vivem à margem da lei.
											""Talvez seja melhor nem existirem.""
											Estou aqui para vos dizer como a minha
equipa e eu estamos a tentar mudar isso.
									","
											Birleşmiş Milletler'e göre
											milyarlarca insan hala
bir adresi olmadan yaşıyor.
											Ekonomist Hernando De Soto
şöyle söylüyor:
											""Bir adresiniz olmadığında
											kanun dışı yaşıyor olursunuz.
											Hatta var olmayabilirsiniz.""
											Ekibimle birlikte bunu
değiştirme çabamızı anlatacağım.
									","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
","
","
","
","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
											If you go to an online map
and look at a favela in Brazil
											or a township in South Africa,
											you'll see a few streets
but a lot of empty space.
											But if you flip to satellite view,
											there are thousands of people,
homes and businesses
											in this vast, unmapped
and unaddressed spaces.
											In Ghana's capital, Accra,
											there are numbers and letters
scrawled onto the sides of walls,
											where they piloted address systems
but not finished them.
											But these places,
these unaddressed places,
											hold huge economic potential.
									","
											Si usan un mapa en línea
y buscan una favela en Brasil
											o un pueblo en Sudáfrica,
											verán algunas calles
pero mucho espacio vacío.
											Pero si cambian a la vista satelital,
											hay miles de personas, hogares y empresas
											en esos enormes espacios que no figuran 
en el mapa ni tienen direcciones.
											En Acra, la capital de Ghana,
											se encuentran números y letras 
garabateados en las paredes,
											donde han puesto a prueba
sistemas de direcciones,
											pero no han terminado de implementarlos.
											Pero estos lugares que carecen 
de direcciones
											presentan un enorme potencial económico.
									","
											Se pesquisarem num mapa ""online""
e observarem uma favela no Brasil
											ou um município na África do Sul,
											verão várias ruas,
mas muitos espaços vazios.
											Se usarem a vista de satélite,
											verão milhares de pessoas,
casas e estabelecimentos
											nestes espaços vazios, que não estão
mapeados e não têm morada.
											Na capital do Gana, Accra,
											existem números e letras
rabiscados nas paredes,
											em resultado de processos de criação
de moradas que não foram acabados.
											Mas estes locais,
estes lugares sem morada
											têm um enorme potencial económico.
									","
											Çevrimiçi bir harita açıp 
Brezilya'da bir favelaya bakarsanız
											veya Güney Afrika'da bir kasabaya,
											sadece birkaç sokak ama
bir sürü boş alan görürsünüz.
											Ancak uydu görünümüne geçerseniz
											insan, ev ve iş yerlerinin binlercesi
											bu eşlenmemiş ve adreslenmemiş 
geniş alanda bulunuyor.
											Gana'nın başkenti Accra'da
											duvar kenarlarına karalanmış
rakamlar ve harfler mevcut,
											bir adres sistemi başlatmış
ama bitirememişler.
											Ancak bu yerler, bu adressiz yerler,
											büyük bir ekonomik potansiyele sahip.
									","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
","
","
","
","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
											Here's why the issue
of addressing stuck with me.
											I worked in the music
business for 10 years,
											and what you may not know
about the music world
											is that every day, people struggle
with the problems of addressing.
											So from the musicians
who have to find the gigs
											to the production companies
who bring the equipment,
											everyone somehow always gets lost.
											We even had to add someone
to our schedules
											who was the person you called
when you thought you'd arrived
											but then realized you hadn't.
											And we had some pretty bad days,
											like in Italy, where a truck driver
unloaded all the equipment
											an hour north of Rome,
not an hour south of Rome,
											and a slightly worse day
											where a keyboard player
called me and said,
											""Chris, don't panic,
but we may have just sound-checked
											at the wrong people's wedding.""
									","
											Así es como llegué a interesarme
											por el problema del 
sistema de direcciones.
											Trabajé en el mundo de la música
durante 10 años,
											y lo que quizá no sepan
sobre el mundo de la música
											es que, todos los días, se enfrentan
problemas con el sistema de direcciones
											desde los músicos que deben encontrar
los locales donde tocarán
											hasta las productoras 
que llevan los equipos,
											de alguna manera todos 
siempre se extravían
											y tuvimos que incluir 
a alguien en nuestra agenda
											a quién llamar cuando pensábamos 
que habíamos llegado,
											para darnos cuenta de que no,
											y tuvimos algunos días bastante
complicados.
											En Italia, un camionero
descargó todos los equipos
											a una hora al norte de Roma, 
no a una hora al sur de Roma,
											o un día un poco peor, cuando
un tecladista me llamó y me dijo:
											""Chris, no te asustes, pero
											es posible que haya sido 
la boda equivocada"".
									","
											Vou explicar-vos como me interessei
por este tema.
											Trabalhei no mundo da música
durante 10 anos
											e talvez não tenham ideia
que o mundo da música
											sofre todos os dias com este problema
de falta de endereços.
											Desde músicos que têm de encontrar
os locais onde vão atuar
											até produtoras que tratam do equipamento,
											todos se perdem de alguma maneira.
											Nós até tivemos de contratar uma pessoa
											a quem telefonávamos
quando pensávamos ter chegado ao local,
											mas, na verdade, não tínhamos.
											E vivemos situações muito complicadas,
											como em Itália, por exemplo, onde o
equipamento foi descarregado do camião
											a uma hora a norte de Roma,
e não a uma hora a sul.
											E foi muito pior
											quando um dia,
o teclista me telefonou e disse:
											""Chris, não te aflijas,
mas talvez tenhamos feito o teste de som
											""no casamento errado!""
									","
											İşte bu yüzden adresleme 
meselesi beni etkiledi.
											Müzik sektöründe 10 yıl çalıştım
											ve müzik dünyası hakkında bilmediğiniz şey
											insanların her gün adresleme
problemiyle mücadele ediyor oluşu.
											Dolayısıyla konser bulmak 
zorunda olan müzisyenlerden
											ekipmanları getiren 
üretim şirketlerine kadar
											herkes bir şekilde her zaman kayboluyor.
											Vardığınızı sandığınızda aradığınız
											ama sonra varmadığınızı
fark ettiğiniz o kişiyi dahi
											programa eklemek zorunda kaldık.
											Çok kötü günlerimiz de oldu.
											Mesela İtalya'da komyonet tüm ekipmanı
											Roma'nın güneyi yerine
bir saat kuzeyine bıraktı,
											biraz daha kötüsü,
											bir klavyeci beni aradı ve şöyle dedi:
											''Chris, panik yapma, ama sanırım
yanlış kişilerin düğününde
											ses kontrolü yaptık''
									","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
","
","
","
","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
","
","
","
","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
"
											So not long after the fated Rome event,
											I chatted this through
with a friend of mine
											who is a mathematician,
											and we thought it was a problem
we could do something about.
											We thought, well,
we could make a new system,
											but it shouldn't look like the old system.
											We agreed that addresses were bad.
											We knew we wanted something very precise,
											but GPS coordinates,
latitude and longitude,
											were just too complicated.
									","
											Poco después del desafortunado
evento de Roma,
											hablé sobre este tema 
con un amigo matemático,
											y pensamos que era un problema
que podíamos resolver.
											Pensamos que podíamos crear
un nuevo sistema
											pero que no se pareciera al antiguo.
											Estábamos de acuerdo en que 
las direcciones eran deficientes.
											Sabíamos que deseábamos algo muy preciso,
											pero que las coordenadas de GPS,
latitud y longitud,
											eran demasiado complicadas.
									","
											Não muito depois do episódio de Roma,
											falei sobre isto com um amigo meu
											que é matemático
											e pensámos que seria um problema
que poderíamos resolver.
											Pensámos que poderíamos criar
um novo sistema,
											mas teria de ser diferente do atual.
											Concordámos que os endereços estavam mal.
											Queríamos algo que fosse muito preciso,
											mas as coordenadas GPS,
latitude e longitude,
											eram muito complicadas.
									","
											Talihsiz Roma olayından
kısa bir süre sonra,
											bu konuyu matematikçi bir arkadaşımla
											enine boyuna konuştum
											ve bunun çözebileceğimiz
bir sorun olduğunu düşündük.
											Düşündük ki yeni bir sistem kurabiliriz,
											ancak bu eski sisteme benzememeliydi.
											Adreslerin kötü olduğu
konusunda hemfikirdik.
											Çok kesin bir şey olmasını istiyorduk,
											diğer yandan GPS koordinatları,
enlem ve boylam
											aşırı karmaşıktı.
									","A precise, three-word address for every place on earth",Chris Sheldrick,5:18,"communication,cooperation,infrastructure,software,society,technology,global development"
