en,tr,pt,title,speaker,duration,tags
"
","
","
",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
											All life,
											every living thing ever,
											has been built according
to the information in DNA.
											What does that mean?
											Well, it means that just
as the English language
											is made up of alphabetic letters
that, when combined into words,
											allow me to tell you the story
I'm going to tell you today,
											DNA is made up of genetic letters
that, when combined into genes,
											allow cells to produce proteins,
											strings of amino acids
that fold up into complex structures
											that perform the functions
that allow a cell to do what it does,
											to tell its stories.
											The English alphabet has 26 letters,
and the genetic alphabet has four.
											They're pretty famous.
Maybe you've heard of them.
											They are often just
referred to as G, C, A and T.
											But it's remarkable
that all the diversity of life
											is the result of four genetic letters.
											Imagine what it would be like
if the English alphabet had four letters.
											What sort of stories
would you be able to tell?
											What if the genetic alphabet
had more letters?
											Would life with more letters
be able to tell different stories,
											maybe even more interesting ones?
									","
											Tüm yaşam,
											yaşayan her bir şey,
											DNA'daki bilgiye göre oluşturuldu.
											Peki bu ne demek?
											Nasıl ki İngiliz alfabesi
kelimelere dönüştürüldüğünde
											size bugün söyleyeceğim
şeyleri söyleme imkânı tanıyan
											alfabetik harflerden meydana geliyorsa
											DNA da genetik harflerden meydana geliyor
ve genlere dönüştürüldüğünde
											hücrelerin protein üretmesini,
											yani bir hücrenin işlevlerini
yerine getirmesini sağlayan
											karmaşık yapıları meydana getiren
amino asitler üretmesini
											ve hikâyelerini anlatmasını sağlıyor.
											İngiliz alfabesinde 26 harf varken
genetik alfabede sadece dört tane var.
											Oldukça ünlüler.
Belki de onları biliyorsunuz.
											Onlara genellikle G, C, A ve T deniyor.
											Ama tüm bu yaşam çeşitliliğinin
											dört genetik harfin
sonucu olması inanılmaz.
											İngiliz alfabesinde dört harf olsa
nasıl olurdu bir hayal edin.
											Ne tür hikâyeler anlatabilirdik?
											Peki genetik alfabede
daha fazla harf olsaydı?
											Daha fazla harfli yaşam
daha farklı hikâyelere kapı açar mıydı,
											hatta belki daha ilginç olanlara?
									","
											Toda a vida, todos
os seres vivos conhecidos
											são criados segundo as informações no ADN.
											O que é que isto significa?
											Significa que, tal como a língua inglesa
é formada por letras do alfabeto
											que, combinadas em palavras,
											me permitem contar-vos
a história que vou contar,
											o ADN é formado por letras genéticas
que, quando combinadas em genes,
											permitem que as células
produzam proteínas,
											cadeias de aminoácidos
que formam estruturas complexas
											que realizam as funções que permitem
que uma célula faça o que faz,
											contar as suas histórias.
											O alfabeto inglês tem 26 letras
e o alfabeto genético tem quatro.
											São muito conhecidas.
Já devem ter ouvido falar delas.
											São frequentemente 
referidas como G, C, A e T.
											Mas é espantoso que a diversidade da vida
											seja o resultado dessas quatro
letras genéticas.
											Imaginem o que seria se o alfabeto
inglês só tivesse quatro letras.
											Que tipo de histórias
seríamos capazes de contar?
											E se o alfabeto genético
tivesse mais letras?
											A vida formada com mais letras
poderia contar histórias diferentes,
											talvez histórias mais interessantes?
									",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
","
","
",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
											In 1999, my lab at the Scripps
Research Institute in La Jolla, California
											started working on this question
with the goal of creating living organisms
											with DNA made up
of a six-letter genetic alphabet,
											the four natural letters
plus two additional new man-made letters.
											Such an organism would be
											the first radically altered
form of life ever created.
											It would be a semisynthetic form of life
											that stores more information
than life ever has before.
											It would be able to make new proteins,
											proteins built from more
than the 20 normal amino acids
											that are usually used to build proteins.
											What sort of stories could that life tell?
									","
											1999 yılında La Jolla,
Kaliforniya'daki laboratuvarım
											altı harfli bir genetik alfabe DNA'sıyla
canli organizmalar yaratma amacıyla
											bu soru üzerinde çalışmaya başladı;
											dört doğal harfe ek olarak
iki insan yapımı ek harf.
											Böyle bir organizma
											kökten değiştirilmiş
ilk yaşam şekli olurdu.
											Yarı sentetik bir yaşam şekli olurdu,
											yaşamın daha önce yaptığından
daha fazla bilgi saklayabilen bir şekli.
											Yeni proteinler üretebilirdi,
											genellikle protein yapımında kullanılan
20 normal amino asidin
											daha fazlasından inşa edilen proteinler.
											Bu yaşam nasıl hikâyelere kapı açardı?
									","
											Em 1999, o meu laboratório
em La Jolla, na Califórnia,
											começou a trabalhar nesta questão
com o objetivo de criar organismos vivos
											com ADN composto
por seis letras genéticas,
											as quatro letras naturais,
mais duas letras criadas pelo homem.
											Um tal organismo seria
											a primeira forma de vida
radicalmente alterada, jamais criada.
											Seria uma forma semissintética de vida
											que contém mais informações
do que a vida jamais teve.
											Seria capaz de fabricar novas proteínas.
											proteínas criadas a partir de mais
do que os 20 aminoácidos normais
											que são habitualmente usados
para criar proteínas.
											Que tipo de histórias
poderia essa vida contar?
									",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
","
","
",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
											With the power of synthetic chemistry
and molecular biology
											and just under 20 years of work,
											we created bacteria with six-letter DNA.
											Let me tell you how we did it.
									","
											Sentetik kimya
ve moleküler biyolojinin gücüyle
											ve yaklaşık 20 yıllık çalışmayla
											altı harfli DNA'ya sahip
bakteriyi yarattık.
											Nasıl yaptığımızı anlatayım.
									","
											Com o poder da química sintética
e da biologia molecular,
											e menos 20 anos de trabalho,
											criámos bactérias com ADN de seis letras.
											Vou dizer-vos como o fizemos.
									",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
","
","
",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
											All you have to remember
from your high school biology
											is that the four natural letters
pair together to form two base pairs.
											G pairs with C and A pairs with T,
											so to create our new letters,
											we synthesized hundreds of new candidates,
new candidate letters,
											and examined their abilities
to selectively pair with each other.
											And after about 15 years of work,
											we found two that paired
together really well,
											at least in a test tube.
											They have complicated names,
											but let's just call them X and Y.
									","
											Lisedeki biyoloji dersinden
tüm hatırlamanız gereken
											iki doğal harfin eşleşerek
iki temel çift oluşturduğu.
											G, C ile eşleşiyor, A ise T ile eşleşiyor,

											yeni harflerimizi yaratmak için
											yüzlerce yeni aday harf sentezledik
											ve birbirleriyle seçerek eşleşme
yeteneklerini inceledik.
											15 yıllık çalışmanın ardından da
											birbiriyle çok iyi eşleşen
iki tane bulduk,
											yani en azından deney tüpü içinde.
											İsimleri oldukça karmaşık
											ama şimdilik onlara X ve Y diyelim.
									","
											Aprendemos nas aulas de biologia
dadas no secundário,
											que as quatro letras naturais se juntam
para formar dois pares de bases.
											O G forma par com o C
e o A forma par com o T.
											Assim, para criar as nossas novas letras,
											sintetizámos centenas de novos candidatos,
novas letras candidatas,
											e examinámos a sua capacidade
para se unirem umas com as outras.
											Ao fim de 15 anos de trabalho,
											descobrimos duas
que formam par muito bem,
											pelo menos num tubo de ensaio.
											Têm nomes complicados
											mas vamos chamar-lhes X e Y.
									",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
","
","
",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
"
											The next thing we needed to do
was find a way to get X and Y into cells,
											and eventually we found that a protein
that does something similar in algae
											worked in our bacteria.
											So the final thing that we needed to do
was to show that with X and Y provided,
											cells could grow and divide
and hold on to X and Y in their DNA.
											Everything we had done up to then
took longer than I had hoped —
											I am actually a really impatient person —
											but this, the most important step,
worked faster than I dreamed,
											basically immediately.
									","
											Yapmamız gereken bir sonraki şey ise
X ve Y'yi hücrelerin içine sokmaktı
											ve sonunda alglerde
benzer bir şey yapan bir protein bulduk,
											bakterimizde işe yaradı.
											Yapmamız gereken son şey de
X ve Y için şunu gösterebilmekti:
											Hücrelerin büyüyüp bölünebildiği,
DNA'larında X ve Y'ye tutunabildiği.
											O zamana dek yaptığım her şey
umduğumdan çok daha zaman aldı.
											Aslında gerçekten sabırsız biriyim
											ama bu, en önemli adım,
hayal ettiğimden daha hızlı işe yaradı,
											anında diyebilirim.
									","
											Depois, precisávamos de encontrar
uma forma de introduzir X e Y nas células
											e descobrimos que uma proteína
que faz uma coisa semelhante nas algas
											funcionava nas nossas bactérias.
											A última coisa que precisávamos de fazer
era mostrar que, munidas de X e Y,
											as células podiam crescer e dividir-se
e manter o X e o Y no seu ADN.
											Tudo o que fizemos até aí
levou mais tempo do que esperávamos
											— eu sou uma pessoa muito impaciente —
											mas este, o passo mais importante,
decorreu mais depressa do que eu sonhava,
											na prática, imediatamente.
									",The radical possibilities of man-made DNA,Floyd E. Romesberg,13:56,"genetics,science,invention,technology,biology,DNA,future,synthetic biology,medicine,medical research,bioethics,biotech,molecular biology,nature"
