es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
											Vivimos en un mundo increíblemente atareado.
											El ritmo de la vida suele ser frenético, 
nuestras mentes están siempre ocupadas,
											y siempre estamos haciendo algo.
									","
											Vivemos num mundo incrivelmente acelerado.
											O nosso dia a dia é frenético,
as nossas mentes sempre ocupadas
											e estamos sempre a fazer alguma coisa
									","
											Olağanüstü meşgul bir dünyada yaşıyoruz.
											Hayat genellikle çılgınca bir hızla ilerler, zihnimiz hep meşguldür,
											ve hep bir şeylerle meşgulüzdür.
									","
											Nous vivons dans un monde incroyablement trépidant.
											Le rythme de la vie est souvent frénétique, 
nos esprits sont toujours occupés,
											et nous sommes en permanence 
en train de faire quelque chose.
									","
											Wir leben in einer unglaublich geschäftigen Welt.
											Die Geschwindigkeit des Alltags ist 
oft hektisch, unser Geist immer beschäftigt,
											und wir machen immer irgendetwas.
									",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
","
","
","
","
",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
											Así que con eso en mente, 
me gustaría que tomen un instante
											para pensar, ¿cuándo fue la última vez 
que dedicaron un momento para no hacer nada?
											¿Tan solo 10 minutos, ininterrumpido?
											Y cuando digo que es nada, me refiero a nada.
											O sea, no enviar correos electrónicos, 
mensajes de texto, no Internet,
											no ver televisión, no charlar, no comer, ni leer,
											ni siquiera sentarse a recordar el pasado
											o planear para el futuro.
											Simplemente sin hacer nada.
											Veo un montón de caras sin expresión. (Risas)
											Lo que creo es que probablemente 
tengan que ir muy atrás.
									","
											Com isto em mente, gostaria
que tirassem um momento
											para pensar: quando foi a última vez 
que tiraram tempo para não fazer nada?
											Só 10 minutos, sem serem perturbados?
											Quando eu digo ""fazer nada"", 
quero mesmo dizer nada.
											Sem ""email"", sem mensagens, sem Internet,
											sem TV, sem falar, sem comer, sem ler,
											nem sequer a remoer sobre o passado
											ou a planear o futuro.
											Simplesmente sem fazer nada.
											Estou a ver muitas caras perplexas.
											Acho que têm de recuar muito no tempo.
									","
											Şimdi bunu da göz önüne tutarak, sadece düşünmeye
											bir saniye ayırmak istiyorum, en son ne zaman vaktinizi hiçbir şey yapmayarak geçirdiniz?
											Sadece 10 dakika, rahatsız edilmeden?
											Ve hiçbir şeyden kastım, gerçekten hiçbir şey.
											Yani, email yok, mesaj çekmek yok, internet yok,
											TV yok, sohbet yok, yemek yemek yok, kitap okumak yok
											sadece oturup geçmişi hatırlamak bile yok
											ya da geleceği planlamak.
											Tam anlamıyla hiçbir şey yapmamak.
											Bir sürü boş bakan yüz görüyorum. (Kahkahalar)
											Bence, muhtemelen bir hayli geriye gitmeniz gerekecek.
									","
											Maintenant que vous avez ça à l'esprit, 
j'aimerais que vous preniez un instant
											pour vous poser cette question : à quand remonte 
la dernière fois où vous n'avez rien fait ?
											10 minutes seulement , sans être dérangé ?
											Et quand je dis ""ne rien faire"", 
je parle vraiment de ne ""RIEN faire"".
											C'est-à-dire pas de courriels, ni de SMS, ni d'internet,
											pas de télé, pas de causette, 
ne pas manger, ne pas lire,
											ne même pas s'asseoir pour se remémorer le passé
											ou faire des projets d'avenir.
											Simplement ne rien faire.
											Je vois beaucoup de visages étonnés. (Rires)
											A mon avis, vous devez probablement 
remonter loin en arrière.
									","
											Mit diesem Gedanken im Hinterkopf möchte ich 
Sie bitten, kurz darüber nachzudenken,
											wann Sie sich das letzte Mal Zeit 
zum Nichtstun genommen haben?
											Nur 10 ungestörte Minuten?
											Und mit ""Nichts"" meine ich auch ""Nichts"".
											Also keine E-Mails, keine SMS, kein Internet,
											kein Fernsehen, keine Gespräche, 
kein Essen, kein Lesen,
											noch nicht einmal ein Schwelgen in Erinnerungen
											oder das Schmieden von Zukunftsplänen.
											Einfach nichts tun.
											Ich sehe eine Menge 
ausdrucksloser Mienen. (Lachen)
											Sie müssten bestimmt 
sehr weit zurückdenken.
									",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
","
","
","
","
",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
											Y esto es algo extraordinario, ¿verdad?
											Estamos hablando de nuestra mente.
											La mente, nuestro más valioso y precioso recurso,
											a través de la cual experimentamos 
cada momento de nuestra vida;
											la mente de la que dependemos
											para ser felices, satisfechos y 
emocionalmente estables como personas,
											y a la vez para ser amables y atentos
											y considerados en nuestras relaciones 
con los demás.
											La misma mente en la que dependemos
											para concentrarnos, ser creativos, espontáneos,
											y para desempeñar nuestro mejor esfuerzo 
en todo lo que hacemos.
											Y, sin embargo, no tomamos 
ningún tiempo para cuidarla.
											De hecho, pasamos más tiempo 
cuidando de nuestros coches,
											nuestra ropa y nuestro pelo que de...
											bueno, tal vez no el pelo, 
pero ven a lo que me refiero.
									","
											Isso é uma coisa extraordinária.
											Estamos a falar da nossa mente.
											A mente, o nosso recurso
mais valioso e precioso,
											através da qual conseguimos viver
cada momento da nossa vida,
											a mente com que contamos
											para estarmos felizes, satisfeitos,
emocionalmente estáveis como indivíduos,
											e, ao mesmo tempo,
para sermos bondosos e sérios
											e atenciosos na nossa relação com os outros.
											Esta é a mesma mente de que dependemos
											para sermos focados,
criativos, espontâneos,
											e para darmos o nosso melhor
em tudo o que fazemos.
											Mesmo assim, não tiramos tempo
para tomar conta dela.
											Aliás, passamos mais tempo 
a cuidar dos nossos carros,
											das nossas roupas e do nosso cabelo do que...
											Ok, se calhar do cabelo não,
mas vocês percebem a minha ideia.
									","
											Bu sıradışı birşey değil mi?
											Zihnimizden bahsediyoruz.
											Zihin, en değerli ve kıymetli kaynağımız,
											sayesinde hayatımızın her anını tattığımız,
											mutlu, memnun
											ve duygusal olarak dengeli, iyi kalpli ve düşünceli
											ve diğerleriyle olan ilişkilerimizde anlayışlı
											olma dayanağımız olan zihnimiz.
											Ve aynı zihne dikkatli, yaratıcı
											doğal olmak ve yaptığımız her şeyde
											elimizden gelenin en iyisini yapmak için de güveniriz.
											Ama yine de, onunla ilgilenmeye hiç vakit ayırmıyoruz.
											Aslında, arabalarımızla giysilerimizle saçımızla ilgilenirken
											daha çok vakit geçiriyoruz.
											—- tamam, belki saçımızla değil ama anladınız siz beni.
									","
											Et c'est une chose extraordinaire, n'est-ce pas ?
											Nous parlons là de notre esprit.
											L'esprit, cette ressource de grande valeur, 
notre bien le plus précieux,
											à travers lequel nous percevons 
chaque moment de notre vie,
											L'esprit sur lequel nous nous reposons
											pour être heureux, satisfait, 
émotionnellement stable en tant qu'individus
											mais aussi pour être gentil, prévenant
											et bienveillant dans nos relations avec les autres.
											Il s'agit du même esprit dont nous dépendons
											pour être concentré, créatif, spontané,
											et pour donner le meilleur de nous-même 
dans tout ce que nous faisons.
											Et pourtant, nous ne prenons pas 
le temps d'en prendre soin.
											En fait, nous passons plus de temps 
à prendre soin de nos voitures,
											de nos vêtements, de nos cheveux que...
											...bon, d'accord, peut-être pas nos cheveux, 
mais vous voyez où je veux en venir.
									","
											Das ist doch außergewöhnlich, oder?
											Wir reden hier über unseren Geist.
											Der Geist, unsere nützlichste 
und kostbarste Quelle,
											durch den wir jeden einzelnen Moment 
unseres Lebens wahrnehmen,
											der Geist, auf den wir uns verlassen,
											um als Individuen glücklich, zufrieden 
und emotional stabil zu sein,
											zugleich aber auch freundlich und bedacht
											und rücksichtsvoll in unseren 
Beziehungen zu anderen.
											Derselbe Geist hilft uns
											konzentriert, kreativ, spontan zu sein,
											und bei allem, was wir tun, 
das absolut Beste zu geben.
											Und doch nehmen wir uns keine Auszeit, 
uns um ihn zu kümmern.
											Wir verbringen mehr Zeit damit, 
uns um unsere Autos,
											unsere Kleidung und 
unser Haar zu kümmern –
											gut, vielleicht nicht unser Haar, 
aber Sie wissen, was ich meine.
									",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
","
","
","
","
",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
											El resultado, por supuesto, es que nos agobiamos.
											Saben, la mente se la pasa zumbando 
como una lavadora
											dando vueltas y vueltas, un montón de 
emociones difíciles y confusas,
											y no sabemos muy bien cómo lidiar con eso,
											y la triste realidad es que estamos tan distraídos
											que ya no estamos presentes 
en el mundo en el que vivimos.
											Perdemos las cosas que son 
más importantes para nosotros,
											y lo increíble del caso es que todo el mundo supone,
											bueno, así es la vida, así que tenemos 
que seguir adelante con ella.
											En verdad no tiene que ser así.
									","
											O resultado, claro,
é que ficamos em ""stress"".
											Sabem, a mente funciona como 
uma máquina de lavar
											sempre às voltas, com muitas emoções
difíceis e confusas
											e nós não sabemos muito bem
como lidar com isso.
											O mais triste é que estamos tão distraídos
											que já nem estamos presentes
no mundo em que vivemos.
											Acabamos por perder as coisas
que nos são mais importantes,
											e o mais incrível
é que toda a gente assume:
											A vida é mesmo assim,
por isso temos de viver com ela.
											Mas, na realidade,
não é assim que tem de ser.
									","
											Sonuç olarak ise, tabii ki, gergin oluyoruz.
											Bilirsiniz, bir çamaşır makinesi gibi vızıldar,
											birçok zor ve kafa karıştırıcı duygular zihinde dolanıp durur,
											ve bununla gerçekten nasıl başa çıkacağımızı bilmiyoruz,
											ve üzücü gerçekse şu; dikkatimiz o kadar dağınık ki
											artık yaşadığımız dünyayla bağlantımızı koparmışız.
											Bizim için en önemli olan şeyleri gözden kaçırır olmuşuz,
											ve en ilginci ise herkesin hayatın aslında bu olduğunu
											ve bununla bir şekilde başa çıkmamız gerektiğini sanması.
											Bu böyle olmak zorunda değil.
									","
											La conséquence, bien sûr, 
c'est que nous finissons par être stressés.
											Vous savez, l'esprit se met à s'emballer, 
comme une machine à laver,
											ressasse sans cesse
des sentiments désagréables ou perturbants
											et nous ne savons pas comment réagir à ça.
											Et ce qui est triste, c'est que nous sommes tellement distraits
											que nous ne sommes plus présents 
dans le monde où nous vivons.
											Nous passons à côté des choses 
qui sont les plus importantes pour nous.
											Ce qui est dingue, c'est que tout le monde suppose que
											la vie est ainsi faite, et que nous devons faire avec, c'est tout.
											En fait, ce n'est pas forcément comme ça.
									","
											Und in der Folge sind 
wir natürlich gestresst.
											Sie wissen schon: 
Der Geist ist am Rotieren,
											er dreht sich im Kreis, so viele 
schwierige, verwirrende Gefühle,
											und wir wissen nicht genau, 
wie wir damit umgehen sollen
											und sind dadurch leider so abgelenkt,
											dass wir nicht mehr in der Welt, 
in der wir leben, präsent sind.
											Wir verpassen die Dinge, 
die uns am wichtigsten sind,
											und das Verrückte ist, 
dass jeder annimmt,
											tja, so ist das Leben, also 
machen wir eben so weiter.
											Aber so muss es nicht sein.
									",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
","
","
","
","
",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
"
											Así que yo tenía unos 11 años cuando fui
											a mi primera clase de meditación.
											Y créanme, tenía todos los estereotipos 
que se puedan imaginar,
											el sentarse en el suelo con las piernas cruzadas,
											el incienso, el té herbal, 
los vegetarianos, todo el asunto,
											pero mi mamá iba y me intrigó, así que fui con ella.
											También había visto unas cuantas películas 
de kung fu, y en secreto
											como que pensaba que podría aprender a volar,
											pero yo era muy joven en ese entonces.
											Ahora, mientras estaba allí, 
supongo, como mucha gente,
											supuse que era sólo como 
una aspirina para la mente.
											Uno se estresa, y hace un poco de meditación.
											Yo no había pensado que podría ser 
en cierto modo preventivo por naturaleza,
											hasta que tuve unos 20 años, 
cuando ocurrieron una serie de cosas
											en mi vida en muy rápida sucesión,
											cosas muy graves que en cierto modo 
voltearon mi vida al revés
											y de repente estaba inundado de pensamientos,
											inundado de emociones difíciles 
que no sabía como enfrentar.
											En cada ocasión como que me sumergía en una,
											en otras como que emergía de nuevo.
											Fue una época verdaderamente muy estresante.
									","
											Eu tinha cerca de 11 anos
											quando fui à minha primeira
aula de meditação.
											E, acreditem, incluiu todos os estereótipos
que possam imaginar,
											o sentar de pernas cruzadas no chão,
											o incenso, o chá de ervas,
os vegetarianos, tudo isso,
											mas como a minha mãe ia e
eu tinha curiosidade, fui com ela.
											Tinha visto alguns filmes
de ""kung fu"" e, secretamente,
											pensava que talvez pudesse aprender a voar
											mas eu era muito novo nessa altura.
											Mas, enquanto lá estava,
tal como muitas pessoas,
											assumi que aquilo era
como uma aspirina para a mente.
											Ficamos stressados,
fazemos alguma meditação.
											Nunca pensei que pudesse ter
algum tipo de natureza preventiva,
											até ter cerca de 20 anos,
altura em que aconteceram
											uma série de coisas na minha vida,
umas atrás das outras,
											coisas muito sérias que viraram
a minha vida de pernas para o ar
											e subitamente fui inundado por pensamentos,
											inundado por emoções difíceis 
com que não sabia lidar.
											Sempre que eu acalmava uma,
											aparecia logo outra novamente.
											Foi uma altura mesmo muito stressante.
									","
											Yaklaşık 11 yaşımdayken
											ilk meditasyon dersime gittim.
											Ve inanın ki, bu derste bütün klişeler vardı,
											yerde bağdaş kurarak oturmak,
											tütsü, bitki çayı, vejeteryanlar, her şey
											ama annem gidiyordu ve ben de onunla beraber gitmek istedim.
											Birkaç kung fu filmi de izlemiştim ve içten içe
											bir şekilde uçmayı öğrenebileceğimi düşündüm,
											ama o zamanlar çok küçüktüm.
											Oradayken, sanırım, birçok insan gibi,
											bunun zihin için bir aspirin niteliğinde olduğunu düşündüm.
											Gergin hissedince, biraz meditasyon yapıyorsun.
											Bunun bir tür doğal koruyucu olduğunu düşünmemiştim,
											ta ki 20 yaşına geldiğimde, hayatımda arka arkaya
											birçok şey olana kadar
											hayatımı tamamen değiştirecek gerçekten ciddi olaylar
											ve birden kendimi düşüncelerin içinde boğulurken buldum
											nasıl başa çıkacağımı bilmediğim zorlu duyguların içinde boğulurken.
											Ne zaman birini bastırsam
											bir diğeri baş gösteriyordu.
											Çok sıkıntılı bir dönemdi.
									","
											Quand j'avais 11 ans je suis allé
											à mon premier cours de méditation.
											Et croyez-moi, tous les clichés étaient réunis :
											les gens assis sur le sol les jambes croisées,
											l'encens, la tisane, les végétariens...tout le truc quoi !
											Ma mère y allait, et j'étais curieux, alors je l'ai accompagnée.
											J'avais aussi vu beaucoup 
e films de kung-fu, et secrètement,
											je croyais pouvoir apprendre à voler.
											Bon, j'étais vraiment jeune à cette époque.
											Alors que j'étais là-bas, j'ai, 
comme la plupart des gens je crois,
											supposé qu'il ne s'agissait en fait 
que d'un aspirine pour l'esprit.
											Vous êtes stressé, vous méditez.
											Je n'avais pas pensé qu'il pouvait s'agir 
de quelque-chose de nature préventive
											jusqu'à ce que j'aie 20 ans et 
qu'un certain nombre de choses m'arrivent
											en se succédant très rapidement.
											Des choses graves qui ont complètement bouleversé ma vie
											et qui ont fait que j'ai été brutalement submergé de pensées,
											submergé d'émotions auxquelles 
je ne savais pas comment faire face.
											A chaque fois que je me débarrassais de l'une d'elles,
											une autre faisait son apparition.
											C'était vraiment une période stressante.
									","
											Ich war ungefähr 11, als ich
											zu meinem ersten Meditationskurs ging.
											Glauben Sie mir, er bestätigte 
alle erdenklichen Klischees:
											im Lotussitz auf dem Fußboden sitzen,
											Räucherstäbchen, Kräutertee, 
Vegetarier – das ganze Programm,
											aber meine Mutter ging hin und 
ich war neugierig und ging mit.
											Ich hatte auch ein paar 
Kung-Fu-Filme gesehen
											und dachte heimlich, dass ich 
vielleicht Fliegen lernen kann,
											aber ich war damals sehr jung.
											Wie viele Leute, 
dachte ich mir,
											als ich da saß, dass 
das Aspirin für den Geist ist.
											Man hat Stress, man 
meditiert ein bisschen.
											Ich hatte nie darüber nachgedacht, 
dass es auch präventiv sein kann,
											bis ich etwa 20 war 
und in meinem Leben
											Schlag auf Schlag eine Reihe 
von Dingen passierte,
											wirklich gravierende Dinge, die
mein Leben auf den Kopf stellten,
											und plötzlich hatte ich 
den Kopf voller Gedanken,
											voller komplizierter Gefühle, 
mit denen ich nicht umzugehen wusste.
											Immer, wenn ich eins unterdrückte,
											kam ein anderes einfach wieder hoch.
											Diese Zeit war sehr stressig.
									",All it takes is 10 mindful minutes,Andy Puddicombe,9:24,"Buddhism,body language,culture,happiness,health,meditation,mindfulness,productivity,success,work"
