tr,fr,de,title,speaker,duration,tags
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											Hepinizden
											kendinize muhtemelen
											daha önce hiç sormadığınız 
bir soru sormanızı istiyorum:
											İnsan sesiyle neler yapılabilir?
									","
											J'aimerais que
											vous vous posiez tous une question
											que vous ne vous êtes 
peut-être jamais posée avant :
											Qu'est-ce qui est possible 
avec la voix humaine ?
									","
											Ich möchte Sie alle bitten,
											sich eine Frage zu stellen,
											die Sie sich möglicherweise 
noch nie vorher gestellt haben:
											Was ist mit der menschlichen Stimme möglich? –
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											İnsan sesiyle neler yapılabilir?
									","
											Qu'est-ce qui est possible 
avec la voix humaine ?
									","
											Was ist mit der menschlichen Stimme möglich?
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											(Ağızla müzik yapılıyor)
											♪ Ooh bebeğim ♪
									","
											(Beatbox)
											♪ Ooh bébé ♪
									","
											(Beatboxing)
											♪ Ooh Liebling ♪
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											♪ bebeğim♪
									","
											♪ bébé ♪
									","
											♪ Liebling ♪
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											♪ bebeğim ♪
									","
											♪ bébé ♪
									","
											♪ Liebling ♪
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											♪bebeğim♪ (bebek ağlaması)
									","
											♪ bébé ♪ (pleurs de bébé)
									","
											♪ Liebling ♪ (Kind weint)
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											♪bebeğim♪ (bebek ağlaması)
											♪bebeğim♪ (kedi miyavlaması)
									","
											♪ bébé ♪ (pleurs de bébé)
											♪ bébé ♪ (chat qui miaule)
									","
											♪ Liebling ♪ (Kind weint)
											♪ Liebling ♪ (Katze miaut)
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											(köpek havlaması)
									","
											(Chien qui aboie)
									","
											(Hund bellt)
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											Evet.
									","
											Oui.
									","
											Ja.
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
											(Alkış)
											(Bumerang sesi)
									","
											(Applaudissements)
											(Bruits de boomerang)
									","
											(Applaus)
											(Bumerang-Geräusche)
									",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
"
","
","
",The polyphonic me,Beardyman,11:10,"creativity,entertainment,music,technology,live music"
