en,es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
","
",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
											Imagine spending seven years at MIT and research laboratories,
											only to find out that you're a performance artist.
									","
											Imagina pasar siete años en MIT y sus laboratorios de investigación
											sólo para descubrir que eres un un intérprete de performances.
									","
											Sadece gösteri sanatçısı olduğunuzu farketmek için
											MIT'de ve araştırma laboratuarlarında yedi yıl harcadığınızı hayal edin,
									","
											Imaginez que vous passiez sept ans au MIT et dans des laboratoires de recherche
											pour découvrir seulement que vous êtes un artiste de scène.
									","
											Stellen Sie sich 7 Jahre in MIT und Untersuchungslabors vor,
											nur um dann herauszufinden, dass Sie ein Performancekünstler sind.
									","
											Imaginem passar sete anos no MIT
e laboratórios de investigação,
											apenas para descobrir que, afinal,
és um artista de palco.
									",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
","
","
","
","
","
",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
","
","
","
","
","
",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
											I'm also a software engineer,
											and I make lots of different kinds of art with the computer.
											And I think the main thing that I'm interested in
											is trying to find a way of
											making the computer into a personal mode of expression.
											And many of you out there are the heads of Macromedia and Microsoft,
											and in a way those are my bane:
											I think there's a great homogenizing force
											that software imposes on people and limits the way they think
											about what's possible on the computer.
											Of course, it's also a great liberating force that makes possible,
											you know, publishing and so forth, and standards, and so on.
											But, in a way, the computer makes possible much more
											than what most people think, and my art has just been about
											trying to find a personal way of using the computer,
											and so I end up writing software to do that.
									","
											También soy ingeniero de sistemas,
											y puedo elaborar varias clases de arte con la computadora.
											Y pienso que lo que más me interesa
											es tratar de encontrar la forma
											de hacer de las computadores una forma personal de expresión.
											Y muchos de ustedes, dirigentes de Macromedia y Microsoft,
											de alguna forma son mi pesadilla:
											Creo que hay un gran fuerza homogenizante
											que el software impone sobre la gente y limita su forma de pensar
											sobre lo que es posible en una computadora.
											Por supuesto, también es una gran fuerza liberadora que hace posible
											publicaciones y todo eso, estándares y demás.
											Pero, de alguna manera, las computadoras posibilitan más
											de lo que la mayoría de la gente piensa, y mi arte se ha centrado
											en intentar encontrar una forma personal de usar la computadora,
											así que termino escribiendo programas para lograr eso.
									","
											Aynı zamanda yazılım mühendisiyim,
											ve bilgisayarlarla bir çok farklı tipte sanat yapıyorum.
											Bence ilgimi çeken şey bilgisayarı ifadenin kişisel modu haline
											dönüştürmenin
											bir yolunu bulmaktır.
											Ve burada bulunan çoğu kimse Macromedia ve Microsoft'un başları,
											ve bir şekilde benim derdim:
											Bence yazılımın insanları zorlayan ve
											bilgisayarda neyin mümkün olduğu hakkında
											düşündükleri yolu sınırlayan homejen bir güç var.
											Tabi ki, mümkün kılan bu gücü serbest bırakmak harika, bilirsiniz,
											yayımlamak gibi, standardlar ve bunun gibi şeyler.
											Fakat, bir şekilde, bilgisayar çoğu insanın düşündüğünden daha fazlasını
											mümkün kılar, ve benim sanatım sadece bilgisayar kullanımının
											kişisel bir yolunu bulmaya çalışyor,
											ve bunu yapabilmek için bir yazılım geliştirdim.
									","
											Je suis aussi un ingénieur logiciel
											et je fabrique toute sorte de créations artistiques avec l'ordinateur.
											Et je pense que ce qui m'intéresse le plus
											est d'essayer de trouver un moyen de
											transformer l'ordinateur en un mode d'expression personnel.
											Et beaucoup d'entre vous ici sont les dirigeants de Macromedia et de Microsoft,
											et d'une façon, ce sont mes fléaux.
											Je pense qu'il y a une grande force d'homogénéisation
											que les logiciels imposent aux gens et qui limite leur façon de penser
											ce qui est possible sur ordinateur.
											Bien sûr, c'est aussi une grande force libératrice qui rend possible,
											vous savez, l'édition, les standards, et ainsi de suite.
											Mais, d'une façon, l'ordinateur rend possible bien plus
											que ce que la plupart des gens pensent, et mon art consiste simplement à
											essayer de trouver ma propre façon d'utiliser l'ordinateur,
											et donc j'ai fini par écrire des logiciels pour faire ça.
									","
											Ich bin zugleich ein Softwareingenieur,
											und ich entwerfe viele verschiedene Arten von Kunst mit dem Computer.
											Und ich denke, dass ich hauptsächlich daran interessiert bin
											einen Weg zu finden
											den Computer zu einer persönlichen Ausdrucksweise zu machen.
											Und viele unter Ihnen sind die Leiter von Macromedia und Microsoft,
											und gewissermaßen sind diese mein Ruin:
											I denke dass Software einen großen homogenisierenden
											Einfluss auf die Menschen ausübt und ihre Denkweise darüber, was auf dem Compuer möglich ist,
											limitiert.
											Natürlich ist es zugleich eine große befreiende Kraft, dass Dinge wie
											Publizieren usw. ermöglicht, und Standards usw.
											Aber, in gewisser Hinsicht ermöglicht der Computer viel mehr
											als die meisten Menschen denken, und bei meiner Kunst geht es darum zu versuchen,
											eine persönliche Verwendungsweise für den Computer zu finden,
											und so schrieb ich letztendlich Software um genau das zu tun.
									","
											Também sou engenheiro de ""software"",
											e faço diversos tipos de arte 
com o computador.
											Acho que a principal coisa 
em que estou interessado
											é tentar encontrar uma forma
											de tornar o computador 
numa forma de expressão pessoal.
											Muitos de vocês são os chefes 
da Macromedia e Microsoft,
											e, de certa forma,
elas são a minha desgraça.
											Acho que há uma grande força 
homogeneizadora
											que o ""software"" impõe às pessoas
e que limita a sua forma de pensar
											acerca do que é possível em computador.
											É claro que também é 
uma grande força libertadora
											que torna possível as publicações,
os padrões, e aí por diante.
											Mas, de certa forma, 
o computador permite muito mais
											do que as pessoas pensam,
											e a minha arte centra-se 
em tentar encontrar
											uma forma pessoal de usar o computador,
											e, portanto, escrevo ""software"" 
para fazer isso.
									",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
","
","
","
","
","
",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
											Chris has asked me to do a short performance,
											and so I'm going to take just this time — maybe 10 minutes —
											to do that, and hopefully at the end have just a moment
											to show you a couple of my other projects in video form.
									","
											Chris me pidió que hiciera una performance corta
											así que sólo tomare este tiempo — tal vez 10 minutos —
											para hacerlo, y al final espero tener un momento, quizás,
											para mostrarles un par de mis otros proyectos en video.
									","
											Chris benden kısa bir gösteri sunmamı istedi,
											ve bu yüzden bunu yapabilmek için 10 dakika kadar
											bir zamanınızı alacağım sadece, ve umuyorum ki sonunda video olarak
											bulunan diğer projelerimin bir kaçını sizlere göstereceğim.
									","
											Chris m'a demandé de faire une petite démonstration,
											donc je vais prendre tout ce temps — dix minutes peut-être —
											pour faire ça et, si possible, prendre un instant à la fin
											pour vous montrer quelques-uns de mes autres projets sous forme de vidéos.
									","
											Chris bat mich um eine kurze Vorführung,
											daher nehme ich mir diese Zeit — vielleicht 10 Minuten —
											um dies zu tun, und habe am Ende hoffentlich noch einen Augenblick,
											Ihnen einige meiner anderen Projekte in Video-Form zu zeigen.
									","
											Chris pediu-me para fazer 
uma pequena atuação,
											e por isso vou aproveitar este tempo
— uns 10 minutos — para isso,
											e espero ter no final alguns momentos
											para mostrar-vos alguns 
dos meus outros projetos em vídeo.
											[Rabisco]
											(Sons)
									",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
","
","
","
","
","
",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
"
											Thank you.
									","
											Gracias.
									","
											Teşekkür ederim.
									","
											Merci.
									","
											Danke.
									","
											Obrigado.
									",Software (as) art,Golan Levin,14:53,"art,entertainment,invention,music,performance,software,technology"
