en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
											So there's a lot of valid
concern these days
											that our technology is getting so smart
											that we've put ourselves
on the path to a jobless future.
											And I think the example
of a self-driving car
											is actually the easiest one to see.
											So these are going to be fantastic
for all kinds of different reasons.
											But did you know that ""driver""
is actually the most common job
											in 29 of the 50 US states?
											What's going to happen to these jobs
when we're no longer driving our cars
											or cooking our food
											or even diagnosing our own diseases?
									","
											Hoy en día hay una preocupación válida
											porque la tecnología 
se está volviendo tan inteligente
											que estamos en la antesala 
de un futuro sin empleo.
											Y pienso que el ejemplo 
de un auto sin conductor
											es en realidad el más fácil de ver.
											Van a ser geniales por múltiples razones.
											Pero ¿sabían que el empleo de 
conductor es el empleo más frecuente
											en 29 de los 50 estados de EE.UU.?
											¿Qué pasará con esos empleos 
cuando ya no conduzcamos autos
											ni cocinemos nuestra comida
											o incluso cuando nos 
autodiagnostiquemos las enfermedades?
									","
											Há hoje uma grande preocupação
											de que a tecnologia esteja
a tornar-se tão esperta
											que nos encaminhemos para
uma sociedade sem empregos.
											O exemplo do carro que anda sozinho
											é o mais fácil de se ver.
											Os carros vão ser extraordinários
por uma série de razões diferentes.
											Mas sabiam que ""motorista""
é o trabalho mais comum
											em 29 dos 50 estados dos EUA?
											O que irá acontecer quando já não 
estivermos a conduzir carros,
											ou a cozinhar,
											ou a diagnosticar as nossas doenças?
									","
											Teknolojimiz o kadar akıllı hâle geldi ki
											işsiz bir geleceğe doğru yol aldığımızı
											gösteren bu günlerde pek çok 
geçerli kaygı var.
											Ve bence sürücüsüz otomobil örneği
											aslında en görülebilir olanı.
											Bunlar birçok sebepten ötürü 
harika olacak.
											Ama biliyor musunuz, aslında ""şoförlük""
											50 ABD eyaletinin 29'unda en yaygın iştir.
											Artık arabalarımızı sürmediğimizde
											veya yemeğimizi pişirmediğimizde,
											hatta hastalıklarımızı 
teşhis etmediğimizde bu işlere ne olacak?
									",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
","
","
","
",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
											Well, a recent study
from Forrester Research
											goes so far to predict
that 25 million jobs
											might disappear over the next 10 years.
											To put that in perspective,
											that's three times as many jobs lost
in the aftermath of the financial crisis.
											And it's not just blue-collar jobs
that are at risk.
											On Wall Street and across Silicon Valley,
we are seeing tremendous gains
											in the quality of analysis
and decision-making
											because of machine learning.
											So even the smartest, highest-paid people
will be affected by this change.
									","
											Bueno, un estudio reciente 
de Forrester Research
											llega a predecir que podrían desaparecer
											25 millones de empleos 
en los próximos 10 años.
											Para poner eso en perspectiva,
											eso es tres veces más empleos perdidos
que luego de la crisis financiera.
											Y no están en riesgo los obreros medios.
											En Wall Street, y en todo Silicon Valley,
vemos enormes ganancias
											en la calidad del análisis 
y la toma de decisiones
											gracias al aprendizaje máquina.
											Así que afectará también a los empleos 
mejor pagados, y a los más inteligentes.
									","
											Bem, um estudo recente
da Forrester Research
											prevê que 25 milhões de empregos
											irão desaparecer nos próximos 10 anos.
											Para pôr isto em perspetiva,
											é três vezes mais empregos perdidos do 
que no rescaldo de uma crise financeira.
											E não são apenas os empregos
industriais que estão em risco.
											Em Wall Street e Silicon Valley,
temos visto grandes progressos
											em termos de análise
e de tomada de decisões
											dada a aprendizagem de máquinas.
											Por isso até os mais inteligentes
e mais bem pagos vão ser afetados.
									","
											Forrester Research'ün çalışmasına göre,
											önümüzdeki 10 yıl içinde 25 milyon işin
											ortadan kalkacağı tahmin ediliyor.
											Bunu açarsak, ekonomik krizde 
kaybedilenden
											üç kat fazla işin kaybedileceğini görürüz.
											Ve risk altında olanlar 
sadece mavi yakalılar değil.
											Wall Street'te ve Silikon Vadisi'nde,
											makine öğrenimi sayesinde analiz
											ve karar vermede harika 
kazanımlar görüyoruz.
											En akıllı ve yüksek gelirli insanlar bile 
bu değişimden etkilenecekler.
									",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
","
","
","
",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
											What's clear is that no matter
what your job is,
											at least some, if not all of your work,
											is going to be done by a robot
or software in the next few years.
											And that's exactly why people
like Mark Zuckerberg and Bill Gates
											are talking about the need for
government-funded minimum income levels.
											But if our politicians can't agree
on things like health care
											or even school lunches,
											I just don't see a path
where they'll find consensus
											on something as big and as expensive
as universal basic life income.
											Instead, I think the response
needs to be led by us in industry.
											We have to recognize
the change that's ahead of us
											and start to design the new kinds of jobs
											that will still be relevant
in the age of robotics.
									","
											Y está claro que sin importar 
de qué trabajes,
											al menos algo, si no todo tu trabajo,
											será hecho por un robot o un software 
en los próximos años.
											Exactamente por eso personas 
como Mark Zuckerberg y Bill Gates
											hablan de la necesidad de un ingreso 
mínimo financiado por el gobierno.
											Pero si nuestros políticos no pueden 
ponerse de acuerdo en cuidar la salud
											o incluso en los almuerzos escolares,
											no veo forma de que lleguen a un consenso
											en algo tan grande y costoso 
como un ingreso vital básico universal.
											En cambio, creo que desde la industria 
debemos liderar la respuesta.
											Debemos reconocer el cambio que viene
											y empezar a diseñar los nuevos empleos
											que seguirán siendo relevantes 
en la era de la robótica.
									","
											O que é evidente é que qualquer
que seja o vosso trabalho,
											pelo menos uma parte, ou todo ele,
											será realizado por um robô
ou um software nos próximos anos.
											Precisamente por isso, pessoas
como Mark Zuckerberg e Bill Gates
											falam da necessidade de níveis
de rendimento mínimo dados pelo governo
											Mas se os políticos não conseguem
concordar nos cuidados de saúde
											ou nas refeições escolares,
											não vejo um caminho
para um consenso político
											em algo tão grande e dispendioso
como o rendimento básico universal.
											Como alternativa, acho que a resposta
deve ser obtida por nós na indústria.
											Temos que reconhecer a mudança
que está à nossa frente
											e começar a desenvolver
novos tipos de empregos
											que serão relevantes
na era da robótica.
									","
											İşiniz ne olursa olsun,
											çalışmalarınızın bazılarının veya hepsinin
birkaç yıl içerisinde
											bir robot veya yazılım tarafından 
yapılacağı aşikâr.
											İşte bu yüzden Mark Zuckerberg 
ve Bill Gates gibi kişiler
											devletin ödediği işsizlik maaşı 
gereksiniminden söz ediyorlar.
											Ama eğer politikacılarımız sağlık hizmeti
											hatta okul öğle yemeği konularında 
dahi anlaşamazlarsa,
											asgari geçim kadar önemli ve masraflı
											bir konu üzerinde uzlaşacaklarını sanmam.
											Aksine, endüstride tepkiyi 
bizim yönlendirmemiz gerek.
											Önümüzdeki değişimin farkına varmalı
											ve robot çağında hâlâ geçerli olacak
											yeni iş türlerini tasarlamaya 
başlamalıyız.
									",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
","
","
","
",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
											The good news is that we have
faced down and recovered
											two mass extinctions of jobs before.
											From 1870 to 1970,
											the percent of American workers
based on farms fell by 90 percent,
											and then again from 1950 to 2010,
											the percent of Americans
working in factories
											fell by 75 percent.
											The challenge we face this time,
however, is one of time.
											We had a hundred years
to move from farms to factories,
											and then 60 years to fully build out
a service economy.
											The rate of change today
											suggests that we may only have
10 or 15 years to adjust,
											and if we don't react fast enough,
											that means by the time
today's elementary-school students
											are college-aged,
											we could be living
in a world that's robotic,
											largely unemployed and stuck
in kind of un-great depression.
									","
											Lo bueno es que ya hemos enfrentado 
dos enormes extinciones de empleo
											y nos hemos recuperado.
											De 1870 a 1970
											el porcentaje de obreros estadounidenses 
de las granjas cayó un 90 %,
											y luego otra vez de 1950 a 2010,
											el porcentaje de obreros 
estadounidenses de las fábricas
											cayó un 75 %.
											El desafío que enfrentamos esta vez,
sin embargo, es el tiempo.
											Tuvimos un siglo para pasar
de las granjas a las fábricas,
											y luego 60 años para construir a pleno 
una economía de servicios.
											La tasa de cambio hoy
											sugiere que podríamos tener
solo de 10 a 15 años para afinar,
											y si no reaccionamos rápidamente,
											cuando los actuales 
estudiantes de primaria
											lleguen a la universidad,
											podríamos estar viviendo 
en un mundo robotizado,
											estancado, con enorme desempleo, y en 
una especie de no tan gran depresión.
									","
											A boa notícia é que já sofremos
e já recuperámos
											de duas extinções em massa de empregos.
											De 1870 a 1970,
											a percentagem de trabalhadores
agrícolas nos EUA desceu em 90%,
											e outra vez de 1950 a 2010,
											a percentagem de trabalhadores
fabris norte-americanos
											desceu em 75%.
											No entanto, o desafio
que enfrentamos agora, é o tempo.
											Tivemos cem anos para
mudar do campo para as fábricas,
											e depois, 60 anos para criar
uma economia de serviços.
											O ritmo de mudança atual
											sugere que tenhamos apenas
10 ou 15 anos para nos adaptarmos
											e, se não reagirmos rapidamente,
											ou seja, entre o tempo dos alunos 
de secundário de hoje
											até à sua passagem para a faculdade,
											podemos já estar a viver
num mundo robótico,
											de grande desemprego onde somos
prisioneiros de uma espécie de depressão.
									","
											İyi haber şu ki, 
daha önce iki kez kitlesel
											meslek kaybına uğradık ve toparlandık.
											1870'ten 1970'e kadar,
											Amerikalı tarım işçilerinin
sayısı %90 azaldı
											ve sonra 1950'den 2010'a kadar tekrar
											Amerikalı fabrika işçilerinin sayısı
											%75 oranında düştü.
											Bu kez karşılaştığımız zorluk ise 
günümüze mahsus.
											Çiftliklerden fabrikalara taşınmak 
için yüz yılımız,
											hizmet ekonomisi inşa etmek 
içinse 60 yılımız vardı.
											Bugünkü değişim oranı gösteriyor ki
											sadece 10 ya da 15 yıl içinde 
uyum sağlamalıyız,
											yeterince hızlı şekilde
harekete geçmezsek
											bugünün ilkokul öğrencileri
											üniversite çağına geldikleri zaman
											yüksek oranda işsizliğin ve 
bir çeşit kötü depresyonun hâkim olduğu
											robotik bir dünya bizi bekliyor olabilir.
									",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
","
","
","
",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
"
											But I don't think it has to be this way.
											You see, I work in innovation,
											and part of my job is to shape how
large companies apply new technologies.
											Certainly some of these technologies
											are even specifically designed
to replace human workers.
											But I believe that if we start
taking steps right now
											to change the nature of work,
											we can not only create environments
where people love coming to work
											but also generate
the innovation that we need
											to replace the millions of jobs
that will be lost to technology.
											I believe that the key
to preventing our jobless future
											is to rediscover what makes us human,
											and to create a new generation
of human-centered jobs
											that allow us to unlock
the hidden talents and passions
											that we carry with us every day.
									","
											Pero no creo que tenga que ser así.
											Verán, trabajo en innovación,
											y en la forma en que las empresas 
aplican las nuevas tecnologías.
											Ciertamente, algunas de estas tecnologías
											se diseñaron para reemplazar 
a trabajadores humanos.
											Pero creo que si empezamos 
a dar pasos ahora mismo
											para cambiar la naturaleza del trabajo,
											no solo podemos crear entornos en los 
que a las personas les encante trabajar
											sino también generar
la innovación necesaria
											para reemplazar los millones de empleos
que se perderán por la tecnología.
											Creo que la clave para evitar 
un futuro sin empleos
											es redescubrir qué nos hace humanos,
											y crear una nueva generación 
de empleos centrados en la persona
											que nos permita desatar 
los talentos ocultos y las pasiones
											que llevamos con nosotros día a día.
									","
											Mas não acredito que tenha de ser assim.
											Eu trabalho em inovação,
											e parte do meu trabalho é modelar a forma
como grandes empresas aplicam tecnologia.
											Naturalmente alguma desta tecnologia
											é especialmente projetada 
para substituir a mão-de-obra humana.
											Mas eu acredito que, se começarmos
a tomar medidas agora
											para mudar a natureza do trabalho,
											podemos não só criar um ambiente
em que as pessoas adorem trabalhar
											mas também gerar a inovação
de que precisamos
											para substituir os milhões de empregos
que serão perdidos para a tecnologia.
											Eu acredito que a chave para 
evitar um futuro sem empregos
											é redescobrir o que nos torna humanos
											e criar uma nova geração
de trabalhos centrados no Homem
											que nos permitam revelar
talentos e paixões secretas
											que trazemos connosco todos os dias.
									","
											Ama bence bu böyle olmamalı.
											İnovasyon alanında çalışıyorum ve 
büyük şirketlerin yeni teknolojileri
											nasıl uygulayacaklarını şekillendirmek
işimin bir parçası.
											Elbette bu teknolojilerin bazıları
											özellikle insan işçilerin yerini alacak 
şekilde tasarlandı.
											Ancak, iş tarzını değiştirmek için
											şu anda adımlar atmaya başlarsak
											insanların çalışmayı sevdiği ortamları 
yaratmakla kalmayıp
											aynı zamanda teknolojiyle kaybolacak 
milyonlarca işin
											yerini alacak yenilikleri de 
üretebileceğimize inanıyorum.
											İşsiz geleceğimizi önlemenin anahtarının
											bizi insan yapan şeyi yeniden keşfedip
											her gün barındırdığımız 
gizli yetenekleri ve tutkuları
											ortaya çıkarmamıza 
olanak tanıyan yeni nesil
											insan merkezli işler yaratmak 
olduğuna inanıyorum.
									",Why jobs of the future won't feel like work,David Lee,10:06,"business,creativity,innovation,robots,future,technology,work"
