es,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
											Hagamos de cuenta que aquí mismo tenemos una máquina,
											una máquina grande, una máquina super, estilo TED,
											y es una máquina del tiempo.
											Y que cada uno en este recinto debe meterse en ella.
											Y puedes ir para atrás, puedes ir para delante;
											no puedes quedarte donde estás.
											Y me pregunto qué elegirían, porque estuve haciendo a mis amigos
											esta pregunta bastante últimamente, y todos ellos quieren retroceder.
											No sé. Quieren volver a antes de que hubiera automóviles.
											o Twitter, o ""American Idol"".
											No sé.
											Estoy convencido de que hay algún tipo de inclinación
											hacia la nostalgia, hacia el pensamiento mágico.
											Y entiendo eso.
									","
											Bir an hayal edelim ki bir makinamız var,
											büyük bir makine, süper, TED-e yakışan bir makine,
											ve diyelim ki bu bir zaman makinesi.
											Diyelim ki bu odada bulunan herkesin bu makinaya girmesi şart.
											Zamanda geri gidebilirsiniz, ya da ileri gidebilirsiniz;
											ama bulunduğunuz anda kalamazsınız.
											Neyi seçeceğinizi merak ediyorum, çünkü arkadaşlarıma son zamanlarda
											çok sık sorduğum bir soru bu, ve hepsi geriye gitmek istiyorlar.
											Bilemiyorum. Hepsi ortalıkta arabaların, Twitter'ın ya da ""Amerikan Idol""
											yarışmasının olmadığı zamanlara dönmek istiyor.
											Bilemiyorum.
											Nostalijye doğru bir meyil olduğu konusunda
											ikna olmuş durumdayım.
											Bunu anlıyorum da.
									","
											Let's pretend right here we have a machine.
											A big machine, a cool, TED-ish machine,
											and it's a time machine.
											And everyone in this room has to get into it.
											And you can go backwards, you can go forwards;
											you cannot stay where you are.
											And I wonder what you'd choose, because I've been asking my friends
											this question a lot lately and they all want to go back.
											I don't know. They want to go back before there were automobiles
											or Twitter or ""American Idol.""
											I don't know.
											I'm convinced that there's some sort of pull
											to nostalgia, to wishful thinking.
											And I understand that.
									","
											Supposons que nous ayons ici une machine,
											une grosse machine, à la mode TED,
											une machine à voyager dans le temps.
											Chacun de nous ici doit y monter.
											Vous pouvez aller en arrière ou en avant ;
											vous ne pouvez pas rester où vous êtes.
											Je me demande ce que vous choisiriez
											parce que j'ai demandé à mes amis : ils voulaient tous reculer.
											Ils voulaient remonter avant les automobiles
											ou Twitter ou La Nouvelle Star.
											Je ne sais pas.
											Il y a une sorte d'attirance
											vers la nostalgie, vers des voeux pieux.
											Je comprends ça.
									","
											Tun wir so als hätten wir hier eine Maschine,
											eine große Maschine, eine coole, TED-artige Maschine,
											und das ist eine Zeitmaschine.
											Und jeder in diesem Raum muss hinein.
											Und Sie können in die Vergangenheit gehen, Sie können in die Zukunft gehen;
											Sie können nicht im Hier und Jetzt bleiben,
											Und ich frage mich, was Sie wählen würden, weil ich meinen Freunden in letzter Zeit
											häufig diese Frage gestellt habe, und sie wollten alle in die Vergangenheit gehen.
											Ich weiß nicht. Sie wollten in die Zeit zurück, bevor es Autos gab
											oder Twitter oder ""Amerika sucht den Superstar"".
											Ich weiß nicht.
											Ich bin überzeugt, dass man irgendwie zur Nostalgie,
											zu Wunschdenken hingezogen ist.
											Und das verstehe ich.
									",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
","
","
","
","
",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
											No soy parte de ese grupo, debo decir.
											No quiero volver al pasado, y no es porque soy un aventurero —
											es porque las posibilidades en este planeta,
											no van hacia atrás, van hacia delante.
											Así que quiero meterme en la máquina y quiero ir hacia delante.
											Este es el mejor momento que jamás haya pasado en este planeta
											bajo cualquier criterio que quieras usar:
											salud, riqueza,
											movilidad, oportunidad,
											tasas de enfermedad en descenso.
											Nunca ha habido un tiempo como éste.
											Mis bisabuelos murieron, todos ellos
											para cuando llegaron a los 60.
											Mis abuelos estiraron ese número a 70.
											Mis padres están cerrando en 80.
											Así que es mejor que haya
											un 9 en el comienzo de mi número de muerte.
											Pero no es siquiera sobre gente como nosotros
											porque esto es mucho más grande que eso.
									","
											Ama belirtmeliyim ki ben çoğunluğa dahil değilim.
											Geriye gitmek istemiyorum, maceraperest olmadığımdan değil —
											bu gezegendeki olasılıklar yüzünden,
											onlar geri gitmiyor, hep ileri gidiyorlar.
											Bu nedenle o makineye binmek ve ileriye gitmek istiyorum.
											Bu gezegende şimdiye kadar gelmiş geçmiş en iyi zamanlardayız
											nasıl ölçerseniz ölçün:
											sağlık, para,
											hareketlilik, imkanlar,
											azalan hastalık oranları.
											Böyle bir zaman hiç olmadı.
											Bütün büyük büyükanne ve büyük-büyükbabalarım, hepsi
											60 yaşına varmadan öldüler.
											Benim büyükannem ve büyükdedem bu rakamı 70'e çekti.
											Ebeveynlerim ise 80'lerinde.
											Benim öleceğim yaşın başında bir dokuz
											rakamı olsa iyi olur diye düşünüyorum.
											Ama sadece bizim gibi insanlar değil,
											bundan çok daha önemli bir şey var.
									","
											I'm not part of that crowd, I have to say.
											I don't want to go back, and it's not because I'm adventurous.
											It's because possibilities on this planet,
											they don't go back, they go forward.
											So I want to get in the machine, and I want to go forward.
											This is the greatest time there's ever been on this planet
											by any measure that you wish to choose:
											health, wealth,
											mobility, opportunity,
											declining rates of disease ...
											There's never been a time like this.
											My great-grandparents died, all of them,
											by the time they were 60.
											My grandparents pushed that number to 70.
											My parents are closing in on 80.
											So there better be
											a nine at the beginning of my death number.
											But it's not even about people like us,
											because this is a bigger deal than that.
									","
											Je dois dire que je n'en fais pas partie.
											Je ne veux pas reculer par manque d'esprit aventureux
											mais pour les possibilités de cette planète.
											Elles ne reculent pas, elles avancent.
											Je veux donc monter dans cette machine et avancer.
											C'est le plus grand moment qu'il y ait jamais eu sur cette planète
											quelle que soit l'unité de mesure:
											santé, richesse,
											mobilité, opportunités,
											taux décroissants de maladies.
											Il n'y a jamais eu de telle époque.
											Mes arrière-grands-parents sont tous morts
											avant d'avoir eu 60 ans.
											Mes grands-parents sont montés à 70.
											Mes parents approchent les 80.
											J'aimerais donc bien
											qu'il y ait un 9 au début de mon âge de décès.
											Mais ça ne concerne pas seulement les gens comme nous
											parce que c'est plus général que ça.
									","
											Ich bin nicht Teil dieser Gruppe, muss ich sagen.
											Ich will nicht in die Vergangenheit, und das nicht, weil ich ein Abenteurer bin -
											es liegt daran, dass Möglichkeiten auf diesem Planeten
											nicht zurück gehen, sie gehen vorwärts.
											Ich will also in diese Maschine, und ich will in die Zukunft gehen.
											Dies ist die großartigste Zeit, die es je auf diesem Planeten gab,
											egal, welchen Maßstab Sie anlegen:
											Gesundheit, Reichtum,
											Mobilität, Gelegenheiten,
											sinkende Krankheitsraten.
											Es gab nie zuvor eine Zeit wie diese.
											Meine Ur-Großeltern starben alle
											als sie 60 waren.
											Meine Großeltern drängten diese Zahl auf 70.
											Meine Eltern sind der 80 auf den Fersen.
											Da sollte also besser
											eine neun am Anfang meiner Todeszahl stehen.
											Aber es geht nicht mal um Leute wie uns,
											denn dies ist eine größere Sache als das.
									",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
","
","
","
","
",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
											Un niño nacido en Nueva Delhi hoy
											puede esperar vivir tanto como
											el hombre más rico del mundo hace 100 años.
											Piensen en eso. Es un hecho increible.
											Y, por qué es esto cierto?
											Viruela. La viruela mató millones
											de personas en este planeta.
											Reformuló la demografía del globo
											de una forma en que ninguna guerra lo ha hecho.
											Se ha ido. Desapareció.
											La derrotamos. Puff.
											En el mundo rico,
											enfermedades que amenzaban a millones de nosotros sólo una generación atrás
											no existen más, casi.
											Difteria, rubéola, polio...
											alguien siquiera sabe que son esas cosas?
											Vacunas, medicina moderna,
											nuestra habilidad para alimentar miles de millones de personas,
											esos son triunfos del método científico.
											Y en mi mente, el método científico,
											probar cosas,
											ver si funciona, cambiarlo cuando no funciona,
											es uno de los grandes logros de la humanidad.
									","
											Bugün, Yeni Delhi'de doğan bir çocuğun
											bundan 100 yıl önceki dünyanın en zengin adamı
											kadar uzun yaşaması bekleniyor.
											Bir düşünsenize. İnanılmaz bir şey bu.
											Neden böyle?
											Çiçek hastalığı. Çiçek bu gezegende
											milyarlarca insanı öldürdü.
											Hiç bir savaşın yapmadığı kadar
											bu gezegenin demografisini değiştirdi.
											Ama artık yok. Ortadan kalktı.
											Biz onu yok ettik. Puf!
											Zengin dünyada,
											bir nesil önce milyonlarcamızı tehdit eden hastalıklar neredeyse
											ortadan kaybolmuş durumda.
											Difteri (Kuşpalazı), Kızamıkçık, Çocuk Felci...
											Bunların ne olduğunu bilen var mı aranızda?
											Aşılar, modern tıp,
											milyarlarca insanı besleyebilme yeteneğimiz,
											bunlar bilimsel yöntemin zaferleri.
											Bana göre, bilimsel yöntem,
											birşeyleri denemek,
											çalıştığını görmek, çalışmadığında ise değiştirmek
											insanlığın en biyik başarılarından biri.
									","
											A kid born in New Delhi today
											can expect to live as long as
											the richest man in the world did 100 years ago.
											Think about that, it's an incredible fact.
											And why is it true?
											Smallpox. Smallpox killed billions
											of people on this planet.
											It reshaped the demography of the globe
											in a way that no war ever has.
											It's gone. It's vanished.
											We vanquished it. Puff.
											In the rich world,
											diseases that threatened millions of us just a generation ago
											no longer exist, hardly.
											Diphtheria, rubella, polio ...
											does anyone even know what those things are?
											Vaccines, modern medicine,
											our ability to feed billions of people,
											those are triumphs of the scientific method.
											And to my mind, the scientific method —
											trying stuff out,
											seeing if it works, changing it when it doesn't —
											is one of the great accomplishments of humanity.
									","
											Un gamin qui naît à New Delhi aujourd'hui
											peut espérer vivre aussi longtemps
											que l'homme le plus riche du monde il y a 100 ans.
											Pensez-y. C'est un fait incroyable.
											Pourquoi est-ce vrai ?
											La variole : elle a tué des milliards
											de personnes sur cette planète.
											Elle a orienté la démographie sur le globe
											comme aucune guerre ne l'a jamais fait.
											C'est fini. Elle a disparu.
											Nous l'avons vaincue.
											Dans le monde riche,
											les maladies qui menaçaient des millions d'entre nous il y a une génération
											n'existent pratiquement plus.
											La diphtérie, la rubéole, la polio...
											Quelqu'un sait-il d'ailleurs de quoi il s'agit ?
											Les vaccins, la médecine moderne,
											notre capacité à nourrir des milliards de personnes,
											ce sont les triomphes de la méthode scientifique.
											Dans mon esprit, la méthode scientifique,
											essayer des choses,
											voir si elles marchent, les changer sinon,
											c'est l'une des grandes avancées de l'humanité.
									","
											Ein Kind, das heute in Neu-Delhi geboren wird
											kann erwarten, so lange zu leben
											wie der reichste Mann auf der Welt vor 100 Jahren.
											Denken Sie darüber nach. Das ist eine unglaubliche Tatsache.
											Und warum ist das so?
											Die Pocken. Die Pocken haben Milliarden
											Leute auf diesem Planeten getötet.
											Sie haben die Demografie der Erde auf eine Weise
											neu geformt, wie es kein Krieg je geschafft hat.
											Sie sind weg. Sie sind verschwunden.
											Wir haben sie bezwungen. Puff.
											In der reichen Welt
											existieren Krankheiten, die Millionen von uns vor nur einer Generation
											noch bedroht haben, kaum noch.
											Diphterie, Röteln, Kinderlähmung...
											weiß überhaupt noch jemand, was das ist?
											Impfstoffe, moderne Medizin,
											unsere Fähigkeit, Milliarden Menschen zu ernähren,
											das sind Erfolge der wissenschaftlichen Methode.
											Und aus meiner Sicht ist die wissenschaftliche Methode,
											Sachen auszuprobieren,
											schauen, ob es funktioniert, es ändern, wenn es das nicht tut,
											eine der großartigsten Errungenschaften der Menschheit.
									",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
","
","
","
","
",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
											Así que esa es la buena noticia
											Desafortunadamente, esa es la única buena noticia
											porque hay otros problemas, y han sido mencionados muchas veces,
											y uno de ellos es que,
											a pesar de todos nuestros logros,
											mil millones de personas se van a la cama con hambre
											en este mundo, todos los días.
											Ese número está creciendo, y muy rápido, y es una desgracia.
											Y no sólo eso, hemos usado nuestra imaginación
											para destrozar a fondo este mundo.
											Agua potable, tierra cultivable,
											selvas, petróleo, gas:
											se están acabando, y se están acabando pronto,
											y a menos que innovemos en una solución a este desastre,
											nos acabaremos nosotros también.
									","
											İyi haber buydu.
											Ne yazık ki tek iyi haber bu,
											çünkü başka sorunlar var, ve bunlara daha önce pek çok kez değinildi.
											bunlardan biri şu,
											tüm başarılarımıza rağmen
											bu dünyada her gün bir milyar insan
											yatağa aç giriyor.
											Bu sayı gittikçe artıyor, hatta utanç verici bir hızda artıyor.
											Sadece bu değil, hayal gücümüzü
											bu dünyayı çöpe çevirmek için kullandık.
											İçilebilir su, ekilebilir topraklar,
											yağmur ormanları, petrol
											ortadan kalkıyor, çok hızlı bir şekilde yok oluyorlar,
											ve bu konuda hızlıca bir şey yapmazsak
											biz de ortadan yok olacağız.
									","
											So that's the good news.
											Unfortunately, that's all the good news
											because there are some other problems, and they've been mentioned many times.
											And one of them is that
											despite all our accomplishments,
											a billion people go to bed hungry
											in this world every day.
											That number's rising, and it's rising really rapidly, and it's disgraceful.
											And not only that, we've used our imagination
											to thoroughly trash this globe.
											Potable water, arable land,
											rainforests, oil, gas:
											they're going away, and they're going away soon,
											and unless we innovate our way out of this mess,
											we're going away too.
									","
											Voila les bonnes nouvelles.
											Malheureusement, ce sont les seules bonnes nouvelles
											parce qu'il y a d'autres problèmes, mentionnés plusieurs fois,
											et l'un d'entre eux,
											malgré toutes nos réussites,
											c'est qu'un milliard de personnes se couchent le ventre creux
											dans le monde, chaque jour.
											Ce nombre augmente, très rapidement, et c'est indigne.
											Pire, nous avons utilisé notre imagination
											pour polluer profondément cette planète.
											L'eau potable, la terre arable,
											le forêt tropicale, le pétrole, le gaz :
											ils disparaissent rapidement et
											à moins d'innover pour sortir de ce désordre,
											nous allons disparaître aussi.
									","
											Das ist also die gute Nachricht.
											Leider ist das schon die ganze gute Nachricht,
											denn es gibt ein paar andere Probleme, und sie wurden häufig erwähnt,
											und eins davon ist, dass
											trotz all unserer Errungenschaften
											eine Milliarde Menschen auf dieser Welt
											jeden Tag hungrig zu Bett gehen.
											Diese Zahl steigt, und sie steigt sehr schnell, und das ist beschämend.
											Und nicht nur das, wir haben unsere Vorstellungskraft dazu genutzt,
											diese Welt gründlich zu verwüsten.
											Trinkwasser, urbares Land,
											Regenwälder, Öl, Gas:
											Sie verschwinden, und zwar bald,
											und falls wir uns nicht aus diesem Chaos heraus-innovieren
											verschwinden wir auch.
									",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
","
","
","
","
",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
"
											Entonces, la pregunta es: Podemos hacerlo? Yo creo que podemos.
											Creo que es claro que podemos hacer comida
											que alimentará a miles de millones de personas sin diezmar la tierra en la que vivimos.
											Creo que podemos alimentar este mundo con energía
											que no lo destroce a la vez.
											Realmente creo esto, y, no, no es pensamiento mágico.
											Pero hay una cosa que no me deja dormir —
											una de las cosas que me mantiene despierto.
											Nunca hemos necesitado el progreso de la ciencia más que ahora, nunca,
											y nunca hemos estado en una posición
											para desarrollarlo correctamente, como podemos hoy.
											Estamos al borde de sucesos sorprendentes
											en muchos campos.
											Y sin embargo, ciertamente creo que deberíamos volver
											cientos, 300 años, antes de la Ilustración,
											para encontrar un tiempo en el que combatíamos el progreso,
											en el que peleabamos sobre estas cosas
											más vigorosamente, en más frentes, de lo que lo hacemos ahora.
									","
											İşte soru şu: Bunu yapabilir miyiz? bence yapabiliriz.
											Milyarlarca insanı, üzerlerinde oturdukları toprakları
											talan etmeden besleyebileceğimiz bir gerçek.
											Bu dünyayı, onu mahvetmeden enerji ile
											donatabilmemiz mümkün.
											Buna gerçekten inanıyorum, hayır bu benim hayalim değil.
											Ama beni geceleri uyutmayan bir şey var —
											yani geceleri uyutmayan pekçok şeyden biri de şu.
											Hiç bir zaman, bu günkü kadar bilimin ilerlemesine ihtiyaç duymadık
											ve hiç bir zaman da bilimi uygun şekilde
											ortaya koymak için daha iyi bir durumda olmadık.
											İnanılmaz, pek çok alanda tek kelimeyle inanılmaz
											olayların eşiğindeyiz.
											Ama gene de aslında geriye bakmamız gerektiğini
											düşünüyorum. 300 yıl kadar önceye, aydınlık çağlardan
											öncesine ki, gelişime karşı, bütün bu
											yeniliklere karşı şimdi olduğundan daha
											güçlü şekilde karşı koyduğumuz bir zaman bulabilelim.
									","
											So the question is: Can we do that? And I think we can.
											I think it's clear that we can make food
											that will feed billions of people without raping the land that they live on.
											I think we can power this world with energy
											that doesn't also destroy it.
											I really do believe that, and, no, it ain't wishful thinking.
											But here's the thing that keeps me up at night —
											one of the things that keeps me up at night:
											We've never needed progress in science more than we need it right now. Never.
											And we've also never been in a position
											to deploy it properly in the way that we can today.
											We're on the verge of amazing, amazing events
											in many fields,
											and yet I actually think we'd have to go back
											hundreds, 300 years, before the Enlightenment,
											to find a time when we battled progress,
											when we fought about these things
											more vigorously, on more fronts, than we do now.
									","
											La question est : peut-on le faire ? Je crois que oui.
											Il est clair que l'on peut faire de la nourriture
											pour des milliards de personnes sans violer la terre sur laquelle ils vivent.
											Je crois qu'on peut produire assez d'énergie
											sans avoir à détruire le monde.
											Je le crois vraiment. Ce n'est pas une utopie.
											Voici ce qui me réveille la nuit,
											l'une des choses qui m'empêchent de dormir.
											Nous n'avons jamais eu autant besoin de la science que maintenant.
											Nous n'avons jamais été non plus capables
											de l'utiliser proprement comme nous le pouvons aujourd'hui.
											Nous sommes à l'orée d'événements étonnants
											dans de nombreux domaines.
											Pourtant, je pense que nous devons remonter
											à 300 ans avant l'époque des Lumières
											pour trouver une période où nous combattions le progrès,
											quand nous combattions ces choses
											plus fort et sur plus de fronts que maintenant.
									","
											Die Frage ist also: Können wir das tun? Ich denke schon.
											Ich glaube es ist klar, dass wir Nahrung produzieren können,
											die Milliarden Menschen ernähren wird, ohne das Land, auf dem sie leben, zu vergewaltigen.
											Ich denke, wir können diese Welt mit Energie versorgen,
											die sie nicht gleichzeitig zerstört.
											Ich glaube das wirklich, und nein, das ist kein Wunschdenken.
											Aber das hier hält mich nachts wach —
											eines der Dinge, die mich nachts wach halten.
											Wir haben wissenschaftlichen Fortschritt noch nie so dringend gebraucht wie jetzt, noch nie,
											und wir waren auch noch nie in der Lage,
											ihn vernünftig einzusetzten, so wie wir es heute können.
											Wir sind an der Schwelle zu erstaunlichen, erstaunlichen Ereignissen
											auf vielen Gebieten.
											Und doch denke ich wirklich, dass wir hunderte,
											300 Jahre vor die Aufklärung zurück gehen müssten,
											um eine Zeit zu finden, in der wir Fortschritt bekämpft haben,
											in der wir über diese Dinge heftiger
											getritten haben, an mehr Fronten als jetzt.
									",The danger of science denial,Michael Specter,19:01,"global issues,medicine,religion,science,writing"
