en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
											The full scope of a nuclear detonation 
is almost unimaginable.
											Hopefully, no one will ever experience 
another of these catastrophic incidents.
											But there is a scientifically supported 
plan of action
											that could save hundreds 
of thousands of lives
											in the area surrounding 
a nuclear explosion.
											So what is this plan,
											and what exactly would it protect us from?
									","
											O alcance total duma deflagração nuclear
é quase inimaginável.
											Esperemos que nunca ninguém experimente
outro destes incidentes catastróficos,
											mas há um plano de ação,
sustentado cientificamente
											que pode salvar centenas
ou milhares de vidas
											na área que rodeia uma explosão nuclear.
											Qual é esse plano
											e de que é que nos protege?
									","
											L'étendue réelle d'une explosion
atomique est presque inimaginable.
											On peut espérer que personne ne vivra un
autre de ces événements catastrophiques.
											Mais il existe un plan d'action,
supporté par la science,
											qui pourrait sauver des centaines
de milliers de vies
											dans la zone entourant
une explosion nucléaire.
											Quel est ce plan,
											et de quoi exactement
nous protègerait-il ?
									","
											Nükleer bir patlamanın kapsamı
neredeyse hayal edilemez.
											Umarım, hiç kimse bu feci
olaylardan birini daha yaşamaz.
											Ancak nükleer patlamanın
olduğu alan ve çevresinde
											yüz binlerce hayatı kurtarabilecek
											bilimsel olarak desteklenmiş bir plan var.
											Peki bu plan nedir
											ve bizi tam olarak neyden koruyacak?
									","
											Das volle Ausmaß einer nuklearen 
Detonation ist nahezu unvorstellbar.
											Hoffentlich wird niemand je wieder einen 
dieser katastrophalen Vorfälle erleben.
											Doch es gibt einen wissenschaftlich
fundierten Aktionsplan,
											der hunderttausende Menschenleben
in der Umgebung
											einer nuklearen Explosion retten könnte.
											Wie sieht dieser Plan aus
											und wovor genau würde er uns schützen?
									",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
","
","
","
","
",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
											To create their destructive blast,
											these weapons harness 
the power of nuclear fission–
											in which an atom’s nucleus 
is split in two.
											This process produces an incredible 
amount of energy,
											and in some materials the neutrons 
produced by one fission
											are absorbed by nearby atoms,
											splitting additional nuclei.
											These chain reactions can produce 
a range of explosive yields,
											but let’s consider an explosion 
equivalent to 10,000 tons of TNT.
											An explosion like this would create
											a fireball capable of decimating 
a few city blocks
											and a shockwave damaging buildings 
several kilometers away.
									","
											Para criar o seu sopro destruidor,
											estas armas contêm o poder
da fissão nuclear,
											em que o núcleo de um átomo
se divide em dois.
											Este processo produz 
uma quantidade incrível de energia
											e, nalguns materiais, os neutrões
produzidos por uma fissão
											são absorvidos pelos átomos vizinhos,
											dividindo os núcleos adicionais.
											Estas reações em cadeia podem produzir
uma quantidade enorme de explosões
											mas consideremos uma explosão
equivalente a 10 000 toneladas de TNT.
											Uma explosão destas criaria
uma bola de fogo
											capaz de dizimar alguns 
quarteirões duma cidade
											e uma onda de choque que danificaria
edifícios a quilómetros de distância.
									","
											Pour créer ce souffle destructeur,
											ces armes exploitent le pouvoir
de la fission nucléaire,
											dans laquelle le noyau d'un atome
est séparé en deux.
											Ce procédé produit une incroyable
quantité d'énergie,
											et dans certains matériaux,
les neutrons produits par une fission
											sont absorbés par les atomes
qui les entourent,
											ce qui sépare plus de noyaux.
											Ces réactions en chaine peuvent produire
des explosions d'intensité variable
											mais imaginons une explosion
équivalente à 10 000 tonnes de TNT.
											Une explosion comme celle-ci créerait
											une boule de feu capable de décimer
plusieurs quartiers d'une ville
											et une onde de choc qui abîmerait
des bâtiments à plusieurs kilomètres.
									","
											Yıkıcı patlamalar yaratmak için
											bu silahlar bir atomun 
çekirdeğinin ikiye bölündüğü
											nükleer fisyonun gücünü kullanır.
											Bu işlem inanılmaz miktarda enerji üretir
											ve bazı malzemelerde
bir fisyon tarafından üretilen nötronlar
											yakındaki atomlar
tarafından absorbe edilir
											ve ek çekirdeklere ayrılır.
											Bu zincirleme reaksiyonlar
bir dizi patlayıcı verim üretebilir
											ancak 10.000 ton TNT'ye
eşdeğer bir patlamayı ele alalım.
											Bu patlamadan açığa çıkan
alev topu binaları yıkabilir
											ve şok dalgası kilometrelerce
uzaktaki binalara zarar verir.
									","
											Um ihre zerstörerische
Druckwelle zu erzeugen,
											nutzen diese Waffen
die Kraft der Kernspaltung,
											die den Kern eines Atoms
in zwei Teile spaltet.
											Dieser Vorgang erzeugt eine 
unglaubliche Energiemenge
											und bei einigen Materialien werden die 
bei einer Spaltung erzeugten Neutronen
											von benachbarten Atomen aufgenommen,
											die weitere Kerne spalten.
											Diese Kettenreaktionen können 
unterschiedliche Sprengkräfte erzeugen,
											gehen wir aber von einer Explosion aus, 
die 10.000 Tonnen TNT entspricht.
											Eine solche Explosion würde einen

											Feuerball erzeugen, der einige 
Straßenzüge zerstören kann und
											eine Druckwelle, die Gebäude in 
mehreren Kilometern Entfernung beschädigt.
									",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
","
","
","
","
",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
											There is tragically nothing 
that can be done
											to save those in the fireball’s radius.
											However, for those in the 
shockwave and beyond,
											our scientifically supported protocol 
could be life saving.
											And though it may sound surprising,
											the best way to stay protected before, 
during, and after a nuclear detonation,
											is getting inside.
									","
											Tragicamente, não se pode fazer nada
											para salvar os que se encontram
no raio da bola de fogo.
											Mas, para os que estão
na onda de choque e para além dela,
											o nosso protocolo sustentado
cientificamente pode salvar vidas.
											Embora possa parecer surpreendente,
											a melhor forma de nos protegermos
											antes, durante e depois
duma detonação nuclear,
											é mantermo-nos fechados.
									","
											Il n'y a rien qui ne puisse être fait
											pour sauver ceux dans 
le rayon de la boule de feu.
											Mais pour ceux qui sont dans 
l'onde de choc et autour,
											notre protocole approuvé par la science
pourrait sauver des vies.
											Et bien que cela ait l'air surprenant,
											le meilleur moyen de rester protégé avant,
pendant, et après une explosion nucléaire
											est de se mettre à l'intérieur.
									","
											Ateş topunun etki
alanındakileri kurtarmak için
											maalesef yapılabilecek bir şey yok.
											Ancak şok dalgası ve ötesinde olanlar için
											bilimsel olarak desteklenen
protokolümüz hayat kurtarıcı olabilir.
											Şaşırtıcı gelse de
											nükleer bir patlamadan önce,
sırasında ve sonrasında
											korunmanın en iyi yolu içeriye girmektir.
									","
											Tragischerweise kann man nichts tun,

											um die Menschen im Radius 
des Feuerballs zu retten.
											Doch für alle innerhalb und jenseits 
der Druckwelle
											könnte unser wissenschaftlich fundierter 
Plan lebensrettend sein.

											Und auch, wenn es 
überraschend klingt:
											Die beste Methode, um sich vor, während
und nach einer nuklearen Detonation
											zu schützen, ist nach drinnen zu gehen.
									",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
","
","
","
","
",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
											Similar to protecting yourself 
from tornadoes or hurricanes,
											getting and staying inside a sturdy 
building would offer protection
											from the explosion’s shockwave, 
heat, and radiation.
											The shockwave of energy would travel
											several kilometers beyond the fireball’s 
radius in the first few seconds.
											Sturdy buildings within that range should
be able to withstand the shockwave,
											and staying in the centers and basements 
of these buildings
											also helps provide protection from 
heat and flying objects.
											Finding shelter is especially important 
if the fireball occurs close to the earth,
											as it will pull thousands of tons of dirt 
and debris
											several kilometers into the atmosphere.
											As the fireball cools,
											unstable atoms created by the nuclear 
fission mix with the debris
											to produce the most dangerous long-term 
effect of a nuclear detonation:
											radioactive particles called fallout.
									","
											Tal como nos protegemos
de tornados ou furacões,
											mantermo-nos dentro de um edifício
sólido proporciona proteção
											da onda de choque, do calor
e das radiações da explosão.
											A onda de choque da energia
viaja vários quilómetros
											para além do raio da bola de fogo
nos primeiros segundos.
											Os edifícios sólidos dentro dessa área
devem aguentar a onda de choque.
											Mantermo-nos no centro
ou na cave desses edifícios
											também nos ajuda a protegermo-nos
do calor e dos objetos pelo ar.
											Encontrar um abrigo
é especialmente importante
											se a bola de fogo ocorrer perto do solo,
											porque provocará milhares de toneladas
de poeira e de destroços
											em vários quilómetros da atmosfera.
											À medida que a bola de fogo arrefece,
											os átomos instáveis
criados pela fissão nuclear
											misturam-se com os destroços
											e produzem o efeito a longo prazo
mais perigoso duma detonação nuclear:
											as partículas radioativas 
chamadas ""precipitação radioativa"".
									","
											Comme pour se protéger 
des tornades ou des ouragans,
											rentrer et rester à l'intérieur d'un
immeuble solide offriraient une protection
											contre l'onde de choc de l'explosion,
la chaleur, et les radiations.
											L'onde de choc d'énergie voyagerait
plusieurs kilomètres
											au-delà du rayon de la boule de feu
dans les premières secondes.
											Les bâtiments robustes dans cette zone
devraient supporter l'onde de choc,
											et rester au centre ou dans les sous-sols
de ces bâtiments
											aide aussi à se protéger de la chaleur
et des objets volants.
											Se mettre à l'abri est important si la
boule de feu se produit près de la terre,
											car cela enverrait des milliers de tonnes
de poussière et de débris
											à plusieurs kilomètres dans l'atmosphère.
											Quand la boule de feu refroidit,
											des atomes instables créés par la fission
nucléaire se mélangent avec les débris
											pour produire l'effet à long-terme le plus
dangereux d'une explosion atomique :
											des particules radioactives 
appelées retombées radioactives.
									","
											Kendinizi kasırgalardan veya hortumlardan
korumanıza benzer şekilde
											sağlam bir binanın
içine girip orada kalmak
											patlamanın şok dalgasından, ısısından
ve radyasyonundan korunma sağlar.
											Enerjinin şok dalgası,
ilk birkaç saniye içinde
											ateş topunun etki alanının
birkaç kilometre ötesine geçecektir.
											Bu aralığın içindeki sağlam binalar,
şok dalgasına dayanabilmeli
											ve bu binaların merkezlerinde
ve bodrumlarında kalmak
											ısı ve uçan cisimlere karşı koruma
sağlamaya yardımcı olmalıdır.
											Ateş topu, toprağa yakın
bir yerde meydana gelirse
											atmosferde birkaç kilometre
boyunca binlerce ton pislik
											ve enkaza sebep olacağı için
barınak bulmak özellikle önemlidir.
											Ateş topu soğudukça
											nükleer fisyonun yarattığı
dengesiz atomlar enkazla karışarak
											nükleer bir patlamanın en tehlikeli
uzun vadeli etkisini ortaya çıkarır:
											serpinti adı verilen
radyoaktif parçacıklar.
									","
											So ähnlich wie man sich vor
Tornados oder Orkanen schützt,
											bietet das Betreten und Verweilen
in einem stabilen Gebäude
											Schutz vor der Druckwelle der Explosion, 
der Hitze und der Strahlung.
											Die Druckwelle der Energie bewegt sich

											in den ersten Sekunden mehrere Kilometer 
über den Radius des Feuerballs hinaus.
											Stabile Gebäude in diesem Bereich sollten
im Stande sein, die Druckwelle auszuhalten
											und der Aufenthalt in den Innenräumen 
und Kellern dieser Gebäude
											schützt zusätzlich vor Hitze 
und umherfliegenden Objekten.
											Schutz zu finden ist besonders wichtig, 
wenn der Feuerball in Bodennähe auftritt,
											da er tausende Tonnen
Schmutz und Schutt
											mehrere Kilometer in 
die Atmosphäre schleudert.
											Während der Feuerball abkühlt, 

											vermischen sich instabile Atome,
die durch die Kernspaltung entstehen,
											mit den Trümmern, und erzeugen die 
gefährlichste Folge einer Atomexplosion:
											radioaktive Partikel, genannt Fallout.
									",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
","
","
","
","
",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
"
											These sand-sized particles emit 
ionizing radiation,
											capable of separating electrons from 
molecules and atoms.
											Exposure to massive amounts of this 
radiation can result in cell damage,
											radiation burns, radiation sickness, 
cancer, and even death.
											Created several kilometers up,
											dangerous concentrations of this material
											would be driven by upper 
atmospheric winds,
											potentially leading to hazardous 
levels of fallout
											in areas up to tens of 
kilometers downwind.
									","
											Estas partículas, como areia,
emitem radiações ionizantes,
											capazes de separar os eletrões
das moléculas e dos átomos.
											A exposição a quantidades maciças
destas radiações
											podem provocar danos nas células,
											queimaduras por radiações,
doença da radiação,
											cancro e mesmo a morte.
											Criadas vários quilómetros acima,
											as concentrações perigosas deste material
											são transportadas por ventos
atmosféricos superiores
											criando possivelmente níveis
perigosos de precipitação radioativa
											em áreas a dezenas de quilómetros
de distância, a favor do vento.
									","
											Ces particules de la taille d'un grain de
sable émettent des rayonnements ionisants,
											capables de séparer des électrons
des molécules et des atomes.
											Une forte exposition à ces radiations
peut endommager les cellules,
											causer des brûlures, syndrome
d'irradiation, cancer et même la mort.
											Créées à plusieurs kilomètres d'altitude,
											des concentrations dangereuses
de ce matériel
											seraient conduites par des vents
de l'atmosphère supérieure,
											entraînant de dangereux
niveaux de retombées radioactives
											dans des zones à plusieurs dizaines
de kilomètres sous le vent.
									","
											Bu kum boyutlu parçacıklar,
elektronları moleküllerden
											ve atomlardan ayırabilen
iyonlaştırıcı radyasyon yayar.
											Bu radyasyona aşırı maruz kalınması
hücre hasarına, radyasyon yanıklarına,
											radyasyon rahatsızlığına,
kanser ve hatta ölüme neden olabilir.
											Birkaç kilometre yukarıda oluşan
											bu malzemenin
tehlikeli konsantrasyonları,
											üst atmosferik
rüzgarlar tarafından sürülerek
											potansiyel olarak onlarca
kilometreye kadar olan alanlarda
											tehlikeli serpinti
seviyelerine yol açacaktır.
									","
											Diese sandkorngroßen Partikel
geben ionisierende Strahlung ab,
											die in der Lage ist, Elektronen von
Molekülen und Atomen zu trennen.
											Die Belastung durch massive Mengen dieser
Strahlung kann zu Zellschäden,
											Strahlenverbrennungen, Strahlenkrankheit, 
Krebs und sogar zum Tod führen.
											Entstanden in einer Höhe
von mehreren Kilometern,
											würden gefährliche Konzentrationen 
dieses Materials
											von den Winden der oberen Atmosphäre
angetrieben werden,
											was zu gefährlichen Werten
radioaktiven Niederschlags
											in Gebieten führt, die dutzene Kilometer 
in Windrichtung entfernt liegen.
									",Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,5:03,"TED-Ed,war,animation,science,nuclear weapons,history,invention"
