es,en,fr,de,title,speaker,duration,tags
"
","
","
","
",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
											Mis pasiones
											son la música, la tecnología y fabricar cosas.
											Y es la combinación de las tres
											la que me ha llevado a la afición de la visualización del sonido
											y, en ocasiones, me ha llevado a jugar con fuego.
									","
											My passions
											are music, technology and making things.
											And it's the combination of these things
											that has led me to the hobby of sound visualization,
											and, on occasion, has led me to play with fire.
									","
											Mes passions
											sont la musique, la technologie et fabriquer des choses.
											Et c'est la combinaison de ces choses
											qui m'a amené à faire de la visualisation sonore mon passe temps.
											et, à l'occasion, m'a amené à jouer avec le feu.
									","
											Meine Leidenschaften
											sind Musik, Technologie und Dinge herzustellen.
											Und es ist die Kombination dieser Dinge,
											die mich zu meinem Hobby 
der Lautvisualisierung gebracht hat,
											und manchmal dazu, mit dem Feuer zu spielen.
									",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
","
","
","
",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
											Este es un tubo de Rubens.
Es uno de los muchos que he hecho durante años
											y tengo uno aquí esta noche.
											Es un tubo de metal de 2,4 metros de largo,
											con un centenar de agujeros en la parte superior;
											el parlante está en este lado
											y aquí hay un tubo de laboratorio conectado a este tanque
											de propano.
											Vamos a encenderlo para ver qué hace.
											Usemos una frecuencia de 550 herz
											y veamos qué pasa.
									","
											This is a Rubens' tube. It's one of many I've made over the years,
											and I have one here tonight.
											It's about an 8-foot-long tube of metal,
											it's got a hundred or so holes on top,
											on that side is the speaker, and here
											is some lab tubing, and it's connected to this tank
											of propane.
											So, let's fire it up and see what it does.
											So let's play a 550-herz frequency
											and watch what happens.
									","
											Il s'agit de tube de Rubens. C'est un des nombreux que j'ai fait au fil des ans,
											et j'en ai un ici ce soir.
											Il s'agit d'un tube en métal de 2,40 m de long,
											il a environ une centaine de trous sur le dessus,
											le haut-parleur est de ce côté, et ici
											il y a un tuyau de laboratoire, et il est relié à ce réservoir
											de propane.
											Alors, allumons le feu et voyons ce qu'il fait.
											Jouons à une fréquence de 550 herz
											et regardons ce qui se passe.
									","
											Das ist ein Rubensrohr. Eines von den vielen, 
die ich über die Jahre hergestellt habe,
											und ich habe heute abend eins mitgebracht.
											Es ist ein etwa 2,5 Meter langes Metallrohr,
											mit etwa 100 Löchern darauf,
											an der Seite ist der Lautsprecher,
											und hier ist ein Schlauch, durch den es 
mit einer Propangasflasche
											verbunden ist.
											Zünden wir es an und gucken, was passiert.
											Spielen wir eine 550-Hertz-Frequenz
											und beobachten, was passiert.
									",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
","
","
","
",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
											(Frecuencia)
									","
											(Frequency)
									","
											(Fréquence)
									","
											(Frequenz)
									",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
","
","
","
",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
											Gracias. (Aplausos)
											Está bien que aplaudamos a las leyes de la física,
											pero esencialmente lo que pasa aquí
											–(Risas)–
											es que la energía del sonido a través del aire y las moléculas del gas
											influye en las propiedades de combustión del propano
											creando una onda visible
											y podemos ver las regiones alternantes de compresión
											y de la rarefacción que llamamos frecuencia
											y la altura nos muestra la amplitud.
											Cambiemos la frecuencia del sonido
											y veamos qué sucede con el fuego.
									","
											Thank you. (Applause)
											It's okay to applaud the laws of physics,
											but essentially what's happening here
											— (Laughter) —
											is the energy from the sound via the air and gas molecules
											is influencing the combustion properties of propane,
											creating a visible waveform,
											and we can see the alternating regions of compression
											and rarefaction that we call frequency,
											and the height is showing us amplitude.
											So let's change the frequency of the sound,
											and watch what happens to the fire.
									","
											Merci. (Applaudissements)
											on peut applaudir les lois de la physique,
											mais en gros ce qui se passe ici
											—(Rires)—
											est que l'énergie du son via les molécules d'air et de gaz
											influence les propriétés de combustion du propane,
											et crée une forme d'onde visible,
											et nous pouvons voir les régions de compression
											et de raréfaction alternées que nous appelons fréquence,
											et la hauteur nous montrer l'amplitude.
											Modifions donc la fréquence du son,
											et regardons ce qui arrive au feu.
									","
											Danke schön. (Applaus)
											Die Gesetze der Physik verdienen ihren Applaus,
											aber was hier eigentlich passiert,
											(Lachen)
											ist, dass die Energie des Tons 
durch die Luft- und Gasmoleküle
											das Brennverhalten des Propans beeinflusst
											und so eine sichtbare Wellenform erzeugt,
											durch die wir die wechselnden Bereiche der Verdichtung
											und Verdünnung sehen können, 
die so genannte Frequenz,
											und die Höhe zeigt uns die Amplitude.
											Ändern wir also die Frequenz des Tons,
											und schauen, was mit dem Feuer passiert.
									",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
","
","
","
",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
"
											(Frecuencia más alta)
									","
											(Higher frequency)
									","
											(Fréquence plus élevée)
									","
											(Höhere Frequenz)
									",New ways to see music (with color! and fire!),Jared Ficklin,10:00,"creativity,music,visualizations"
