en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
											Probably not a surprise to you,
											but I don't like to be in a hospital
											or go to a hospital.
											Do you?
											I'm sure many of you
feel the same way, right?
											But why? Why is it
that we hate hospitals so much?
											Or is it just a fact of life
we have to live with?
											Is it the crappy food?
											Is it the expensive parking?
											Is it the intense smell?
											Or is it the fear of the unknown?
									","
											Provavelmente, não vos surpreenderá
											que não gosto de estar num hospital
											ou de ir a um hospital.
											Vocês gostam?
											De certeza que muitos de vocês
sentem o mesmo que eu, não é?
											Mas porquê? Porque é
que odiamos tanto os hospitais?
											Será apenas um facto da vida
com que temos que lidar?
											Será por causa da comida intragável?
											Será porque o parque
de estacionamento é caro?
											Será por causa do cheiro intenso?
											Ou será com medo do desconhecido?
									","
											Bu belki sizin için sürpriz değildir
											ama ben hastanede olmayı sevmiyorum.
											Hastaneye gitmeyi de sevmiyorum.
											Siz?
											Sanırım çoğunuz benim gibi 
hissediyor, değil mi?
											Ama neden? Biz hastaneleri 
neden bu kadar sevmiyoruz?
											Yoksa bu birlikte yaşamamız
gereken hayatın bir gerçeği mi?
											İğrenç yemeklerden mi?
											Pahalı otoparklardan mı?
											Ağır kokudan mı?
											Yoksa bilinmeyenden korku mu?
									","
											Vous ne serez probablement pas étonné
											mais je n'aime pas être à l'hôpital
											ou bien aller à l'hôpital.
											Et vous ?
									",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
","
","
","
",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
											Well, it's all of that, and it's more.
											Patients often have
to travel long distances
											to get to their nearest hospital,
											and access to hospital care
is becoming more and more an issue
											in rural areas,
											in the US,
											but also in sparsely populated
countries like Sweden.
											And even when hospitals are more abundant,
											typically the poor and the elderly
											have trouble getting care
because they lack transportation
											that is convenient and affordable to them.
									","
											É tudo isso e mais ainda.
											Os doentes têm muitas vezes
que percorrer longas distâncias
											para chegarem ao hospital mais próximo.
											O acesso à assistência hospitalar
torna-se cada vez mais problemático
											nas áreas rurais, nos EUA,
											mas também em países
com pouca população,
											como a Suécia.
											Mesmo quando os hospitais
são mais abundantes,
											normalmente os pobres e os idosos
											têm dificuldade em ser tratados
por falta de um transporte,
											que seja conveniente e acessível.
									","
											Aslında bunların hepsi
ve daha fazlası.
											En yakın hastaneye ulaşmak için
											hastalar genelde uzun bir yolculuk
yapmak zorundalar
											ve hastane bakımına ulaşmak giderek 
daha büyük bir sorun oluyor,
											köylerde,
											Amerika'da,
											aynı zamanda İsveç gibi
seyrek nüfuslu ülkelerde.
											Pek çok hastane olsa bile,
											genelde yoksullar ve yaşlılar
											bakım almakta zorlanıyorlar, 
çünkü onlara uygun ve ucuz
											ulaşım imkânlarından yoksunlar.
									","
											Je pense que beaucoup d'entre vous 
sont d'accord.
											Mais pourquoi ? Comment se fait-il que
nous détestions tellement les hôpitaux ?
											Devons-nous juste l'accepter ?
											Est-ce dû à la nourriture médiocre ?
											Au stationnement coûteux ?
											À l'odeur intense ?
											Ou à la crainte de l'inconnu ?
									",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
","
","
","
",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
											And many people are avoiding
hospital care altogether,
											and they miss getting proper treatment
											due to cost.
											We see that 64 percent of Americans
											are avoiding care due to cost.
											And even when you do get treatment,
											hospitals often make us sicker.
											Medical errors are reported to be
the third cause of death in the US,
											just behind cancer and heart disease,
											the third cause of death.
									","
											Muita gente está a evitar
a assistência hospitalar
											e deixam de obter
um tratamento adequado
											por causa dos custos.
											Vemos que 64% dos norte-americanos
											evitam os tratamentos
por causa dos custos.
											Mesmo quando recebemos tratamento,
											por vezes, ainda ficamos
mais doentes nos hospitais.
											Os erros médicos são considerados
a terceira causa de morte nos EUA,
											logo a seguir ao cancro
e aos ataques cardíacos,
											a terceira causa de morte.
									","
											İnsanların birçoğu hastaneden
bakım almaktan uzak duruyorlar
											ve fiyattan dolayı
											uygun tedavi alamıyorlar.
											Görüyoruz ki Amerikalıların yüzde 64'ü
											fiyattan dolayı bakım almaktan kaçınıyor.
											Tedavi alsan bile,
											hastaneler genelde
bizi daha hasta yapıyor.
											Sağlık hataları ABD'de ölümlerin, 
kanser ve kalp hastalıklarından sonra,
											üçüncü nedeni olarak rapor edilmiş.
											Üçüncü ölüm nedeni.
									","
											C'est tout ça et c'est bien plus.
											Les patients doivent souvent aller loin
											avant d'arriver au plus proche hôpital,
											et l'accès aux soins hospitaliers
pose de plus en plus de problèmes
											dans les régions rurales des USA
											mais aussi dans des pays peu peuplés
telle que la Suède.
											Même lorsque les hôpitaux 
sont plus abondants,
											les pauvres et les personnes âgées
ont du mal à obtenir des soins
											faute de transport pratique et abordable.
									",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
","
","
","
",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
											I'm in health care for over 20 years now,
											and I witness every day how broken
and how obsolete our hospital system is.
											Let me give you two examples.
											Four in 10 Japanese medical doctors
											and five in 10 American medical doctors
											are burnt out.
											In my home country, the Netherlands,
											only 17 million people live there.
											We are short 125,000 nurses
over the coming years.
									","
											Eu trabalho na área da saúde
já há 20 anos
											e testemunho todos os dias
											como o nosso sistema hospitalar
está obsoleto e deficiente.
											Vou dar-vos dois exemplos.
											Quatro em dez médicos japoneses
											e cinco em dez médicos norte-americanos

											estão esgotados.
											No meu país natal, a Holanda,
											só lá vivem 17 milhões de pessoas.
											Faltam-nos 125 000 enfermeiras
nos próximos anos.
									","
											Ben yirmi yıldır sağlık sistemindeyim
											ve her gün bu sistemin ne kadar
bozuk ve eski olduğuna şahit oluyorum.
											Size iki örnek vereyim.
											Japonya'da her on tıp doktorundan dördü
											ve Amerika'da her on tıp doktorundan beşi
											tükenmiş durumda.
											Hollanda'da, benim ana vatanımda,
											sadece 17 milyon kişi yaşıyor.
											Önümüzdeki yıllar için 
125.000 hemşire açığı var.
									","
											Beaucoup de gens évitent
les hôpitaux entièrement,
											et ne reçoivent pas les soins adéquats
à cause du coût.
											Nous avons constaté que 64% des Américains
ne se soignent pas en raison du coût.
											Même lorsqu'on se soigne,
											les hôpitaux nous rendent 
souvent plus malade.
											Les erreurs médicales sont
la troisième cause de mort aux USA,
											juste derrière le cancer 
et les cardiopathies.
											La troisième cause de mort.
									",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
","
","
","
",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
"
											But how did we even end up here,
											in this idea of placing
all kinds of sick people
											together in one big building?
											Well, we have to go back
to the Ancient Greeks.
											In 400 BC, temples for cure were erected
											where people could go
to get their diagnosis,
											their treatment and their healing.
											And then really for about 2,000 years,
											we've seen religious care centers
											all the way up
to the Industrial Revolution,
											where we've seen hospitals
being set up as assembly lines
											based on the principles
of the Industrial Revolution,
											to produce efficiently
											and get the products,
the patients in this case,
											out of the hospital as soon as possible.
									","
											Mas como é que acabámos nisto,
											nesta ideia de colocar
todo o tipo de pessoas doentes
											juntas num enorme edifício?
											Temos que recuar
até aos gregos da Antiguidade.
											Em 400 a.C., construíram-se templos
para tratamento das pessoas
											que lá iam para obterem um diagnóstico,
											fazerem tratamento e curarem-se.
											Depois, durante cerca de 2000 anos,
											vemos centros religiosos de tratamento
											durante todo o tempo
até à Revolução Industrial,
											quando vimos hospitais 
organizados como linhas de montagem
											com base nos princípios
da Revolução Industrial,
											para funcionarem de forma eficaz
											e conseguirem que os produtos
— neste caso, os doentes —
											saíssem do hospital
o mais depressa possível.
									","
											Ama biz bu fikre nasıl ulaştık,
											her türden hasta insanı
											tek bir büyük binaya koyma fikrine?
											Anlamak için Antik Yunanlara 
geri dönmemiz lazım.
											M.Ö. 400'de, tedavi yapılan
tapınaklar inşa edildi
											ve insanlar tanı, tedavi ve iyileşme için
											oralara gidebiliyordu.
											Sonra yaklaşık 2.000 yıl boyunca,
											Sanayi Devrimi'ne kadar
											dinî bakım merkezleri gördük.
											Sanayi Devrimi'nin prensiplerine göre
											verimli bir şekilde üretmek
											ve ürünü almak,
											bu durumda hastaları en kısa
zamanda taburcu etmek olan
											montaj hatları gibi
kurulmuş hastaneler gördük.
									","
											Je suis dans le secteur de la santé
depuis plus de 20 ans
											et je suis témoin chaque jour de l'échec
de notre système hospitalier.
											Deux exemples :

											4 médecins japonais sur 10
											et 5 médecins américains sur 10 
sont complètement épuisés.
											Dans mon pays natal, les Pays-Bas,
il y a seulement 17 millions d'habitants.
											Il va nous manquer 125 000 infirmières
dans les prochaines années.
									",Why the hospital of the future will be your own home,Niels van Namen,11:36,"health care,health,future,public health,innovation,technology,disease"
