en,es,tr,title,speaker,duration,tags
"
","
","
",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
											Chris Anderson: Welcome
to this next edition of TED Dialogues.
											We're trying to do
some bridging here today.
											You know, the American dream
has inspired millions of people
											around the world for many years.
											Today, I think, you can say
that America is divided,
											perhaps more than ever,
											and the divisions seem
to be getting worse.
											It's actually really hard
for people on different sides
											to even have a conversation.
											People almost feel...
											disgusted with each other.
											Some families can't even speak
to each other right now.
											Our purpose in this dialogue today
is to try to do something about that,
											to try to have a different kind
of conversation,
											to do some listening, some thinking,
some understanding.
											And I have two people with us
to help us do that.
									","
											Chris Anderson: Bienvenidos 
a esta nueva edición de diálogos TED.
											Nuestro objetivo hoy es reducir brechas.
											El sueño americano ha inspirado
a millones de personas
											alrededor del mundo muchos años.
											Se podría decir que hoy 
EE. UU. está dividido,
											quizá más que nunca,
											y las divisiones parecen empeorar.
											Es realmente difícil para la gente
de diferentes lados
											incluso sostener una conversación.
											La gente casi se siente...
											asqueada de los demás.
											Algunas familias ni siquiera 
se hablan en la actualidad.
											Nuestro propósito en este diálogo hoy
es tratar de hacer algo al respecto,
											tratar de tener un tipo 
de conversación diferente,
											escuchar, pensar, entender un poco.
											Estoy con dos personas 
para ayudarnos a hacerlo.
									","
											Chris Anderson: TED diyaloglarının 
yeni bölümünde hoşgeldiniz.
											Bugün bir köprü
kurmaya çalışacağız.
											Bildiğiniz gibi Amerikan rüyası
uzun yıllardır bütün dünyada
											milyonlarca kişiye ilham verdi
											ama bugün ABD'de
tarihindeki en büyük kamplaşmanın
											yaşandığını söyleyebiliriz
											ve kamplaşma keskinleşecek gibi görünüyor.
											Karşıt kamplardaki kişilerin
birbiriyle konuşmasını
											sağlamak bile çok zor.
											İnsanlar neredeyse...
											birbirinden tiksiniyor.
											Aileler bile birbirleriyle konuşamıyor.
											Bugünkü diyalogda amacımız
bu konuda bir şeyler yapmak,
											farklı türden bir konuşma
yapmaya çalışmak,
											dinlemeye, düşünmeye
ve biraz anlamaya çalışmak.
											Bu konuda bize yardım edecek 
iki konuğum var.
									",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
","
","
",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
											They're not going to come at this
hammer and tong against each other.
											This is not like cable news.
											This is two people who have both spent
a lot of their working life
											in the political center
or right of the center.
											They've immersed themselves
in conservative worldviews, if you like.
											They know that space very well.
											And we're going to explore together
											how to think about
what is happening right now,
											and whether we can find new ways to bridge
											and just to have wiser,
more connected conversations.
									","
											No vienen aquí para pelearse 
el uno en contra del otro.
											Esto no es como las noticias por cable.
											Estas dos personas han pasado
mucho tiempo de su vida profesional
											en el centro político 
o en la derecha del centro.
											Han estado inmersos en perspectivas
conservadoras, si quieren llamarlas así.
											Conocen ese espacio muy bien.
											Y exploraremos juntos
											cómo pensar sobre lo que está 
ocurriendo ahora,
											y ver si podemos encontrar 
nuevas formas de reducir brechas
											y de tener diálogos
más conexos y sensatos.
									","
											Birbirlerine girip
kavgaya tutuşmayacak iki konuk.
											Bu kablolu kanal haberi değil.
											Konuklarım iş hayatlarının çoğunu
politik çevrelerde
											veya politikanın tam merkezinde
geçirmiş kişiler.
											Muhafazakar bir dünya 
görüşüne sahipler diyebiliriz.
											O çevreyi çok iyi tanırlar.
											Tüm bu olan bitenler hakkında
											nasıl düşünmemiz
gerektiğini anlamaya
											ve bir köprü olmanın yolunu
bulup bulamayacağımızı görmeye
											ve daha aklı başında ve samimi
bir sohbet yapmaya çalışacağız.
									",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
","
","
",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
											With me, first of all, Gretchen Carlson,
											who has spent a decade
working at Fox News,
											hosting ""Fox and Friends""
and then ""The Real Story,""
											before taking a courageous stance
in filing sexual harassment claims
											against Roger Ailes,
											which eventually led
to his departure from Fox News.
											David Brooks, who has earned the wrath
											of many of [The New York Times's]
left-leaning readers
											because of his conservative views,
											and more recently, perhaps,
some of the right-leaning readers
											because of his criticism
of some aspects of Trump.
											Yet, his columns are usually
											the top one, two or three
most-read content of the day
											because they're brilliant,
											because they bring psychology
and social science
											to providing understanding
for what's going on.
											So without further ado, a huge welcome
to Gretchen and David.
											Come and join me.
									","
											Les presento, primero que nada,
a Gretchen Carlson,
											quien ha trabajado 
una década para Fox News,
											dirigió ""Fox and Friends""
y luego ""The Real Story"",
											antes de valientemente 
interponer una demanda por acoso sexual
											a Roger Ailes,
											lo cual, finalmente la llevó
irse de Fox News.
											David Brooks, quien se ganó la ira
											de muchos lectores de izquierda 
[del New York Times]
											por sus opiniones conservadoras,
											y quizá más recientemente 
de algunos lectores de derecha
											por la crítica de algunos 
aspectos de Trump.
											Pero sus columnas son usualmente
											las número uno, dos o tres 
más leídas del día
											porque son inteligentes,
											porque usan la psicología
y las ciencias sociales
											para ayudar a comprender 
lo que está ocurriendo.
											Sin mayor dilación, demos la bienvenida
a Gretchen y a David.
											Acompáñenme.
									","
											Konuklarımın ilki, Gretchen Carlson.
											Fox News'da 10 yıl çalıştı.
											""Fox and Friends"" 
ve sonra ""The Real Story""yi sundu.
											Sonra Roger Ailes'e karşı yapılan
cinsel taciz suçlamalarına
											cesurca destek çıktı
											ve bu destek onun Fox News'dan
ayrılmasına yol açtı.
											Ve David Brooks, 
The New York Times gazetesinin
											sol eğilimli okurlarının gazabını çekiyor
											çünkü muhafazakar bir görüşe sahip
											ve son zamanlarda sağ eğilimli 
okurların da öfkesini kazanıyor
											çünkü Trump'ın bazı yönlerini eleştiriyor.
											Ancak köşe yazıları
											en çok okunan ilk üç
yazardan biri.
											Çünkü bunlar dahice yazılan
											ve olayları anlama adına
											psikoloji ve sosyal bilimleri
işin içine katan yazılar.
											Lafı uzatmadan, Gretchen ve David
kocaman bir hoş geldiniz.
											Bana katılır mısınız?
									",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
","
","
",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
","
","
",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
"
											So, Gretchen.
											Sixty-three million Americans
voted for Donald Trump.
											Why did they do this?
									","
											Bien, Gretchen.
											63 millones de estadounidenses
votaron por Trump.
											¿Por qué lo hicieron?
									","
											Evet, Gretchen.
											63 milyon Amerikalı Trump'a oy verdi.
											Bunu neden yaptılar?
									",Political common ground in a polarized United States,"Gretchen Carlson, David Brooks",47:33,"collaboration,communication,democracy,government,future,history,humanity,immigration,identity,inequality,infrastructure,journalism,policy,news,security,politics,social media,social change,women,United States,writing"
