en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
											Imagine being unable to say,
""I am hungry,"" ""I am in pain,""
											""thank you,"" or ""I love you.""
											Being trapped inside your body,
											a body that doesn't respond to commands.
											Surrounded by people,
											yet utterly alone.
											Wishing you could reach out,
											to connect, to comfort, to participate.
											For 13 long years, that was my reality.
									","
											Imaginen que no pueden decir:
""tengo hambre"", ""tengo dolor""
											""gracias"" o ""te amo"".
											Que están atrapados en
el interior de su cuerpo,
											un cuerpo que no
obedece sus órdenes.
											Rodeados de gente,
											sin embargo,
completamente solos.
											Deseando poder comunicarse,
											conectarse, confortar, participar.
											Durante 13 largos años,
esa era mi realidad.
									","
											Imaginem serem incapazes de dizer: 
""Tenho fome"", ""Estou a sofrer"".
											""Obrigado"" ou ""Amo-te.
											Estarem encurralados dentro do corpo,
											um corpo que não responde a ordens.
											Rodeados por pessoas,
											e, apesar disso, completamente sós.
											Desejando poderem aproximar-se,
											ligarem-se, confortarem, participarem.
											Durante 13 longos anos, 
essa foi a minha realidade.
									","
											Angenommen Sie könnten nicht sagen:
""Ich bin hungrig"", ""Ich habe Schmerzen"",
											""Danke"" oder ""Ich liebe dich"".
											Im eigenen Körper gefangen zu sein —
											einem Körper, der nicht
auf Befehle reagiert;
											umgeben von Menschen,
											und dennoch absolut allein;
											hoffend, man könnte hinausreichen,
											um sich zu verbinden,
trösten, teilzuhaben;
											das war 13 Jahre lang meine Realität.
									",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
","
","
","
",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
											Most of us never think twice
about talking, about communicating.
											I've thought a lot about it.
											I've had a lot of time to think.
									","
											Generalmente nunca pensamos
en el hablar, en la comunicación.
											He pensado mucho en ello.
											He tenido mucho tiempo para pensar.
									","
											A maior parte de nós nunca pensa 
duas vezes sobre falar, sobre comunicar.
											Eu pensei muito nisso.
											Tive muito tempo para pensar.
									","
											Die meisten denken nie übers
Sprechen, über Kommunikation, nach.
											Ich habe viel darüber nachgedacht.
											Ich hatte sehr viel Zeit zum Nachdenken.
									",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
","
","
","
",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
											For the first 12 years of my life,
											I was a normal, happy, healthy little boy.
											Then everything changed.
											I contracted a brain infection.
											The doctors weren't sure what it was,
											but they treated me the best they could.
											However, I progressively got worse.
											Eventually, I lost my ability
to control my movements,
											make eye contact,
											and finally, my ability to speak.
									","
											Durante los primeros 12 años de mi vida,
											era un niño feliz, normal y saludable.
											Luego todo cambió.
											Contraje una infección cerebral.
											Los médicos no estaban
seguros sobre qué tenía,
											pero me trataron lo mejor que pudieron.
											Sin embargo, progresivamente empeoró.
											Con el tiempo, perdí la capacidad
de controlar mis movimientos,
											hacer contacto visual,
											y, por último, mi capacidad de hablar.
									","
											Nos primeiros 12 anos da minha vida,
											eu era um miúdo normal, feliz e saudável.
											Depois, tudo mudou.
											Tive uma infeção cerebral.
											Os médicos não tinham 
a certeza do que era,
											mas trataram-me o melhor que puderam.
											No entanto, eu piorava progressivamente.
											Acabei por perder a capacidade de 
controlar os meus movimentos,
											de estabelecer contato visual,
											e finalmente, 
a minha capacidade para falar.
									","
											Die ersten 12 Jahre meines Lebens
											war ich ein normaler, fröhlicher,
gesunder kleiner Junge.
											Dann änderte sich alles.
											Ich erkrankte an einer Hirninfektion.
											Die Ärzte waren nicht sicher, was es war,
											aber sie behandelten mich,
so gut sie konnten.
											Dennoch ging es mir zunehmend schlechter.
											Schließlich verlor ich die Fähigkeit,
meine Bewegungen zu kontrollieren,
											Augenkontakt herzustellen
											und zuletzt meine Fähigkeit zu sprechen.
									",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
","
","
","
",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
											While in hospital,
											I desperately wanted to go home.
											I said to my mother, ""When home?""
											Those were the last words
I ever spoke with my own voice.
											I would eventually fail every test
for mental awareness.
											My parents were told
I was as good as not there.
											A vegetable, having the intelligence
of a three-month-old baby.
											They were told to take me home
and try to keep me comfortable
											until I died.
									","
											Mientras estaba en el hospital,
											quería ir a casa desesperadamente.
											Le dije a mi madre: ""¿Cuándo casa?""
											Esas fueron las últimas palabras
que dije con mi propia voz.
											Con el tiempo fallé en todas 
las pruebas de conciencia mental.
											Les dijeron a mis padres
que ya no estaba ahí.
											Era un vegetal, con la inteligencia
de un bebé de 3 meses.
											Les dijeron que me llevaran a casa 
y trataran de mantenerme cómodo
											hasta que muriera.
									","
											No hospital,
											eu queria desesperadamente ir para casa.
											Perguntei à minha mãe: ""Quando... casa?""
											Aquelas foram as últimas palavras
que disse com a minha voz.
											Acabei por falhar todos os testes
de consciência mental.
											Disseram aos meus pais
que era como se eu não estivesse ali.
											Um vegetal, com a inteligência
de um bebé de três meses.
											Disseram-lhes para me levarem para casa
e tentarem pôr-me confortável,
											até que eu morresse.
									","
											Als ich in der Klinik war,
											wollte ich unbedingt nach Hause.
											Ich sagte zu meiner Mutter: ""Wann heim?""
											Das waren die letzten Worte, die ich
mit meiner eigenen Stimme sprach.
											Am Ende versagte ich
bei jedem Bewusstseinstest.
											Meinen Eltern wurde erklärt,
ich sei so gut wie nicht da —
											ein menschliches Gemüse, mit der
Intelligenz eines 3 Monate alten Babys.
											Meinen Eltern sollten mich nach Hause
nehmen und es mir bequem machen,
											bis ich sterbe.
									",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
","
","
","
",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
"
											My parents, in fact
my entire family's lives,
											became consumed by taking care of me
the best they knew how.
											Their friends drifted away.
											One year turned to two,
											two turned to three.
											It seemed like the person I once was
began to disappear.
											The Lego blocks and electronic circuits
I'd loved as a boy were put away.
											I had been moved out of my bedroom
into another more practical one.
											I had become a ghost,
											a faded memory of a boy
people once knew and loved.
									","
											Mis padres, de hecho
la vida de toda mi familia,
											se consumió por cuidar de mí
lo mejor que pudieron.
											Sus amigos se alejaron.
											Un año se convirtió en dos,
											dos se volvieron tres.
											Parecía que la persona que una
vez fui empezaba a desaparecer.
											Quitaron mis Legos y mis circuitos
electrónicos que había amado de niño.
											Me pasaron de mi habitación
a otra más práctica.
											Me había convertido en un fantasma,
											un recuerdo de un muchacho al que 
la gente una vez conoció y amó.
									","
											A vida dos meus pais. 
aliás, a vida da minha família inteira
											foi consumida a tomarem conta de mim
da melhor maneira que podiam.
											Os amigos deles afastaram-se.
											Um ano passou a dois,
											dois passaram a três.
											Parecia que a pessoa que eu tinha sido, 
começou a desaparecer.
											Os Legos e os circuitos eletrónicos 
de que eu tanto gostava, foram guardados.
											Tiraram-me do meu quarto 
e passaram-me para outro mais prático.
											Tinha-me tornado num fantasma,
											uma fraca memória de um rapaz
que as pessoas tinham conhecido e amado.
									","
											Das Leben meiner Eltern,
eigentlich unser ganzes Familienleben,
											drehte sich ganz darum, mich zu pflegen,
so gut sie es konnten.
											Ihre Freunde entfernten sich.
											Aus einem Jahr wurden zwei,
											aus zwei wurden drei.
											Es schien als würde die Person, die ich
einmal war, anfangen zu verschwinden.
											Die LEGO-Steine und Elektro-Bauteile,
											die ich als Junge liebte,
wurden weggelegt.
											Ich wurde aus meinem Zimmer
in ein praktischeres verlegt.
											Ich war ein Geist geworden,
											eine verblasste Erinnerung eines Jungen,
den Menschen einst kannten und liebten.
									",How my mind came back to life — and no one knew,Martin Pistorius,14:08,"TEDx,brain,communication,health,health care,mind,speech"
