en,es,de,title,speaker,duration,tags
"
","
","
","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
											""Five hospitals in Aleppo
have been bombed.""
											That was a text message that I received
on a dark winter night in November 2016.
											One of them was a children's hospital
											run by my Syrian colleagues
											at the Independent
Doctors Association, IDA.
											It was the sixth time it had been bombed.
											I watched in horror heartbreaking footage
of the head nurse, Malak,
											in the aftermath of the bombing,
											grabbing premature babies
out of their incubators,
											desperate to get them to safety,
											before she broke down in tears.
											And I felt devastated.
											Fellow humanitarians and I
have spent blood, sweat and tears
											rebuilding hospitals
											so that our patients may live, not die.
									","
											""Cinco hospitales fueron
bombardeados en Alepo"".
											Este fue el mensaje de texto que recibí
una oscura noche de invierno
											en noviembre de 2016.
											Uno de ellos era un hospital de niños
											manejado por mis colegas sirios
											de la IDA, la Asociación
de Médicos Independientes.
											Era la sexta vez que lo bombardeaban.
											Vi con espanto la filmación desgarradora
en la que Malak, la enfermera a cargo,
											sacaba, luego del bombardeo, a los bebés
prematuros de sus incubadoras,
											desesperada por llevarlos
a un lugar seguro,
											antes de estallar en llanto.
											Fue devastador para mí.
											Junto con mis compañeros de trabajo
humanitario, habíamos dejado
											sangre, sudor y lágrimas 
para reconstruir los hospitales
											y para que nuestros pacientes
vivan, no que mueran.
									","
											""Fünf Krankenhäuser wurden
in Aleppo bombardiert.""
											Diese SMS erhielt ich in
einer dunklen Nacht im November 2016.
											Eines davon war ein Kinderkrankenhaus,
das von meinen syrischen Kollegen
											von der IDA, der Vereinigung
unabhängiger Ärzte, geleitet wurde.
											Das war das sechste Mal,
dass es bombardiert wurde.
											Entsetzt und erschüttert sah ich das Video
von Oberschwester Malak nach dem Angriff,
											wie sie hastig Frühchen
aus ihren Brutkästen nahm,
											um sie schnell in Sicherheit zu bringen,
											bevor sie unter Tränen zusammenbrach.
											Und ich war am Boden zerstört.
											Andere humanitäre Helfer und ich
haben Blut und Wasser geschwitzt,
											um Krankenhäuser zu erneuern,
											damit unsere Patienten überleben
und nicht sterben.
									","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
","
","
","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
											And through this work, I made a discovery.
											The reason that people survive in crisis
											is because of the remarkable work
of the people in crisis themselves.
											People survive because of the local
doctors, nurses and aid workers
											who are from the very heart
of the affected community,
											the people who dare to work
where others can't or won't.
											People survive because
of people like Malak,
											who, despite sustaining a severe
burns injury in the line of duty,
											the first thing she did
when discharged from hospital
											was to go back caring for small children.
											From the rubble of death and devastation
											arise the most gallant
and noble human beings.
											Local humanitarians
are the beacons of light
											in the darkness of war.
									","
											Y a través de este trabajo, descubrí algo.
											El motivo por el que la gente
sobrevive en una crisis
											es por el gran trabajo de la misma gente
que atraviesa esa crisis.
											La gente sobrevive gracias
a los médicos del lugar,
											los enfermeros y el personal humanitario
											que pertenecen al núcleo mismo
de la comunidad afectada.
											Son personas que se atreven a trabajar
donde otras no pueden o no quieren.
											La gente sobrevive gracias 
a personas como Malak,
											quien, a pesar de sufrir una seria lesión
por quemadura en cumplimiento de su deber,
											lo primero que hizo en cuanto 
recibió el alta del hospital
											fue volver a dedicarse
al cuidado de los niños.
											Entre las ruinas de la muerte
y la destrucción,
											afloran los seres humanos
más nobles y valientes.
											Los trabajadores humanitarios
del lugar son el faro que ilumina
											en la oscuridad de la guerra.
									","
											Bei dieser Arbeit
machte ich eine Entdeckung.
											Der Grund, warum Menschen
in Krisen überleben,
											ist die beachtliche Arbeit dieser
selbst krisenbetroffenen Menschen.
											Menschen überleben dank Ärzten,
Krankenschwestern und Helfern vor Ort,
											die aus dieser Gemeinde stammen,
											die Leute, die dort arbeiten,
wo es andere nicht können oder wollen.
											Menschen überleben dank Leuten wie Malak,
											die, trotz einer schweren
Brandverletzung im Dienst,
											nach ihrer Entlassung aus dem Krankenhaus,
											als allererstes zu den Kleinen zurückging.
											Aus den Trümmern von Tod und Verwüstung
											erheben sich die tapfersten
und edelsten Menschen.
											Katastrophenhelfer vor Ort
sind die Leitsterne des Lichts
											in der Dunkelheit des Krieges.
									","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
","
","
","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
											Now, the data shows
that Syrian organizations carry out
											75 percent of the humanitarian
work in Syria.
											Yet, they receive 0.3 percent
of the Syria aid budget.
											And what's more, the same is happening
across the crises of the world.
											I have witnessed this reality.
											It means those with the knowledge,
skill and ability
											to respond on the front lines
											have little of the necessary tools,
equipment and resources
											they need to save lives.
											It means groups like IDA don't have funds
to rebuild their hospital.
											The humanitarian system is failing
the most vulnerable communities
											in their darkest hours.
									","
											Ahora bien, los datos indican 
que las organizaciones sirias realizan
											el 75 % del trabajo humanitario en Siria.
											Sin embargo, el país les asigna el 0,3 %
de su presupuesto para asistencia.
											Y lo peor es que lo mismo ocurre
en todas las crisis del mundo.
											He visto esta realidad 
con mis propios ojos.
											Significa que quienes tienen el saber,
la experiencia y la capacidad
											para actuar en el frente de batalla
											no cuentan con las herramientas,
ni con el equipo,
											ni con los recursos necesarios 
para salvar vidas.
											Significa que grupos como la IDA 
carecen de fondos
											para reconstruir su hospital.
											El sistema humanitario está defraudando
a las comunidades más vulnerables
											en su momento más duro.
									","
											Nun ergeben Statistiken,
dass syrische Organisationen
											75% der humanitären Hilfe
in Syrien ausführen.
											Dennoch erhalten sie nur 0,3%
der Hilfsleistungen für Syrien.
											Und nicht nur das: Dasselbe passiert
in anderen Krisen auf der ganzen Welt.
											Ich kann diese Realität bezeugen.
											Es bedeutet, dass die,
die vollends dazu befähigt sind,
											an vorderster Front zu agieren,
											nur über einen Bruchteil
der Mittel und Ausrüstungen verfügen,
											die sie brauchen, um Leben zu retten.
											Das heißt, dass Gruppen wie IDA kein Geld
für eine Krankenhaussanierung haben.
											Das humanitäre System lässt
die verwundbarsten Gemeinschaften
											in dunkelster Stunde im Stich.
									","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
","
","
","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
											Now, at the time
of receiving that message,
											I was on sabbatical from my clinical work,
											setting up CanDo,
											a start-up determined
to address this imbalance
											and enable local responders
to provide health care
											to their war-devastated communities.
											We had devised a simple model:
											source trusted and impactful local groups,
											support their development
through an accelerator program
											and connect them to you
via our crowdfunding platform,
											where they can fund-raise
for their health needs.
											So when IDA asked for help,
											I decided to launch CanDo
seven months early,
											with very little money,
											and many people, including myself,
thought I had finally gone mad.
											I wanted to do something
that transformed our collective anger
											into something beautiful.
									","
											Cuando recibí ese mensaje,
											estaba en el receso sabático
de mi actividad médica,
											abocada a la fundación de 'CanDo',
											una empresa destinada
a solucionar este desequilibrio
											y ayudar a los socorristas locales
a brindar atención médica
											a sus comunidades
devastadas por la guerra.
											El modelo que pensamos era muy sencillo:
											armar grupos de impacto a nivel local,
que sean de nuestra confianza,
											apoyar su desarrollo a través 
de un programa acelerador
											y conectarlos con Uds. mediante nuestra
plataforma de financiación colectiva
											para recaudar fondos destinados
a cubrir necesidades sanitarias.
											Cuando la IDA pidió ayuda,
											decidí lanzar 'CanDo' siete meses antes,
											con muy poco dinero,
											y muchos, incluso yo misma,
pensaron que había perdido el juicio.
											Quería hacer algo que transformara
nuestra ira colectiva
											en algo bello.
									","
											Als ich die Nachricht bekam,
											hatte ich ein Sabbatjahr von der Klinik
und baute CanDo auf,
											ein Start-up gegen dieses Ungleichgewicht,
											das örtlichen Helfern ermöglichen sollte,
											Kriegsgebiete medizinisch zu versorgen.
											Wir hatten ein simples Modell:
											Finde effiziente lokale Gruppen
denen man vertrauen kann,
											fördere deren Entwicklung durch
ein Beschleunigungs-Programm,
											und verbinde sie mit Ihnen über
unsere Crowdfunding-Plattform,
											wo sie die benötigten Gelder
aufbringen können.
											Als die IDA uns um Hilfe bat,
											startete ich CanDo sieben Monate früher,
											mit sehr wenig Geld,
											und viele Leute, mich eingeschlossen,
dachten, ich wäre endgültig durchgedreht.
											Ich wollte etwas tun,
das unsere kollektive Wut
											in etwas Wundervolles verwandelte.
									","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
","
","
","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
"
											And that's how
the People's Convoy was born.
											It was a global crowdfunding campaign
											to enable IDA to rebuild
a whole new children's hospital,
											and, if successful, we the people
would take the medical equipment
											all the way from London
to the Syria border.
											And we did it.
											Thousands of people came together
from across the world
											to achieve a global first:
											we built the first-ever
crowdfunded hospital.
											The location was carefully chosen
by the local experts, IDA,
											where they knew it would be safe
											and serve the greatest number
of displaced children.
											IDA was so moved by people's response,
											they named it ""Hope Hospital.""
											It's been open for exactly one year,
											and they have treated
over 15,000 children.
									","
											Y así fue como nació
el Convoy de los Pueblos.
											Era una campaña global 
de financiación colectiva
											para que la IDA pudiese reconstruir
totalmente el hospital de niños
											y, si lo lograban, nosotros
llevaríamos el equipamiento médico

											desde Londres hasta la frontera siria.
											Y lo hicimos.
											Miles de personas de todo
el mundo llegaron
											para concretar un proyecto pionero:
											construir el primer hospital
financiado con fondos colectivos.
											La ubicación fue cuidadosamente
elegida por los expertos locales, la IDA,
											en un lugar que ellos consideraban seguro
											y que pudiera atender a la mayor cantidad
de niños desplazados.
											La IDA quedó tan conmovida
con la respuesta de la gente
											que lo llamaron 
""Hospital de la Esperanza"".
											Fue inaugurado hace exactamente un año,
											y han atendido a 15 000 niños.
									","
											Damit war People's Convoy geboren,
											eine globale Crowdfunding-Kampagne
											für IDAs Wiederaufbau eines
völlig neuen Kinderkrankenhauses
											und, im Falle eines Erfolges, würden wir
die medizinische Ausstattung persönlich
											von London an die syrische Grenze bringen.
											Und wir haben es geschafft.
											Tausende Menschen aus aller Welt
taten sich zusammen,
											und schafften eine Weltneuheit:
											Wir bauten das allererste
Krankenhaus dank Crowdfunding.
											Der Standort wurde von örtlichen
Experten der IDA sorgfältig ausgewählt,
											wo sie um die Sicherheit wussten,
											und wo sie den meisten
vertriebenen Kindern halfen.
											Aufgrund der überwältigenden Reaktion
											tauften sie es ""Krankenhaus der Hoffnung"".
											Seit genau einem Jahr ist es geöffnet,
											und es konnte bereits
über 15.000 Kindern geholfen werden.
									","The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,7:07,"TED Fellows,health,Syria,violence,health care,medicine,humanity,war,society,social change,crowdsourcing,entrepreneur"
