es,pt,tr,en,de,title,speaker,duration,tags
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Enseño química.
									","
											Eu ensino química.
									","
											Kimya öğretiyorum
									","
											I teach chemistry.
									","
											Ich unterrichte Chemie.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											(Explosión)
									","
											(Explosão)
									","
											(Patlama)
									","
											(Explosion)
									","
											(Explosion)
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Está bien, está bien.
											Además de en las explosiones,
											la química está en todas partes.
											¿Alguna vez se han distraído
en un restaurante
											haciendo así una y otra vez?
											Algunas personas están asintiendo.
											Hace poco les mostraba esto a mis alumnos
											y les pedí que traten de explicar el porqué.
											Eso dio lugar a preguntas y conversaciones
											fascinantes.
											Veamos este vídeo que me envió
											esa tarde Maddie, alumna
de mi clase del período tres.
									","
											Está tudo bem, 
está tudo bem.
											Mais do que apenas em explosões,
											a química está por todo lado.
											Alguma vez se viram num restaurante, 
completamente distraídos
											a fazer isto, uma e outra vez?
											Algumas pessoas estão 
a acenar que sim.
											Recentemente, mostrei isto aos meus alunos,
											e pedi-lhes para me tentarem explicar 
o porquê de isto acontecer.
											As questões e as conversas que se seguiram
											foram fascinantes.
											Vejam este vídeo que a Maddie,
											uma aluna minha, 
me mandou naquela noite.
									","
											Tamam, pekala
											Sadece patlamalardan daha fazlası,
											yani kimya her yerde.
											Hiç kendinizi bir restoranda gereksizce
											tekrar tekrar sadece bunu yaparken buldunuz mu?
											Bazılarınız kafasıyla onaylıyor.
											Geçenlerde bunu öğrencilerime gösterdim,
											ve onlara bunu deneyip neden böyle olduğunu açıklamalarını istedim.
											Ardından gelen sorular ve konuşmalar
											büyüleyiciydi.
											O gün öğleden sonraki üçüncü dersimden
											Maddie'nin o akşam gönderdiği bu videoya bir bakalım.
									","
											All right, all right.
											So more than just explosions,
											chemistry is everywhere.
											Have you ever found yourself at a restaurant spacing out
											just doing this over and over?
											Some people nodding yes.
											Recently, I showed this to my students,
											and I just asked them to try and explain why it happened.
											The questions and conversations that followed
											were fascinating.
											Check out this video that Maddie
											from my period three class sent me that evening.
									","
											Schon gut, schon gut.
											Chemie ist mehr, als nur Explosionen,
											Chemie befindet sich überall.
											Haben Sie sich jemals dabei erwischt, 
wie Sie in einem Restaurant sitzen,
											abdriften und immer wieder das hier machen?
											Ein paar Leute nicken zustimmend.
											Neulich habe ich das meinen Schülern gezeigt,
											und ich bat sie, zu versuchen, 
mir zu erklären, warum das passiert ist.
											Die Fragen und Gespräche die darauf folgten
											waren faszinierend.
											Schaut euch dieses Video an, das mir Maddie
											aus der dritten Unterrichtsstunde
an dem Abend geschickt hat.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											(Ruido) (Risas)
									","
											(Estrondo) (Risos)
									","
											(Tangırtı) (Gülüşmeler)
									","
											(Clang) (Laughs)
									","
											(Scheppern) (Gelächter)
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Obviamente, como profesor de química de Maddie,
											me encanta que en su casa siguiera practicando
											este tipo de demostración ridícula
											que hicimos en clase.
											Pero lo que más me fascinó fue
que la curiosidad de Maddie
											la llevó a dar otro paso.
											Si observan, dentro de ese recipiente
											podrán ver una vela.
											Maddie está usando la temperatura
para extender este fenómeno
											a una nueva situación hipotética.
									","
											Agora, obviamente, como professor 
de química da Maddie,
											adorei o facto de ela ter ido para casa 
a pensar no assunto
											sobre este tipo de demonstrações ridículas
											que fizemos na aula.
											Mas o que me deixou mais fascinado foi 
que a curiosidade da Maddie
											a levou para outro nível.
											Se olharem para dentro daquela proveta,
											vocês podem ver uma vela.
											A Maddie está a usar a temperatura para 
enquadrar este fenómeno
											num novo cenário.
									","
											Şimdi göründüğü gibi, Maddie'nin kimya öğretmeni olarak
											onun eve gidip sınıfta yaptığımız bu tür komik bir gösteriyi
											kendinden geçerek devam ettirmesine
											bayılıyorum.
											Fakat beni daha da büyüleyen şey Maddie'nin
											merakının onu yeni bir seviyeye taşıması.
											Eğer o deney bardağının içine bakarsanız
											bir mum görebilirsiniz.
											Maddie bu fenomeni yeni bir senaryoya genişletmek için
											ısıyı kullanıyor.
									","
											Now obviously, as Maddie's chemistry teacher,
											I love that she went home and continued to geek out
											about this kind of ridiculous demonstration
											that we did in class.
											But what fascinated me more is that Maddie's curiosity
											took her to a new level.
											If you look inside that beaker,
											you might see a candle.
											Maddie's using temperature to extend this phenomenon
											to a new scenario.
									","
											Als Maddies Chemielehrer,
											liebte ich es natürlich, 
dass sie nach Hause ging
											und sich mit dieser lächerlichen 
Demonstration weiter beschäftigte,
											die wir zusammen im Unterricht gemacht haben.
											Aber was mich daran noch mehr faszinierte, ist, 
dass Maddies Neugierde
											sie auf eine ganz neue Stufe brachte.
											Wenn Sie in diesen Becher schauen,
											sehen Sie vielleicht eine Kerze.
											Maddie benutzt die Temperatur, um dieses Phänomen
											um ein zusätzliches Szenario zu erweitern.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Las preguntas y la curiosidad,
como las de Maddie,
											son imanes que nos atraen
hacia nuestros profesores,
											y trascienden toda tecnología
											o modas en la educación.
											Pero si anteponemos estas tecnologías
a las inquietudes de los estudiantes
											podemos estar privándonos
											de nuestra mayor herramienta como profesores:
las preguntas de los estudiantes.
											Por ejemplo, pasar una clase aburrida del aula
											a la pantalla del dispositivo móvil
											podría ahorrar tiempo de instrucción,
											pero si ese es el centro de la
experiencia de los estudiantes,
											es la misma charla deshumanizante
											pero vestida de lujo.
											En cambio, si tenemos las agallas
											para desconcertar a nuestros estudiantes,
para dejarlos perplejos
											y evocar preguntas reales,
											y mediante esas preguntas,
como profesores, obtenemos información
											que podemos usar para
adaptar métodos robustos
											basados en información
de instrucción mixta.
									","
											Sabem, as questões e a curiosidade 
como a da Maddie
											são os ímanes que nos atraem
aos nossos professores,
											e eles transcendem toda a tecnologia
											e todos os chavões sobre educação.
											Mas se colocarmos a tecnologia à frente da 
curiosidade dos estudantes,
											podemos estar a privar-nos
											da nossa melhor ferramenta como professores: 
as perguntas dos nossos alunos.
											Por exemplo, transferir uma aula 
aborrecida da sala de aula
											para o ecrã de um dispositivo móvel
											pode poupar tempo de aula,
											mas se for o foco da experiência 
dos nossos alunos,
											é a mesma conversa desumanizante,
											apenas com outro aspeto.
											Mas, se em vez disso, tivermos a coragem
											de confundir os nossos alunos, 
de deixá-los perplexos,
											e de suscitar verdadeiras questões,
											através destas questões, nós, como professores, 
temos informação
											que podemos usar para fortalecer
											e desenvolver métodos mistos de ensino.
									","
											Biliyorsunuz ki sorular ve merak, tıpkı Maddie'ninki gibi,
											bizi öğretmenlerimize çeken mıknatıslardır
											ve bunlar bütün teknolojinin ya da
											eğitimdeki moda sözcüklerin ötesine geçer.
											Fakat eğer biz bu teknolojileri öğrencinin sorgusundan önce yerleştirirsek
											öğretmenler olarak kendimizi
											en büyük araçlarımızdan olan 'öğrencilerimizin soruları'ndan mahrum bırakırız.
											Örneğin, sınıftaki sıkıcı bir dersi alıp
											cep telefonu ekranına aktarmak
											ders süresini idareli kullandırabilir.
											Fakat öğrencilerimizin deneyimlerinin odak noktası buysa
											bu sadece karnaval elbiselerine bürünen
											kişiliksiz bir gevezelikle aynıdır.
											Ama eğer bunun yerine öğrencilerimizi şaşırtacak,
											onları hayrete düşürecek ve
											onlarda gerçek sorular uyandıracak cesaretimiz varsa
											bu sorular yoluyla biz öğretmenler
											gücü uygun hale getirmek için kullanabileceğimiz
											harmanlanmış eğitimin bilinçli yöntemlerinin bilgisine sahibiz.
									","
											You know, questions and curiosity like Maddie's
											are magnets that draw us towards our teachers,
											and they transcend all technology
											or buzzwords in education.
											But if we place these technologies before student inquiry,
											we can be robbing ourselves
											of our greatest tool as teachers: our students' questions.
											For example, flipping a boring lecture from the classroom
											to the screen of a mobile device
											might save instructional time,
											but if it is the focus of our students' experience,
											it's the same dehumanizing chatter
											just wrapped up in fancy clothing.
											But if instead we have the guts
											to confuse our students, perplex them,
											and evoke real questions,
											through those questions, we as teachers have information
											that we can use to tailor robust
											and informed methods of blended instruction.
									","
											Wissen Sie, Fragen und Neugierde, 
wie die von Maddie,
											ziehen uns wie ein Magnet zu unseren Lehrern
											und sie übersteigen alle Technologie
											oder Modewörter in der Bildung.
											Doch wenn wir diese Technologien 
den Nachfragen unserer Schüler voranstellen,
											dann berauben wir uns vielleicht
											des wichtigsten Handwerkzeugs, das wir als 
Lehrer besitzen: Die Fragen unserer Schüler.
											Wenn wir etwa einen langweiligen Vortrag 
aus dem Klassenzimmer
											auf den Bildschirm eines mobilen Geräts bringen,
											kann uns das zwar Unterrichtszeit ersparen,
											aber wenn der Schwerpunkt des 
Erlebens der Schüler darauf liegt,
											dann ist es das gleiche entmenschlichte Geschwätz,
											nur in einer schicken Verpackung.
											Doch wenn wir stattdessen den Mut haben,
											unsere Schüler zu verwirren, zu verblüffen,
											und echte Fragen hervorzurufen,
											dann haben wir Lehrer durch 
diese Fragen Informationen,
											die wir nutzen können, um 
solide und fundierte Methoden
											für integriertes Lernen zu zimmern.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
