fr,en,de,es,title,speaker,duration,tags
"
","
","
","
",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
											J'ai passé la majeure part de la décennie
											à étudier les réponses étasuniennes face aux génocides et aux atrocités de masse.
											Je voudrais commencer en partageant avec vous un instant
											qui, pour moi, résume tout ce qu'il faut savoir
											quant à ces réponses démocratiques face aux atrocités de masse.
									","
											I spent the better part of a decade
											looking at American responses to mass atrocity and genocide.
											And I'd like to start by sharing with you one moment
											that to me sums up what there is to know
											about American and democratic responses to mass atrocity.
									","
											Ich verbrachte den größten Teil eines Jahrzehnts damit
											mir die amerikanischen Reaktionen auf massiv begangene Gräueltaten und Völkermord anzuschauen.
											Und ich würde gerne einen Moment mit Ihnen teilen,
											der für mich zusammenfasst, was es über die amerikanischen
											und demokratischen Reaktionen auf massiv begangene Gräueltaten zu wissen gibt.
									","
											Pasé la mejor parte de una década
											contemplando las respuestas estadounidenses a las atrocidades en masa y genocidio.
											Y me gustaría empezar compartiendo con ustedes un momento
											que para mí resume lo que hay que saber
											sobre las respuestas estadounidenses y democráticas hacia las atrocidades en masa.
									",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
","
","
","
",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
											Il s'agit du 21 avril 1994.
											Il y a 14 ans, environ, en plein milieu du génocide rwandais,
											pendant lequel 800000 personnes ont été méthodiquement exterminées
											par le gouvernement rwandais et des milices extrémistes.
											Le 21 avril, le journal, le New York Times,
											a rapporté qu'entre 200 et 300000 personnes
											avaient déjà été tuées dans ce génocide.
											C'était dans le journal — pas à la une.
											Cela ressemblait beaucoup aux reportages sur l'Holocauste,
											mais c'était enfoui à l'intérieur du journal.
											Le Rwanda n'était pas vu comme digne de figurer en une,
											et étonnamment, le génocide lui-même non plus.
									","
											And that moment came on April 21, 1994.
											So 14 years ago, almost, in the middle of the Rwandan genocide,
											in which 800,000 people would be systematically exterminated
											by the Rwandan government and some extremist militia.
											On April 21, in the New York Times,
											the paper reported that somewhere between 200,000 and 300,000 people
											had already been killed in the genocide.
											It was in the paper — not on the front page.
											It was a lot like the Holocaust coverage,
											it was buried in the paper.
											Rwanda itself was not seen as newsworthy,
											and amazingly, genocide itself was not seen as newsworthy.
									","
											Dieser Moment kam am 21. April 1994.
											Vor beinahe 14 Jahren, während des Völkermordes in Ruanda,
											bei dem 800 000 Menschen systematisch durch die Regierung von Ruanda
											und extremistische Milizen getötet wurden.
											Am 21. April berichtete die New York Times,
											dass bereits zwischen 200 und 300 000 Menschen
											während des Völkermordes getötet worden waren.
											Es war in der Zeitung - nicht auf der Titelseite.
											Es war nicht wie die Berichterstattung zum Holocaust,
											sondern in der Zeitung vergraben.
											Ruanda selbst wurde nicht als berichtenswert angesehen,
											und, erstaunlicherweise, wurde Völkermord selbst nicht als berichtenswert angesehen.
									","
											Ese momento ocurrió el 21 de abril de 1994.
											Osea hace casi 14 años, en pleno genocidio de Ruanda,
											en el cual 800.000 personas serían sistemáticamente exterminadas
											por el Gobierno ruandés y algunas milicias extremistas.
											El 21 de abril, en el New York Times,
											el periódico anunció que entre 200 y 300.000 personas
											ya habían sido asesinadas en el genocidio.
											Estaba en el periódico — no en la página principal.
											Fue muy similar a la cobertura del Holocausto,
											fue enterrada en el periódico.
											Ruanda misma no fue vista como digna de ser noticia,
											e increíblemente, el genocidio mismo tampoco fue visto como digno de ser noticia.
									",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
","
","
","
",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
											Mais le 21 avril, un moment incroyablement honnête a eu lieu.
											Une élue américaine du Congrès,
											Patricia Schroeder du Colorado,
											a rencontré un groupe de journalistes.
											L'un des journalistes lui a demandé : Quoi de neuf?
											Que se passe-t-il dans le gouvernement américain?
											2 à 300000 personnes venaient juste d'être exterminées
											en quinze jours au Rwanda.
											Le génocide n'avait que deux semaines à ce moment-là,
											mais bien sûr, à ce moment-là, on ne savait pas combien de temps il durerait.
											Le journaliste a demandé : Pourquoi y a-t-il si peu d'action de la part de Washington?
											Pourquoi n'y avait-il pas d'auditions, de dénonciations,
											de personnes arrêtées devant l'ambassade du Rwanda
											ou devant la Maison Blanche? Que se passait-il?
											Elle a répondu — elle était si honnête — ""C'est une bonne question.
											Tout ce que je peux vous dire est que mon bureau au Colorado
											et mon bureau à Washington,
											reçoivent des centaines d'appels
											à propos de la mise en danger des singes et des gorilles au Rwanda,
											mais personne ne se préoccupe des gens.
											Les coups de téléphone ne sont pas pour les gens.""
									","
											But on April 21, a wonderfully honest moment occurred.
											And that was that an American congresswoman
											named Patricia Schroeder from Colorado
											met with a group of journalists.
											And one of the journalists said to her, what's up?
											What's going on in the U.S. government?
											Two to 300,000 people have just been exterminated
											in the last couple of weeks in Rwanda.
											It's two weeks into the genocide at that time,
											but of course, at that time you don't know how long it's going to last.
											And the journalist said, why is there so little response out of Washington?
											Why no hearings, no denunciations,
											no people getting arrested in front of the Rwandan embassy
											or in front of the White House? What's the deal?
											And she said — she was so honest — she said, ""It's a great question.
											All I can tell you is that in my congressional office in Colorado
											and my office in Washington,
											we're getting hundreds and hundreds of calls
											about the endangered ape and gorilla population in Rwanda,
											but nobody is calling about the people.
											The phones just aren't ringing about the people.""
									","
											Aber am 21. April geschah ein wundervoll ehrlicher Moment.
											Und das als eine amerikanische Kongressabgeordnete,
											Patricia Schroeder aus Colorado,
											eine Gruppe von Journalisten traf.
											Einer der Journalisten fragte: ""Was geschieht da?""
											""Was passiert in der US Regierung?
											Zwei bis 300 000 Menschen sind in den letzten
											paar Wochen in Ruanda umgebracht worden.""
											Der Völkermord dauert bereits zwei Wochen,
											aber natürlich weiß man zu der Zeit nicht, wie lange es noch dauern wird.
											Und der Journalist fragt, warum Washington kaum darauf reagiert.
											Warum gibt es keine Anhörungen, keine Anklagen,
											warum wird niemand vor der Botschaft Ruandas verhaftet?
											Oder vor dem Weißen Haus? Was hat es damit auf sich?
											Sie sagte - sie war so ehrlich - ""Das ist eine gute Frage.
											Was ich Ihnen sagen kann, ist, dass in meinem Kongressbüro in Colorado
											und in meinem Büro in Washington
											hunderte und hunderte von Anrufen eingehen
											bezüglich der gefährdeten Affen- und Gorillapopulation in Ruanda.
											Aber niemand ruft wegen den Menschen an.
											Die Telefone klingeln einfach nicht wegen den Menschen.""
									","
											Pero el 21 de abril, un momento maravillosamente honesto ocurrió,
											Y fue que una congresista estadounidense
											llamada Patricia Schroeder de Colorado
											se reunió con un grupo de periodistas
											Y unos de los pediodistas le preguntó ¿Qué pasa?
											¿Qué está pasando en el Gobierno estadounidense?
											De 200 a 300.000 personas ya han sido exterminadas
											en el último par de semanas en Ruanda.
											Habían pasado dos semanas desde el inicio del genocidio,
											pero por supuesto que en ese momento no se sabía cuanto más duraría.
											Y el periodista pregunto, ¿por qué hay tan poca respuesta de Washington?
											¿Por qué no hay audiencias, denuncias,
											ni gente arrestada frente a la Embajada de Ruanda
											o enfrente de la Casa Blanca? ¿De qué se trata?»
											Y ella respondió, con suma honestidad, diciendo: ""Es una gran pregunta.
											Lo único que puedo decir es que tanto en mi oficina de Congreso en Colorado
											como en mi oficina en Washington
											están recibiendo cientos y cientos de llamadas
											por la población de gorilas y otros simios en peligro de extinción en Ruanda,
											pero nadie está llamando por la gente.
											Los teléfonos simplemente no están sonando por la gente.""
									",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
","
","
","
",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
											Je vous raconte cet épisode, parce qu'il possède une vérité profonde.
											Cette vérité est, ou était, qu'au 20e siècle,
											au moment où nous commencions à développer la protection des espèces menacées,
											il n'existait pas de mouvement pour la protection des peuples.
											Il y avait des cours sur l'Holocauste à l'école.
											La plupart d'entre nous étions familiers non seulement des images d'une catastrophe nucléaire,
											mais aussi d'images et de faits sur l'Holocauste.
											Il y a un musée, bien sûr, sur le Mall à Washington,
											juste à côté de Lincoln et Jefferson.
											Le slogan ""Plus jamais ça"" est culturellement en nous,
											de manière appropriée et intéressante.
											Et pourtant, sa politisation,
											sa transposition opérationnelle,
											ne s'est jamais produite au 20e siècle.
									","
											And the reason I give you this moment is there's a deep truth in it.
											And that truth is, or was, in the 20th century,
											that while we were beginning to develop endangered species movements, 

											we didn't have an endangered people's movement.
											We had Holocaust education in the schools.
											Most of us were groomed not only on images of nuclear catastrophe,
											but also on images and knowledge of the Holocaust.
											There's a museum, of course, on the Mall in Washington,
											right next to Lincoln and Jefferson.
											I mean, we have owned Never Again culturally,
											appropriately, interestingly.
											And yet the politicization of Never Again,
											the operationalization of Never Again,
											had never occurred in the 20th century.
									","
											Und warum ich Ihnen von diesem Moment erzähle, ist dass er eine tiefe Wahrheit in sich trägt.
											Und diese Wahrheit ist, oder war, im 20. Jahrhundert,
											dass während wir begannen eine Bewegung zum Schutz gefährdeter Arten zu entwickeln,
											gab es keine Bewegung zum Schutz gefährdeter Menschen.
											Wir wurden über den Holocaust in den Schulen informiert.
											Die meisten von uns sind nicht nur mit Bildern von nuklearen Katastrophen aufgewachsen,
											sondern auch mit Bildern und dem Wissen um den Holocaust.
											Es gibt ein Museum auf der Mall in Washington,
											gleich neben Lincoln und Jefferson
											Wir haben uns das ""Niemals Wieder"" interessanterweise
											kulturell wirklich angeeignet,
											Und trotzdem hat die Politisierung von ""Niemals Wieder"",
											hat die Operationalisierung von ""Niemals Wieder""
											im 20. Jahrhundert nie stattgefunden.
									","
											La razón por la cual comparto este momento es porque hay una profunda verdad en él.
											Y la verdad es, o fue, en el siglo XX,
											que mientras estamos empezando a crear movimientos para especies en peligro de extinción,
											no teníamos un movimiento para gentes en peligro de extinción.
											Tuvimos educación sobre el Holocausto en las escuelas.
											La mayoría de nosotros fuimos preparados no sólo con imagenes sobre catástrofe nuclear,
											sino también con imagenes y conocimiento del Holocausto.
											Hay un museo, por supuesto, en el National Mall en Washington,
											justo junto a Lincoln y Jefferson
											Me refiero a que nos hemos apoderado de la cultura del ""Nunca Más"",
											interesantemente, nos hemos apoderado de ésta.
											Y, sin embargo, la politización del «Nunca Más»,
											la implementación del «Nunca Más»,
											nunca ocurrió en el siglo XX.
									",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
","
","
","
",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
"
											Cet instant à Patricia Schroeder montre, à mes yeux,
											que, si nous voulons mettre un terme aux pires atrocités dans ce monde,
											nous devons le faire en tant que tel.
											Il doit exister un rôle —
											on doit créer une agitation politique et des coûts politiques
											en réponse aux crimes contre l'humanité et consorts.
											C'était donc le 20e siècle.
									","
											And that's what that moment with Patricia Schroeder I think shows:
											that if we are to bring about an end to the world's worst atrocities,
											we have to make it such.
											There has to be a role —
											there has to be the creation of political noise and political costs
											in response to massive crimes against humanity, and so forth.
											So that was the 20th century.
									","
											Ich denke, dieser Moment mit Patricia Schroeder zeigt, dass wenn
											wir den weltweit schlimmsten Verbrechen Einhalt gebieten wollen,
											wir das herbeiführen müssen.
											Es muss eine Rolle geben - es müssen politischer Lärm
											und Kosten auf politischer Ebene hergestellt werden
											als Reaktion auf massive Verbrechen gegen die Menschlichkeit usw.
											Das war also das 20. Jahrhundert.
									","
											Y eso es lo que creo que ese momento con Patricia Schoreder muestra,
											que si estamos cerca de terminar con las peores atrocidades del mundo,
											así debemos de actuar.
											Tiene que existir un rol —
											tiene que haber la creación de ruido político y coste político
											en respuesta a los crímenes en masa contra la humanidad y así sucesivamente.
											Entonces así fue el siglo XX.
									",A complicated hero in the war on dictatorship,Samantha Power,23:09,"communication,global issues,morality,politics,terrorism,war"
