pt,en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
											Sou uma artista visual,
											e sou igualmente uma das cofundadoras
da Coligação da Poluição dos Plásticos.
											Tenho trabalhado com sacos de plástico,
											que recorto e coso de novo
como matéria-prima
											para o meu trabalho artístico
nos últimos 20 anos.
											Transformo-os em peças
bi e tridimensionais
											e esculturas e instalações.
											Ao trabalhar com o plástico,
após os primeiros oito anos,
											alguns dos meus trabalhos
começaram a abrir fissuras
											e a partirem-se em pedacinhos
de plástico mais pequenos.
											E eu pensei: ""Excelente.
											""É efémero tal como nós.""
									","
											I'm a visual artist,
											and I'm also one of the co-founders of the Plastic Pollution Coalition.
											I've been working with plastic bags,
											which I cut up and sew back together as my primary material for my artwork
											for the last 20 years.
											I turn them into two and three-dimensional pieces
											and sculptures and installations.
											Upon working with the plastic, after about the first eight years,
											some of my work started to fissure
											and break down into smaller little bits of plastic.
											And I thought, ""Great.
											It's ephemeral just like us.""
									","
											Soy una artista visual,
											y co-fundadora de Plastic Pollution Coalition (Coalición de la Contaminación Plástica)
											He trabajado con bolsas de plástico,
											cortándolas y cosiéndolas como materia prima de mis obras de arte,
											durante los últimos 20 años.
											Las transformo en objetos de dos y tres dimensiones,
											y en esculturas e instalaciones.
											Al trabajar con plástico, después de los primeros 8 años,
											algunas obras comenzaron a agrietarse
											y a reducirse a pequeños pedazos de plástico.
											Y pensé: ""Genial.
											Es efímero, como nosotros"".
									","
											Ben görsel sanatlarla ilgileniyorum
											ve ayrıca Plastik Kirlilik Koalisyonunun kurucularındanım.
											Son 20 yıldır parçalayıp sonra bir araya getirdiğim
											öncelikli sanat malzemem olan
											plastik poşetlerle çalışıyorum.
											Onları iki ve üç boyutlu parçalar, heykeller
											ve düzenekler haline getirdim.
											Plastik ile çalışmaya başladıktan 8 yıl kadar sonra
											çalışmalarımın bazıları çatlamaya başladı
											ve ufacık plastik parçalara ayrılmaya başladı.
											Ve şöyle düşündüm, ""Harika.
											Aynı bizim gibi gelip geçiciler.""
									","
											Je suis une artiste visuelle,
											et je suis aussi une des co-fondatrices de Plastic Pollution Coalition (la Coalition Contre la Pollution par le Plastique)
											Je travaille avec des sacs plastiques,
											que je découpe et recouds en les utilisant comme matière première pour mon art
											depuis 20 ans.
											Je les transforme en oeuvres bi- et tri-dimensionnelles,
											en sculptures et en installations.
											En travaillant avec le plastique, au bout des huit premières années,
											certaines de mes oeuvres ont commencé à se fissurer
											et à se briser en bouts de plastiques plus petits.
											Et j'ai pensé, ""Super,
											C'est éphémère tout comme nous.""
									","
											Ich bin bildende Künstlerin,
											und ich bin auch einer der Mitbegründer von Plastic Pollution Coalition.
											Ich habe mit Plastiktüten gearbeitet,
											die ich zerschnitt und wieder zusammennähte, als mein wichtigstes Material für meine Kunstgegenstände,
											während der letzten 20 Jahre.
											Ich verwandle sie in zwei- und dreidimensionale Stücke
											und Skulpturen und Installationen.
											Beim Arbeiten mit dem Plastik, etwa nach den ersten acht Jahren,
											begannen einige meiner Stücke zu zerfallen
											und in kleinere Plastikstückchen zu zerbrechen.
											Und ich dachte: ""Großartig!
											Es ist kurzlebig, gerade so wie wir.""
									",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
","
","
","
","
","
",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
											Ao aprender um pouco mais
sobre os plásticos,
											apercebi-me de facto
de que isto era uma coisa má.
											É uma coisa má o plástico
partir-se em pedaços mais pequenos,
											porque continua a ser sempre plástico.
											Estamos a descobrir
											que muito dele se encontra
no ambiente marinho.
											Então, nos últimos anos,
											ouvi falar da mancha de lixo
do Pacífico e do giro.
											A minha reação inicial
											— e penso que é a reação
da maior parte das pessoas
											ao saberem disso —
											foi:
											""Oh, meu Deus!
Temos de ir lá e limpar aquilo.""
											Então eu desenvolvi uma proposta
											de ir para lá com um navio cargueiro
											e duas traineiras desativadas,
											uma grua, uma máquina de corte
											e uma máquina de moldes a frio.
											A minha intenção era ir até ao giro,
											despertar consciências
sobre este problema,
											e começar a apanhar o plástico,
											cortá-lo em pedacinhos
e moldá-lo a frio em tijolos
											que poderiam ser usados
como materiais de construção
											em comunidades subdesenvolvidas.
									","
											Upon educating myself a little further about plastics,
											I actually realized this was a bad thing.
											It's a bad thing that plastic breaks down into smaller little bits,
											because it's always still plastic.
											And what we're finding
											is that a lot of it is in the marine environment.
											I then, in the last few years,
											learned about the Pacific garbage patch and the gyre.
											And my initial reaction —
											and I think this is a lot of people's first reaction
											to learning about it —
											is, ""Oh my God!
											We've got to go out there and clean this thing up.""
											So I actually developed a proposal
											to go out with a cargo ship
											and two decommissioned fishing trawlers,
											a crane, a chipping machine
											and a cold-molding machine.
											And my intention was to go out to the gyre,
											raise awareness about this issue
											and begin to pick up the plastic,
											chip it into little bits and cold mold it into bricks
											that could potentially be used as building materials
											in underdeveloped communities.
									","
											Al documentarme un poco más sobre plásticos
											me di cuenta que, en realidad, era algo malo.
											Es malo que el plástico se descomponga en pedazos pequeños
											porque siempre sigue siendo plástico.
											Y estamos encontrando
											que en gran parte termina en el entorno marino.
											Luego, en los últimos años,
											me enteré de la basura del remolino del Pacífico.
											Y mi reacción inicial,
											creo que es la primera reacción de mucha gente
											cuando se entera de eso,
											fue: ""¡Dios mío!
											Tenemos que ir ahí y limpiar esa cosa"".
											De hecho, elaboré una propuesta
											para salir con un buque de carga
											y dos barcos de pesca fuera de servicio,
											una grúa, una trituradora,
											y una máquina de moldeo en frío.
											Y mi intención era ir al remolino de basura,
											crear conciencia del problema,
											y comenzar a recoger el plástico,
											triturarlo y, con los trocitos, moldear ladrillos en frío
											que pudieran ser utilizados como materiales de construcción
											de comunidades subdesarrolladas.
									","
											Kendimi plastikler konusunda biraz daha eğittikten sonra,
											bunun kötü bir şey olduğunu fark ettim.
											Plastiğin küçük parçalara ayrılması kötü bir şey,
											çünkü o her zaman plastik olarak kalıyor.
											Ve öğrendiğimiz şey
											bundan denizde çok miktarda bulunduğu.
											Son birkaç yıl içinde
											Pasifik çöp alanı ve girdabı hakkında bilgi sahibi oldum.
											Ve ilk tepkim —
											sanırım bunu öğrenen birçok kişinin
											ilk tepkisi budur —
											""Aman tanrım!
											Oraya gitmeli ve bu şeyleri temizlemeliyiz."" oldu.
											Sonunda, oraya bir kargo gemisi,
											iki hurda balıkçı trolü, bir vinç,
											bir ufalama makinesi ve
											bir soğuk kalıp makinesi ile gitme
											teklifini geliştirdim.
											Amacım girdabın oraya gitmek
											bu konuya insanların ilgisini çekmek
											ve plastikleri toplamaya başlamaktı,
											ufak parçalara ayırmak ve tuğlalar için kalıp haline getirmekt,
											böylece gelişmemiş toplumlarda yapı malzemesi
											olarak kullanılabilirlerdi.
									","
											En étudiant un peu plus les plastiques,
											je me suis en fait rendue compte que c'était une mauvaise chose.
											Le fait que les plastiques se brisent en petits bouts est une mauvaise chose,
											parce que c'est encore et toujours du plastique.
											Et ce qu'on découvre
											c'est qu'une grande partie de ce plastique se trouve dans l'environnement marin.
											Et puis, ces dernières années,
											j'ai appris ce qu'était la plaque de déchets du Pacifique nord et le gyre
											Et ma première réaction —
											et je crois que c'est la première réaction de beaucoup de gens
											quand ils l'apprennent,
											c'est ""Oh mon Dieu!
											Il faut qu'on aille là-bas et qu'on nettoie ce truc.""
											Donc j'ai en fait développé une proposition
											pour partir avec un cargo
											et deux chalutiers réformés,
											une grue, un broyeur
											et une machine de moulage à froid.
											Et mon intention était de me rendre sur le gyre,
											de faire prendre conscience du problème,
											et de commencer à ramasser le plastique,
											de le broyer en petits bouts et de le mouler à froid en briques
											qui pourraient potentiellement être utilisées comme matériaux de construction
											dans les communités en développement.
									","
											Als ich mich etwas weiter über Plastik informierte,
											erkannte ich so richtig, dass das eine schlimme Sache ist.
											Es ist eine schlimme Sache, dass Plastik in kleinere Stückchen zerfällt,
											denn es ist immer noch Plastik.
											Und was wir finden,
											ist, dass sich eine Menge davon im maritimen Ambiente befindet.
											In den letzten paar Jahren
											erfuhr ich dann vom Pacific Garbage Patch und vom Nordpazifikwirbel.
											Und meine erste Reaktion —
											und ich denke, viele Leute reagieren zuerst einmal so
											wenn sie davon erfahren —
											ist: ""Oh mein Gott!
											Wir müssen dort hinaus und das Ding säubern.""
											So entwickelte ich tatsächlich den Vorschlag,
											mit einem Frachtschiff hinauszufahren
											und zwei ausgemusterten Fischkuttern,
											einem Kran, einer Chip-Maschine
											und einer Kaltpress-Maschine.
											Und meine Absicht war, zum Wirbel hinauszufahren
											und Aufmerksamkeit auf dieses Problem zu lenken,
											und damit zu beginnen, das Plastik einzusammeln,
											es in Stücke zu zerkleinern und kalt zu Ziegeln zu pressen,
											die möglicherweise als Baumaterial
											in unterentwickelten Gemeinschaften verwendet werden könnten.
									",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
","
","
","
","
","
",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
											Comecei a falar com pessoas
que tinham ido ao giro
											e que estavam a estudar o problema
do plástico no ambiente marinho,
											e ao fazê-lo,
											apercebi-me que limpá-lo
											seria uma gota muito pequena no oceano,
											em relação ao quanto está a ser gerado
											todos os dias em todo o mundo,
											e que precisava de me afastar
e de olhar para o panorama geral.
											O panorama geral é que temos de encontrar
											uma forma de fechar a torneira.
											Temos de interromper a torrente
dos plásticos descartáveis,
											que estão a entrar no ambiente
marinho todos os dias
											a uma escala global.
									","
											I began talking with people
											who actually had been out to the gyre
											and were studying the plastic problem in the marine environment
											and upon doing so,
											I realized actually that cleaning it up
											would be a very small drop in the bucket
											relative to how much is being generated
											every day around the world,
											and that actually I needed to back up and look at the bigger picture.
											And the bigger picture is:
											we need to find a way to turn off the faucet.
											We need to cut the spigot
											of single-use and disposable plastics,
											which are entering the marine environment every day
											on a global scale.
									","
											Empecé a hablar con gente
											que ya había estado en el remolino de basura
											estudiando el problema del plástico en el entorno marino,
											y, al hacerlo,
											me di cuenta que esa limpieza
											sería una pequeña gota en el océano
											respecto de la cantidad que se genera
											diariamente en todo el mundo
											y que tenía que dar un paso atrás y mirar el panorama general.
											Y el panorama general es
											que tenemos que encontrar la manera de cerrar el grifo.
											Tenemos que cortar el chorro
											del plástico de sólo un uso,
											que ingresa al medio marino todos los días
											a escala mundial.
									","
											Girdap konusunda bilgili
											ve denizdeki plastik sorunu ile ilgilenen
											kişilerle bu konuyu konuşmaya başladım
											ve sonra şunu fark ettim
											bunları temizlemek
											aslında sadece devede kulak kalacaktı,
											eğer her gün dünyada ne kadar çok
											plastiğin denize atıldığını düşünürseniz
											ve bu yüzden geriye çekilip büyük resme bakmak zorundaydım.
											Ve büyük resim şöyle:
											musluğu tıkayacak bir yol bulmalıyız.
											Dünya ölçeğinde her gün
											denizlere attığımız
											tek kullanımlık, dönüştürülemeyen
											plastiklerin kullanımını kesmeliyiz.
									","
											J'ai commencé à parler avec des gens
											qui étaient vraiment allés sur le gyre
											et étudiaient le problème du plastique dans l'environnement marin,
											et en faisant ça,
											je me suis rendue compte que de le nettoyer
											serait une toute petite goute d'eau dans la mer,
											par rapport à la quantité générée
											chaque jour dans le monde,
											et qu'en fait je devais prendre du recul et envisager l'ensemble du problème.
											Et l'ensemble du problème c'est que
											nous devons trouver un moyen de fermer le robinet.
											Nous devons fermer les vannes
											des plastiques jetables à usage unique,
											qui pénètrent dans l'environnement marin chaque jour
											à l'échelle mondiale.
									","
											Ich begann mit Leuten zu sprechen
											die schon draußen im Wirbel gewesen waren
											und das Plastik-Problem im maritimen Ambiente studierten,
											und dabei
											stellte ich fest, dass das Aufräumen
											ein sehr kleiner Tropfen auf den heißen Stein wäre
											im Vergleich zur Menge, die erzeugt wird,
											täglich auf der ganzen Welt,
											und dass ich wirklich mithelfen und auf das Gesamtbild sehen muss.
											Und das Gesamtbild ist:
											Wir müssen einen Weg finden, den Hahn abzudrehen.
											Wir müssen den Strom
											von Einweg- und Gebrauchs-Plastik
											die täglich ins marine Ambiente gelangen
											in globalem Ausmaß stoppen.
									",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
","
","
","
","
","
",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
											Então, olhando para isso, também percebi
que estava realmente furiosa.
											Eu não estava apenas
preocupada com o plástico
											que vocês estão a imaginar
a flutuar no meio do Pacífico
											— vim a saber haver agora 11 giros,
											potencialmente, de plástico
											nos cinco grandes oceanos no mundo.
											Não é apenas esse giro de plástico
que me preocupa,
											é o giro de plástico no supermercado.
											Eu vou ao supermercado, e toda a comida
é embalada em plástico.
											Todas as bebidas
são embaladas em plástico,
											até no mercado de comida saudável.
											Sinto-me também preocupada
com o plástico no frigorífico,
											e sinto-me preocupada com o plástico
e as toxinas libertadas pelo plástico
											dentro de nós e do nosso corpo.
									","
											So in looking at that, I also realized that I was really angry.
											I wasn't just concerned about plastic
											that you're trying to imagine out in the middle of the Pacific Ocean —
											of which I have learned there are now
											11 gyres, potentially, of plastic
											in five major oceans in the world.
											It's not just that gyre of plastic that I'm concerned about —
											it's the gyre of plastic in the supermarket.
											I'd go to the supermarket and all of my food is packaged in plastic.
											All of my beverages are packaged in plastic,
											even at the health food market.
											I'm also concerned about the plastic in the refrigerator,
											and I'm concerned about the plastic and the toxins that leach from plastic
											into us and into our bodies.
									","
											Así, al considerar esto, también me di cuenta que estaba muy enojada.
											No me preocupaba sólo el plástico,
											que ustedes están tratando de imaginar en medio del Océano Pacífico,
											del que me he enterado que hay ahora
											11 posibles remolinos de plástico
											en los cinco grandes océanos del mundo.
											No es sólo el remolino del Pacífico lo que me preocupa,
											sino el remolino de plástico del supermercado.
											Si voy al supermercado, todo los alimentos son envasados en plástico.
											Todas las bebidas son envasadas en plástico,
											incluso en las tiendas naturistas.
											También me preocupa el plástico del refrigerador
											me preocupa el plástico y las toxinas que emanan del él
											e ingresan a nuestros cuerpos.
									","
											Buna görünce gerçekten çok kızdığımı fark ettim,
											sadece Pasifik okyanusunun ortasında
											tasavvur etmeye çalıştığınız plastikler için endişeli değildim —
											öğrendim ki dünyada 5 okyanusta
											potansiyel 11 plastik
											girdabı bulunmaktaymış.
											Endişelendiğim tek şey bu plastik girdabı değil,
											ayrıca süpermarketlerdeki plastik girdabı.
											Süpermarkete gittim zaman tüm yiyeceklerim plastik ile paketlenmiş durumda.
											Tüm içeceklerim plastik ile paketleniyor,
											sağlıklı yiyecek satan marketlerde bile.
											Ayrıca buzdolabındaki plastik için de endişeliyim
											ve plastiklerden bize, vücudumuza sızan plastikler ve zehirler
											hakkında da endişeliyim.
									","
											Alors en considérant cela, je me suis aussi rendue compte que j'étais vraiment en colère.
											Je n'étais pas simplement inquiète à cause du plastique
											qu'on essaie d'imaginer là-bas au milieu de l'océan Pacifique,
											dont j'ai appris qu'il y avait à présent
											potentiellement 11 gyres de plastique
											dans les 5 grands océans du monde.
											Ce n'est pas seulement ce gyre de plastique qui m'inquiète,
											c'est le gyre de plastique dans les supermarchés.
											Si je vais au supermarché, tous mes aliments sont emballés dans du plastique.
											Toutes mes boissons sont emballées dans du plastique,
											même dans les magasins d'alimentation diététique.
											Le plastique dans le réfrigérateur m'inquiète aussi,
											et je m'inquiète du plastique et des toxines qui émanent du plastique
											et s'infiltrent en nous et dans nos corps.
									","
											Angesichts dessen bemerkte ich, dass ich wirklich wütend war.
											Ich war nicht bloß betroffen über Plastik,
											das Sie sich draußen inmitten des Pazifischen Ozeans vorzustellen versuchen -
											von dem ich erfahren habe, dass es nun
											möglicherweise 11 Plastik-Wirbel
											in 5 größeren Weltmeeren gibt.
											Es ist nicht bloß dieser Plastikwirbel, von dem ich betroffen bin,
											es ist der Plastikwirbel im Supermarkt.
											Ich gehe zum Supermarkt, und all meine Lebensmittel sind in Plastik verpackt.
											All meine Getränke sind in Plastik verpackt,
											sogar im Reformkost-Markt.
											Ich bin auch betroffen vom Plastik im Kühlschrank,
											und ich bin betroffen vom Plastik und den Giftstoffen, die aus dem Plastik sickern
											in uns und in unsere Körper.
									",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
","
","
","
","
","
",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
"
											Portanto, eu reuni
com um grupo de outras pessoas
											que estavam a estudar este assunto,
											e criámos a Coligação
da Poluição do Plástico.
											Temos muitas iniciativas
em que estamos a trabalhar,
											mas algumas delas são muito básicas.
											Uma delas é: se 80 a 90 %
											do que estamos a encontrar no oceano
											— de detritos marinhos
que encontramos no oceano — é plástico,
											porque é que não lhe chamamos o que é.
											É poluição do plástico.
											Reciclar. Todos, de certa forma,
acabam os seus livros
											sobre ser sustentável e ecológico
com a ideia da reciclagem.
											Põe-se uma coisa num caixote
e não se tem de pensar mais nisso.
											Qual é a realidade disso?
											Nos EUA, menos de 7% dos nossos plásticos
são reciclados.
											Se estudarmos bem isso,
											em particular no que respeita
às garrafas de plástico,
											a maioria é apenas despedaçada,
											ou incinerada, ou enviada para a China.
											É despedaçada e transformada
em produtos inferiores.
											Enquanto uma garrafa de vidro
pode voltar a ser uma garrafa de vidro,
											ou pode ser usada de novo,
											uma garrafa de plástico nunca
voltará a ser uma garrafa de plástico.
									","
											So I came together with a group of other people
											who were all looking at this issue,
											and we created the Plastic Pollution Coalition.
											We have many initiatives that we're working on,
											but some of them are very basic.
											One is: if 80 to 90 percent
											of what we're finding in the ocean —
											of the marine debris that we're finding in the ocean — is plastic,
											then why don't we call it what it is.
											It's plastic pollution.
											Recycling — everybody kind of ends their books
											about being sustainable and greening with the idea of recycling.
											You put something in a bin and you don't have to think about it again.
											What is the reality of that?
											In the United States, less than seven percent of our plastics are recycled.
											And if you really look into it,
											particularly when it comes to plastic bottles,
											most of it is only down-cycled,
											or incinerated, or shipped to China.
											It is down-cycled and turned into lesser things,
											while a glass bottle can be a glass bottle again
											or can be used again —
											a plastic bottle can never be a plastic bottle again.
									","
											Así que volví con un grupo de personas
											interesadas en esta cuestión
											y creamos la Coalición de la Contaminación Plástica.
											Estamos trabajando en muchas iniciativas,
											y algunas son muy básicas.
											Una es que del 80% al 90%
											de lo que encontramos en el océano,
											de los desechos marinos que estamos encontrando en el océano, es plástico;
											entonces ¿por qué no lo llamamos por su nombre?
											Es contaminación con plástico.
											Reciclaje. Todo el mundo termina su libro
											de sostenibilidad y ecología con la idea de reciclaje.
											Uno pone algo en un cesto de basura y ya puede olvidarse de eso.
											¿Qué pasa con eso en realidad?
											En Estados Unidos menos del 7% del plástico es reciclado.
											Y si lo analizamos de cerca,
											en particular cuando se trata de botellas de plástico,
											mucho es reciclado con baja calidad
											o incinerado, o enviado a China.
											Se recicla con baja calidad en cosas más chicas;
											mientras que una botella de vidrio puede ser otra botella de vidrio,
											o usarse otra vez,
											una botella de plástico nunca puede volver a ser otra botella.
									","
											Böylece bu sorun ile ilgilenen bir grup insan
											ile bir araya geldim
											ve Plastik Kirlilik Koalisyonunu ortaya çıkardık.
											Üzerinde çalıştığımız birçok hareket var
											ama bunlardan bazıları çok basit.
											Biri: eğer okyanustan elde
											ettiğimiz şeylerin %80-90'ı —
											okyanustan elde ettiğimiz deniz atıklarının — plastik ise,
											neden onu olduğu gibi adlandırmıyoruz.
											Bu plastik kirliliğidir.
											Geri dönüşüm. Herkes geri dönüşüm fikri ile sürdürülebilir
											ve yeşilleştirme kitabının sonuna geldi.
											Bir şeyi bir kutuya koyuyorsun ve onun hakkında tekrar düşünmen gerekmiyor.
											Bunun gerçekliği nedir?
											ABD'de plastiklerin %7'den daha azı geri dönüştürülüyor.
											Ve gerçekten incelediğinizde,
											özellikle söz konusu plastik şişeler olduğunda
											bunların birçoğu sadece başka
											malzemelerde kullanılıyor, veya yakılıyor veya Çin'e gönderiliyor.
											Başka malzemelerde kullanılıyor ve daha küçük şeylere dönüştürülüyor,
											bir cam şişe tekrar bir cam şişe olabiliyor
											veya tekrar kullanılabiliyor,
											plastik bir şişe ise asla tekrar plastik şişe olarak kullanılamıyor.
									","
											Alors j'ai rejoint un groupe d'autres gens
											qui considéraient tous ce problème,
											et nous avons créé la Plastic Pollution Coalition.
											Nous travaillons sur de nombreuses iniiatives,
											mais certaines d'entre elles sont très basiques.
											L'une de ces initiatives est que si 80 à 90 %
											de ce que nous trouvons dans l'océan,
											des débris marins que nous trouvons dans l'océan, est du plastique,
											alors pourquoi ne l'appelons-nous pas par son nom.
											C'est de la pollution plastique.
											Le recyclage. Tout le monde termine son livre
											sur la durabilité et l'écologie par l'idée du recyclage.
											Vous mettez quelque chose dans une poubelle, et vous pouvez ne plus y penser.
											Quelle est la réalité là-dedans?
											Aux Etats-Unis, moins de 7 % de nos plastiques sont recyclés.
											Et si on regarde vraiment de près,
											en particulier quand il s'agit des bouteilles plastiques,
											la plupart sont recyclées en plastique de moindre qualité,
											ou incinérées, ou envoyée en Chine par bateau.
											On les recycle en produits de moindre qualité,
											alors qu'une bouteille en verre peut devenir une autre bouteille en verre,
											et peut être réutilisée,
											une bouteille plastique ne peut pas devenir une autre bouteille plastique.
									","
											So kam ich mit einer Gruppe anderer Leute zusammen
											die alle dieses Problem im Auge hatten,
											und wir schufen die ""Plastic Pollution Coalition"".
											Wir haben viele Initiativen, an denen wir arbeiten.
											aber einige davon sind sehr grundlegend.
											Eine davon ist: Wenn 80 bis 90 Prozent
											von dem, was wir im Ozean finden —
											von den Meeresabfällen, die wir im Ozean finden — Plastik ist,
											warum nennen wir es dann nicht, was es ist?
											Es ist Verschmutzung durch Plastik.
											Recycling. Jeder beendet etwa sein Buch
											über Erträglichkeit Ökologie mit der Idee von Recycling.
											Man wirft etwas in einen Behälter und braucht nicht mehr daran zu denken.
											Wie ist diesbezüglich die Wirklichkeit?
											In den Vereinigten Staaten werden weniger als 7 Prozent unseres Plastiks wiederverwertet.
											Und wenn man es sich wirklich ansieht,
											besonders wenn es um Plastikflaschen geht,
											wird das meiste davon nur zu Minderwertigerem verarbeitet
											oder verbrannt oder nach China verschifft.
											Es wird zu Minderwertigerem verarbeitet,
											während eine Glasflasche wieder eine Glasflasche werden kann
											oder wieder benutzt werden kann.
											Eine Plastikflasche kann nie wieder eine Plastikflasche sein.
									",Tough truths about plastic pollution,Dianna Cohen,5:18,"consumerism,global issues,green,mission blue,oceans,plastic,Anthropocene"
