en,pt,fr,title,speaker,duration,tags
"
","
","
",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
											I want you guys to imagine 
that you're a soldier
											running through the battlefield.
											Now, you're shot in the leg with a bullet,
											which severs your femoral artery.
											Now, this bleed is extremely traumatic
											and can kill you in less 
than three minutes.
											Unfortunately, by the time that a medic
											actually gets to you,
											what the medic has on his or her belt
											can take five minutes or more,
											with the application of pressure,
to stop that type of bleed.
									","
											Quero que imaginem
que são um soldado
											a correr pelo campo de batalha.
											São atingidos na perna com uma bala,
											que destrói a vossa artéria femoral.
											Esta hemorragia é
extremamente traumática
											e pode matar-vos
em menos de três minutos.
											Infelizmente, no momento em que o médico
											chega a vocês,
											o que o médico tem no seu cinto
											pode levar cinco minutos ou mais,
											a parar esse tipo de hemorragia,
com a aplicação de pressão,
									","
											Imaginez que vous êtes un soldat.
											Vous courez sur le champ de bataille.
											On vous tire une balle dans la jambe,
											et ça vous sectionne l'artère fémorale.
											Cette hémorragie
est extrêmement traumatique
											et peut vous tuer en moins de
trois minutes.
											Malheureusement, lorsqu'un toubib
											vous a enfin rejoint,
											ce qu'il a sur lui
											peut mettre cinq minutes ou plus,
											à arrêter ce type de saignement
en exerçant une compression.
									",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
","
","
",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
											Now, this problem is 
not only a huge problem
											for the military, but it's 
also a huge problem
											that's epidemic throughout 
the entire medical field,
											which is how do we actually look at wounds
											and how do we stop them quickly
											in a way that can work with the body?
									","
											Este problema não é
apenas um enorme problema
											para os militares, mas é
também um enorme problema
											que é epidémico em todo
o campo médico, ou seja:
											Como é que olhamos para as feridas
											e como as estancamos rapidamente
											de uma forma que funcione para o corpo?
									","
											C'est non seulement
un immense problème pour l'armée,
											mais aussi
un immense problème
											qui touche l'ensemble
du milieu médical.
											Il s'agit de savoir comment
on envisage les plaies
											et comment on les soigne rapidement
											en tenant compte des réactions du corps.
									",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
","
","
",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
											So now, what I've been working
on for the last four years
											is to develop smart biomaterials,
											which are actually materials that will work
											with the body, helping it to heal
											and helping it to allow the 
wounds to heal normally.
									","
											Tenho trabalhado nos últimos quatro anos
											no desenvolvimento de
biomateriais inteligentes,
											que são materiais 
que vão trabalhar com o corpo,
											ajudando-o a recompor-se
											e ajudando-o a permitir
que as feridas sarem normalmente.
									","
											Ces quatre dernières années,
j'ai travaillé
											au développement de 
biomatériaux intelligents
											qui sont en fait
des matériaux
											qui collaborent avec le corps,
qui l'aident à guérir,
											qui aident les plaies
à guérir normalement.
									",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
","
","
",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
											So now, before we do this, we 
have to take a much closer look
											at actually how does the body work.
											So now, everybody here knows
											that the body is made up of cells.
											So the cell is the most basic unit of life.
											But not many people know what else.
											But it actually turns out that your cells
											sit in this mesh of complicated fibers,
											proteins and sugars
											known as the extracellular matrix.
											So now, the ECM
											is actually this mesh that 
holds the cells in place,
											provides structure for your tissues,
											but it also gives the cells a home.
											It allows them to feel what they're doing,
											where they are, and tells them
											how to act and how to behave.
									","
											Mas, antes de fazermos isto,
temos de olhar mais a fundo
											para como funciona o corpo.
											Toda a gente sabe
											que o corpo é feito de células.
											A célula é a unidade mais básica da vida.
											Mas muitas pessoas não sabem muito mais.
											Pelos vistos as nossas células
											estão numa rede de fibras complexas,
											proteínas e açúcares
											conhecidas como matriz extracelular (MEC).
											A MEC é esta rede que
segura as células no lugar,
											providencia a estrutura para os tecidos,
											mas também dá um lar às células.
											Permite-lhes sentir o que estão a fazer,
											onde estão, e diz-lhes
											como agir e como se comportar.
									","
											Avant d'en parler,
il nous faut examiner de plus près
											le fonctionnement du corps.
											Tout le monde ici sait
											que le corps est composé de cellules.
											La cellule est l'unité de vie
la plus basique.
											Mais peu de gens connaissent le reste.
											En fait, il s'avère que vos cellules
											se trouvent dans un maillage
complexe de fibres,
											de protéines et de sucres
											qu'on appelle la matrice extracellulaire.
											La matrice extracellulaire
											est en fait ce maillage
qui maintient les cellules en place,
											fournit la structure de vos tissus,
											mais offre aussi une place aux cellules.
											Elle leur permet de sentir
ce qu'elles font,
											où elles sont,
											et leur dit
comment agir et se comporter.
									",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
","
","
",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
"
											And it actually turns out that 
the extracellular matrix
											is different from every 
single part of the body.
											So the ECM in my skin
											is different than the ECM in my liver,
											and the ECM in different 
parts of the same organ
											actually vary, so it's very difficult
											to be able to have a product
											that will react to the 
local extracellular matrix,
											which is exactly what we're trying to do.
											So now, for example, 
think of the rainforest.
											You have the canopy, 
you have the understory,
											and you have the forest floor.
											Now, all of these parts of the forest
											are made up of different plants,
											and different animals call them home.
											So just like that, the extracellular matrix
											is incredibly diverse in three dimensions.
											On top of that, the extracellular matrix
											is responsible for all wound healing,
											so if you imagine cutting the body,
											you actually have to rebuild
											this very complex ECM
											in order to get it to form again,
											and a scar, in fact, is actually
											poorly formed extracellular matrix.
									","
											Pelos vistos, a matriz extracelular
											é diferente em qualquer parte do corpo.
											Pelo que a MEC na minha pele
											é diferente da MEC no meu fígado.
											A MEC varia em diferentes partes
do mesmo órgão,
											pelo que é muito difícil
											ser possível haver um produto
											que reaja com a matriz extracelular local,
											que é o que estamos a tentar conseguir.
											A título de exemplo,
pensem na floresta tropical.
											Têm a cobertura, têm a zona de sombra,
											e têm o chão da floresta.
											Todas estas partes da floresta
											são feitas de diferentes plantas,
											e diferentes animais chamam-lhe lar.
											Do mesmo modo, a matriz extracelular
											é incrivelmente diversa em três dimensões.
											Além disso, a matriz extracelular
											é responsável por todas as cicatrizações.
											Se imaginarem que cortam o corpo,
											têm de reconstruir esta MEC muito complexa
											de modo a conseguirem
que ela se forme novamente.
											Uma cicatriz é, na verdade,
											uma matriz extracelular mal formada.
									","
											Et il s'avère
que la matrice extracellulaire (MEC)
											est différente pour chacune
des parties du corps.
											La MEC de ma peau
											est différente de celle de mon foie,
											et la MEC varie
dans les différentes parties
											du même organe ;
											il est donc très difficile
de réussir à obtenir un produit
											qui s'adaptera à la
matrice cellulaire locale.
											C'est ce que nous essayons de faire.
											Prenez par exemple la forêt tropicale.
											Vous avez la canopée,
puis le sous-bois,
											et le tapis forestier.
											Eh bien, tous ces étages de la forêt
											sont composés de diverses plantes,
											et ils abritent différents animaux.
											De la même façon,
la matrice extracellulaire
											est incroyablement diverse
dans trois dimensions.
											De plus, la matrice extracellulaire
											est ce qui guérit
toutes les blessures.
											Imaginez que vous coupez un corps :
											il vous faut en fait reconstituer
											cette très complexe MEC
											afin qu'elle se reforme.
											Une cicatrice, en fait,
											n'est qu'une matrice extracellulaire
mal reformée.
									",This gel can make you stop bleeding instantly,Joe Landolina,5:01,"TED Fellows,invention,medicine,science,war,innovation,health care,technology,molecular biology,biotech,biology"
