en,fr,tr,title,speaker,duration,tags
"
","
","
",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
											Chris Waddell: Felice Bell
and Jennifer Murphy
											are going to do an excerpts
from their play ""Other Women,""
											which is created and directed
by Monica L. Williams,
											so please welcome Felice Bell
and Jennifer Murphy.
									","
											Chris Waddell : Felice Bell
et Jennifer Murphy
											vont jouer des extraits de leur pièce
« Une autre femme »,
											créée et dirigée par Monica L. Williams.
											Veuillez accueillir Felice Bell
et Jennifer Murphy.
									","
											Felice Bell ve Jennifer Murphy
											Monica L. Williams tarafından
											yönetilen ''Diğer Kadınlar''dan bir alıntı
yapacak,
											karşınızda Felice Bell ve Jennifer Murphy.
									",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
","
","
",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkış)
									",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
","
","
",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
											(Music)
									","
											(Musique)
									","
											(Müzik)
									",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
","
","
",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
											Felice Bell: Gambling.
											Quit your job.
											With no savings and a rough sketch
of the rest of your life.
											Withdraw money from your 401K,
											pay the penalty, why wait?
											In this economy, everything you own
is worth more than it will ever be.
											Cut your hair, call yourself ""new,""
											call your ex, call Robin,
											tell her you bought a ticket to the Bay.
											Paso Robles road trip,
											wine taste,
											buy a Malbec and a tight red tee,
											eat a cookie from an LA dispensary,
											chain-smoke around
bed and breakfast hillside fire pit
											with San Diego newlyweds
and vineyard view.
									","
											Felice Bell : Jouez.
											Démissionnez.
											Pas d'économies ni de projets
pour le reste de votre vie.
											Retirez l'argent de votre plan d'épargne,
											payez la pénalité, pourquoi attendre ?
											Dans l'économie actuelle, tout ce que 
vous possédez a plus de valeur maintenant.
											Coupez vos cheveux, faites peau neuve,
											appelez votre ex, appelez Robin,
											dites-lui que vous avez un billet
pour San Francisco.
											Un road trip vers Paso Robles,
											avec des dégustations de vins,
											achetez un Malbec
et un tee-shirt slim rouge,
											mangez un cookie venant
d'un dispensaire de Los Angeles,
											enchaînez les cigarettes autour
du brasero d'un hôtel sur les collines
											avec des jeunes mariés de San Diego
et une vue sur les vignobles.
									","
											Felice Bell:
Kumar oynamak.
											İşini bırak.
											Hiçbir birikim olmadan hayatının geri
kalanının bir kaba taslağı ile.
											Sigortadan parayı çek,
											cezanı öde, neden olmasın ki?
											Bu ekonomide, sahip olduğun her şey
şimdiye kadarkinden daha fazla edecektir.
											Saçını kes, 'yenilendim' de,
											eski sevgilini, Robin'i ara,
											Bay'e bilet aldığını söyle.
											Şarap tadımı,
											Paso Robles yolculuğu,
											Bir Malbec ve dar kırmızı bir tişört al,
											LA bakım evinden bir kurabiye ye,
											yatakta peş peşe sigara yak ve
yamaç kenarında ocak başında kahvaltı yap,
											yeni evli San Diego çiftleriyle
üzüm bağı manzarası eşliğinde.
									",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
","
","
",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									",How we became sisters,Felice Belle and Jennifer Murphy,12:45,"play,friendship,spoken word,poetry,personal growth,humanity"
