en,pt,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
											Nanahuatl, weakest of the Aztec gods, 
sickly and covered in pimples,
											had been chosen to form a new world.
									","
											Nanahuatl, o mais fraco
dos deuses aztecas,
											doentio e coberto de borbulhas,
											foi escolhido para criar um novo mundo.
									","
											Nanahuatl, el más débil de los dioses
aztecas, enfermo y cubierto de llagas,
											había sido elegido 
para crear un nuevo mundo.
									","
											Nanahuatl, le plus faible des dieux
aztèques, maladif et recouvert de bubons,
											avait été choisi pour former
un nouveau monde.
									","
											Aztek tanrılarının en güçsüzü, 
hastalıklı ve sivilcelerle kaplı Nanahuatl
											yeni bir dünya yaratmak için seçilmişti.
									",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
","
","
","
","
",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
											There had already been four worlds, each 
set in motion by its own “Lord Sun,""
											and each, in turn, destroyed:
											the first by jaguars, the next by winds,
											the next by rains of fire, 
and the fourth by floods.
											To establish the Fifth Sun,
											Lord Quetzalcoatl, 
the “Feathered Serpent,”
											had gone to the underworld and 
returned with the bones of earlier people,
											nourishing them with his own 
blood to create new life.
											But for them to have a world to live in,
											another god had to leap into the 
great bonfire and become the fifth sun.
											The Lord of Sustenance and the Lord of 
Fire had chosen Nanahuatl for this task,
											while the Lord of Rain and 
the Lord of the Four Quarters
											had picked their own offering:
the proud, rich Tecciztecatl.
									","
											Já tinha havido quatro mundos,
todos criados pelo próprio ""deus sol""
											e todos eles tinham sido destruídos.
											O primeiro, por jaguares,
o segundo, pelos ventos,
											o seguinte, por uma chuva de fogo
e o quarto, por inundações.
											Para criar o quinto Sol,
											o deus Quetzalcoatl,
a ""Serpente Emplumada"",
											tinha ido ao mundo subterrâneo
e voltara com os ossos de povos antigos,
											alimentando-os com o seu sangue,
para lhes dar uma nova vida.
											Mas, para dar aos homens
um mundo onde viver,
											outro deus tinha de saltar
para a grande fogueira
											e tornar-se no quinto sol.
											O deus da abundância e o deus do fogo
escolheram Nanahuatl para essa tarefa,
											enquanto o deus da chuva
e o deus dos quatro cantos do mundo
											apresentaram a sua proposta:
											o arrogante e rico Tecciztecatl.
									","
											Anteriormente, ya hubo cuatro mundos, 
cada uno regido por su propio dios Sol,
											que fueron destruidos a su turno:
											el primero, por jaguares;
											el segundo, por los vientos;
											el tercero, por lluvias de fuego;
											y el cuarto, por inundaciones.
											Para crear el quinto Sol,
											el dios Quetzalcoatl, 
o ""la serpiente emplumada"",
											había descendido al inframundo
											a rescatar los huesos 
de la humanidad desaparecida,
											y los roció con su propia sangre
para resucitarlos a la vida.
											Pero ahora necesitaban
un mundo donde habitar,
											y otro dios debía lanzarse
a la gran hoguera
											para transformarse en el quinto Sol.
											El dios del Sustento y el del Fuego
habían escogido a Nanahuatl para la tarea,
											en tanto que el dios de la Lluvia 
y el de los Cuatro Rumbos
											tenían a su propio elegido: 
el arrogante y opulento Tecciztecatl.
									","
											Il y avait déjà eu quatre mondes, chacun
créé par son propre « Dieu Soleil »,
											et chacun, à son tour, détruit :
											le premier par les jaguars,
le deuxième par les vents,
											le troisième par des pluies de feu
et le quatrième par des inondations.
											Pour établir le Cinquième Soleil,
											le Dieu Quetzalcoatl,
le « Serpent à plumes »,
											était allé aux Enfers et était retourné
avec les os des peuples anciens,
											les nourrissant avec son propre sang
pour créer une nouvelle vie.
											Mais, pour qu'ils aient un monde où vivre,
											un autre dieu devait sauter dans le grand
feu et devenir le cinquième soleil.
											Le Dieu de la Subsistance
et le Dieu du Feu
											avaient choisi Nanahuatl pour cette tâche,
											tandis que le Dieu de la Pluie
et le Dieu des Quatre Quarts
											avaient choisi leur propre offrande :
l’orgueilleux et riche Tecciztecatl.
									","
											Her biri ""Güneş Tanrısı"" tarafından 
yaratılmış dört dünya vardı
											ve her biri sırasıyla yok edilmişti:
											İlki jaguarlar, sonraki rüzgarlar,
											ondan sonraki ateş yağmurları
ve dördüncüsü ise seller tarafından.
											Beşinci Güneşi yaratmak için
											""Tüylü Yılan"" lakaplı Lord Quetzalcoatl
											yeraltı dünyasına gitmiş,
eski insanların kemikleriyle dönmüş
											ve yeni hayatlar yaratmak için
onları kendi kanıyla beslemişti.
											Ancak yaşayacakları 
bir dünyanın olması için
											başka bir tanrı büyük ateşe atlayıp
beşinci dünya olması gerekiyordu.
											Yiyecek Tanrısı ve Ateş Tanrısı 
bu görev için Nanahuatl'ı seçerken
											Yağmur Tanrısı ve Dört Çeyreğin Tanrısı
kendi tekliflerini seçmişti:
											şerefli, zengin Tecciztecatl.
									",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
","
","
","
","
",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
											First, the chosen ones had to complete a 
four-day fasting and bloodletting ritual.
											Nanahuatl had nothing but cactus thorns 
with which to bleed himself,
											and fir branches to paint 
with his red offering,
											but he resolved to try his best.
											Meanwhile, Tecciztecatl flaunted 
his riches,
											using magnificent jade spines and branches
adorned with iridescent quetzal feathers
											for his own blood offering.
									","
											Os escolhidos tinham de cumprir um ritual:
											jejuar quatro dias
e oferecer o seu sangue.
											Nanahuatl só tinha espinhos de catos
para fazer correr o seu sangue
											e ramos de abetos para pintar
de vermelho a sua oferenda
											mas decidiu fazer o melhor que podia,
											Entretanto, Tecciztecatl 
ostentou a sua riqueza,
											usando magníficos espinhos de jade
											e ramos adornados
com penas de quetzal iridescentes
											para a oferta do seu sangue.
									","
											Primero, los rivales debían ayunar
cuatro días y hacer ritos de sangre.
											Nanahuatl solo contaba con espinas
de cactus para verter su propia sangre
											y con ramas de pino para bañarlas
en su preciada ofrenda roja.
											Aun así, se propuso dar lo mejor.
											Tecciztecatl, en tanto,
hizo alarde de sus riquezas,
											y ofreció bellas espinas y ramas de jade
con plumas tornasoladas de quetzal
											en lugar de un sacrificio de sangre.
									","
											D'abord, les élus devaient compléter
											un rituel de jeûne
et de saignées de 4 jours.
											Nanahuatl n'avaient que des épines
de cactus pour se saigner
											et des branches de sapin à peindre
avec son offrande rouge,
											mais il était résolu à faire de son mieux.
											Entretemps, Tecciztecatl
montrait ses richesses,
											utilisant des épines
et des branches de jade
											ornées de plumes de quetzal iridescentes
											pour sa propre offrande de sang.
									","
											İlk olarak, seçilmiş kişiler 
dört günlük bir orucu
											ve kan verme ayinini
tamamlamak zorundaydı.
											Nanahuatl'ın kendi kanını
akıtacağı kaktüs dikenlerinden
											ve kendi kanıyla boyamak için
çam dallarından başka bir şeyi yoktu,
											ancak elinden geleni yapmakta kararlıydı.
											Bu sırada Tecciztecatl,
kendi kanını sunmak için
											yanardöner quetzal tüyleriyle süslenmiş
											muhteşem yeşim rengi dikenleri ve dalları
kullanarak servetiyle hava atıyordu.
									",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
","
","
","
","
",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
											When four days had passed, 
the fire was roaring high.
											Four times proud Tecciztecatl 
approached the flames,
											and four times he pulled back in fear.
											Humble Nanahuatl stepped forward.
											The other gods painted him chalky 
white and glued feathers to him.
											Without hesitation, he threw himself 
into the flames.
											A fire-blackened eagle 
swooped over the fire,
											grabbed Nanahuatl and carried 
him into the sky.
											There, Lord and Lady Sustenance 
bathed him,
											sat him on a feathered throne, and 
wrapped a red band around his head.
											Inspired by Nanahuatl,
											Tecciztecatl threw himself into what 
was left of the fire: cooled ashes.
											A jaguar jumped over the fire pit, but 
couldn’t carry Tecciztecatl into the sky.
											When Tecciztecatl reached the horizon, a 
band of goddesses dressed him in rags.
											Still, he shined just as brightly 
as Nanahuatl.
											But since he had shown far less bravery 
and much more pride,
											one of the gods picked up a rabbit 
and tossed it in his face,
											dimming his light.
									","
											Ao fim dos quatro dias,
as chamas continuavam a arder altas.
											O arrogante Tecciztecatl 
aproximou-se das chamas quatro vezes
											e quatro vezes recuou com medo.
											O humilde Nanahuatl avançou.
											Os outros deuses pintaram-no
de branco e colaram-lhe penas.
											Sem hesitações, Nanahuatl
atirou-se para as chamas.
											Uma águia enegrecida pelo fogo
precipitou-se para as chamas,
											agarrou em Nanahuatl 
e levou-o para o céu.
											Aí, o deus e a deusa da abundância
banharam-no,
											sentaram-no num trono de penas
e ataram-lhe uma faixa vermelha na cabeça.
											Inspirado por Nanahuatl,
											Tecciztecatl atirou-se para o que restava
da fogueira: cinzas já frias.
											Um jaguar saltou sobre a fogueira,
											mas não conseguiu levar
Tecciztecatl para o céu.
											Quando Tecciztecatl atingiu o horizonte,
											um grupo de deusas vestiu-o de andrajos.
											No entanto, ele continuava
tão luminoso como Nanahuatl.
											Mas como tinha demonstrado
menos valentia e muito mais arrogância,
											um dos deuses bateu-lhe
no rosto com um coelho,
											escurecendo-lhe a sua luz.
									","
											Al cabo de los cuatro días,
la hoguera ardía con gran intensidad.
											El arrogante Tecciztecatl 
se acercó cuatro veces a las llamas,
											y cuatro veces desistió,
dominado por el miedo.
											El humilde Nanahuatl dio un paso adelante.
											Los otros dioses lo pintaron de blanco
y lo cubrieron de plumas.
											Sin dudarlo, se arrojó a las llamas.
											Un águila con las plumas chamuscadas
se abalanzó a la hoguera,
											tomó a Nanahuatl y lo llevó al cielo.
											Allí, el dios y la diosa 
del Sustento lo bañaron,
											lo sentaron en un trono de plumas
y le ciñeron la cabeza con una cinta roja.
											Inspirado por Nanahuatl,
											Tecciztecatl se arrojó a la hoguera
ya extinguida, meras cenizas frías.
											Un jaguar saltó al pozo, pero no pudo
llevar a Tecciztecatl al cielo.
											Cuando Tecciztecatl llegó al horizonte,
una banda de diosas lo vistió con harapos.
											Aun así, seguía teniendo 
el mismo brillo de Nanahuatl,
											pero como había demostrado 
tan poca valentía y tanta arrogancia,
											uno de los dioses le arrojó
un conejo sobre la cara,
											que atenuó su resplandor.
									","
											Après quatre jours, le feu rugissait.
											Quatre fois l’orgueilleux Tecciztecatl
s'était approché aux flammes,
											et quatre fois il s'était retiré effrayé.
											L'humble Nanahuatl s'approcha.
											Les autres dieux le peignirent en blanc
et lui collèrent des plumes.
											Sans hésiter, il se jeta dans les flammes.
											Un aigle noirci par les flammes
descendit vers le feu,
											s'empara de Nanahuatl
et le porta dans le ciel.
											Là, le Dieu et la Déesse
de la Subsistance le lavèrent,
											le mirent sur un trône à plumes et
enveloppèrent sa tête d'une bande rouge.
											Inspiré par Nanahuatl,
											Tecciztecatl se jeta dans ce qui restait
du feu : des cendres refroidies.
											Un jaguar sauta sur le foyer,
											mais n'arriva pas à porter
Tecciztecatl dans le ciel.
											Quand Tecciztecatl atteignit l'horizon,
											une bande de déesses
l'habillèrent de haillons.
											Cependant, il brillait
aussi fort que Nanahuatl.
											Mais, puisqu'il avait montré bien moins
de courage et bien plus d'orgueil,
											l'un des dieux prit un lapin
et le lui jeta à la figure,
											obscurcissant sa lumière.
									","
											Dört gün geçtiğinde ateş gürlüyordu.
											Gururlu Tecciztecatl 
dört kez alevlere yaklaştı
											ve dört kez korku içinde geri çekildi.
											Alçakgönüllü Nanahuatl bir adım öne çıktı.
											Diğer tanrılar onu beyaza boyayıp
üzerine tüyleri yapıştırdılar.
											Tereddüt etmeden kendini alevlere attı.
											Ateşten kararmış bir kartal, 
ateş üzerinde süzülerek
											Nanahuatlt'ı yakaladı 
ve onu gökyüzüne taşıdı.
											Orada onu, Yiyecek Tanrı
ve Tanrıçası yıkadı,
											tüylü bir tahta oturttu ve başının
etrafına kırmızı bir şerit sardı.
											Nanahuatl'dan esinlenen Tecciztecatl,
											kendini ateşten geriye kalanlara attı: 
soğumuş küllere.
											Ateş çukurunun üstünden bir jaguar atladı,
ancak Tecciztecatl'ı gökyüzüne taşıyamadı.
											Tecciztecatl ufka ulaştığında bir grup
tanrı eski püskü giysilerle onu giydirdi.
											Yine de Nanahuatl kadar
ışıl ışıl parlıyordu.
											Ama daha az cesaret ve daha fazla 
gurur gösterdiğinden dolayı,
											tanrılardan biri bir tavşanı tuttu, 
yüzüne fırlattı ve ışığını azalttı.
									",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
","
","
","
","
",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
"
											But the fifth world still wasn’t 
truly established.
											Nanahuatl, Lord Sun,
shined for four days straight
											without moving through the sky like 
all the previous suns had moved.
											Back in their home, Teotihuacan, 
the gods began to worry.
											They sent Obsidian Hawk up 
to ask what was wrong.
											Nanahuatl replied that just as he had 
sacrificed himself to become Lord Sun,
											he now needed the nourishing 
blood of the other gods
											in order to move through the sky.
									","
											Mas o quinto mundo
ainda não estava criado.
											Nanahuatl, o deus Sol,
brilhou durante quatro dias seguidos
											sem se mover no céu, como
os anteriores sóis se tinham movido.
											Na sua morada em Teotihuacan,
os deuses começaram a ficar preocupados.
											Enviaram o Falcão de Obsidiana
para ver o que estava a correr mal.
											Nanahuatl respondeu que, como
se tinha sacrificado para ser o deus Sol,
											precisava do sangue nutritivo
dos outros deuses
											para se poder movimentar pelo céu.
									","
											Pero el quinto mundo no había
terminado de formarse.
											Nanahuatl, el dios Sol, brilló
durante cuatro días seguidos
											sin moverse en el cielo
como lo habían hecho sus antecesores.
											En Teotihuacán, los dioses
empezaron a preocuparse.
											Encomendaron al Halcón de Obsidiana
preguntarle cuál era el motivo.
											Nanahuatl respondió que, así como él
se había sacrificado para ser el dios Sol,
											era preciso ahora que los otros dioses
le ofrecieran su sangre
											para poder desplazarse por el cielo.
									","
											Mais le cinquième monde
n'était pas encore établi.
											Nanahuatl, le Dieu Soleil,
brilla pendant quatre jours consécutifs
											sans parcourir le ciel comme l'avaient
fait tous les autres soleils avant lui.
											De retour chez eux à Teotihuacan
les dieux commencèrent à s'inquiéter.
											Ils envoyèrent le Faucon d'obsidienne
pour savoir ce qui n'allait pas.
											Nanahuatl répondit que, comme il s'était
sacrifié pour devenir le Dieu Soleil,
											il nécessitait maintenant le sang
nourrissant des autres dieux
											pour parcourir le ciel.
									","
											Ancak beşinci dünya hala
tam anlamıyla yaratılmamıştı.
											Güneş Tanrısı Nanahuatl, daha önceki 
tüm güneşlerin hareket ettiği gibi
											gökyüzünde hareket etmeden 
dört gün boyunca parladı.
											Bu esnada evlerinde Teotihuacan, 
tanrılar, endişelenmeye başladı.
											Obsidiyen Şahinini, ne sorun olduğunu
sormak üzere yukarı gönderdiler.
											Nanahuatl, nasıl ki kendini
Güneş Tanrısı olmak için feda ettiyse
											gökyüzünde hareket etmek için de
											şimdi diğer tanrıların kanıyla 
beslenmesi gerektiğini söyledi.
									",The Aztec myth of the unlikeliest sun god,Kay Almere Read,3:58,"TED-Ed,animals,Sun,animation,Moon,ancient world,world cultures,culture,human origins,storytelling"
