es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
											(Inhala, exhala)
									","
											[Inspiração, expiração]
									","
											(Nefes alır, nefes verir)
									","
											(Inspire, expire)
									","
											(Atmet ein, atmet aus)
									",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
","
","
","
","
",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
											No siempre me gané la vida con la música.
											Por cerca de 5 años después de graduarme
											de una prestigiosa universidad de artes liberales,
											este fue mi trabajo diario.
											Me autoempleé como una estatua viviente
llamada la Novia de 2 metros,
											y me encanta decirle a la gente 
que hice este trabajo,
											porque todo el mundo siempre quiere saber,
											¿quiénes son estos bichos raros en la vida real?
											Hola.
											Me pinté de blanco un día, parada en una caja,
											puse un sombrero o una lata a mis pies,
											y cuando alguien venía y ponía dinero,
											les entregaba una flor y 
un intenso contacto con los ojos.
											Y si no tomaban la flor,
											ponía un gesto de tristeza y nostalgia
											mientras se alejaban.
									","
											Nem sempre ganhei
a vida com a música.
											Durante uns 5 anos depois de
											acabar o curso numa universidade 
excecional de artes liberais,
											este era o meu trabalho.
											Eu era uma mulher-estátua profissionalmente 
independente, chamada ""Noiva de Dois Metros e Meio"",
											e adoro dizer às pessoas
que tive este emprego,
											porque toda a gente quer sempre saber
											quem é esta gente esquisita
na vida real.
											Olá.
											Um dia pintei-me de branco,
subi a uma caixa,
											pus um chapéu ou uma lata
aos meus pés
											e quando alguém passava
e deixava dinheiro,
											eu oferecia-lhe uma flor 
e um intenso contacto visual.
											E se não aceitassem a flor,
											eu fazia um gesto de tristeza e saudade
											enquanto a pessoa se afastava.
									","
											Hayatımı her zaman müzik ile kazanmadım.
											Saygın bir (liberal arts) üniversitesiden mezun olduktan
											beş yıl kadar sonra
											bu benim işimdi.
											3- Metrelik Gelin adıyla tanınan serbest çalışan bir canlı heykeldim.
											ve insanlara işimin bu olduğunu söylemeyi seviyorum,
											çünkü insanlar hep merak etmiştir
											kimdir bu hilkat garibeleri gerçek hayatta?
											Merhaba.
											Bir gün kendimi beyaza boyadım, bir kutunun üzerine çıktım,
											ayağımın yanına bir şapka veya kutu koydum
											ve biri yanıma gelip kutuya para attığında
											onlara bir çiçek uzattım ve çarpıcı bir göz teması kurdum.
											Ve çiçeği almadıklarında
											Hüzün ve özlem dolu bir jest yaptım
											benden uzaklaşırlarken.
									","
											Je n'ai pas toujours gagné ma vie avec la musique.
											Pendant environ cinq ans après ma sortie
											d'une des meilleures universités d'arts libéraux,
											voici ce qu’était mon gagne-pain.
											J'étais une statue vivante non salariée 
appelée « La mariée de 3 mètres »,
											et j'aime dire aux gens que c'était mon travail,
											car tout le monde veut toujours savoir,
											qui sont ces fous dans la vie réelle ?
											Bonjour.
											Un jour je me suis peinte en blanc, 
je me tenais debout sur une caisse,
											je mettais un chapeau ou une canette à mes pieds,
											et quand quelqu'un venait déposer des pièces,
											je leur tendais une fleur 
et je les regardais dans les yeux intensément.
											Et s’ils ne prenaient pas la fleur,
											je rajoutais un geste de tristesse et de désespoir
											pendant qu'ils s'en allaient.
									","
											Ich habe meinen Lebensunterhalt 
nicht immer mit Musik verdient.
											Während der fünf Jahre 
nach meinem Abschluss
											an einer angesehenen Kunsthochschule
											war das hier mein Alltag.
											Ich war eine selbständige lebende Statue, 
die Zweimeterfünfzig-Braut,
											und erzähle den Leuten 
liebend gern von diesem Job,
											denn alle wollen immer wissen,
											wer diese Freaks im echten Leben sind.
											Hallo.
											Ich malte mich eines Tages 
weiß an, stand auf einer Kiste,
											stellte einen Hut zu meinen Füßen,
											und wenn jemand vorbeikam 
und Geld hineinwarf,
											gab ich ihnen eine Blume und 
intensiven Augenkontakt.
											Und wenn sie die Blume nicht nahmen,
											warf ich sie ihnen voller Traurigkeit 
und Verlangen hinterher,
											wenn sie weggingen.
									",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
","
","
","
","
",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
											(Risas)
									","
											[Risos]
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Lachen)
									",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
","
","
","
","
",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
											Así que tuve los encuentros 
más profundos con la gente,
											especialmente con personas solitarias
											que parecían no haber hablado 
con nadie en semanas,
											y lográbamos este hermoso momento
											de prolongado contacto visual, 
hecho posible en una calle de la ciudad,
											y nos enamorábamos 
un poquito, de cierta manera.
											Y mis ojos dirían, ""Gracias. Te veo"".
											Y sus ojos dirían,
											""Nunca nadie me ve. Gracias a ti"".
									","
											Foi assim que tive contactos muito
profundos com pessoas,
											especialmente, pessoas solitárias
que pareciam
											já não falar com ninguém
há semanas,
											e nós tínhamos aquele
momento tão bonito
											de contacto visual prolongado,
permitido numa rua citadina,
											e de certa forma
apaixonávamo-nos um pouco.
											E os meus olhos diziam:
""Obrigada. Eu vejo-te.""
											E os olhos deles diziam:
											""Nunca ninguém me vê. Obrigado.""
									","
											Böylece insanlarla derin karşılaşmalarım oldu,
											en çok da haftalardır kimseyle konuşmamış
											gibi görünen yalnız insanlarla
											ve birlikte şehrin bir sokağında yakaladığımız
											uzayan göz teması ile güzel bir an paylaşırdık,
											ve biraz da aşık olurduk
											Ve benim gözlerim derdi ki, ""Teşekkür ederim. Seni görüyorum.""
											Onların gözleri derdi ki
											""Beni hiç kimse görmüyor. Teşekkür ederim.""
									","
											J'ai donc fait des rencontres 
très profondes avec les gens,
											en particulier les personnes seules qui avaient l'air
											de n'avoir parlé à personne depuis des semaines,
											et nous établissions ce beau moment
											de contact visuel prolongé dans une rue,
											et en quelque sorte nous tombions un peu amoureux.
											Et mes yeux disaient : 
« Merci. Je vous vois. »
											Et leurs yeux disaient,
											« Personne ne me voit jamais. Merci. »
									","
											Ich erlebte die tiefgreifendsten
Begegnungen mit Menschen,
											vor allem einsamen Menschen, die aussahen,
											als hätten sie wochenlang mit niemandem geredet,
											und wir hatten diesen wunderbaren Moment
											eines verlängerten Augenkontakts
auf einer belebten Straße
											und fast verliebten wir uns 
ein wenig ineinander.
											Und meine Augen sagten: 
""Danke. Ich sehe dich.""
											Und ihre Augen sagten:
											""Niemand sieht mich jemals. Danke.""
									",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
","
","
","
","
",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
"
											Algunas veces me hostigaban.
											La gente me gritaba desde sus carros:
											""¡Consigue un trabajo!""
											Y yo estaría como, ""Este es mi trabajo"".
											Pero duele, porque me hizo temer
											que de alguna manera no trabajaba, 
que estaba haciendo algo
											injusto, vergonzoso.
											No tenía ni idea de la perfecta y 
verdadera educación que estaba obteniendo
											para el negocio de la música, en esta caja.
											Y para los economistas por ahí,
											les puede interesar saber que en efecto 
tuve un ingreso bastante predecible,
											lo que fue impactante para mí
											dado que no tenía clientes regulares,
											pero más o menos 60 dólares 
en un martes, 90 el viernes.
											Era constante.
									","
											E às vezes era assediada.
											As pessoas gritavam-me 
quando passavam de carro:
											""Vai mas é trabalhar!""
											E eu pensava:
""Este é o meu trabalho.""
											Mas aquilo doía,
porque me fazia temer
											que estivesse a fazer alguma coisa
que não fosse um trabalho,
											que fosse injusto e vergonhoso.
											Não fazia ideia de quão perfeita era 
a verdadeira educação que estava a receber
											para o negócio da música em cima desta caixa.
											Os economistas por aí
											devem ter interesse em saber que consegui 
uma fonte de rendimento bastante previsível,
											o que foi surpreendente para mim,
											dado que não tinha clientes regulares,
											mas mais ou menos 60 dólares numa terça,
90 dólares numa sexta.
											Era consistente.
									","
											Bazen de tartaklanırdım.
											Sokaktan geçen arabalardan bağıran insanlar olurdu
											""Git bir iş bul!""
											Ben de derdim ki ""Bu benim işim.""
											Bu beni incitirdi çünkü beni korkuturdu
											bir şekilde iş gibi olmayan, adil olmayan
											ve utanılacak birşey yapıyor olabileceğim için.
											Bu kutunun üzerinde müzik sektörü için nasıl gerçek
											ve mükemmel bir eğitim aldığımın farkında değildim.
											Ve aranızdaki ekonomi uzmanları için:
											belki bilmek istersiniz: aslında öngörülebilir
											bir kazanç sağlıyordum ki benim için şok ediciydi
											sürekli müşterilerim olmadığı düşünüldüğünde,
											ama salı günleri hemen hemen 60 dolar, cumaları da 90 dolar kazanıyordum.
											Istikrarlıydı.
									","
											Parfois on me harcelait.
											Les gens me criaient dessus en passant en voiture.
											« Trouve-toi un boulot ! »
											Je répondais, « C'est ça mon boulot. »
											Mais ça faisait mal, parce que ça me faisait craindre
											de faire en quelque sorte 
quelque chose qui était un non-boulot
											injuste et honteux.
											Je n'avais aucune idée de la véritable 
formation que j'obtenais
											sur cette caisse pour affronter 
le business de la musique.
											Et pour les économistes là dehors,
											ça vous intéresse peut-être de savoir 
que j'avais des revenus assez réguliers,
											ce qui pour moi était choquant
											étant donné que je n'avais pas de clients réguliers,
											mais j'avais à peu près 60 dollars le mardi, 
90 dollars le vendredi.
											C'était constant.
									","
											Und manchmal wurde ich belästigt.
											Menschen schrieen 
mich aus ihren Autos an.
											""Such dir einen Job!""
											Und ich erwiderte: ""Das ist mein Job.""
											Aber es war verletzend. 
Es schürte eine Angst,
											dass ich irgendwie etwas nicht-jobmäßig täte,
											und es war unfair, beschämend.
											Mir war nicht klar, dass ich auf 
der Kiste eine perfekte Ausbildung
											für das Musikgeschäft erhielt.
											Und für die Ökonomen da draußen:
											Mein Einkommen war tatsächlich 
relativ berechenbar,
											was mich selbst überraschte,
											da ich ja keine Stammkunden hatte.
											Es waren dienstags ziemlich 
genau 60 Dollar und freitags 90.
											Es war beständig.
									",The art of asking,Amanda Palmer,13:47,"business,entertainment,music,performance art"
