en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
											As a boy in Lima,
											my grandfather told me a legend
											of the Spanish conquest of Peru.
											Atahualpa, emperor of the Inca,
had been captured and killed.
											Pizarro and his conquistadors
had grown rich,
											and tales of their conquest
and glory had reached Spain
											and was bringing new waves of Spaniards,
hungry for gold and glory.
											They would go into towns and ask the Inca,
											""Where's another civilization
we can conquer? Where's more gold?""
									","
											Cuando era niño en Lima,
											mi abuelo me contó una leyenda
											de la conquista española de Perú.
											Atahualpa, emperador de los incas,
había sido capturado y asesinado.
											Pizarro y sus conquistadores
se enriquecieron,
											y los cuentos de su conquista
y gloria habían alcanzado España
											y atraían nuevas olas de españoles,
hambrientos de oro y gloria.
											Ellos iban a los pueblos
y preguntaban a los incas,
											""¿Dónde hay otra civilización que
podamos conquistar? ¿Dónde hay más oro?""
									","
											Quando eu era miúdo, em Lima,
											o meu avô contou-me uma lenda
											da conquista espanhola do Peru.
											Atahualpa, o imperador dos incas,
tinha sido capturado e morto.
											Pizarro e os seus conquistadores
enriqueceram
											e a fama da sua conquista e glória
chegara a Espanha
											e provocava novas vagas de espanhóis,
sedentos de ouro e de glória.
											Chegavam às cidades
e perguntavam aos incas:
											""Onde há outra civilização
que podemos conquistar?
											""Onde há mais ouro?""
									","
											As ich ein Kind in Lima war,
											erzählte mir mein Großvater eine Legende
											über die spanische Eroberung von Peru.
											Atahualpa, Kaiser der Inka,
wurde gefangen und ermordet.
											Pizarro und seine Konquistadoren
erwarben großen Reichtum
											und Erzählungen ihrer Eroberung
und Ehre erreichten Spanien,
											weswegen immer mehr Spanier kamen,
hungrig nach Gold und Ruhm.
											In den Dörfern fragten sie die Inka:
""Wo gibt es noch Kulturen zum Erobern?
											Wo gibt es mehr Gold?""
									",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
","
","
","
",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
											And the Inca, out of vengeance, told them,
											""Go to the Amazon.
											You'll find all the gold you want there.
											In fact, there is a city called Paititi —
El Dorado in Spanish —
											made entirely of gold.""
									","
											Y los incas, por venganza, les decían:
											""Vayan a la Amazonia.
											Allá encontrarán todo el oro que quieren.
											De hecho, hay una ciudad llamada Paititi,
El Dorado en español,
											enteramente hecha de oro.""
									","
											E os incas, por vingança, diziam-lhes:
											""Vão à Amazónia.
											""Encontram lá todo o ouro que quiserem.
											Há uma cidade chamada Paititi
— em espanhol, El Dorado —
											""toda feita de ouro"".
									","
											Von Rachedurst erfüllt
antworteten die Inka:
											""Geht zum Amazonas.
											Dort findet ihr all das Gold,
das ihr euch wünscht.
											Es gibt dort auch eine Stadt, Paititi — 
El Dorado auf Spanisch —
											die komplett aus Gold ist.""
									",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
","
","
","
",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
											The Spanish set off into the jungle,
											but the few that return
come back with stories,
											stories of powerful shamans,
											of warriors with poisoned arrows,
											of trees so tall they blotted out the sun,
											spiders that ate birds,
snakes that swallowed men whole
											and a river that boiled.
									","
											Los españoles salieron hacia la selva,
											pero los pocos que regresaban
volvían con historias,
											historias de chamanes poderosos,
											de guerreros con flechas envenenadas,
											de árboles tan grandes que tapaban el sol,
											arañas que devoraban pájaros,
serpientes que engullían hombres enteros
											y un río que hervía.
									","
											Os espanhóis embrenhavam-se na selva,
											mas os poucos que regressavam
contavam histórias,
											histórias de poderosos xamãs,
											de guerreiros com setas envenenadas,
											de árvores tão altas que tapavam o sol,
											de aranhas que comiam pássaros,
de cobras que engoliam homens inteiros
											e de um rio que fervia.
									","
											Die Spanier zogen los in den Dschungel,
											aber die paar, die zurückkehrten,
erzählten Geschichten.
											Geschichten von mächtigen Schamanen,
											von Kriegern mit giftigen Pfeilen,
											von Bäumen, die so hoch waren,
dass sie die Sonne verdeckten,
											von Spinnen, die Vögel fraßen,
von Menschen-schluckenden Schlangen,
											und einem kochenden Fluss.
									",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
","
","
","
",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
											All this became a childhood memory.
											And years passed.
											I'm working on my PhD at SMU,
											trying to understand
Peru's geothermal energy potential,
											when I remember this legend,
											and I began asking that question.
											Could the boiling river exist?
									","
											Eso todo se volvió
un recuerdo de infancia.
											Y años pasaron.
											Estoy trabajando en 
mi tesis doctoral en la SMU,
											intentando comprender
el potencial geotérmico de Perú,
											cuando me acordé de esa leyenda,
											y empecé a preguntarme.
											¿Podría existir el río hirviente?
									","
											Tudo isto ficou na minha memória
de criança e os anos passaram.
											Estou a fazer o meu doutoramento 
na Universidade Metodista Meridional,
											tentando compreender
a energia geotérmica potencial do Chile,
											e lembrei-me desta lenda.
											Comecei a pensar nesta pergunta:
											""Será que o rio fervente existe?""
									","
											All das wurde zu Kindheitserinnerungen.
											Die Jahre vergingen.
											Jetzt mache ich meinen Doktor an der SMU,
											wo ich Perus geothermales
Energiepotential erforsche.
											Dann erinnerte ich mich an die Legende
											und begann, eine Frage zu stellen:
											Konnte es den kochenden
Fluss wirklich geben?
									",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
","
","
","
",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
"
											I asked colleagues from universities,
											the government,
											oil, gas and mining companies,
											and the answer was a unanimous no.
											And this makes sense.
											You see, boiling rivers
do exist in the world,
											but they're generally
associated with volcanoes.
											You need a powerful heat source
											to produce such a large
geothermal manifestation.
											And as you can see from the red dots
here, which are volcanoes,
											we don't have volcanoes in the Amazon,
											nor in most of Peru.
											So it follows: We should not expect
to see a boiling river.
									","
											Pregunté a colegas de las universidades,
											al gobierno, a empresas
de petroleo, gas y minería,
											y la respuesta fue un ""no"" unánime.
											Y tiene sentido.
											De hecho, existen 
ríos hirvientes en el mundo,
											pero a menudo están asociados a volcanes.
											Se necesita una fuente poderosa de calor
											para producir una manifestación
geotérmica tan grande.
											Y Uds. pueden ver aquí,
los puntos rojos son volcanes,
											no hay volcanes en la Amazonia,
											ni en la mayor parte de Perú.
											Por lo tanto, no deberíamos
contar con un río hirviente.
									","
											Perguntei a colegas das universidades,
ao governo,
											às empresas petrolíferas,
empresas de gás e de minas,
											e a resposta foi um não unânime.
											E fazia sentido.
											Há rios ferventes no mundo,
											mas, geralmente, 
estão associados a vulcões.
											É preciso uma poderosa fonte de energia
											para produzir uma manifestação geotérmica
de tão grande escala.
											Como podemos ver aqui, 
pelos pontos vermelhos, que são vulcões,
											não temos vulcões na Amazónia,
											nem na maior parte do Peru.
											Portanto, não é de esperar ver
um rio fervente.
									","
											Ich fragte Uni-Kollegen, die Regierung,
Öl-, Gas- und Bergbauunternehmen,
											doch immer lautete die Antwort: nein.
											Hat ja auch Sinn.
											Es gibt tatsächlich
kochend heiße Flüsse auf der Welt,
											aber wir assoziieren sie
normalerweise mit Vulkanen.
											Eine gewaltige Hitzequelle wird benötigt,
											um so eine große geothermale
Erscheinung zu erschaffen.
											Den roten Punkten, die Vulkane sind,
können Sie entnehmen,
											dass es weder im Amazonas
noch im Großteil von Peru Vulkane gibt.
											Wir sollten also nicht darauf hoffen,
einen kochenden Fluss zu finden.
									",The boiling river of the Amazon,Andrés Ruzo,15:49,"adventure,beauty,bioethics,chemistry,environment,exploration,South America,geology,motivation,nature,science,ecology,rivers,indigenous peoples"
