fr,en,tr,de,es,pt,title,speaker,duration,tags
"
","
","
","
","
","
",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
											Zach Kaplan: Keith et moi dirigeons une équipe de recherche.
											Nous étudions les matériaux et les technologies
											qui ont des propriétés inattendues. Au cours des trois dernières années,
											nous avons trouvé plus de 200 de ces choses, et alors nous avons cherché
											dans notre bibliothèque et nous en avons sélectionné six qui selon nous seraient
											les plus surprenantes pour TED.
											Parmi ces six, la première dont nous allons parler
											est dans l'enveloppe noire que avez entre les mains.
											ça vient d'une société au Japon appelée GelTech. Maintenant allez-y et ouvrez l'enveloppe.
									","
											Zach Kaplan: Keith and I lead a research team.
											We investigate materials and technologies
											that have unexpected properties. Over the last three years,
											we found over 200 of these things, and so we looked
											back into our library and selected six we thought would be most
											surprising for TED.
											Of these six, the first one that we're going to talk about
											is in the black envelope you're holding.
											It comes from a company in Japan called GelTech. Now go ahead and open it up.
									","
											Zach Kaplan: Keith ve ben bir araştırma ekibinin başındayız.
											Beklenmedik özellikleri olan
											madde ve teknolojiler araştırıyoruz. Son üç yılda
											200'ün üzerinde bu tür şeyler bulduk, böylece geri dönüp
											bunlardan TED için şaşırtıcı olabileceğini düşündüğümüz
											altı tanesini seçtik.
											Bu altı taneden bizim bahsedeceklerimizden ilki
											tuttuğunuz siyah zarfın içinde.
											GelTech adlı bir Japon şirketinden geliyor. Hadi durmayın, açın
									","
											Zach Kaplan: Keith und ich leiten ein Forschungsteam.
											Wir studieren Materialien und Technologien,
											die unerwartete Eigenschaften besitzen. Im Laufe der letzten drei Jahre
											haben wir über 200 dieser Art gefunden und deshalb warfen wir
											einen Blick zurück in unser Archiv und wählten sechs aus, von denen wir dachten, dass sie die am meisten
											überraschenden für TED sein würden.
											Von diesen sechs ist das erste, über welches wir sprechen werden,
											der schwarze Umschlag, den Sie in Händen halten.
											Er stammt von einer Firma aus Japan namens GelTech. Nur zu, öffnen Sie ihn.
									","
											Zach Kaplan: Keith y yo dirigimos un equipo de investigación.
											Investigamos sobre materiales y tecnologías,
											que poseen propiedades inesperadas. Durante los últimos tres años,
											hemos encontrado más de 200, así que
											hemos buscado, en nuestra colección, y hemos seleccionado para TED los seis
											que pensamos son los más sorprendentes.
											De estos seis, del primero del que vamos a hablar
											está en el sobre negro que tienen en sus manos.
											Viene de una compañía japonesa llamada GelTech. Ahora, ¡adelante, ábranlo!
									","
											Zach Kaplan: Keith, eu
e a nossa equipa de investigação.
											Investigamos materiais e tecnologias
que têm propriedades inesperadas.
											Nos últimos três anos,
											encontrámos mais de 200 desses materiais.
											Olhámos para a nossa biblioteca
e selecionámos seis
											que pensámos serem os mais
surpreendentes para o TED.
											Destes seis, vamos falar primeiro
											desse envelope preto que vocês têm.
											É proveniente duma empresa
no Japão, chamada GelTech.
											Podem abri-lo.
									",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
","
","
","
","
","
",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
											Keith Schacht: Et assurez-vous de séparer les deux morceaux.
											Ce qui est inattendu ici est que c'est mou, mais c'est aussi un aimant puissant .
											Zach et moi avons toujours été fascinés
											par l'observation des choses inattendues comme ça.
											Nous avons passé beaucoup de temps à réfléchir pourquoi il en est ainsi, et c'est tout récemment que nous avons réalisé:
											quand nous voyons quelque chose d'inattendu,
											ça change notre compréhension de la façon dont les choses fonctionnent.
											Comme vous voyez cet aimant gel pour la première fois,
											si vous supposez que tous les aimants devaient être dur,
											alors, voir celui-ci vous a surpris et cela a changé votre compréhension
											de la façon dont les aimants pouvaient fonctionner.
									","
											Keith Schacht: Now be sure and take the two pieces apart.
											What's unexpected about this is that it's soft, but it's also a strong magnet.
											Zach and I have always been fascinated
											observing unexpected things like this.
											We spent a long time thinking about why this is, and it's just recently that we realized:
											it's when we see something unexpected,
											it changes our understanding of the way things work.
											As you're seeing this gel magnet for the first time,
											if you assume that all magnets had to be hard,
											then seeing this surprised you and it changed your understanding
											of the way magnets could work.
									","
											Şimdi iki parçayı birbirinden ayırdığınızdan emin olun.
											Beklenmedik olan yanı yumuşak ama aynı zamanda kuvvetli bir mıknatıs olması.
											Zach ve ben her zaman bunun gibi
											beklenmedik şeyleri gözlemlerken büyülenmişizdir.
											Neden böyle olduğu konusunda uzun süre düşündük ve ancak çok yakın bir zamanda farkına vardık:
											Ne zaman beklenmedik bir şey görsek,
											nesnelerin işleyişleri konusundaki anlayışımızı değiştiriyor.
											İlk defa bu jel mıknatısı gördüğünüz gibi,
											eğer bütün mıknatısların sert olması gerektiğini düşünüyorsanız,
											o zaman bunu görmeniz sizi şaşırttı ve mıknatısların çalışabilme şeklini
											anlayışınızı değiştirdi.
									","
											Keith Schacht: Nun stellen Sie sicher, dass Sie die beiden Teile von einander entfernen.
											Unerwarteterweise ist es weich, aber auch ein starker Magnet.
											Zach und mich fasziniert das seit jeher,
											unerwartete Gegebenheiten wie diese zu erforschen.
											Wir haben eine lange Zeit damit verbracht, darüber nachzudenken, warum das so ist; und erst vor Kurzem haben wir realisiert:
											immer wenn wir mit etwas Unerwartetem konfrontiert sind,
											dann ändert es unser Verständnis davon, wie die Dinge funktionieren.
											Da Sie diesen Gel-Magneten zum ersten Mal sehen,
											wenn Sie davon ausgegangen sind, dass alle Magnete hart sein müssen,
											dann hat Sie dieser Anblick überrascht und Ihr Verständnis davon verändert,
											wie Magnete funktionieren können.
									","
											Keith Schacht: Asegúrense de que las dos piezas estén separadas.
											Lo inseperado de esto es que es blando, pero también es un poderoso imán.
											A Zach y a mí siempre nos ha sorprendido
											observar cosas inesperadas como ésta.
											Pasamos mucho tiempo pensado por qué y no es sino hasta hace poco que hallamos la respuesta:
											cuando vemos algo inesperado,
											éste cambia nuestra comprensión sobre el modo en que las cosas funcionan.
											Como ustedes están viendo este gel magnético por vez primera,
											si han asumido que todos los imanes tienen que ser rígidos,
											entonces ver éste les sorprende y cambia su comprensión
											sobre el modo en que los imanes podrían funcionar.
									","
											Keith Schacht: Agora,
separem as duas peças.
											É inesperado: é macio,
mas também é um íman forte.
											Zach e eu ficamos sempre fascinados
											quando observamos coisas como esta.
											Passámos imenso tempo a pensar
porque é que isso acontece,
											e só há pouco tempo percebemos:
											quando vemos uma coisa inesperada,
											isso altera a nossa compreensão
sobre a forma como as coisas funcionam.
											Quando vemos este íman de gel,
pela primeira vez,
											e pressupúnhamos
que todos os ímanes deviam ser rígidos,
											ver esta coisa surpreende-nos
e muda a nossa compreensão
											quanto à forma como funcionam os ímanes.
									",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
","
","
","
","
","
",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
											ZK: Maintenant, il est important de comprendre ce que sont les propriétés inattendues.
											Mais pour vraiment réfléchir aux implications possibles de cette chose,
											nous avons constaté il est plus facile de réfléchir aux applications possibles dans le monde.
											Donc, la première idée est de l'utiliser sur les portes des placards.
											Si vous doublez les côtés des placards en utilisant le matériau gel,
											si un placard se referme en claquant, il ne fera pas un grand bruit,
											et de plus les aimants fermeront les placards.
											Imaginez que vous preniez le même matériau, mais que vous le mettiez sur le fond d'une chaussure de sport.
											Vous savez, de cette façon vous pourriez aller dans un magasin déco et acheter une de ces
											feuilles de métal qu'ils pendent au dos de votre porte dans votre placard
											et vous pouvez littéralement coller vos chaussures verticalement au lieu d'utiliser une étagère.
											Pour ma part, j'aime vraiment cette idée.
											(Rires)
											Si vous venez dans mon appartement voir mon placard,
											Je suis sûr que vous comprendrez pourquoi. C'est la pagaille.
									","
											ZK: Now, it's important to understand what the unexpected properties are.
											But to really think about the implications of what this makes possible,
											we found that it helps to think about how it could be applied in the world.
											So, a first idea is to use it on cabinet doors.
											If you line the sides of the cabinets using the gel material —
											if a cabinet slams shut it wouldn't make a loud noise,
											and in addition the magnets would draw the cabinets closed.
											Imagine taking the same material, but putting it on the bottom of a sneaker.
											You know, this way you could go to the container store and buy one of those
											metal sheets that they hang on the back of your door, in your closet,
											and you could literally stick your shoes up instead of using a shelf.
											For me, I really love this idea.
											(Laughter)
											If you come to my apartment and see my closet,
											I'm sure you'd figure out why: it's a mess.
									","
											ZK: Beklenmedik özelliklerin ne olduklarını anlamak önemli.
											Ama gerçekten bunu mümkün kılan
											Dünyada nasıl uygulanabileceği hakkında düşünmeye yardımcı olduğunu gördük.
											İlk fikir dolaplar üzerinde kullanmak.
											Eğer dolapların kenarlarını jel malzemeyle kaplarsak,
											dolap kapandığı zaman gürültü çıkarmayacaktır,
											ve ek olarak, mıknatıslar dolapların kapalı kalmasını sağlayacaktır.
											Aynı malzemeyi spor ayakkabılarınızın altına koyduğunuzu hayal edin.
											bildiğiniz gibi, bu şekilde nalbura gidip
											gardrop kapınızın arkasına asılabilecek metal levhalar alabilir
											ve raf kullanmak yerine ayakkabılarınızı metal levhalara tutturabilirsiniz.
											Bu fikri çok sevdim.
											(Kahkahalar)
											Eğer evime gelir ve dolabımı görürseniz,
											eminim neden olduğunu anlarsınız. Tam bir dağınıklık.
									","
											ZK: Nun ist es wichtig zu verstehen, welche die unerwarteten Eigenschaften sind.
											Aber um wirklich über die Auswirkungen nachzudenken, was dadurch möglich gemacht wird,
											fanden wir es hilfreich, darüber nachzudenken, wie es in der Welt angewandt werden könnte.
											Eine erste Idee ist, es an Schranktüren zu verwenden.
											Wenn man die Seiten des Schranks mit dem Gelmaterial ausfüttert –
											wenn der Schrank zugeschlagen wird, dann würde er keinen Lärm machen
											und zusätzlich würden die Magnete die Schranktüren schließen.
											Stellen Sie sich vor, dasselbe Material zu verwenden, aber es an der Unterseite eines Turnschuhs zu befestigen.
											Wissen Sie, so könnten Sie in ein Geschäft für Transportbehälter gehen und eine dieser
											metallenen Blechplatten kaufen, die man an die Rückseite der Tür hängt, im Schrank
											und man könnte seine Schuhe buchstäblich ankleben, anstatt ein Regal zu verwenden.
											Was mich angeht, ich liebe diese Idee wirklich.
											(Gelächter)
											Wenn Sie zu mir in meine Wohnung kämen und meinen Schrank sähen,
											dann verstünden Sie sicherlich, warum: dort herrscht das reinste Chaos.
									","
											ZK: Ahora bien, es importante entender cuáles son las propiedades inesperadas.
											Al pensar realmente en las implicaciones y posibilidades que esto abre,
											encontramos que es útil pensar cómo se podría utilizar en la vida diaria.
											Así, la primera idea es usarlo en las puertas de los armarios.
											Si se cubren los laterales de los armarios usando el gel,
											si se cierran de golpe no harán ruido,
											y, además, los imanes mantendrán los armarios cerrados.
											Imaginen usar el mismo material, pero colocándolo en la suela de unas zapatillas.
											¡Saben! De este modo podrían ir a la ferretería y comprar una de esas
											hojas de metal, colgarlas en la parte trasera de la puerta de su armario
											y podrían pegar, literalmente, sus zapatos, en lugar de usar un estante.
											A mí me encanta esta idea.
											(Risas)
											Si vinieran a mi apartamento y vieran mi armario,
											estoy seguro de que sabrían por qué. Es un desastre.
									","
											ZK: É importante perceber quais são
as propriedades inesperadas.
											Mas descobrimos que pensar a sério
nas implicações do que torna isso possível
											ajuda a pensar como isso poderá ser
aplicado no mundo.
											A primeira ideia é usá-la 
nas portas de armários.
											Se colocarmos este gel
nas portas dos armários,
											se a porta bater, não fará barulho,
											e, além disso, os ímanes
mantêm os armários fechados.
											Imaginem agarrar neste material,
e pô-lo no fundo dos ténis.
											Podíamos ir a uma loja de ferragens
comprar uma daquelas chapas de metal
											que se põem na porta do armário
											e colávamos lá os ténis
em vez de usar uma prateleira.
											Quanto a mim, adoro esta ideia.
											(Risos)
											Se forem ao meu apartamento
e virem o meu armário,
											de certeza que percebem porquê:
é uma confusão.
									",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
","
","
","
","
","
",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
											KS: En voyant les propriétés inattendues et puis voir une ou deux applications
											vous aide à comprendre pourquoi cela est important, la nature du potentiel.
											Mais nous avons trouvé que la façon dont nous présentons nos idées,
											fait une grande différence.
									","
											KS: Seeing the unexpected properties and then seeing a couple of
											applications — it helps you see why this is significant, what the potential is.
											But we've found that the way we present our ideas
											it makes a big difference.
									","
											KS: Beklenmedik özellikler görmek ve sonrasında beklenmedik bir kaç uygulama
											görmek, neden anlamlı olduğunu ve potensiyelini görmenizi sağlıyor.
											ama şunun farkına vardık fikirlerimizi sunma şeklimiz,
											büyük fark yaratıyor.
									","
											KS: Die unerwarteten Eigenschaften zu sehen und dann einige Anwendungsmöglichkeiten
											zu erkennen – es hilft einem dabei zu sehen, warum es bedeutsam ist, welches Potenzial dahinter steckt.
											Aber wir haben herausgefunden, dass die Art und Weise, wie wir unsere Ideen präsentieren,
											einen großen Unterschied macht.
									","
											KS: Ver las propiedades inesperadas y ver un par de aplicaciones
											ayuda a entender por qué es importante, cuál es el su potencial.
											Pero hemos descubierto que el modo en que presentamos nuestras ideas,
											tiene mucha importancia.
									","
											KS: Ver as propriedades inesperadas
e, depois, ver algumas aplicações
											ajuda-nos a ver porque é que é
significativo, qual é o seu potencial.
											Mas descobrimos que a forma
como apresentamos as nossas ideias
											faz uma grande diferença.
									",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
","
","
","
","
","
",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
"
											ZK: Keith et moi étions à Los Angeles il y a six mois,
											et nous prenions un café au Starbucks avec Roman Coppola.
											Il travaille essentiellement sur des clips et des publicités
											avec sa compagnie, The Directors Bureau
											Mais, pendant que nous parlions, Roman nous a dit qu'il était un peu inventeur sur son temps libre.
											Et nous lui avons montré
											le même aimant gel que vous tenez dans vos main et
											nous avons partagé les mêmes idées. Et vous pouvez le voir sur sa figure.
											Roman commence à être vraiment intéressé et d'un coup il sort ce dossier
											Il l'ouvre et Keith et moi regardons dedans,
											et il commence à nous montrer les concepts sur lesquels il travaillait.
											Ces choses-là l'intéressent vraiment. Et donc nous regardions
											ces concepts, et nous pensions, whoa, ce gars est bon.
											Parce que, la façon dont il a présenté le concept, son approche
											était totalement différente de la nôtre. Il vous le vendait comme si c'était déjà sur le marché.
											Dans la voiture qui nous ramenait à l'aéroport,
											nous pensions, pourquoi était-ce si puissant?
											Et en y réfléchissant encore plus, nous avons réalisé que
											ca vous laissait appréhender tous les détails de l'expérience,
											tout comme si vous l'aviez vu à la télévision. Ainsi, pour TED, nous avons décidé de prendre notre idée
											favorite de l'aimant de gel et de travailler avec Roman et son équipe
											du Directors Bureau pour créer une publicité pour un produit
											du futur.
									","
											ZK: It was like six months ago that Keith and I were out in L.A.,
											and we were at Starbucks having coffee with Roman Coppola.
											He works on mostly music videos and commercials
											with his company, The Directors Bureau.
											As we were talking, Roman told us that he's kind of an inventor on the side.
											And we were showing him the same
											gel magnet that you're holding in your hand — and you know,
											we shared the same ideas. And you could see it in his face:
											Roman starts to get really excited and he whips out this manila folder;
											he opens it up and Keith and I look in,
											and he starts showing us concepts that he's been working on.
											These things just get him really excited. And so we're looking
											at these concepts, and we were just like, whoa, this guy's good.
											Because the way that he presented the concept — his approach
											was totally different than ours. He sold it to you as if it was for sale right now.
											When we were going in the car back to the airport,
											we were thinking: why was this so powerful?
											And as we thought about it more, we realized that
											it let you fill in all the details about the experience,
											just as if you saw it on TV. So, for TED we decided to take our favorite
											idea for the gel magnet and work with Roman and his team
											at the Directors Bureau to create a commercial for a product
											from the future.
									","
											ZK: Bundan altı ay önce ben ve Keith Los Angeles'da ki
											Starbucks'da Roman Coppola ile birlikte kahve içiyorduk.
											Şirketi,The Directors Bureau'da çoğunlukla
											klipler ve reklamlar üzerinde çalışıyor.
											Fakat biz konuştukça Roman bize bir yandan da buluşlar yaptığını söyledi.
											ve biz de ona şu anda elinizde tuttuğunuz
											aynı jel mıknatısı gösteriyorduk ve aynı fikirleri
											kendisiyle paylaşıyorduk. Roman'nın yüzündeki ifadeden
											ne kadar heyecanlandığı görülüyordu hemen dosyasını çıkarttı.
											dosyayı açmasıyla Keith ve ben içene baktık
											ve bize üzerinde çalıştığı tasarımları gösterdi.
											bu şeyler onu çok heyecanlandırdı. Biz tüm bu tasarımlara
											bakarken, bu adam başarılı dedik,
											çünkü, tasarımları sunma yaklaşımı bizimkinden
											tamamen farklıydı. Ürün sanki şu anda satılıyormuş gibi size pazarlıyordu.
											arabayla havaalanına geri dönerken,
											nasıl bu kadar başarılıydı? diye düşündük.
											düşündükçe anladık
											deneyimlerle ilgili tüm detayları sanki TV' de izlemiş gibi
											anlamanızı sağlıyor. Biz de TED için en gözde fikrimiz olan
											jel mıknatıs için Directors Bureau'da Roman ve ekibiyle
											geleceğin ürününe bir reklam
											hazırlamaya başladık.
									","
											ZK: Es war ungefähr vor sechs Monaten, als Keith unt ich in L.A. unterwegs waren
											und wir waren bei Starbucks, wo wir Kaffee mit Roman Coppola tranken.
											Er arbeitet hauptsächlich an Musikvideos und Werbespots
											mit seiner Firma, The Directors Bureau.
											Während wir sprachen, erzählte Roman uns, dass er nebenbei so eine Art Erfinder ist.
											Und wir zeigten ihm denselben
											Gel-Magneten, den Sie in Händen halten – und wissen Sie,
											wir teilten dieselben Ideen. Und man konnte es in seinem Gesicht sehen:
											Roman fing an, sich wirklich dafür zu begeistern und er reißt diese Manilafaser-Mappe heraus;
											er öffnet sie und Keith und ich sehen hinein
											und er fängt damit an, uns Konzepte zu zeigen, an denen er gearbeitet hat.
											Diese Dinge versetzen ihn in einen wirklich aufgeregten Zustand. Und wir sehen also
											diese Konzepte an und wir dachten uns nur, wow, dieser Typ ist echt gut.
											Denn die Art und Weise, wie er sein Konzept präsentierte – sein Ansatz
											war ganz anders als der unsrige. Er präsentierte einem die Dinge, als stünden sie jetzt gleich zum Verkauf.
											Als wir im Auto waren und zurück zum Flughafen fuhren,
											dachten wir uns: Warum war das so gewaltig?
											Und als wir länger darüber nachdachten, erkannten wir, dass
											es einem ermöglichte, all die Details über die Erfahrung einzufügen,
											ganz so, als hätte man es im Fernsehen gesehen. Für TED also beschlossen wir, unsere liebste
											Idee für den Gel-Magneten zu verwenden und mit Roman und seinem Team zu arbeiten
											im Directors Bureau, um einen Werbefilm für ein Produkt zu kreieren,
											das aus der Zukunft stammt.
									","
											ZK: Hace algo así como seis meses que Keith y yo estábamos en LA,
											tomando café en Starbucks con Roman Coppola.
											Él trabaja sobre todo en videos musicales y comerciales
											que hace su compañía, The Directors Bureau.
											Mientras hablábamos, Roman nos dijo que él era una especie de inventor indenpendiente.
											Estábamos enseñándole el mismo
											gel magnético que tienen en las manos y, ¡saben!,
											compartimos las mismas ideas. Y podrían haberlo visto en su cara.
											Roman comienza a emocionarse de veras y saca una carpeta.
											La abre y y Keith y yo miramos dentro,
											y empieza a mostrarnos conceptos en los que ha estado trabajando.
											Todo esto le emociona realmente. Y nosostros miramos
											todas esas ideas y pensamos algo como, ¡vaya!, este hombre es sorprendente .
											Porque, bueno, el modo en que presentaba las ideas, su visión
											era totalmente diferente a la nuestra. Te lo vendía como si estuviera ya a la venta.
											Cuando volvíamos en el coche al aeropuerto,
											pensábamos, bueno, ¿por qué era tan poderoso?
											Y cuanto más lo pensábamos, más nos dimos cuenta
											de que te dejaba que sintieras todos los detalles de la experiencia
											como si lo estuvieras viendo en la televisión. Así que para TED decidimos traer nuestra
											idea favorita para el gel magnético y trabajar con Roman y su equipo
											en ""Directors Bureau"", para crear un anuncio para un producto
											del futuro.
									","
											ZK: Há uns seis meses,
Keith e eu estivemos em Los Angeles
											e fomos ao Starbucks beber um café
com Roman Coppola.
											Ele trabalha sobretudo
em vídeos musicais e anúncios
											com a sua empresa, The Directors Bureau.
											Em conversa, Ronald disse-nos
que é uma espécie de inventor.
											Mostrámos-lhe o mesmo íman de gel
											que vocês têm na mão
e partilhámos as mesmas ideias.
											Podem ver na cara dele,
Roman fica muito entusiasmado
											puxa duma pasta,
											abre-a, Keith e eu começamos a ver
											e ele começa a mostrar-nos
conceitos em que tem estado a trabalhar.
											Estas coisas entusiasmam-no muito.
											Observámos aqueles conceitos
											e pensámos: Uau! este tipo é mesmo bom.
											Porque a forma como ele apresentava
o conceito — a sua abordagem —
											era completamente diferente da nossa.
											Vendia-o como se já estivesse à venda.
											Quando já íamos de volta
para o aeroporto, pensámos:
											Porque é que aquilo era tão poderoso?
											Pensando mais nisso, percebemos
											que preenchia todos os pormenores
sobre a experiência,
											como se estivéssemos a vê-lo na TV.
											Por isso, para o TED, decidimos 
agarrar na nossa ideia preferida
											para o íman de gel e trabalhá-la
com Roman e a sua equipa
											na Directors Bureau,
											para criar um anúncio
para um produto do futuro.
									",Toys and materials from the future,Zach Kaplan + Keith Schacht,15:46,"business,creativity,design,industrial design,invention,materials,science,smell,technology,toy"
