es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
											Ha habido muchas revoluciones
											en el último siglo,
											pero quizás ninguna tan significativa
											como la revolución de la longevidad.
											Hoy en día vivimos, en promedio,
											34 años más que nuestros bisabuelos.
											Piensen en eso.
											Es toda una segunda vida de adulto
											que se ha añadido a la nuestra.
											Y, sin embargo, en su mayor parte,
											nuestra cultura no ha aceptado lo que esto significa.
											Todavía vivimos con el viejo paradigma
											de la edad como un arco.
											Esa es la metáfora, la vieja metáfora.
											Nacemos, llegamos a la cima a la mitad de la vida
											y decrecemos en la decrepitud.
											(Risas)
											La edad como una patología.
									","
											Houve muitas revoluções
											durante o século passado,
											mas talvez nenhuma tão significativa
											como a revolução da longevidade.
											Hoje estamos a viver, em média,
											mais 34 anos do que os nossos bisavós.
											Pensem nisso.
											Trata-se de uma segunda
idade adulta completa
											que foi adicionada ao nosso tempo de vida.
											E contudo, na sua maior parte,
											a nossa cultura não chegou a um consenso
sobre o que isto significa.
											Ainda estamos a viver com o antigo paradigma
											da idade como um arco.
											Essa é a metáfora, a velha metáfora.
											Nascemos, temos o pico da meia-idade
											e declinamos até à decrepitude.
											(Risos)
											A idade como patologia.
									","
											Geçtiğimiz yüzyıl boyunca birçok
											devrim yapıldı, ama belki de
											hiçbiri uzun yaşam devrimi
											kadar önemli değil.
											Günümüzde ortalama ömrümüz
											büyük dede ve ninelerimizinkilerden 34 yıl daha fazla.
											Şunu bir düşünün.
											Ömrümüze ikinci bir yetişkin
											hayatı eklenmiş durumda.
											Fakat, büyük çoğunlukla,
											kültürümüz bunun ne anlama geldiğini kabul edemedi.
											Hala yaşın bir kavis olarak görüldüğü eski
											paradigmayla yaşıyoruz.
											Bu bir metafor, eski bir metafor.
											Doğarsınız, orta yaşta zirveye çıkar
											ihtiyarlıkta güçten düşersiniz.
											(Kahkahalar)
											Pataloji olarak yaş.
									","
											Il y a eu de nombreuses révolutions
											au cours du siècle dernier,
											mais peut-être aucune n'a été aussi significative
											que la révolution de la longévité.
											Nous vivons en moyenne, aujourd'hui,
											34 années plus longtemps que nos grands-parents.
											Pensez-y.
											C'est une deuxième vie d'adulte complète
											qui a été ajoutée à notre vie.
											Et pourtant, pour l'essentiel,
											notre culture n'a pas accepté ce que cela signifie.
											Nous vivons encore avec l'ancienne représentation
											de l'âge sous la forme d'une arche.
											C'est la métaphore, la vieille métaphore.
											Vous naissez, vous êtes au sommet à la moitié de votre vie
											et vous déclinez vers la décrépitude.
											(Rires)
											L'âge comme une pathologie.
									","
											Im letzten Jahrhundert gab es
											viele Revolutionen,
											aber vielleicht keine so bedeutende,
											wie die der verlängerten Lebenszeit.
											Im Durchschnitt leben wir heute
											34 Jahre länger als unsere Urgroßeltern es taten.
											Denken Sie mal darüber nach.
											Das ist eine vollständige zweite adulte Lebensspanne,
											die an unsere Lebensspanne gehängt wurde.
											Und doch ist sich unsere Kultur zum Großteil
											nicht im Klaren darüber, was das bedeutet.
											Wir leben das Leben noch mit der alten Auffassung,
											dass Alter einen Bogen bildet.
											Das ist die Metapher, die alte Metapher.
											Man wird geboren, erreicht die Spitze in der Lebensmitte
											und steigt dann in die Altersschwäche ab.
											(Lachen)
											Alter als Diagnose.
									",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
","
","
","
","
",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
											Sin embargo, muchas personas hoy en día,
											filósofos, artistas, médicos, científicos,
											tienen una nueva perspectiva de lo que yo llamo el tercer acto:
											las tres últimas décadas de la vida.
											Se dan cuenta de que es en realidad una etapa de desarrollo
											con su propio significado,
											tan diferente de la mediana edad
											como la adolescencia difiere de la infancia.
											Y se preguntan –todos deberíamos preguntarnos–
											¿cómo podemos utilizar este tiempo?
											¿Cómo podemos vivirlo con éxito?
											¿Cuál es la nueva metáfora apropiada
											para el envejecimiento?
									","
											Mas muitas pessoas hoje
											— filósofos, artistas,
médicos, cientistas —
											estão a olhar de uma nova maneira
para aquilo a que chamo o terceiro ato,
											as três últimas décadas de vida.
											Apercebem-se de que, na verdade,
é uma fase da vida em desenvolvimento
											com o seu significado,
											tão diferente da meia-idade
											como a adolescência o é da infância.
											E estão a perguntar — todos nós
devíamos estar a perguntar —
											como é que usamos este tempo?
											Como é que o vivemos com êxito?
											Qual é a nova metáfora apropriada
ao envelhecimento?
									","
											Ama günümüzde birçok insan —
											filozoflar, sanatçılar, doktorlar, bilimadamları —
											benim üçüncü perde adını verdiğim, hayatın son
											otuz yılına yeni bir gözle bakıyorlar.
											Bu dönemin aslında, tıpkı ergenliğin çocukluktan farklı olması gibi,
											orta yaşlılıktan farklı olarak
											hayatın, kendi önemi olan
											gelişimsel bir dönemi olduğunu farkediyorlar.
											Ve şunu soruyorlar — hepimiz sormalıyız —
											bu zamanı nasıl kullanıyoruz?
											Nasıl başarılı bir şekilde yaşarız?
											Yaşlanma için uygun olan yeni metofor
											nedir?
									","
											Mais beaucoup de gens aujourd'hui -
											philosophes, artistes, médecins, scientifiques -
											portent un nouveau regard sur ce que j'appelle le troisième acte,
											les trois dernières décennies de la vie.
											Ils réalisent que c'est en fait un stade de développement de la vie
											avec sa propre signification -
											aussi différent de la quarantaine
											que l'adolescence l'est de l'enfance.
											Et ils se demandent - nous devrions tous nous poser la question —
											comment utilisons-nous cette période?
											Comment pouvons-nous la vivre avec succès?
											Quelle est la nouvelle métaphore appropriée
											pour le vieillissement?
									","
											Aber viele Leute heute –
											Philosophen, Künstler, Ärzte, Wissenschaftler –
											schauen sich diesen dritten Akt, wie ich ihn nenne, näher an,
											die letzten drei Jahrzehnte des Lebens.
											Sie erkennen sie als Entwicklungsstufe im Leben
											mit ihrer eigenen Bedeutung an –
											so verschieden von der Lebensmitte
											wie die Jugend sich von der Kindheit unterscheidet.
											Und sie fragen – wir sollten alle fragen –
											wie verwenden wir diese Zeit?
											Wie leben wir sie erfolgreich?
											Was ist die passende neue Metapher
											für das Altern?
									",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
","
","
","
","
",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
											Me he pasado el último año investigando y escribiendo sobre este tema.
											Y he llegado a encontrar
											que una metáfora más apropiada para el envejecimiento
											es una escalera;
											la ascensión del espíritu humano
											que nos ha dado la sabiduría, la integridad
											y la autenticidad.
											La edad, ya no como una patología,
											sino como un potencial.
											Y ¿adivinen qué?
											Este potencial no es para unos pocos afortunados.
											Resulta que
											la mayoría de las personas mayores de 50 años
											se sienten mejor, tienen menos estrés,
											son menos hostiles, menos ansiosas.
											Tendemos a ver más los rasgos comunes
											que las diferencias.
											Algunos de los estudios, dicen incluso
											que somos más felices.
									","
											Passei o último ano a pesquisar
e a escrever sobre este assunto.
											E vim a descobrir
											que uma metáfora mais apropriada
para o envelhecimento
											é uma escada,
											a ascensão para um nível superior
do espírito humano,
											conduzindo-nos à sabedoria, à completude
											e à autenticidade.
											A idade de forma alguma como patologia;
											a idade como potencial.
											E sabem que mais?
											Este potencial não é
para uns poucos sortudos.
											Acontece que a maioria das pessoas,
acima dos 50 anos,
											sente-se melhor, com menos ""stress"",
											são menos hostis, menos ansiosas.
											Temos tendência a ver pontos em comum,
											mais do que diferenças.
											Alguns dos estudos dizem mesmo
											que somos mais felizes.
									","
											Geçtiğimiz yılı bu konu hakkında araştırma yapıp yazarak geçirdim.
											Ve şu sonuca vardım,
											yaşlanma için daha uygun olan metafor
											bir merdiven —
											insan ruhunun göğe yükselişi,
											bize bilgelik, bütünlük ve
											gerçeklik getiriyor.
											Yaş patalojiyle alakalı değildir;
											potansiyelle alakalıdır.
											Ve bilin bakalım ne oldu?
											Bu potansiyel sadece şanslı bir azınlık için geçerli değil.
											Görünüşe göre,
											50 yaş üzeri birçok insan
											daha iyi hissediyor, daha az stresli,
											daha az saldırgan, daha az endişeli.
											Farklılıklardan çok benzerlikleri
											görme eğilimindeyiz.
											Hatta bazı araştırmalar gösteriyor ki
											daha mutluyuz.
									","
											J'ai passé l'année dernière à faire des recherches et écrire sur ce sujet.
											Et j'ai fini par trouver
											qu'une métaphore plus appropriée pour le vieillissement
											est un escalier -
											l'élévation de l'esprit humain,
											qui nous amène à la sagesse, la complétude
											et l'authenticité.
											L'âge pas du tout en tant que pathologie;
											l'âge comme un potentiel.
											Et devinez quoi?
											Ce potentiel n'est pas pour quelques chanceux.
											Il se trouve que...
											la plupart des gens de plus de 50 ans
											se sentent mieux, sont moins stressés,
											sont moins hostiles, moins anxieux.
											Nous avons tendance à voir les points communs
											plus que les différences.
											Certaines de ces études disent même
											que nous sommes plus heureux.
									","
											Im Laufe des letzten Jahres habe ich über das Thema geforscht und geschrieben.
											Und ich habe festgestellt,
											dass eine bessere Metapher für das Altern
											einer Treppe ist –
											das Aufwärtsstreben des menschlichen Geistes,
											und unser Erreichen von Weisheit, Ganzheit
											und Authentizität.
											Das Alter nicht als Diagnose,
											sondern das Alter als Potenzial.
											Und wissen Sie was?
											Dieses Potenzial haben nicht nur ein paar wenige Glückliche.
											Es stellt sich heraus,
											dass die meisten Leute über 50
											sich besser fühlen, weniger gestresst sind,
											weniger feindselig, weniger unruhig.
											Wir sehen eher die Gemeinsamkeiten
											als die Unterschiede.
											Einige der Studien belegen sogar,
											dass wir glücklicher sind.
									",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
","
","
","
","
",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
											Esto no es lo que esperaba, créanme.
											Vengo de una familia de depresivos.
											A medida que me acercaba a los 50 años de edad,
											cuando me despertaba en la mañana
											mis primeros seis pensamientos eran todos negativos.
											Y me asusté.
											Pensé, ¡oh, Dios mío!
											voy a convertirme en una vieja cascarrabias.
											Pero ahora que estoy justo a la mitad de mi propio tercer acto,
											me doy cuenta de que nunca he sido más feliz.
											Tengo una fuerte sensación de bienestar.
											Y he descubierto
											que cuando uno está en la vejez,
											contrariamente a verla desde fuera,
											el miedo desaparece.
											Nos damos cuenta de que seguimos siendo nosotros mismos,
											tal vez aún más.
											Picasso dijo una vez: ""Se necesita mucho tiempo para llegar a ser joven"".
									","
											Não era isto o que eu esperava,
asseguro-vos.
											Venho de uma longa linha de deprimidos.
											À medida que me aproximava dos 50 anos,
											quando acordava de manhã
											os meus primeiros seis pensamentos
eram negativos.
											E assustei-me. Pensei:
											""Oh, meu Deus!
Vou tornar-me numa velha excêntrica.""
											Mas agora que estou em cheio
no meio do meu terceiro ato
											apercebo-me de que estou
mais feliz do que nunca.
											Tenho uma sensação
tão poderosa de bem-estar.
											E descobri que, quando estamos
dentro da velhice,
											ao contrário do que acontece
quando a olhamos de fora,
											o medo diminui.
											Percebemos que ainda somos nós próprios,
											talvez ainda mais.
											Picasso disse um dia:
											""Levamos muito tempo a tornar-nos jovens.""
									","
											İnanın bunu hiç beklemiyordum.
											Uzun süren depresif bir dönemden çıktım.
											40'lı yaşlarımın sonlarına yaklaşırken,
											sabahları uyandığımda aklıma gelen
											ilk altı düşünce olumsuz olurdu.
											Ve korkmaya başlamıştım.
											Aman Tanrım, aksi bir yaşlı
											kadın olacağım diye düşünmüştüm.
											Fakat aslında şu an üçüncü perdemin tam ortasındayım,
											ve hiç bu kadar mutlu olmamıştım.
											Kendimi gerçekten çok iyi hissediyorum.
											Ve farkettim ki,
											dışarıdan bakmak yerine
											yaşlılık döneminde olduğunuzda,
											korku ortadan kalkıyor.
											Hala kendiniz olduğunuzu farkediyorsunuz —
											hatta belki daha fazlası.
											Picasso bir keresinde şöyle demiş, ""Genç olmak çok zaman alır"".
									","
											Ce n'est pas ce à quoi je m'attendais, croyez-moi.
											Je viens d'une longue lignée de dépressifs.
											Comme j'approchais de la cinquantaine,
											quand je me réveillais le matin,
											mes six premières pensées étaient toutes négatives.
											Et j'ai eu peur.
											J'ai pensé, oh mon Dieu.
											Je vais devenir une vieille dame grincheuse.
											Mais maintenant que je suis en plein milieu de mon propre troisième acte,
											je me rends compte que je n'ai jamais été plus heureuse.
											J'ai un sentiment si fort de bien-être.
											J'ai découvert
											que lorsque vous êtes à l'intérieur de la vieillesse,
											par opposition à la regarder de l'extérieur,
											la peur disparaît.
											Vous vous rendez compte que vous êtes toujours vous-même -
											peut-être même plus.
											Picasso a dit: ""Il faut beaucoup de temps pour devenir jeune.""
									","
											Das hatte ich ehrlich gesagt nicht erwartet.
											Ich entstamme einer langen Reihe von Depressiven.
											Als ich auf die Fünfzig zuging,
											wachte ich morgens auf
											und meine ersten sechs Gedanken waren alle negativ.
											Und ich bekam Angst.
											Ich dachte, du meine Güte.
											Ich werde zu einer richtigen alten Schrulle.
											Aber jetzt, da ich mitten in meinem eigenen dritten Akt stecke,
											erkenne ich, dass ich nie glücklicher gewesen bin.
											Ich empfinde so ein kraftvolles Gefühl des Wohlseins.
											Und ich habe entdeckt,
											dass, wenn man einmal im Alter steckt,
											anstelle es sich von außerhalb anzuschauen,
											die Angst vergeht.
											Man erkennt, man ist immer noch man selbst –
											vielleicht mehr denn je.
											Picasso sagte einst: ""Jung zu werden dauert seine Zeit.""
									",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
","
","
","
","
",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
"
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Lachen)
									",Life's third act,Jane Fonda,11:20,"TEDx,aging,culture,health,women,personality"
