fr,en,de,es,title,speaker,duration,tags
"
","
","
","
",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
											À part protéger de la pluie et créer des espaces utilisables,
											l'architecture n'est rien d'autre qu'une machine à effets spéciaux,
											qui ravit ou dérange les sens.
									","
											Aside from keeping the rain out and producing some usable space,
											architecture is nothing but a special-effects machine
											that delights and disturbs the senses.
									","
											Abgesehen davon den Regen draussen zu halten und etwas nutzbaren Raum zu schaffen,
											ist Architektur nichts als eine Spezialeffekt-Maschine,
											die die Sinne entzückt und verstört.
									","
											Además de proteger de la lluvia y de generar mas espacio útil,
											la arquitectura no es nada más que un generador de efectos especiales
											que deleita y perturba a los sentidos.
									",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
","
","
","
",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
											Notre travail est trans-média. Le travail arrive sous toutes les formes et toutes les tailles.
											C'est grand et petit. Voici un cendrier, un verre.
											De la planification urbaine et l'urbanisme maître
											au théâtre et à toutes sortes de choses.
											La chose que toutes ces tâches ont en commun
											est qu'elles défient les assomptions à propos des conventions relatives à l'espace.
											Et ce sont des conventions de tous les jours,
											des conventions si évidentes que leur familiarité nous aveugle.
											Et j'ai rassemblé des échantillons de notre travail
											qui tous partagent une sorte de nihilisme productif,
											utilisé au service de la création d'un certain effet spécial.
											Ce sont des choses qui n'en sont pas vraiment, des choses proches de l'inexistence.
											Cela se fait au travers d'une sorte de soustraction, d'obstruction ou d'interférence,
											dans un monde que nous traversons naturellement de façon somnambule.
									","
											Our work is across media. The work comes in all shapes and sizes.
											It's small and large. This is an ashtray, a water glass.
											From urban planning and master planning
											to theater and all sorts of stuff.
											The thing that all the work has in common
											is that it challenges the assumptions about conventions of space.
											And these are everyday conventions,
											conventions that are so obvious that we are blinded by their familiarity.
											And I've assembled a sampling of work
											that all share a kind of productive nihilism
											that's used in the service of creating a particular special effect.
											And that is something like nothing, or something next to nothing.
											It's done through a form of subtraction or obstruction or interference
											in a world that we naturally sleepwalk through.
									","
											Unsere Arbeit ist vielfältig. Sie hat alle Formen und Größen.
											Sie ist klein und groß. Das ist ein Aschenbecher, ein Wasserglas.
											Von Stadtplanung
											bis Theater und allen möglichen Dingen.
											Was alle Arbeiten gemeinsam haben, ist,
											dass sie das konventionelle Raumverständnis herausfordern.
											Das sind alltägliche Konventionen,
											die so offensichtlich sind, daß wir durch ihre Vertrautheit geblendet werden.
											Ich habe ein paar Arbeitsproben zusammengestellt,
											die alle eine Art von ""produktivem Nihilismus"" teilen,
											der benutzt wird um einen bestimmten Spezialeffekt zu erzeugen.
											Und das ist etwas wie nichts, oder fast nichts.
											Es passiert durch eine Art Subtraktion, Behinderung oder Störung
											in einer Welt durch die wir normalerweise schlafwandeln.
									","
											Nuestra obra es ""transmedia"". Viene en toda forma y tamaño.
											Es pequeña y extensa. Esto es un cenicero, esto un vaso.
											De la planificación urbana y maestra
											hasta la de teatros y todo tipo de cosas.
											Lo que toda obra tiene en común
											es que desafía lo supuesto sobre el espacio de convenciones.
											Y éstas son convenciones cotidianas,
											convenciones tan obvias que nos ciega su familiaridad.
											Y he armado un muestrario de obras
											que comparten cierto nihilismo productivo
											usado en el servicio para crear un determinado efecto especial.
											Y eso puede ser algo como la nada, o algo próximo a la nada.
											Está realizada mediante una forma de sustracción, obstrucción o interferencia
											en un mundo en donde por naturaleza se camina sonámbulo.
									",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
","
","
","
",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
											Voici une image qui nous a rapporté une compétition
											pour un pavillon d'exposition à la Swiss Expo de 2002,
											sur le lac de Neuchâtel, près de Genève.
											Nous voulions utiliser l'eau non seulement comme un contexte,
											mais comme un matériau de construction primaire.
											Nous voulions faire une architecture d'ambiance.
											Donc pas de murs, pas de toit, pas de but —
											juste une masse d'eau atomisée, un gros nuage.
											Cette proposition était une réaction à la surreprésentation
											des nouvelles technologies dans les récentes expositions nationales et internationales,
											qui nourrit, ou continue de nourrir, notre appétit insatiable
											pour la stimulation visuelle avec une virtuosité numérique toujours grandissante.
											La haute définition est, d'après nous, devenue la nouvelle orthodoxie.
											Et nous posons cette question: pouvons-nous utiliser la technologie, la haute technologie,
											pour créer un pavillon d'exposition nettement basse définition,
											qui défie en plus les conventions de l'espace et de la peau,
											et repense notre dépendance à la vision ?
									","
											This is an image that won us a competition
											for an exhibition pavilion for the Swiss Expo 2002
											on Lake Neuchatel, near Geneva.
											And we wanted to use the water not only as a context,
											but as a primary building material.
											We wanted to make an architecture of atmosphere.
											So, no walls, no roof, no purpose —
											just a mass of atomized water, a big cloud.
											And this proposal was a reaction to the over-saturation
											of emergent technologies in recent national and world expositions,
											which feeds, or has been feeding, our insatiable appetite
											for visual stimulation with an ever greater digital virtuosity.
											High definition, in our opinion, has become the new orthodoxy.
											And we ask the question, can we use technology, high technology,
											to make an expo pavilion that's decidedly low definition,
											that also challenges the conventions of space and skin,
											and rethinks our dependence on vision?
									","
											Das ist ein Bild, daß uns einen Wettbewerbsieg für
											einen Ausstellungspavillon für die Swiss Expo 2002
											auf dem Neuenburger See nahe Genf einbrachte.
											Wir wollten das Wasser nicht nur als einen Kontext
											sondern als wesentliches Baumaterial nutzen.
											Wir wollten eine atmosphärische Architektur machen.
											Keine Wände, kein Dach, keine Nutzung also —
											nur eine Masse atomisierten Wassers, eine große Wolke.
											Dieser Vorschlag war eine Reaktion auf die Übersättigung
											mit neuesten Technologien auf den letzten National- und Weltausstellungen,
											die unseren unstillbaren Appetit für visuelle Stimulation
											mit einer immer größeren digitalen Virtuosität nährt oder genährt hat.
											""High Definition"" ist unserer Ansicht nach die neue Rechtgläubigkeit geworden.
											Und wir stellen die Frage ob wir Technologie, Hoch-Technologie nutzen können
											um — um einen Ausstellungspavillon zu machen, der entschieden ""Low Definition"" ist,
											der auch die Konventionen über Raum und Hülle herausfordert,
											und unsere Abhängigkeit vom Sehen neu überdenkt.
									","
											Ésta es una imagen con la que ganamos un concurso
											para un pabellón de exposiciones en Expo Suiza 2002
											sobre el lago Neuchatel, cerca de Ginebra.
											Y deseábamos usar el agua no sólo como contexto
											sino como material primordial para la construcción.
											Deseábamos crear una arquitectura de atmósfera.
											Por lo tanto, nada de paredes, nada de techo, sin ningun propósito —
											apenas una masa de agua atomizada, una gran nube.
											Y esta propuesta fue una reacción a la sobresaturación
											de tecnologías emergentes en recientes exposiciones nacionales y mundiales,
											que alimenta o ha ido alimentando, nuestro apetito insaciable
											por la estimulación visual con un creciente virtuosismo digital.
											La alta definición, en nuestra opinión, se ha convertido en la nueva ortodoxia.
											Y nos preguntamos ¿podemos usar tecnología, alta tecnología,
											en — para crear un pabellón que fuera indudablemente de baja definición,
											y que también desafiara las convenciones de espacio y piel,
											y replanteara nuestra dependencia de la visión?
									",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
","
","
","
",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
											Et voilà comment nous avons cherché à le faire.
											L'eau est pompée dans le lac et filtrée,
											puis finement vaporisée à l'aide d'un réseau de gicleurs à haute-pression,
											35000 exactement. Il y a une station météo sur la structure.
											Elle lit les changements des conditions de température, d'humidité,
											la direction et la vitesse du vent, le point de rosée,
											et elle analyse ces données dans un ordinateur central
											qui calibre le niveau de pression de l'eau,
											et distribue l'eau à travers le réseau.
											C'est un système réactif, dont l'apprentissage se base sur la météo réelle.
											Donc c'est juste en construction, et il y a une structure en tenségrité.
											Ça fait environ 90 m de large, la taille d'un terrain de foot,
											et repose sur quatre colonnes très fines.
											Voici les gicleurs de brouillard, l'interface,
											et en gros le système lit en sorte la véritable météo,
											et produit une sorte de météo semi-artificielle et réelle.
											Donc, nous sommes très intéressés par la création de la météo. Je ne sais pas pourquoi.
									","
											So this is how we sought to do it.
											Water's pumped from the lake and is filtered
											and shot as a fine mist through an array of high-pressure fog nozzles,
											35,000 of them. And a weather station is on the structure.
											It reads the shifting conditions of temperature, humidity,
											wind direction, wind speed, dew point,
											and it processes this data in a central computer
											that calibrates the degree of water pressure
											and distribution of water throughout.
											And it's a responsive system that's trained on actual weather.
											So, this is just in construction, and there's a tensegrity structure.
											It's about 300 feet wide, the size of a football field,
											and it sits on just four very delicate columns.
											These are the fog nozzles, the interface,
											and basically the system is kind of reading the real weather,
											and producing kind of semi-artificial and real weather.
											So, we're very interested in creating weather. I don't know why.
									","
											Das ist also wie wir es versuchten.
											Das Wasser wird aus dem See gepumpt, gefiltert
											und dann als ganz feiner Nebel durch eine Reihe von Hochdruck-Ventilen gesprüht,
											35.000 Ventile. In der Struktur gibt es eine Wetterstation.
											Sie beobachtet die sich ändernden Bedingungen Temperatur, Luftfeuchtigkeit,
											Windrichtung, Windgeschwindigkeit und Taupunkt und
											verarbeitet diese Daten in einem Zentralcomputer,
											der den Grad des Wasserdrucks und
											den Wasserausstoß regelt.
											Es ist ein responives System, das auf echtes Wetter ausgelegt ist.
											Das ist also gerade im Bau, und das ist ein Tensegrity-Tragwerk.
											Es ist über 90 Meter breit, die Größe eines Fußballfeldes,
											und steht auf nur vier sehr filigranen Säulen.
											Das sind die Dampfdüsen, die Schnittstelle.
											Das System liest im Prinzip das tatsächliche Wetter und
											produziert eine Art halb-künstliches und echtes Wetter.
											Wir sind also sehr daran interessiert, Wetter zu machen. Ich weiß nicht warum.
									","
											Entonces, es así como buscamos lograrlo.
											Se bombea agua del lago, y se filtra
											y se expele como una fina bruma a través de un conjunto de pulverizadores de alta presión,
											unos 35.000. Y hay una estación meteorológica sobre la estructura.
											Lee las condiciones cambiantes de la temperatura, la humedad,
											la dirección y velocidad del viento, el punto de condensación,
											y procesa estos datos en una computadora central
											que calibra el grado de la presión
											y la distribución del agua en todas partes.
											Y es un sistema receptivo que ha sido capacitado en un ambiente real.
											Bien, está en construcción, y hay una estructura tensegrítica.
											Tiene unos 300 pies de ancho, del tamaño de una cancha de fútbol americano,
											y se asienta en sólo cuatro columnas muy finas.
											Éstas son las boquillas para bruma, la interfaz,
											básicamente, el sistema va leyendo el clima,
											y generando como un clima semiartificial y real.
											Asi que nos interesa mucho la creación de climas atmosféricos. No sé por qué.
									",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
","
","
","
",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
"
											Maintenant voilà, d'un côté, l'extérieur,
											puis vu de l'intérieur de l'espace,
											vous pouvez voir quelle était la qualité de l'espace.
											Contrairement à entrer dans un espace quelconque,
											entrer dans ""Blur"" est comme pénétrer dans un médium habitable.
											Ça n'a pas de forme, pas de caractéristique, pas de profondeur, d'échelle, de masse,
											pas de but et pas de dimension.
											Toutes les références sont effacées,
											laissant seulement un voile blanc et le bruit blanc des gicleurs.
											Donc c'est un pavillon d'exposition
											où il n'y a absolument rien à voir et rien à faire.
											Et nous en sommes fiers, c'est un anti-spectacle spectaculaire
											dans lequel toutes les conventions du spectacle sont retournées.
											Donc le public est dispersé;
											l'attention focalisée, la construction dramatique et l'apogée
											sont toutes remplacées par une sorte d'attention atténuée,
											maintenue par un sentiment d'appréhension créé par le brouillard.
											Et c'est très similaire à la façon dont la littérature victorienne utilisait le brouillard.
											Donc ici le monde est poussé hors du champ de vision,
											alors que notre dépendance visuelle est insérée dans le champ de vision.
											Le public, voyez, une fois désorienté
											peut en fait accéder au pont de l'ange au-dessus,
											et après peut descendre juste sous ces lèvres, dans le bar d'eau.
											Toutes les eaux du monde sont servies ici,
											donc nous avons pensé qu'après être entouré d'eau,
											et s'être déplacé à travers l'eau et avoir respiré de l'eau,
											on pourrait aussi boire ce bâtiment.
									","
											Now, here we go, one side, the outside
											and then from the inside of the space
											you can see what the quality of the space was.
											Unlike entering any normal space,
											entering Blur is like stepping into a habitable medium.
											It's formless, featureless, depthless, scaleless, massless,
											purposeless and dimensionless.
											All references are erased,
											leaving only an optical whiteout and white noise of the pulsing nozzles.
											So, this is an exhibition pavilion
											where there is absolutely nothing to see and nothing to do.
											And we pride ourselves — it's a spectacular anti-spectacle
											in which all the conventions of spectacle are turned on their head.
											So, the audience is dispersed,
											focused attention and dramatic build-up and climax
											are all replaced by a kind of attenuated attention
											that's sustained by a sense of apprehension caused by the fog.
											And this is very much like how the Victorian novel used fog in this way.
											So here the world is put out of focus,
											while our visual dependence is put into focus.
											The public, you know, once disoriented
											can actually ascend to the angel deck above
											and then just come down under those lips into the water bar.
											So, all the waters of the world are served there,
											so we thought that, you know, after being at the water
											and moving through the water and breathing the water,
											you could also drink this building.
									","
											Nun, hier sind wir, eine Seite, draußen
											und dann von der Innenseite des Raums.
											Sie sehen was die Beschaffenheit dieses Raumes war.
											Im Unterschied zum Betreten eines normalen Raums,
											ist das Eintreten in Nebel wie das Betreten eines unbewohnbaren Mediums.
											Es ist formlos, eigenschaftslos, ohne Tiefe, Größe, Masse.
											ohne Zweck und ohne Dimension.
											Jeder Bezug ist ausradiert; übrig bleibt nur
											eine optische Weißblendung und weißer Lärm der pulsierdenen Düsen.
											Das ist also ein Ausstellungspavillon,
											in dem es absolut nichts zu sehen oder zu tun gibt.
											Und wir rühmen uns — es ist ein spektakuläres Anti-Spektakel,
											das alle Konventionen von Spektakel auf den Kopf stellt.
											Das Publikum ist also zerstreut.
											Konzentrierte Aufmerksamkeit, dramatischer Aufbau und Höhepunkt
											werden durch eine Art gedämpfter Aufmerksamkeit ersetzt,
											aufrechterhalten durch eine vom Nebel ausgelöste Besorgnis.
											Das ist wie der Nebel in einem Viktorianischen Roman zum Einsatz kommt.
											Hier wird also die Welt aus dem Mittelpunkt genommen,
											während die Abhängigkeit vom Sehen in den Mittelpunkt gerückt wird.
											Das Publikum kann sogar, sobald es desorientiert ist,
											zur ""Engel-Etage"" hinaufsteigen
											und dann einfach unter dieser Überlaufkante in in die Wasser-Bar hinunterkommen.
											Alle Wasser der Welt werden hier serviert,
											also dachte wir, dass nachdem man am Wasser ist,
											sich durch das Wasser bewegt und Wasser atmet,
											man das Gebäude auch trinken könnte.
									","
											Ahora, aquí vamos, a un lado, al exterior
											y despues, desde el interior del espacio
											pueden observar lo que fue la calidad del espacio.
											A diferencia de entrar en cualquier espacio común,
											entrar al Blur es como entrar en un medio habitable.
											Carece de forma, función, profundidad, escala, masa,
											de propósito y dimensión.
											Se eliminan todas las referencias,
											dejando únicamente un blanqueo óptico y ruido-blanco de boquillas pulsadoras.
											Así, éste es un pabellón de exposiciones
											donde no hay absolutamente nada que ver ni que hacer.
											Y nos enorgullecemos — es un antiespectáculo espectacular
											en el que todas las convenciones de espectáculo se voltean de cabeza.
											Bien, el público se dispersa,
											se concentra y la tensión dramática y el clímax
											se reemplazan con una especie de atención atenuada
											que se mantiene gracias a una sensación de aprensión causada por la bruma.
											Y esto se parece mucho a la manera de como la novela victoriana uso la bruma.
											Así aquí el mundo se desenfoca,
											mientras se enfoca nuestra dependencia visual.
											El público, saben, una vez desorientado
											puede, en efecto, subir hasta la cubierta del ángel
											y luego descender bajo aquellos bordes dentro de la barra de agua.
											Bien, todas las aguas del mundo se sirven allí,
											así que pensamos que, saben, después de estar en el agua
											y moverse a través del agua y respirar el agua,
											también podrían beberse este edificio.
									",The Blur Building and other tech-empowered architecture,Liz Diller,19:24,"architecture,art,cities,design,theater,Best of the Web"
