en,tr,fr,title,speaker,duration,tags
"
","
","
",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
											We are at a remarkable moment in time.
											We face over the next two decades
											two fundamental transformations
											that will determine whether the next 100 years
											is the best of centuries or the worst of centuries.
									","
											Zamanda önemli bir noktadayız.
											Gelecek 20 yıldaki 2 temel değişim
											ile yüzleşmemiz; gelecek 100 yılımızın
											en iyi veya en kötü yüzyıl olmasını
											belirleyecek.
									","
											Nous vivons un moment remarquable
de l'histoire.
											Dans les deux prochaines décennies, 
nous allons faire face
											à deux transformations fondamentales
											qui détermineront 
si les cent prochaines années
											sont le meilleur ou le pire siècle 
de l'histoire.
									",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
","
","
",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
											Let me illustrate with an example.
											I first visited Beijing 25 years ago
											to teach at the People's University of China.
											China was getting serious about market economics
											and about university education,
											so they decided to call in the foreign experts.
											Like most other people,
											I moved around Beijing by bicycle.
											Apart from dodging the occasional vehicle,
											it was a safe and easy way to get around.
											Cycling in Beijing now
											is a completely different prospect.
											The roads are jammed by cars and trucks.
											The air is dangerously polluted
											from the burning of coal and diesel.
											When I was there last in the spring,
											there was an advisory for people of my age —
											over 65 —
											to stay indoors and not move much.
									","
											Bir örnek ile canlandırmama izin verin.
											25 yıl önce Pekini ilk kez 
""People's China"" üniversitesinde
											öğretmenlik için ziyaret ettim.
											Çin piyasa ekonomisi ve üniversite
eğitimi konusunda
											ciddileşiyordu
											bu nedenle yabancı uzmanları 
davet etmeye karar verdiler.
											Diğer tüm insanlar gibi,
											ben de Pekin'de bisiklet ile dolaşırdım.
											Ara sıra araçlardan kaçma sayılmaz ise,
											bisiklet bir yere ulaşmak için
güvenli ve kolay bir yol idi.
											Şu anda Pekin'de 
bisiklete binmek
											tamamen farklı bir durum.
											Yollar arabalar ve kamyonlar tarafından
sıkıştırılmış durumda.
											Kömür ve dizelin yanmasından dolayı
											hava tehlikeli ölçüde kirli.
											Geçen ilk baharda orada iken,
											benim yaşlarımdaki, 65 üstü
											insanlara evde kalmaları
ve çok hareket etmemeleri
											tavsiye ediliyordu.
									","
											Laissez-moi illustrer ceci 
avec un exemple.
											Je me suis rendu à Pékin
pour la première fois il y a 25 ans
											pour enseigner
à l'Université Populaire de Chine.
											La Chine se lançait sérieusement

											dans une économie de marché
											et dans une éducation universitaire,
											et ils décidèrent de faire appel
aux experts étrangers.
											Comme la plupart des gens,
											je me déplaçais dans Pékin en vélo.
											Malgré quelques rares véhicules à éviter,
											c'était un moyen de locomotion
sûr et facile.
											Aujourd'hui,
											la perspective est tout autre.
											Les routes sont bouchées par des voitures
et des camions.
											L'air est gravement pollué
											par la combustion de charbon et de gazole.
											Durant mon dernier voyage, au printemps,

											Il était conseillé aux personnes 
de mon âge,
											les plus de 65 ans,
											de rester à l'intérieur et d'éviter 
de se déplacer.
									",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
","
","
",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
											How did this come about?
											It came from the way in which
											Beijing has grown as a city.
											It's doubled over those 25 years, more than doubled,
											from 10 million to 20 million.
											It's become a sprawling urban area
											dependent on dirty fuel, dirty energy,
											particularly coal.
											China burns half the world's coal each year,
											and that's why, it is a key reason why,
											it is the world's largest emitter
											of greenhouse gases.
											At the same time, we have to recognize
											that in that period China has grown remarkably.
											It has become the world's second largest economy.
											Hundreds of millions of people
											have been lifted out of poverty.
											That's really important.
											But at the same time, the people of China
											are asking the question:
											What's the value of this growth
											if our cities are unlivable?
											They've analyzed, diagnosed
											that this is an unsustainable path of growth
											and development.
											China's planning to scale back coal.
											It's looking to build its cities in different ways.
									","
											Peki bu nasıl oldu?
											Bir şehir olarak Pekin hâlâ
											büyümektedir.
											25 yılda 10 milyon'dan 20 milyona
											ikiye katlanmıştır, hatta
ikiden de daha fazlaya.
											Kirli yakıt, kirli enerji ve kısmi olarak
											kömüre bağlı olarak genişleyen
											kentsel bir alan haline geldi.
											Her yıl dünyadaki kömürün
yarısı Çin' de yakılmaktadır
											ve bu yüzden, esas sebep bu olduğu için
											Dünyanın en büyük
											sera gazı yayıcısıdır.
											Aynı zamanda, Çin'in
bu süreçte önemli ölçüde
											büyüdüğünün farkında olmalıyız.
											Dünyanın ikinci büyük
ekonomisi haline gelmiştir.
											Yüz milyonlarca insan
											yoksulluktan kurtulmuşlardır.
											Bu gerçekten önemlidir.
											Fakat aynı zamanda Çin'deki bu insanlar
											""Şehirler yaşanmaz olduktan sonra
											büyümenin ne anlamı var?""
											sorusunu soruyorlar.
											Onlar bu şekilde büyümenin ve gelişmenin
											sürdürülemez olduğunu
											analize edip teşhis ettiler.
											Çin kömür tüketimini azaltmayı planlıyor.
											Şehirleri farklı yollarla inşa etmeye bakıyorlar.
									","
											D'où vient cette évolution?
											Elle vient de la façon dont Pékin
											a grandi.
											La ville a doublé en 25 ans, 
plus que doublé :
											elle est passée de 10
											à 20 millions d'habitants.
											Elle est une conurbation
											dépendant de combustibles et d'énergie
polluants,
											principalement du charbon.
											La Chine brûle, par année,
la moitié du charbon mondial,
											et c'est pour cela, 
c'est la raison centrale,
											qui en fait le pays
											émettant le plus de gaz à effet
de serre (GES), au monde.
											Il nous faut reconnaître, pour autant,

											que dans cette période, la Chine
a connu une croissance remarquable.
											Elle est devenue la deuxième économie 
au monde.
											Des centaines de millions
											de personnes sont sorties de la pauvreté.
											C'est vraiment important.
											Mais en même temps, le peuple chinois
											pose la question :
											que vaut cette croissance
											si nos villes sont inhabitables ?
											Ils ont analysé, diagnostiqué
											que ce mode de croissance 
et de développement n'est pas durable.
											La Chine veut réduire 
sa consommation de charbon.
											Elle compte construire ses villes
d'une autre façon.
									",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
","
","
",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
											Now, the growth of China
											is part of a dramatic change, fundamental change,
											in the structure of the world economy.
											Just 25 years ago, the developing countries,
											the poorer countries of the world,
											were, notwithstanding being
the vast majority of the people,
											they accounted for only about a third
											of the world's output.
											Now it's more than half;
											25 years from now, it will probably be two thirds
											from the countries that we saw 25 years ago
											as developing.
											That's a remarkable change.
											It means that most countries around the world,
											rich or poor, are going to be facing
											the two fundamental transformations
											that I want to talk about and highlight.
									","
											Günümüzde büyüyen Çin
											dünya ekonomik yapısındaki temel,
											dramatik değişikliklerin bir parçasıdır.
											Sadece 25 yıl önce, gelişmekte olan ülkeler,
											dünyanın fakir ülkeleri,
											dünya nüfusunun büyük bir çoğunluğunu
oluşturmalarına rağmen
											dünyadaki çıktının yaklaşık
											3'te birinin sebebiydiler.
											Şu anda yarıdan fazlası;
											25 yıl önce gelişmekte olan ülke
olarak gördüğümüz bu ülkeler
											25 yıl sonra şimdiye göre muhtemelen
											3'te 2 olacaklardır.
											Bu olağanüstü bir değişimdir.
											Bu değişim, dünya genelindeki
zengin veya fakir
											çoğu ülkenin 2 temel değişim ile
											yüzleşeceğini ifade etmektedir.
											Bunun hakkında konuşmak ve 
vurgulamak istiyorum.
									","
											La croissance de la Chine
											relève d'un changement dramatique, 
un changement fondamental,
											dans la structure de l'économie mondiale.
											Il y a tout juste 25 ans, les pays 
en développement,
											les pays les plus pauvres au monde,
											étaient, malgré le fait qu'ils abritaient
la majorité de la population mondiale,
											responsables d'un tiers

											de la production mondiale.
											Aujourd'hui, c'est plus de la moitié.
											Dans 25 ans, ce sera probablement
les deux tiers
											par des pays considérés,
											il y a même 25 ans,
											comme en développement.
											C'est un changement notable.
											Il signifie que dans la plupart des pays
du monde,
											riches comme pauvres,
											vont faire face à
											deux changements centraux
											dont je veux parler et que je veux
mettre en valeur.
									",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
","
","
",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
"
											Now, the first of these transformations
											is the basic structural change
											of the economies and societies
											that I've already begun to illustrate
											through the description of Beijing.
											Fifty percent now in urban areas.
											That's going to go to 70 percent in 2050.
											Over the next two decades, we'll see
											the demand for energy rise by 40 percent,
											and the growth in the economy and in the population
											is putting increasing pressure on our land,
											on our water and on our forests.
									","
											Bu değişimlerin ilki
											Pekin'de baştan aşağıya
											toplumdaki ekonomik ve sosyal yaşamda
											şimdiden görülmeye başlayan
											basit yapısal değişimlerdir.
											Şu anda %50, şehirlerdedir.
											2050 ye kadar %70'e ulaşacaktır.
											Gelecek 20 yıl boyunca, enerji talebinin
											%40'a ; ekonomi ve nüfustaki
											büyümenin topraklarımız, suyumuz
											ve ormanlarımız üzerindeki baskıyı
											arttıracağını göreceğiz.
									","
											La première de ces transformations
											est un changement structurel basique
											des économies des sociétés
											que j'ai déjà commencé à illustrer
											à travers la description de Pékin.
											50 % de la population actuelle 
en zone urbaine.
											Qui passera à 70 % en 2050.
											Dans les 2 prochaines décennies,
on assistera
											à une augmentation de la demande
en énergie de 40 %,
											et la croissance économique et 
démographique
											accentue la pression sur nos terres,
											notre eau et nos forêts.
									",The state of the climate — and what we might do about it,Lord Nicholas Stern,16:33,"business,climate change,economics,global issues,Anthropocene"
