en,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
											I'm going to first tell you something that
in my grandmother
											would've elicited a five-oy alarm:
											""Oy-oy-oy-oy-oy.""
											(Laughter)
											And here it is ...
are you ready?
											OK.
											I have stage IV lung cancer.
											Oh, I know, ""poor me.""
											I don't feel that way.
											I'm so OK with it.
											And granted, I have certain advantages —
											not everybody can take
so cavalier an attitude.
											I don't have young children.
											I have a grown daughter who's
brilliant and happy and wonderful.
											I don't have huge financial stress.
											My cancer isn't that aggressive.
											It's kind of like
the Democratic leadership —
									","
											Size büyükannemin 
tam beş kez oflayacağı
											bir şey söyleyeceğim:
											''Of, of, of, of, of''
											(Kahkahalar)
											İşte geliyor...
Hazır mısınız?
											Pekâlâ.
											4. evresinde akciğer kanseriyim.
											''Ah canım'' diyeceksiniz,
											Ben öyle hissetmiyorum.
											Bununla barışığım.
											Ayrıca belli başlı avantajları var —
											herkes bunu böyle bir 
kibirle karşılayamaz.
											Küçük çocuklarım yok.
											Yetişkin bir kızım var,
kendisi mutlu, zeki ve harika biri.
											Öyle büyük ekonomik sıkıntım da yok.
											Kanserim agresif değil.
											Az çok Demokratların liderliği gibi,
									","
											Je vais commencer par vous dire
quelque chose qui, chez ma grand-mère,
											aurait déclenché une alarme cinq aïe :
											« Aïe aïe aïe aïe aïe ».
											(Rires)
											Alors voilà... Êtes-vous prêts ?
											D'accord.
											J'ai un cancer du poumon au stade IV.
											Je sais, « pauvre de moi ».
											Je ne pense pas cela.
											Je l'ai accepté.
											Et, c'est vrai, j'ai certains avantages —
											tout le monde ne peut pas
avoir une attitude si désinvolte.
											Je n'ai pas d'enfants en bas âge.
											J'ai une fille adulte qui est géniale,
heureuse et merveilleuse.
											Je n'ai pas beaucoup
de contraintes financières.
											Mon cancer n'est pas si agressif.
											Il est comme le parti démocrate —
									","
											Zuerst werde ich Ihnen etwas erzählen,
das bei meiner Großmutter
											folgende Reaktion hervorgerufen hätte:
											""Oi, oi, oi, oi, oi.""
											(Lachen)
											Jetzt kommt's ... seid Ihr bereit?
											Ok.
											Ich habe Lungenkrebs im 4. Stadium.
											Ich weiß, ""du Arme"".
											So empfinde ich es nicht.
											Mir geht es gut damit.
											Auch weil ich gewisse Privilegien habe —
											nicht jeder kann so unbekümmert sein.
											Ich habe keine kleinen Kinder.
											Meine Tochter ist erwachsen, 
brilliant, glücklich und wundervoll.
											Ich habe keine finanziellen Probleme.
											Mein Krebs ist nicht sehr aggressiv.
											Er ist wie die demokratische Regierung:
									",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
","
","
","
",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Lachen)
									",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
","
","
","
",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
											not convinced it can win.
											It's basically just sitting there,
											waiting for Goldman Sachs
to give it some money.
									","
											kazanabileceğinden süpheliyim.
											Orada öylece oturmuş,
											Goldman Sachs'in
işe biraz para yatırmasını bekliyor.
									","
											pas convaincu qu'il peut gagner.
											Il est simplement là
											à attendre que Goldman Sachs
lui donne de l'argent.
									","
											nicht sicher, ob er gewinnen kann.
											Er wartet einfach ab,
											dass die Bank ihm Geld gibt.
									",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
","
","
","
",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Lachen)
									",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
","
","
","
",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Applaus)
									",How I made friends with reality,Emily Levine,15:27,"aging,cancer,comedy,death,creativity,funny,happiness,humanity,humor,life,illness"
