es,fr,de,title,speaker,duration,tags
"
","
","
",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
											(Música)
											(Sonido de patinete) (Música)
											(Aplausos)
									","
											(Musique)
											(Sons de skateboard) (Musique)
											(Applaudissements)
									","
											(Musik)
											(Skateboard-Geräusche) (Musik)
											(Applaus)
									",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
","
","
",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
											Eso es lo que he hecho en la vida.
(Risas)
											(Aplausos)
											Gracias.
(Aplausos)
									","
											Donc, voilà ce que j'ai fait de ma vie. (Rires)
											(Applaudissements)
											Merci. (Applaudissements)
									","
											Das habe ich aus meinem Leben gemacht. (Gelächter)
											(Applaus)
											Danke schön. (Applaus)
									",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
","
","
",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
											Me crié en una granja de Florida,
											y de niño hacía lo típico:
											a veces jugaba al béisbol,
hacía otras cosas por el estilo,
											pero siempre me sentía
fuera de lugar,
											hasta que vi unas fotos de revistas
											de un par de tipos
hacer 'skate' y pensé:
											""Vaya, esto es lo mío"".
											Porque no había un entrenador
pendiente de ti todo el tiempo.
											Estos tipos eran ellos mismos,
											no tenían un contrincante enfrente.
											Y me encantaba esa sensación,
así que empecé a patinar
											cuando tenía unos 10 años, en 1977.
											Y... aprendí bastante rápido.
											De hecho, estas imágenes son de 1984.
											No fue hasta 1979 que gané
mi primer campeonato aficionado
											y allá por 1981, con 14 años, gané
											mi primer campeonato mundial,
											lo que me pareció increíble,
											y literalmente fue la
primera victoria real que alcancé.
									","
											Enfant, j'ai grandi dans une ferme en Floride,
											et j'ai fait ce que font la plupart des gamins,
											j'ai joué un peu au baseball, j'ai fait d'autres trucs comme ça,
											mais j'ai toujours eu le sentiment d'être différent.
											Et ce n'est que lorsque j'ai vu ces photos de magazines
											où on voit des mecs sur leur skate, que je me suis dit,
											« Wow, ça c'est pour moi », vous voyez?
											Ça voulait dire pas d'entraîneur dans les parages pour vous surveiller,
											et ces mecs, ils étaient juste eux-mêmes.
											Ça voulait dire aussi, pas d'adversaire en face de vous.
											J'ai adoré l'idée. Donc j'ai commencé à faire du skate
											quand j'avais à peu près 10 ans, en 1977,
											et j'ai capté le truc assez vite.
											Ça c'est une bande qu'on a tournée en 1984.
											J'ai remporté ma 1ère compétition amateur en 79,
											et ensuite à 14 ans, en 1981, j'ai gagné
											mon premier championnat du monde,
											ce qui était incroyable pour moi.
											En fait, ça a été la première vraie victoire que j'ai remportée.
									","
											Als Kind wuchs ich auf einem 
Bauernhof in Florida auf
											und ich tat das, 
was die meisten Kinder machten.
											Ich spielte ein wenig Baseball 
und solche Sachen,
											aber ich hatte immer das Gefühl, 
ein Außenseiter zu sein,
											bis ich Bilder in Magazinen sah,
											auf denen ein paar 
Typen Skateboard fuhren
											und ich dachte: ""Wow, das ist 
genau mein Ding.""
											Denn da gab es 
keinen Trainer über mir,
											und diese Typen 
waren einfach sie selbst.
											Es gab keinen Gegner zu besiegen.
											Und ich liebte dieses Gefühl 
und begann zu skaten
											als ich etwa 10 Jahre alt war, 1977.
											Ich lernte ziemlich schnell.
											Hier sind ein paar 
Aufnahmen von 1984.
											1979 gewann ich meine 
erste Amateurmeisterschaft,
											und dann gewann ich 1981, 
im Alter von 14 Jahren,
											meine erste Weltmeisterschaft,
											Das war erstaunlich für mich
											und eigentlich war das 
der erste echte Sieg meines Lebens.
									",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
","
","
",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
											Miren esto,
											es un 'casper', con la tabla bocabajo.
											Tomen nota mental de este.
(Ríe)
											¿Y esto? Un 'ollie'.
											Como ella dijo antes,
seguro que es exagerado,
											pero por eso me llaman el padrino
											del patinaje callejero moderno.
											Pueden verlo en estas imágenes.
									","
											Oh, regardez ça.
											C'est un ""casper slide"", on prend le skate à l'envers.
											Faut que j'y repense à celui-là. (Rires)
											Et celui-là ? Un ollie.
											Alors, comme elle l'a dit, c'est clairement exagéré,
											mais, c'est la raison pour laquelle ils m'ont appelé le parrain
											du skateboard de rue moderne.
											Voilà à quoi ça ressemble.
									","
											Oh, schaut euch das an.
											Das ist ein Casper Slide, 
bei dem das Board umgedreht ist.
											Merkt euch das. (Lacht)
											Und dieser hier? Ein Ollie.
											Wie sie erwähnte, 
was natürlich übertrieben ist,
											aber deshalb nannten 
sie mich den Paten
											des modernen 
Straßen-Skateboarding.
											Hier sind einige Bilder dazu.
									",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
","
","
",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
"
											Pues estaba a la mitad
de mi carrera profesional,
											diría que mediados de los 80.
											En 'Freestyle' inventamos
estos trucos de piso
											que vieron, pero estaba surgiendo
											una nueva forma de patinar, los muchachos
											salían a la calle y hacían el 'ollie',
											el que les enseñé antes,
para subirse a cosas
											como gradas, pasamanos y escaleras
											y un montón de cosas geniales.
											De modo que iba a más.
											De hecho, cuando alguien dice
que patina hoy en día,
											quiere decir más bien
que es patinador callejero,
											porque pasaron cinco años
hasta que el 'freestyle' desapareció,
											y en esa etapa,
hubiese sido un ""campeón"" campeón
											durante 11 años, lo que, ¡buf!
											Y de pronto se acabó para mí.
Eso fue todo.
											Desapareció. Retiraron
mi modelo profesional,
											lo que suponía básicamente
declararte muerto públicamente.
											Así es como ganas dinero, ¿saben?,
											tienes una tabla firmada, ruedas, zapatillas
											y ropa. Lo tenía todo y desapareció.
									","
											Là, ma carrière pro battait son plein,
											je dirais, au milieu des années 80.
											On a développé toutes ces techniques sur sol plat, le Freestyle,
											comme ce que vous venez de voir. Mais un autre
											mouvement était en train de voir le jour. Des mecs
											commençaient à faire la même chose, mais dans la rue! Ils utilisaient cet ollie -
											celui je vous ai montré - ils l'utilisaient pour escalader des trucs :
											des gradins, des rampes d'accès, des escaliers,
											et plein d'autres trucs cools.
											Donc, le mouvement était en pleine expansion.
											En fait, si aujourd'hui quelqu'un vous dit qu'il est skater,
											il veut dire skater de rue,
											parce-que le freestyle, il a fallu à peu près 5 ans pour qu'il meurt,
											et à ce stade, j'avais été un ""champion"" entre guillements
											depuis 11 ans, ce qui... ouah!
											Et soudain c'était fini pour moi. C'est tout.
											Ça n'existait plus. Ils ont repris mon modèle pro,
											ce qui revenait à vous déclarer mort publiquement.
											C'est comme ça que vous gagnez votre vie, vous savez ?
											Vous avez une planche sponsorisée, ils vous filent des roues, des chaussures,
											des vêtements. J'ai eu tout ça, et d'un seul coup c'est fini.
									","
											Nun, ich war wohl halb durch 
meine professionelle Karriere.
											Ich würde sagen, Mitte der 80er.
											Freestyle pur, wir entwickelten 
alle gezeigten Tricks,
											nur flach auf dem Boden, 
aber nun entwickelte sich
											neues Skateboarding, 
bei dem Typen auf der Straße
											einen Ollie machten, 
wie soeben gezeigt.
											So kamen sie auf Dinge
											wie Sitzbänke oder Handläufe 
und über Stiegen
											und alles mögliche coole Zeugs.
											Es entwickelte sich also aufwärts.
											Wenn euch heute jemand sagt, 
er sei ein Skater,
											meint er eigentlich ein Straßen-Skater,
											denn Freestyle brauchte
fünf Jahre um auszusterben.
											Zu diesem Zeitpunkt war ich 
ein 'Meister' unter den Meistern,
											elf Jahre lang, nun, puh!
											Und plötzlich war es aus für mich. 
Das wars.
											Sie nahmen mein 
Pro-model-Skateboard aus dem Angebot,
											was soviel bedeutet, 
wie öffentlich für tot erklärt zu werden.
											So macht man sein Geld.
											Man hat sein Markenzeichen, 
Skateboard und Rollen und Schuhe
											und Kleidung. Ich hatte all 
das Zeug, und weg wars.
									",Pop an ollie and innovate!,Rodney Mullen,18:19,"TEDx,collaboration,innovation,open-source,skateboarding"
