en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
											I've been living in rural East Africa
for about 10 years,
											and I want to share a field perspective
with you on global poverty.
											I believe that the greatest failure
of the human race
											is the fact that we've left more than
one billion of our members behind.
											Hungry, extreme poverty:
											these often seem like gigantic,
insurmountable problems,
											too big to solve.
											But as a field practitioner,
											I believe these are actually
very solvable problems
											if we just take the right strategies.
									","
											He estado viviendo en zonas rurales 
del este de África unos 10 años,
											Y quiero compartirles una perspectiva 
de campo sobre la pobreza global.
											Creo que el mayor fracaso
de la especie humana
											es el hecho de que hemos dejado atrás 
a más de 1000 millones de personas.
											Hambre, pobreza extrema:
											estos aparecen a menudo gigantescos
problemas insuperables,
											demasiado grandes para resolver.
											Pero como practicante de campo,
											creo que estos son, en realidad, 
problemas que tienen solución
											Si aplicamos las estrategias adecuadas.
									","
											Há 10 anos que vivo na área rural
da África Oriental
											e quero partilhar a minha perspetiva
sobre a pobreza mundial.
											Penso que o maior fracasso
da raça humana
											é abandonarmos mais de mil milhões
dos nossos membros.
											A fome e apobreza extrema
											parecem ser, frequentemente,
problemas intransponíveis,
											demasiado grandes para se resolverem.
											Mas enquanto profissional do terreno,
											penso que estes problemas têm solução,
											se adotarmos as estratégias corretas.
									","
											Je vis à la campagne, en Afrique de l'Est,
depuis presque 10 ans
											et j'aimerais partager avec vous
mon point de vue sur la pauvreté mondiale.
											Je pense que le plus grand échec
de la race humaine
											est le fait que nous ayons laissé tomber
plus d'un milliard des nôtres.
											La faim, l'extrême pauvreté :
											ces problèmes semblent
gigantesques, insurmontables,
											trop difficiles à résoudre.
											En tant que praticien de terrain,
											je pense que ces problèmes
sont tout à fait résolubles
											si l'on utilise les bonnes stratégies.
									","
											Yaklaşık 10 yıldır doğu
Afrika kırsalında yaşıyorum ve
											küresel yoksulluk üzerine bir
alan çalışması paylaşmak istiyorum.
											1 milyar insanı gerimizde
bırakmış olmanın
											insan ırkının en büyük hatası 
olduğuna inanıyorum.
											Açlık, aşırı yoksulluk;
											bunlar genellikle aşılmaz,
çözülmesi güç büyük problemler
											olarak görülüyor.
											Fakat, saha uygulayıcısı olarak
											doğru stratejileri uyguladığımız
takdirde, bunların çözümü
											olan problemler olduğuna inanıyorum.
									",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
","
","
","
","
",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
											Archimedes was an ancient Greek thinker,
											and he taught us that if we lean
on the right levers,
											we can move the world.
											In the fight against extreme poverty,
I believe there are three powerful levers
											that we can lean on.
											This talk is all about those levers,
and why they make poverty
											a winnable fight in our lifetimes.
									","
											Arquímedes fue un antiguo pensador griego,
											y nos enseñó que con un punto de apoyo
y las palancas adecuadas,
											podemos mover el mundo.
											En la lucha contra la pobreza extrema,
creo que hay tres palancas poderosas
											en las que podemos apoyarnos.
											Esta charla trata de esas palancas,
y por qué pueden hacer que la pobreza
											sea una batalla 
que se puede ganar en nuestras vidas.
									","
											Arquimedes foi um pensador grego
da Antiguidade
											e ensinou-nos que, se usarmos
as alavancas corretas,
											podemos mover o mundo.
											Na luta contra a extrema pobreza,
há três poderosas alavancas
											que podemos utilizar.
											Esta palestra fala dessas alavancas
											e porque é que elas permitem ganhar
a luta contra a pobreza, na nossa vida.
									","
											Archimède, penseur
de la Grèce antique,
											nous a enseigné
qu'en jouant sur les bons leviers,
											nous pouvions faire bouger le monde.
											Dans le combat contre l'extrême pauvreté,
il y a trois puissants leviers
											sur lesquels on peut jouer.
											Cette séance porte sur ces leviers
et pourquoi ils rendent la victoire
											sur la pauvreté possible de notre vivant.
									","
											Eski Yunan filozofu Arşimet
											doğru kaldıraça
dayanırsak dünyayı bile
											oynatabileceğimizi öğretti.
											Aşırı yoksulluğa karşı savaşta 
dayanabileceğimiz
											üç adet kaldıraç var.
											Bu konuşma bu kaldıraçlar
ve onların yoksulluğu nasıl
											kazanılabilir bir savaş 
yaptığıyla ilgili.
									",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
","
","
","
","
",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
											What is extreme poverty?
											When I first moved to rural East Africa,
											I stayed overnight with a farm family.
											They were wonderful people.
											They invited me into their home.
We sang songs together
											and ate a simple dinner.
											They gave me a blanket
to sleep on the floor.
											In the morning, however,
there was nothing to eat.
											And then at lunchtime, I watched
with an increasingly sick feeling
											as the eldest girl in the family
cooked porridge as a substitute for lunch.
											For that meal, every child
drank one cup to survive.
											And I cannot tell you how ashamed I felt
											when they handed one of those cups to me,
											and I knew I had to accept
their hospitality.
									","
											¿Qué es la pobreza extrema?
											Cuando llegué 
a zonas rurales del este de África,
											me alojé una noche 
con una familia de campesinos.
											Eran personas maravillosas.
											Me invitaron a su casa.
Cantamos canciones juntos
											y comimos una cena sencilla.
											Me dieron una manta 
para dormir en el suelo.
											Por la mañana, sin embargo,
no había nada para comer.
											Y luego a la hora de comer, vi con una 
cada vez mayor sensación de malestar
											cómo la chica mayor de la familia cocinaba
gachas como sustituto del almuerzo.
											Para esa comida, cada niño 
bebió una taza para sobrevivir.
											Y no puedo decirles 
cuánta vergüenza sentí
											cuando me dieron una de esas tazas.
											Y yo sabía que tenía que aceptar
su hospitalidad.
									","
											O que é a pobreza extrema?
											Quando cheguei à África Oriental rural,
											passei a noite
com uma família de agricultores.
											Eram umas pessoas maravilhosas.
											Convidaram-me para casa deles.
											Cantámos juntos,
comemos um jantar simples,
											Deram-me um cobertor para dormir no chão.
											Mas, de manhã,
não havia nada para comer.
											À hora do almoço, observei
com um mal-estar crescente,
											a filha mais velha da família,
a preparar papas para o almoço.
											Nessa refeição, as crianças
comeram uma tigela para sobreviver.
											É difícil dizer como me senti envergonhado
											quando me deram uma daquelas tigelas.
											Eu sabia que tinha que aceitar
a sua hospitalidade.
									","
											Qu'est-ce que l'extrême pauvreté ?
											A mon arrivée
en Afrique de l'Est,
											j'ai passé la nuit dans une famille.
											C'étaient des gens merveilleux.
											Ils m'ont invité dans leur maison.
On a chanté ensemble
											et mangé un repas simple.
											Ils m'ont donné une couverture
pour dormir par terre.
											Au matin, toutefois,
il n'y avait rien à manger.
											Puis au déjeuner, j'ai regardé
avec un malaise croissant
											l’aînée de la famille préparer
une bouillie comme substitut au déjeuner.
											Pour ce repas, chaque enfant buvait
une tasse pour survivre.
											Je ne peux vous décrire
la honte ressentie
											quand ils m'ont tendu une de ces tasses,
											et je savais que je devais
accepter leur hospitalité.
									","
											Aşırı yoksulluk nedir?
											Doğu Afrika'ya ilk yerleştiğimde
											bir çiftçi ailesinde yatıya kaldım.
											Müthiş insanlardı.
											Beni evlerine davet ettiler.
Beraber şarkılar söyledik
											ve sade bir yemek yedik.
											Yerde uyumam için bana
bir yorgan verdiler.
											Sabahleyin, her nasılsa,
yiyecek hiçbir şey yoktu.
											Öğle vakti, evin en büyük
kızı yulaf lapası yaparken
											kendimi kötü hissederek onu izledim.
											Bu yemekten her çocuk
hayatta kalmak için bir bardak içti.
											Bana bir bardak uzattıklarında
											ne kadar utandığımı size anlatamam.
											Fakat, bu misafirperverliği
kabul etmeliydim.
									",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
","
","
","
","
",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
											Children need food not only to survive
but also to grow physically and mentally.
											Every day they fail to eat,
they lose a little bit of their future.
											Amongst the extreme poor,
one in three children
											are permanently stunted
from a lifetime of not eating enough.
											When that's combined
with poor access to health care,
											one in 10 extremely poor children
die before they reach age five.
											And only one quarter of children
complete high school
											because they lack school fees.
											Hunger and extreme poverty curb
human potential in every possible way.
											We see ourselves as a thinking,
feeling and moral human race,
											but until we solve these problems
for all of our members,
											we fail that standard,
											because every person
on this planet matters.
											This child matters.
											These children matter.
											This girl matters.
									","
											Los niños necesitan alimentos 
no solo para sobrevivir,
											sino también para crecer 
física y mentalmente.
											Cada día que no comen,
pierden algo de su futuro.
											Entre los pobres extremos,
uno de cada tres niños
											tiene retraso del crecimiento permanente
en la vida por no comer lo suficiente.
											Cuando esto se combina
con escaso acceso a la atención médica,
											uno de cada 10 niños extremadamente pobres
morirá antes de cumplir cinco años.
											Y solo una cuarta parte de los niños
completará la escuela secundaria
											porque no poder pagar la matrícula.
											El hambre y la pobreza extrema frena 
el potencial humano en todas sus formas.
											Nos vemos como raza humana moral 
con pensamientos y sentimientos
											pero hasta no resolver estos problemas
para todas las personas,
											no cumplimos esa norma,
											porque cada persona 
en este planeta importa.
											Este niño importa.
											Estos niños son importantes.
											Esta chica importa.
									","
											As crianças precisam
de comer para sobreviver,
											mas também para crescer
física e mentalmente.
											Em cada dia que elas não comem
perdem um pouco do seu futuro.
											Num ambiente de extrema pobreza,
uma em cada três crianças
											fica irremediavelmente atrofiada
toda a vida, por não comer o suficiente.
											Quando isso é acompanhado
da falta de assistência médica,
											uma em cada 10 crianças muito pobres
morre antes de completar cinco anos.
											Só um quarto das crianças
completam o liceu,
											porque não têm dinheiro para as propinas.
											A fome e a extrema pobreza limitam
o potencial humano em qualquer sentido.
											Consideramo-nos seres humanos
pensantes, solidários e morais,
											mas enquanto não resolvermos
estes problemas para toda a gente,
											não cumprimos esse padrão,
											porque todas as pessoas deste planeta
são importantes.
											Esta criança é importante.
											Essas crianças são importantes.
											Esta miúda é importante.
									","
											Les enfants doivent manger pour survivre,
											mais aussi pour leur croissance
physique et mentale.
											Chaque journée sans bien manger,
ils perdent un peu de leur futur.
											Parmi les plus pauvres,
un enfant sur trois
											est irrémédiablement rendu chétif
par une vie de malnutrition.
											Combiné avec un manque d'accès aux soins,
											un enfant très pauvre sur 10
meurt avant d'atteindre 5 ans.
											Seulement un quart d'entre eux
finissent le lycée
											faute de pouvoir payer les frais.
											La faim et l'extrême pauvreté brident
le potentiel humain à tout point de vue.
											Nous nous considérons comme la race
humaine pensante, empathique et morale,
											mais avant d'avoir mis fin
à ces problèmes pour tous,
											nous ne sommes pas à la hauteur,
											car chaque personne
sur cette planète compte.
											Cet enfant compte.
											Ces enfants comptent.
											Cette fille aussi.
									","
											Çocuklar, tek yaşamak için değil fiziksel 
ve zihinsel gelişimleri için de yemeliler.
											Her yiyeceksiz kaldıkları gün,
geleceklerinden kaybediyorlar.
											Aşırı yoksullar arasında,
çocukların üçte biri
											hayat boyu yemek eksikliğinden
kalıcı olarak yetersiz büyüyor.
											Buna bir de zayıf sağlık hizmeti eklenince
											aşırı fakir çocukların onda biri 
beş yaşına gelmeden ölüyor.
											Okul harçlığı olmadığından
bu çocukların sadece
											çeyreği liseyi bitirebiliyor.
											Açlık ve yoksulluk, insan potansiyelini 
her şekilde frenliyor.

											Kendimizi birer düşünen, hisseden ve
ahlaklı insan ırkı olarak görüyoruz,
											fakat bütün insanlık için
fakirlik sorunlarını aşana kadar,
											böyle olduğumuzu söyleyemeyiz.
											Çünkü bu evrendeki her insan kıymetlidir.
											Bu çocuk değerlidir.
											Bu çocuklar değerlidir.
											Bu kız değerlidir.
									",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
","
","
","
","
",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
"
											You know, we see things like this,
											and we're upset by them,
											but they seem like such big problems.
											We don't know how
to take effective action.
											But remember our friend Archimedes.
											Global poverty has powerful levers.
											It's a problem like any other.
											I live and work in the field,
and as a practitioner,
											I believe these are very
solvable problems.
											So for the next 10 minutes,
											let's not be sad
about the state of the world.
											Let's engage our brains.
											Let's engage our collective passion
for problem-solving
											and figure out what those levers are.
									","
											Vemos cosas como estas,
											y nos desagradan
											pero esos problemas parecen tan grandes
											que no sabemos cómo
adoptar medidas eficaces.
											Pero recuerden 
a nuestro amigo Arquímedes.
											La pobreza mundial 
tiene palancas poderosas.
											Es un problema como cualquier otro.
											Vivo y trabajo en el campo,
y como practicante,
											Creo que estos son muy
problemas solucionables.
											Así que durante los próximos 10 minutos,
											no estaremos tristes
por el estado del mundo.
											Vamos a ocupar nuestros cerebros.
											Vamos a involucrar nuestra pasión 
colectiva para resolver problemas
											y averiguar cuáles son esas palancas.
									","
											Vemos coisas como esta
e ficamos incomodados,
											mas elas parecem problemas enormes.
											Não sabemos como agir eficazmente.
											Mas lembrem-se do nosso amigo Arquiimedes.
											A pobreza mundial tem alavancas poderosas.
											É um problema como outro qualquer.
											Eu vivo e trabalho no terreno,
e enquanto profissional,
											penso que estes problemas
são perfeitamente solucionáveis.
											Assim, nos próximos 10 minutos,
											não vamos ficar tristes
com o estado do mundo.
											Vamos implicar o nosso cérebro,
											implicar a nossa paixão coletiva
na solução dos problemas
											e descobrir quais são essas alavancas.
									","
											Vous savez, on voit ces choses,
											cela nous bouleverse
											mais cela semble si difficile à résoudre.
											Nous ne savons pas
comment agir efficacement.
											Mais, rappelez-vous
de notre ami Archimède.
											La pauvreté mondiale
a de puissants leviers.
											C'est un problème comme un autre.
											Je vis et travaille sur le terrain
											et, en tant que praticien, je pense que
ces problèmes sont tout à fait résolubles.
											Pour ces 10 prochaines minutes,
											ne soyons pas tristes
de l'état du monde.
											Impliquons nos cerveaux.
											Impliquons notre passion
pour la résolution de problème
											et comprenons ce que ces leviers sont.
									","
											Bu konuya bakış açımız şöyle:
											Onlara üzülüyoruz,
											büyük problemler gibi görünüyorlar.
											Etkin olarak neler yapılabilir bilmiyoruz.
											Ama Arşimet'in sözünü hatırlayın.
											Küresel yoksulluğun güçlü 
kaldıraçları var.
											Bu da herhangi bir sorun gibi.
											Uygulayıcı olarak sahada çalışıyorum
ve yaşıyorum.
											Bunların çözülebilir problemler
olduğuna inanıyorum.
											Önümüzdeki 10 dakika boyunca,
											dünyanın durumuna
üzülmemeye çalışalım.
											Aklımızı çalıştıralım,
											problemi çözmek ve 
kaldıraçları bulmak için
											ortak problem çözme tutkumuzu kullanalım.
									",3 reasons why we can win the fight against poverty,Andrew Youn,13:14,"activism,Africa,agriculture,community,food,future,global issues,poverty,society,farming,global development,innovation,Audacious Project"
