en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
											(Rainforest noises)
									","
											(Sons da floresta tropical)
									","
											(Yağmur ormanından sesler)
									","
											(Regenwald-Geräusche)
									",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
","
","
","
",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
											In the summer of 2011,
as a tourist,
											I visited the rainforests of Borneo
for the very first time,
											and as you might imagine,
											it was the overwhelming sounds
of the forest that struck me the most.
											There's this constant cacophony of noise.
											Some things actually do stick out.
											For example, this here is a big bird,
a rhinoceros hornbill.
											This buzzing is a cicada.
											This is a family of gibbons.
											It's actually singing to each other
over a great distance.
									","
											No verão de 2011, visitei, como turista,
											as florestas tropicais de Bornéu 
pela primeira vez,
											E tal como devem imaginar,
											foram os sons impressionantes 
da floresta o que mais me marcou.
											Há uma constante cacofonia.
											Alguns sons sobressaem realmente.
											Por exemplo, este aqui é uma grande ave,
um calau-rinoceronte.
											Este canto é de uma cigarra.
											Isto é uma família de gibões.
											Estão a cantar uns para os outros
a uma grande distância.
									","
											2011 yazında turist olarak
											Borneo yağmur ormanlarını
ilk defa ziyaret ettim.
											Tahmin edebileceğiniz gibi
											beni en çok etkileyen ormanın 
yoğun sesleri oldu.
											Bu kakofonik gürültü hep devam ediyordu.
											Aslında bazı sesler öne çıkıyor.
											Mesela bu büyük bir kuşun,
gergedan boynuzgaganın sesi.
											Bu ağustos böceği vızıltısı.
											Bu ise bir gibon ailesi.
											Çok uzak bir mesafeden
birbirlerine şarkı söylüyorlar.
									","
											Im Sommer 2011 besuchte ich als Tourist
											erstmals die Regenwälder der Insel Borneo.
											Wie Sie sich vorstellen können,
											waren es die Geräusche der Wälder, 
die mich überwältigten —
											ein unendlicher Geräuschteppich.
											Und doch stechen einige heraus:
											zum Beispiel dieser große Vogel, 
der Rhinozerosvogel.
											Dieses Summen ist von einer Zikade.
											Das hier ist eine Gibbon-Familie.
											Sie verständigen sich singend
über eine große Distanz.
									",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
","
","
","
",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
											The place where this was recorded
was in fact a gibbon reserve,
											which is why you can hear so many of them,
											but in fact the most important noise that 
was coming out of the forest that time
											was one that I didn't notice,
											and in fact nobody there
had actually noticed it.
									","
											O locar onde isto foi gravado
era uma reserva de gibões,
											e é por isso que conseguem ouvir tantos,
											mas o som mais importante 
proveniente da floresta, nessa altura,
											foi um em que eu não tinha reparado,
											e de facto ninguém lá tinha reparado nele.
									","
											Seslerin çekildiği yer bir gibon 
koruma bölgesi, o yüzden
											bu kadar fazlasını aynı anda duyuyorsunuz.
											Ama aslında o sırada ormandaki seslerin 
en önemlisi
											ne benim ne de başkasının
											fark etmediği bir sesti.
									","
											Aufgenommen wurden diese Laute
in einem Gibbon-Reservat —
											deswegen hört man so viele.
											Aber das wichtigste Geräusch 
aus dem Wald damals
											bemerkte ich zuerst gar nicht.
											Genau genommen hat es 
niemand wahrgenommen.
									",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
","
","
","
",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
											So, as I said, this was a gibbon reserve.
											They spend most of their time
rehabilitating gibbons,
											but they also have
to spend a lot of their time
											protecting their area from illegal logging
that takes place on the side.
											And so if we take the sound of the forest
											and we actually turn down the gibbons,
the insects, and the rest,
											in the background, the entire time,
in recordings you heard,
											was the sound of a chainsaw
at great distance.
											They had three full-time guards
who were posted around this sanctuary
											whose job was in fact
to guard against illegal logging,
											and one day, we went walking,
again as tourists, out into the forest,
											and within five minutes' walk,
											we stumbled upon somebody
who was just sawing a tree down,
											five minutes' walk, a few hundred meters
from the ranger station.
											They hadn't been able
to hear the chainsaws,
											because as you heard,
the forest is very, very loud.
									","
											Como eu disse, isto era 
uma reserva de gibões.
											Eles passam a maior parte 
do tempo a reabilitar gibões,
											mas eles também têm de gastar
muito do seu tempo
											a proteger a sua área contra a extração 
madeireira ilegal mesmo ao seu lado.
											Então, se voltarmos ao som da floresta
											e retirarmos o som dos gibões,
dos insetos, e do resto,
											no fundo, durante todo o tempo,
nas gravações que vocês ouviram,
											havia o som de uma motosserra à distância.
											Eles tinham três guardas a tempo inteiro
posicionados à volta desse santuário
											cujo trabalho era, de facto, proteger
contra a extração madeireira ilegal.
											Um dia, fomos passear na floresta,
mais uma vez como turistas,
											e depois de cinco minutos de caminhada,
											deparámo-nos com alguém que tinha 
acabado de cortar uma árvore,
											cinco minutos apenas, a algumas 
centenas de metros do posto de guarda.
											Não conseguiram ouvir as motosserras,
											porque, tal como ouviram,
a floresta é muito, muito ruidosa.
									","
											Evet, burası bir gibon koruma merkezi.
											Zamanlarının çoğunu gibonların 
rehabilite ederek
											harcıyorlar ama bir yandan da 
bölgeyi yasa dışı
											ağaç kesimine karşı korumak için de
uğraşıyorlar.
											Yani ormandan gelen sesleri kaydedip
											gibonları, böcekleri ve 
diğer bütün sesleri sustursak,
											arka planda, tüm kayıt 
boyunca duyacağınız şey
											uzaktan gelen bir elektrikli 
testerenin sesi olurdu.
											Sığınağın etrafında görev yapan, 
ormanı yasadışı ağaç kesimine
											karşı koruyan, tam gün çalışan 
üç korumaları vardı,
											Bir gün, yine turist olarak ormanın içine 
doğru yürüyüşe çıkmıştık,
											ve beş dakika kadar yürüdükten sonra
											ağaç kesen birine rastladık, koruculardan
											sadece bir kaç yüz metre uzakta, 
beş dakikalık yürüme mesafesinde!
											Duyduğunuz gibi, orman 
çok gürültülü
											olduğundan testerenin sesini 
duyamıyorlardı.
									","
											Das war also in einem Gibbon-Reservat.
											Die Menschen kümmern sich
um den Schutz von Gibbons,
											müssen aber einen Großteil ihrer Zeit
											dem Schutz vor illegaler Abholzung 
in diesem Gebiet widmen.
											Nehmen wir nun alle Geräusche des Waldes
											und stellen die Gibbons leiser, 
die Insekten und all die anderen.
											In den Aufnahmen, die Sie 
gehört haben, waren andauernd
											und aus weiter Entfernung
der Lärm der Motorsägen zu hören.
											Das Reservat hatte drei Wachposten 
rund um das Schutzgebiet
											und deren Job war der Schutz 
vor illegalen Abholzungen.
											Als wir eines Tages — erneut als
Touristen — in den Wald gingen
											begegneten wir schon
in den ersten fünf Minuten
											einem Menschen, der gerade dabei war,
einen Baum umzusägen.
											Fünf Minuten und nur einige 100 m 
von der Station entfernt.
											Sie konnten die Kettensägen nicht hören,
											weil — wie Sie selbst gehört haben —
der Wald sehr, sehr laut ist.
									",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
","
","
","
",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
"
											It struck me as quite unacceptable
that in this modern time,
											just a few hundred meters away 
from a ranger station in a sanctuary,
											that in fact nobody could hear it when
someone who has a chainsaw gets fired up.
											It sounds impossible,
but in fact, it was quite true.
									","
											Achei completamente inaceitável
que nos tempos modernos de hoje,
											a poucas centenas de metros 
do posto de guarda de um santuário,
											ninguém tenha conseguido ouvir 
alguém a usar uma motosserra.
											Parece impossível, 
mas de facto, era verdade.
									","
											Şu modern zamanda, koruculara 
sadece bir kaç yüz metre uzakta,
											çalıştırılan bir elektrikli testereyi 
kimsenin duyamamış olması
											o an bana kabul edilemez geldi.
											İmkansız gibi geliyor ama olan buydu.
									","
											Mir schien das unerhört,
dass in einer Zeit wie der heutigen
											einige hundert Meter entfernt 
vom Wachtposten eines Schutzgebiets
											niemand hören konnte, 
wenn jemand seine Kettensäge anwirft.
											Das klingt fast unmöglich,
ist aber eine Tatsache.
									",What can save the rainforest? Your used cell phone,Topher White,9:30,"climate change,environment,technology,trees"
