en,tr,es,title,speaker,duration,tags
"
","
","
",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
											Whether or not you realize it,
											as a surfer you’re a master 
of complicated physics.
									","
											Farkında olun ya da olmayın
											eğer sörf yapıyorsanız 
karmaşık fizikte ustasınız demektir.
									","
											Te des cuenta o no,
											como surfista eres experto
en física avanzada.
									",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
","
","
",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
											The science of surfing begins

											as soon as you and your board 
first hit the water.
											The board’s size and light construction 
help it displace a lot of water.
											In turn, a buoyant force
											equal to the weight of the 
displaced water pushes up,
											counteracting you and your board’s weight.
											This lets you stay afloat while 
you wait to paddle for a wave.
									","
											Sörf yapmanın bilimi
											sörfçü tahtasıyla 
suya girer girmez başlar.
											Tahtanın boyutu ve hafif yapısı 
onun çok fazla suyu itmesini sağlar.
											Buna karşılık olarak itilen suyun 
ağırlığına eşit bir kaldırma kuvveti
											sörfçü ve tahtasının ağırlığını
											etkisiz hâle getirerek yükselir.
											Bu da dalga için kulaç atmayı beklerken 
sörfçünün yüzeyde kalmasını sağlar.
									","
											La ciencia de surfear empieza
											tan pronto como tú y tu tabla 
tocan el agua por primera vez.
											El tamaño de la tabla y su construcción
ligera ayudan a desplazar mucha agua.
											A su vez, una fuerza boyante
											igual al peso del agua desplazada 
empuja hacia arriba,
											contrarrestando tu peso y el de tu tabla.
											Eso te permite mantenerte a flote 
mientras esperas a remar por una ola.
									",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
","
","
",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
											And what exactly are you waiting for?
											The perfect wave, of course.
											Like other waves in physics, ocean waves
represent a transfer of energy.
											Wind blowing across the ocean accelerates 
water particles near the surface,
											leading to the growth of ripples 
that become waves.
											These deviations from the flat surface 
are acted upon by gravity,
											which tries to restore the surface 
to its original flat state.
											As the waves then move through the water,
											particles push and pull on their neighbors
through the wave induced pressure,
											and this motion propagates energy through 
the water in unison with the wave motion.
											The motion of these particles
											is much more limited than the 
overall motion of the waves.
											Near the shore,
											the shallower seafloor constrains 
the motion of the waves
											to occur in a more limited region 
than out at sea,
											concentrating the wave energy 
near the surface.
											If the topography of the shoreline 
is even and smooth,
											this will refract the waves 
to become more
											parallel to the shore as they approach.
									","
											Peki sörfçüler bu arada neyi bekliyor?
											Tabii ki mükemmel dalgayı!
											Fizikteki diğer dalgalar gibi okyanus 
dalgası da enerji transferi sonucu oluşur.
											Okyanustan geçen rüzgârlar, dalgacıkların 
dalgalara dönüşmesini sağlayarak
											yüzeye yakın taneciklere ivme kazandırır.
											Bu sapmalar ise yüzeyi
orijinal düz hâline getirmeye çalışan
											yer çekimi tarafından oluşturulurlar.
											Bu dalgalar suda hareket ettikçe
											tanecikler, dalgaların başlattığı 
basınçla etrafındakileri iter ve çeker
											ve bu hareket, dalga hareketiyle birlikte 
suya doğru bir enerji yayar.
											Bu taneciklerin hareketleri
											dalgaların tüm hareketlerinden 
daha da kısıtlıdır.
											Kıyıya yakın yerlerde,
											sığ deniz tabanı 
dalgaların hareketlerini kısıtlar
											ve böylece dalgalar, yüzeye yakın 
yerlerde dalga enerjisini yoğunlaştırarak
											daha kısıtlı bir alanda meydana gelirler.
											Kıyı şeridinin topografisinin 
eşit ve pürüzsüz olması
											dalgaların kıyıya yaklaştıkça
											daha da paralel olmalarını sağlar.
									","
											Y, ¿qué esperas exactamente?
											La ola perfecta, claro.
											Como otras olas en física, las olas 
del océano transfieren energía.
											El viento que sopla en el océano acelera 
las partículas de agua de la superficie,
											llevando a aumentar las ondas
que se convertirán en olas.
											La gravedad actúa sobre estas 
desviaciones de la superficie plana,
											y trata de restaurar la superficie
a su estado original, plano.
											Mientras las olas se mueven por el agua
											las partículas empujan y tiran de sus 
vecinas con la presión que induce la ola;
											este movimiento propaga la energía por 
el agua junto con el movimiento de la ola.
											El movimiento de esas partículas
											es mucho más limitado
que el movimiento total de las olas.
											Cerca de la orilla,
											el fondo del mar, menos profundo,
restringe el movimiento de las olas
											a una región más limitada 
que en mar adentro,
											concentrando la energía de la ola
cerca de la superficie.
											Si la topografía de la costa
es uniforme y lisa,
											las olas se refractarán 
y se volverán
											más paralelas a la orilla a medida 
que se van acercando.
									",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
","
","
",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
											This is the crucial moment.
											As the wave gets near,
											you quickly pivot your board 
in the same direction as the wave
											and paddle to match its speed.
											Your board forms an angle with the water,
											and this creates a dynamic pressure 
on the bottom of it,
											forcing you and your board 
out of the water,
											to skim along the surface.
											At the same time,
											your increased forward momentum 
makes you more stable,
											allowing you to stand up 
and surf along the wave.
									","
											İşte bu an çok önemli bir an!
											Dalga yaklaştıkça sörfçü
											tahtasını dalgayla aynı yöne dördürmeli
											ve dalganın hızına ayak uydurmak için 
kulaç atmalıdır.
											Sörf tahtası suyla bir açı oluşturur
											ve bu da tahtanın altında,
dinamik basınç oluşturur.
											Bu basınç ise sörfçüyü ve tahtasını 
yüzeyle birleştirerek
											suyun üstünde durmalarını sağlar.
											Aynı zamanda, ileri doğru kazanılan 
ivme sörfçünün
											ayakta durmasını ve dalgayla birlikte 
hareket etmesini sağlayarak
											daha sabit durmasını mümkün kılar.
									","
											Este es el momento crucial.
											Cuando las olas se acercan,
											tú, rápidamente, giras tu tabla
en la misma dirección que la ola
											y remas para igualar su velocidad.
											Tu tabla forma un ángulo con el agua,
											y eso crea una presión dinámica
en el fondo de la tabla,
											forzándote a ti y a tu tabla
a estar fuera del agua,
											rozando la superficie.
											Al mismo tiempo,
											el aumento de tu impulso hacia adelante
te da más estabilidad,
											permitiéndote estar de pie
y surfear junto a la ola.
									",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
","
","
",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
"
											Now you’ve caught the wave,
											and are riding along its front 
face parallel to the shoreline.
											Fins on the surfboard allow you to alter 
your speed and direction
											by repositioning your weight.
											Above you is the wave’s crest,
											where the water particles are undergoing
their greatest acceleration.
											That forces them to move faster 
than the underlying wave,
											so they shoot ahead before falling under
gravity’s influence.
											This forms the waves’ characteristic
curls, or jets,
											as they break along the shore.
											Sometimes, the curl might completely 
enclose part of the wave,
											forming a moving tube of water 
known as the barrel.
											Because of irregularities in the seafloor 
and the swell itself,
											few barrels last as long as the legendary 
27-second ride off the coast of Namibia.
											But many who manage to get barreled
											have said they feel time 
passing differently inside,
											making it one of the most magical 
experiences a surfer can have.
									","
											Sörfçü, dalgayı yakaladığında
											kıyı şeridine doğru dalganın ön yüzüne
paralel bir şekilde gider.
											Sörf tahtasında bulunan kanatçıklar ise 
ağırlığın yerini değiştirerek
											hız ve yön kontrolü sağlar.
											Üst tarafta görülene ise
dalga tepesi deniyor
											ve bu su taneciklerinin 
en çok ivme kazandıkları yer.
											Bu da sörfçülerin alttaki dalgadan
daha hızlı gitmelerini sağlar
											böylece yer çekimi sayesinde dalganın 
altında kalmadan hızla öne geçerler.
											Tüm bunlar kıyıya yaklaşan dalgaların 
jet de denilen
											kendine has kıvrımlarını oluşturur.
											Bazen bu kıvrımlar 
dalganın bazı kısımlarını
											""fıçı"" denen hareketli su tüneli 
oluşturarak tamamen çevreleyebilirler.
											Deniz tabanındaki bozukluklar 
ve şişkinlikler yüzünden
											az sayıda ""fıçı"" Namibya kıyısındaki
27 saniye rekoruna ulaşabilir.
											Bu ""fıçı"" şeklini başarabilen 
birçok insan ise
											bunu bir sörfçünün yaşayabileceği 
en büyülü deneyim olarak görüyorlar
											çünkü içeride zamanın farklı ilerlediğini 
hissettiklerini söylüyorlar.
									","
											Ahora, capturaste la ola
											y te desplazas a lo largo de su parte 
delantera, paralelo a la costa.
											Las quillas en la tabla te permiten
alterar la velocidad y la dirección
											al reposicionar tu peso.
											Por encima tuyo está la cresta de la ola,
											donde las partículas del agua 
experimentan su mayor aceleración.
											Eso las fuerza a moverse más rápido
que la ola subyacente,
											así que se dispara hacia adelante antes 
de caer por la fuerza de gravedad.
											Eso forma las características curvas
o chorros a presión de las olas
											cuando rompen en la orilla.
											Algunas veces, la curva encierra
completamente parte de la ola,
											formando un tubo de agua 
en movimiento conocido como barril.
											Por las irregularidades del fondo 
del mar y el oleaje en sí mismo,
											pocos barriles duran tanto como 
el legendario de 27 segundos en Namibia.
											Pero muchos de los que
han logrado domar el barril
											dicen que sienten que el tiempo pasa
en forma diferente mientras están dentro,
											convirtiéndola en una de las experiencias
más mágicas que un surfista puede tener.
									",The physics of surfing,Nick Pizzo,4:20,"animation,TED-Ed,history,physics,water,oceans,geology"
