en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
											The brain is an amazing and complex organ.
											And while many people
are fascinated by the brain,
											they can't really tell you that much
											about the properties
about how the brain works
											because we don't teach
neuroscience in schools.
									","
											El cerebro es un órgano
asombroso y complejo.
											Y aunque muchos están
fascinados con el cerebro,
											realmente no se conocen mucho
											las propiedades
funcionales del cerebro
											porque no enseñamos
neurociencia en la escuela.
									","
											O cérebro é um órgão espantoso e complexo.
											Embora muita gente se fascine com cérebro,
não conseguem dizer muito
											sobre as suas propriedades e funcionamento
											porque não se ensina
neurociência nas escolas.
									","
											Das Gehirn ist komplex und faszinierend.
											Viele Leute sind vom Gehirn beeindruckt,
											doch nur wenige wissen überhaupt
											wie das menschliche Gehirn funktioniert,
											da es an Schulen nicht unterrichtet wird.
									",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
","
","
","
",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
											And one of the reasons
why is that the equipment
											is so complex and so expensive
											that it's really only done at major
universities and large institutions.
											And so in order to be able
to access the brain,
											you really need to dedicate your life
											and spend six and a half years
as a graduate student
											just to become a neuroscientist
to get access to these tools.
									","
											Y una de las razones
											es que los equipos son 
tan complejos y caros
											que estos trabajos solo se hacen en las 
grandes universidades e instituciones.
											Así que, con para poder
acceder al cerebro,
											realmente hay que dedicarse
											a pasar 6 años y medio
como estudiante de posgrado
											solo para ser neurocientífico
y tener acceso a estas herramientas.
									","
											Uma das razões é que o equipamento
											é tão complexo e tão caro
											que só se faz realmente nas principais
universidades e grandes instituições.
											Para acedermos ao cérebro,
											temos que dedicar a nossa vida
											e seis anos e meio como
estudante universitário
											para sermos um neurocientista e termos
acesso a estas ferramentas.
									","
											Ein Grund dafür ist,
											dass die Ausrüstung
sehr komplex und teuer ist.
											So wird nur an großen Unis und 
wichtigen Institutionen daran geforscht.
											Um sich wirklich mit dem Gehirn 
auseinandersetzen zu können,
											muss man es quasi zu 
seiner Lebensaufgabe machen
											und mindestens 6 1/2 Jahre studieren —
											nur, um Hirnforscher zu werden
und die passenden Geräte zu haben.
									",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
","
","
","
",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
											And that's a shame
because one out of five of us,
											that's 20 percent of the entire world,
will have a neurological disorder.
											And there are zero cures
for these diseases.
											And so it seems that
what we should be doing
											is reaching back earlier
in the eduction process
											and teaching students about neuroscience
so that in the future,
											they may be thinking about possibly
becoming a brain scientist.
									","
											Y eso es una pena porque 1 de cada 5,
es decir un 20 % del mundo
											sufrirá de un trastorno neurológico.
											Y no hay cura para estas enfermedades.
											Y por eso, parece que 
lo que deberíamos hacer
											es empezar pronto en 
el proceso de educación
											y enseñar neurociencia a los estudiantes 
para que en el futuro,
											ellos barajen la posibilidad
de ser neurocientíficos.
									","
											É pena, porque um em cada cinco de nós,
											cerca de 20% de todo o mundo, terão
uma perturbação neurológica.
											Não há cura para estas perturbações.
											Parece que o que devíamos fazer
											era atuar mais cedo no processo educativo
											e ensinar neurociência aos estudantes,
para que no futuro
											ponderem a possibilidade de se tornarem
cientistas do cérebro.
									","
											Das ist bedauerlich, denn zukünftig
wird jeder 5. von uns —
											also rund 20 % der Bevölkerung — 
an einer neurologischen Erkrankung leiden.
											Dagegen gibt es noch nichts.
											Daher scheint es, am besten zu sein,
											Neurobiologie schon früh zu unterrichten,
											sodass man in Zukunft darauf hoffen kann,
											dass sich mehr Leute dafür 
entscheiden, Hirnforscher zu werden.
									",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
","
","
","
",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
											When I was a graduate student,
my lab mate Tim Marzullo and myself,
											decided that what if we took
this complex equipment that we have
											for studying the brain and made it simple
enough and affordable enough
											that anyone that you know, an amateur
or a high school student,
											could learn and actually participate
in the discovery of neuroscience.
									","
											Cuando yo era estudiante graduado,
											junto con mi compañero de 
laboratorio Tim Marzullo
											pensamos en tomar todo ese 
equipo complejo que tenemos
											para estudiar el cerebro
y transformarlo en algo sencillo
											y lo suficientemente asequible
											para que cualquiera, un aficionado
o un estudiante de secundaria,
											pueda aprender y realmente participar
en los descubrimientos neurocientíficos.
									","
											Quando era universitário, eu e o meu
colega de laboratório, Tim Marzullo,
											decidimos pegar neste complexo equipamento
que temos para estudar o cérebro
											e torná-lo mais simples e barato
											de modo a que todos, um amador
ou um estudante do liceu,
											pudessem aprender e participar de facto
nas descobertas da neurociência.
									","
											Als ich noch Student war, fanden mein 
Kommilitone Tim Marzullo und ich,
											dass jeder mit Hirnforschungs-
Equipment arbeiten könne,
											wenn wir dafür sorgen, es einfacher 
und günstiger zu machen.
											Wirklich jeder, ob Amateur oder Schüler,
											könnte sich dann aktiv 
mit dem Thema befassen.
									",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
","
","
","
",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
"
											And so we did just that.
											A few years ago, we started
a company called Backyard Brains
											and we make DIY neuroscience equipment
and I brought some here tonight,
											and I want to do some demonstrations.
											You guys want to see some?
									","
											Así que hicimos precisamente eso.
											Hace unos años fundamos una compañía 
llamada Backyard Brains
											que ofrecía un kit doméstico para la
neurociencia y que traje aquí esta noche,
											ya que quiero hacer
alguna demostración.
											¿Quieren ver alguna?
									","
											Foi precisamente o que fizemos.
											Há alguns anos, criámos a empresa
Backyard Brains
											e fizemos equipamento 
de neurociência caseiro.
											Trouxe algum hoje e quero
fazer algumas demonstrações.
											Querem ver algumas?
									","
											Genau das haben wir getan.
											Vor ein paar Jahren gründeten wir
die Firma ""Backyard Brains""
											und stellen Hirnforschungs-Equipment 
zum selber bauen her.

											Ich habe heute etwas mitgebracht,
um Ihnen etwas vorzuführen.
											Haben Sie Interesse?
									",How to control someone else's arm with your brain,Greg Gage,5:52,"TED Fellows,brain,demo,neuroscience,science,biotech,physiology,technology,biology"
