en,es,fr,title,speaker,duration,tags
"
","
","
",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
											I was recently traveling
in the Highlands of New Guinea,
											and I was talking with a man
who had three wives.
											I asked him, ""How many wives
would you like to have?""
											And there was this long pause,
											and I thought to myself,
											""Is he going to say five?
											Is he going to say 10?
											Is he going to say 25?""
											And he leaned towards me
											and he whispered, ""None.""
									","
											Hace poco de viaje por
las tierras altas de Nueva Guinea,
											estuve hablando con un hombre
que tenía tres esposas.
											Le pregunté: ""¿Cuántas esposas
le gustaría tener?""
											Hizo una pausa larga
											y pensé para mí:
											""¿Va a decir cinco?
											¿Va a decir 10?
											¿Va a decir 25?""
											Y se inclinó hacia mí
											y susurró: ""Ninguna"".
									","
											Récemment, j'ai voyagé
dans les hauteurs de la Nouvelle-Guinée
											et j'ai parlé à un homme
qui a trois femmes.
											Je lui ai demandé
combien de femmes il aimerait avoir.
											Il y a eu une longue pause,
											je me suis demandé
											s'il allait dire 5,
											s'il allait dire 10,
											s'il allait dire 25.
											Il s'est penché vers moi
											et il a murmuré : « Aucune. »
									",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
","
","
",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
","
","
",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
											Eighty-six percent of human societies
permit a man to have several wives:
											polygyny.
											But in the vast majority
of these cultures,
											only about five or ten percent of men
actually do have several wives.
											Having several partners
can be a toothache.
											In fact, co-wives can
fight with each other,
											sometimes they can even poison
each other's children.
											And you've got to have
a lot of cows, a lot of goats,
											a lot of money, a lot of land,
											in order to build a harem.
									","
											El 86 % de las sociedades permiten 
que un hombre tenga varias esposas:
											la poligamia.
											Pero en la gran mayoría
de estas culturas,
											solo un 5 % o un 10 % de los hombres
en realidad tienen varias esposas.
											Tener varias parejas
puede ser un dolor de muelas.
											De hecho, las coesposas 
pueden pelearse entre sí,
											a veces incluso pueden envenenar
a los hijos de las otras.
											Y hay que tener muchas vacas,
muchas cabras,
											mucho dinero, mucha tierra,
											para tener un harem.
									","
											86% des sociétés humaines autorisent
l'homme à avoir plusieurs femmes :
											la polygynie.
											Mais dans la grande majorité
de ces cultures,
											seulement entre 5% et 10% des hommes
ont réellement plusieurs femmes.
											Avoir plusieurs partenaires
peut être douloureux.
											Les co-femmes peuvent
se battre entre elles,
											parfois elles peuvent même
empoisonner les enfants des autres.
											Et il vous faudrait
beaucoup de vaches, de chèvres,
											d'argent, de terres
											pour construire un harem.
									",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
","
","
",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
											We are a pair-bonding species.
											Ninety-seven percent of mammals
do not pair up to rear their young;
											human beings do.
											I'm not suggesting that we're not —
											that we're necessarily
sexually faithful to our partners.
											I've looked at adultery in 42 cultures,
											I understand, actually,
some of the genetics of it,
											and some of the brain circuitry of it.
											It's very common around the world,
											but we are built to love.
									","
											Somos una especie de vínculos de a pares.
											El 97 % de los mamíferos no forma 
pareja para criar a su prole;
											los humanos sí.
											No estoy sugiriendo que no...
											que necesariamente seamos fieles 
a nuestra pareja en el sexo.
											He observado adulterio en 42 culturas,
											entiendo, de hecho, 
parte de su componente genética,
											y parte de su componente cerebral.
											Es muy común en todo el mundo,
											pero estamos hechos para amar.
									","
											Notre espèce fonctionne par couples.
											97% des mammifères n'élèvent pas
leurs petits en couple ;
											les humains si.
											Je ne suggère pas
que nous ne sommes pas —
											que nous sommes sexuellement fidèles
envers nos partenaires.
											J'ai étudié l'adultère dans 42 cultures,
											j'en comprends, en partie, la génétique
											et les circuits cérébraux.
											Cela est devenu commun à travers le monde
											mais nous sommes faits pour aimer.
									",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
","
","
",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
"
											How is technology changing love?
											I'm going to say almost not at all.
											I study the brain.
											I and my colleagues have put
over 100 people into a brain scanner —
											people who had just
fallen happily in love,
											people who had just been rejected in love
											and people who are in love long-term.
											And it is possible
to remain ""in love"" long-term.
											And I've long ago maintained
											that we've evolved three distinctly
different brain systems
											for mating and reproduction:
											sex drive,
											feelings of intense romantic love
											and feelings of deep cosmic
attachment to a long-term partner.
											And together, these three brain systems —
											with many other parts of the brain —
											orchestrate our sexual,
our romantic and our family lives.
									","
											¿Cómo la tecnología 
está cambiando el amor?
											Diré que casi nada.
											Yo estudio el cerebro.
											Junto a mis colegas hemos colocado a más 
de 100 personas en un escáner cerebral...
											personas que acababan 
de enamorarse felizmente,
											personas que acaban de ser 
rechazadas en el amor
											y personas que hace mucho
que están enamoradas.
											Y es posible permanecer
""enamorados"" mucho tiempo.
											Desde hace mucho tiempo mantengo
											que hemos evolucionado tres sistemas 
cerebrales diferentes
											para el apareamiento y la reproducción:
											el deseo sexual,
											el sentimiento de amor romántico intenso
											y el sentimiento de unión cósmica 
profunda a una pareja a largo plazo.
											Y juntos, estos tres sistemas cerebrales,
											con muchas otras partes del cerebro,
											orquestan nuestra vida sexual,
nuestra vida romántica y familiar.
									","
											Comment la technologie
change-t-elle l'amour ?
											Je vais dire : « Presque pas. »
											J'étudie le cerveau.
											Mes collègues et moi avons mis
plus de 100 personnes dans un scanner —
											des gens qui venaient de tomber amoureux,
											qui venaient d'être rejetés
											et des amoureux de long terme.
											Et il est possible de rester « amoureux »
sur du long terme.
											Il y a longtemps, j'ai soutenu
											que nous avions développé
trois systèmes cérébraux distincts
											pour l'accouplement et la reproduction :
											le désir sexuel,
											le sentiment d'amour intense
											et le sentiment d'attachement
cosmique profond
											envers un partenaire de long terme.
											Et ensemble,
ces trois systèmes cérébraux —
											avec beaucoup
d'autres parties du cerveau —
											orchestrent nos vies sexuelle,
romantique et familiale.
									",Technology hasn't changed love. Here's why,Helen Fisher,19:05,"anthropology,communication,compassion,humanity,love,Internet,personal growth,personality,relationships,society,technology"
