es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
											Yo hago dos cosas, diseño computadora móviles y estudio cerebros.
											Y la charla de hoy se trata de cerebros y,
											¡Si! En algún lugar tengo un fan de cerebros.
											(Risas)
											Voy a, si me pueden poner la primera diapositiva,
											y verán el titulo de mi platica y mis dos afiliaciones.
											Así que de lo que voy a hablar, es el porqué no tenemos una buena teoría acerca del cerebro,
											porque es importante que desarrollemos una y qué podemos hacer al respecto.
											Intentaré hacer eso en 20 minutos. Tengo dos afiliaciones.
											La mayoría de ustedes me conocen por mis días de Palm y Handspring
											pero también administro un instituto de investigación científica sin fines de lucro.
											llamado el Instituto Redwood de Neurociencia en Menlo Park,
											y estudiamos neurociencia teórica,
											y estudiamos como funciona la neo-corteza.
											Voy a hablar acerca de todo eso.
									","
											Benim iki işim var: taşınabilir bilgisayarlar tasarlıyorum ve beyni inceliyorum.
											Ve bugünkü konuşma beyinle ilgili —
											Hey! Oralarda bir yerde bir ""beyin hayranı"" var.
											(Kahkahalar)
											Eğer ilk slaydımı gösterebilirsem
											konuşmamım başlığını ve görevlerimi görebilirsiniz.
											Konuşmamda, neden iyi bir beyin teorimiz olmadığından,
											neden bir teori geliştirmemiz gerektiğinden ve bununla ilgili ne yapabileceğimizden bahsedeceğim.
											Bütün bunları 20 dakikada yapmaya çalışacağım. İki görevim var.
											Çoğunuz beni Palm ve Handspring'ten tanıyorsunuz.
											Ama ben, kâr gütmeyen bir bilimsel araştırma enstitüsü olan ve
											Menlo Park'ta yer alan Redwood Nöroloji Enstitüsü'nü de yönetiyorum.
											Teorik nöroloji alanında araştırmalar yapıyoruz.
											Neokorteksin işleyişini araştırıyoruz.
											Bugün sadece bunlardan bahsedeceğim.
									","
											Je fais deux choses. Je conçois des ordinateurs portables, et j'étudie le cerveau.
											La conférence d'aujourd'hui parlera du cerveau, et
											super, il y a un fan des cerveaux dans la salle !
											(Rires)
											Maintenant, si on peut afficher mon premier slide là-haut,
											vous verrez le titre de ma conférence et mes deux affiliations.
											Donc, mon sujet sera la raison pour laquelle on n'a pas de bonne théorie de cerveau,
											pourquoi il est important qu'on en développe une, et ce qu'on peut faire pour ça.
											Et j'essayerai de faire tout ça en 20 minutes. J'ai deux affiliations.
											La plupart d'entre vous me connaissent par mon travail chez Palm et Handsprings,
											mais je gère aussi un institut de recherche à but non lucratif,
											appelé ""Redwood Neuroscience Institute"", à Menlo Park,
											où on étudie la neuroscience théorique
											et comment fonctionne le néocortex.
											C'est de cela en particulier que je vais parler.
									","
											Ich mache zwei Dinge. Ich entwerfe tragbare Computer und erforsche das Gehirn.
											Im heutigen Vortrag geht es um das Gehirn und,
											juhu, irgendwo da draußen ist ein Gehirnfan.
											(Lachen)
											Ich werde, kann ich meine erste Folie haben,
											und ihr werdet den Titel des Vortrags und meine zwei Leidenschaften sehen.
											Ich werde darüber sprechen warum wir keine gute Gehirntheorie haben,
											warum es wichtig ist, dass wir eine entwickeln und was wir dafür tun können.
											Ich werde all das in 20 Minuten versuchen. Ich habe zwei Leidenschaften.
											Die meisten von euch kennen mich aus meinen Palm und Handspring Tagen.
											aber ich leite außerdem ein gemeinnütziges Forschungsinstitut
											mit dem Namen Redwood Neuroscience Institute in Menlo Park
											und wir erforschen theoretische Neurowissenschaft.
											und wir erforschen die Funktionsweise des Neocortex.
											Darüber werde ich euch berichten.
									",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
","
","
","
",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
											Tengo sólo una diapositiva sobre mi otra vida, las computadoras, y es ésta.
											Estos son algunos de los productos que desarrollé en los últimos 20 años,
											empezando desde la muy original laptop hasta algunas de las primeras computadoras de panel.
											y así sucesivamente, hasta llegar recientemente al Treo.
											y continuamos haciendo ésto.
											Y he hecho ésto porque realmente creo que la computación móvil
											es el futuro de la computación personal, y estoy intentando hacer un mundo
											un poco mejor, trabajando sobre estas cosas.
											Pero esto fue, tengo que admitir, un accidente.
											Realmente no quise crear ninguno de estos productos
											y muy temprano en mi carrera decidí
											que no iba a estar en la industria de la computación.
									","
											Hayatımın diğer kısmıyla, bilgisayarlarla, ilgili bir tek slayt var, o da bu.
											Bunlar, ilk dizüstü bilgisayarlardan başlayarak, ilk tablet bilgisayarlara
											ve son olarak Treo'ya kadar, son 20 senedir üzerinde çalıştığım
											ürünlerden bazıları;
											ve buna devam ediyoruz.
											Bunu yaptım çünkü gerçekten inanıyorum ki,
											kişisel bilgisayarların geleceği taşınabilir bilgisayar kullanımında,
											ve bunlar üzerinde çalışarak Dünya'ya bir katkım olsun istiyorum.
											Ama bu, itiraf etmeliyim, bir kazaydı.
											Bu ürünleri yapmayı hiç istememiştim,
											ve daha kariyerimin başındayken
											bilgisayar endüstrisine girmemeye karar vermiştim.
									","
											J'ai un slide qui concerne mon autre vie, ma vie informatique, c'est celui-là.
											Voici quelques uns des produits sur lesquels j'ai travaillé ces 20 dernières années,
											du tout premier ordinateur portable à certaines des premières tablettes informatiques,
											et ainsi de suite jusqu'au Treo le plus récemment,
											et on continue à travailler dessus.
											J'ai fait cela car je crois vraiment que l'informatique mobile
											est le futur de l'informatique personnelle, et j'essaie de rendre le monde
											un peu meilleur en travaillant sur ces choses.
											Mais tout cela était, je dois l'avouer, totalement un accident.
											En fait, je ne voulais faire aucun de ces produits
											et très tôt dans ma carrière j'ai décidé
											que je n'irais pas dans l'industrie informatique.
									","
											Ich habe eine Folie über den andren Teil meines Lebens, mein Computerleben, diese Folie.
											Dies sind einige der Produkte an denen ich in den letzten 20 Jahren gearbeitet habe,
											beginnend mit dem originalen Laptop, bis zu einigen der ersten Tablet-PCs
											usw. und schließlich mit dem Treo
											und wir arbeiten weiter an diesen Dingen.
											Ich habe dies getan, weil ich wirklich glaube das Mobile Computer
											die Zukunft des PCs sind und ich versuche die Welt
											ein bisschen besser zu machen, indem ich daran arbeite.
											All dies war zugegeben ein Zufall.
											Ich wollte diese Produkte nicht wirklich entwerfen
											und sehr früh in meiner Karriere entschied ich mich,
											dass ich nicht in der Computer Industrie sein werde.
									",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
","
","
","
",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
											Y antes de comentarles de todo eso, tengo que decirles
											que esta pequeña imagen de graffiti que saqué de la red el otro día.
											Estaba buscando una imagen de graffiti, un pequeño lenguaje de entrada de texto,
											y encontré el sitio web dedicado a maestros que quieren hacer estos,
											texto escrito en la parte superior de sus pizarrones,
											y le habían agregado graffiti, y lo lamento.
									","
											Buna girmeden önce, geçen gün İnternet'ten bulduğum
											şu resimde gördüğünüz Graffiti'den bahsedeyim sizlere.
											Graffiti'nin bir resmi arıyordum, metin girmek için basit bir dil.
											Kara tahtaların üzerine asılan fişler olur ya hani?
											Onlardan hazırlamak isteyen öğretmenlere yönelik bir site buldum.
											O fişlere duvar yazılarını eklemişler, ve bu yüzden özür dilerim.
									","
											Et avant que je ne vous raconte ça, il faut juste que je vous parle
											de cette petite image de graffiti que j'ai récupéré sur Internet l'autre jour.
											Je cherchais une image de graffiti, un petit langage de saisie de texte,
											et j'ai trouvé le site dédié aux enseignants qui veulent en faire,
											vous savez, le script qui écrit des choses en haut de leur tableau,
											et ils y avaient ajouté des graffiti, ce dont je suis désolé.
									","
											Und bevor ich Ihnen davon erzähle, muss ich noch
											von diesem kleinen Graffiti Bild erzählen, dass ich im Web gefunden habe.
											Ich war auf der Suche nach einem Graffiti Bild, kleine Texteingabe-Sprache
											und fand diese Webseite die Lehrern gewidmet war, die diese machen wollten,
											diese Schriftzug-Dinger im oberen Teil ihrer Tafel,
											und sie hatten Graffiti hinzugefügt - und das tut mir leid.
									",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
","
","
","
",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
											(Risas)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Lachten)
									",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
","
","
","
",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
"
											Así que lo que pasó fue, que cuando era joven y terminé la escuela de ingeniería,
											Cornell en el 79, decidí, que trabajaría para Intel.
											Yo estaba en la industria de las computadoras y a los tres meses de eso,
											me enamoré de otra cosa y dije, ""Me equivoque de carrera aquí,""
											y me enamoré de los cerebros.
											Esto no es un cerebro de verdad. Esto es una imagen de uno en arte lineal.
											Pero no recuerdo exactamente como sucedió,
											pero tengo un recuerdo, que es bastante fuerte en mi mente.
											En septiembre 1979, Scientific American (Revista) publicó
											un número de un sólo tema acerca del cerebro. Y fue bastante bueno.
											Fue uno de los mejores números publicados. Y escribieron sobre la neurona,
											el desarrollo, enfermedad, la visión y todas las cosas
											que quisieras saber acerca de los cerebros. Esto fue bastante impresionante.
									","
											Ben gençken, mühendislik fakültesini bitirdikten sonra,
											— Cornell, '79 — Intel'de çalışmaya başladım.
											Bilgisayar endüstrisine girmiştim ama üç ay sonra
											başka bir şeye vuruldum. Ardından, ""Yanlış kariyeri seçmişim"" dedim
											ve beyne aşık oldum.
											Bu gerçek bir beyin değil. Bir beyin resmi, basit bir çizim.
											Tam olarak nasıl olduğunu hatırlamıyorum,
											ama aklımda yer etmiş önemli bir anım var.
											1979 Eylül'ünde, Scientific American dergisinin
											dosya konusu beyindi. Ve oldukça iyiydi.
											Çıkardıkları en iyi sayılardan biriyidi. Nörondan, beynin gelişiminden,
											hastalığından, görme yetisinden ve beyinle ilgili
											merak ettiğiniz her şeyden bahsediyordu. Gerçekten etkileyiciydi.
									","
											Donc, ce qui c'est passé, c'est que dans ma jeunesse, après être sorti de l'école d'ingénieur
											Cornell en 1979, j'ai décidé d'aller travailler pour Intel.
											J'étais dans l'industrie informatique, et au bout de trois mois là-dedans,
											je suis tombé amoureux d'autre chose, et je me suis dit: ""Je me suis trompé de carrière"",
											et je suis tombé amoureux des cerveaux.
											Ça n'est pas un vrai cerveau. C'est une image, un dessin.
											Je ne me souviens pas exactement comment ça s'est passé,
											mais j'ai un souvenir, assez net dans mon esprit.
											En septembre 1979, le magazine Scientific American
											avec un numéro spécial sur le cerveau. Et il était assez bon.
											Ce fut l'un de leurs meilleurs numéros. Ils parlaient de neurones,
											du leurs développement et de leurs maladies, de la vue,
											et de tout ce qu'on pouvait désirer savoir sur le cerveau. C'était vraiment impressionnant.
									","
											Was also passiert ist, als ich jung war und mit der Ingenieurschule fertig war,
											1979 in Cornell, entschied ich mich für Intel zu arbeiten.
											Ich war in der Computer Industrie und drei Monate danach,
											verliebte ich mich in etwas andres und sagte mir: ""Ich habe die falsche Karriereentscheidung getroffen""
											ich verliebte mich in Gehirne.
											Dies ist kein echtes Gehirn. Es ist ein Bild von einem, eine Linien-Zeichnung.
											Ich erinnere mich nicht genau wie es passiert ist
											aber ich habe eine Erinnerung, die ziemlich stark in meiner Erinnerung ist.
											Im September 1979, wurde Scientific American veröffentlicht
											mit einer Ein-Themen Ausgabe über das Gehirn. Und sie war ziemlich gut.
											Es war eine der besten Ausgaben jemals. Sie sprachen über Neuronen
											und Entwicklung und Erkrankungen und Sehkraft und all diese Dinge
											die man über das Gehirn wissen möchte. Ich war wirklich erstaunt.
									",How brain science will change computing,Jeff Hawkins,20:11,"AI,brain,cognitive science,computers,intelligence,memory,science,technology"
