en,pt,es,fr,title,speaker,duration,tags
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											I'm a storyteller,
											but I'm also a troublemaker.
									","
											Eu sou contadora de histórias,
											mas também sou agitadora.
									","
											Soy narradora
											y también algo conflictiva.
									","
											Je suis une narratrice,
											et aussi un élément perturbateur.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											And I have a habit
of asking difficult questions.
											It started when I was 10 years old,
											and my mother, who was raising
six children, had no time for them.
											At 14, fed up with my increasingly
annoying questions,
											she recommended that I begin writing
for the local English-language newspaper
											in Pakistan,
											to put my questions out
to the entire country, she said.
									","
											Tenho o hábito
de fazer perguntas difíceis.
											Começou quando eu tinha 10 anos.
											A minha mãe, que criava seis filhos,
não tinha tempo para nós.
											Aos 14 anos, farta das minhas perguntas
cada vez mais irritantes,
											recomendou que eu começasse a escrever
											para um jornal local
de língua inglesa, no Paquistão,
											""para fazer as minhas perguntas
a todo o país"", segundo disse.
									","
											Y tengo por costumbre 
plantear preguntas difíciles.
											Empecé con diez años
											y mi madre, que criaba a seis hijos, 
no tenía tiempo para responderlas.
											Con 14 años, harta de mis preguntas
cada vez más molestas,
											me aconsejó empezar a escribir 
para el periódico local en inglés
											en Pakistán,
											para plantear mis preguntas 
a todo el país, me dijo.
									","
											J'ai l'habitude de poser
des questions difficiles.
											J'ai commencé à l'âge de 10 ans
											et ma mère, qui a élevé six enfants,
n'avait pas le temps pour y répondre.
											A 14 ans, fatiguée de mes questions
de plus en plus énervantes,
											elle m'a conseillé de commencer à écrire
pour le journal anglophone national
											du Pakistan,
											pour extérioriser mes questions
à tout le pays, a-t-elle dit.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											At 17, I was an undercover
investigative journalist.
											I don't even think my editor knew
just how young I was
											when I sent in a story
that named and shamed
											some very powerful people.
									","
											Aos 17 anos, eu era jornalista
de investigação, disfarçada.
											Acho que nem o meu editor sabia
a idade que eu tinha,
											quando enviei uma história
que referia e envergonhava
											algumas pessoas muito poderosas.
									","
											Con 17, era una periodista 
de investigación encubierta.
											No creo que mi editor 
supiera lo joven que era
											cuando le envié un artículo
que señalaba y culpaba
											a gente muy poderosa.
									","
											A 17 ans, j'étais une journaliste
d'investigation sous couverture.
											Je ne pense même pas que mon rédacteur
savait à quel point j'étais jeune
											quand j'ai écrit un article incriminant
											des personnes très puissantes.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
