en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											I have never been arrested,
											never spent a night in jail,
											never had a loved one
thrown into the back of a squad car
											or behind bars,
											or be at the mercy of a scary,
confusing system
											that at best sees them with indifference,
											and at worst as monstrous.
											The United States of America locks up
more people than any other nation
											on the planet,
											and Louisiana is our biggest incarcerator.
											Most of you are probably like me —
											lucky.
											The closest we get to crime and punishment
is likely what we see on TV.
											While making ""Unprisoned,""
											I met a woman who used to be like us —
											Sheila Phipps.
									","
											Je n'ai jamais été arrêtée,
											je n'ai jamais passé de nuit en prison,
											je ne connais personne qui n'ait été
jetée à l'arrière d'une voiture de police
											ou derrière les barreaux,
											ou qui dépende
d'un système effrayant, confus,
											qui, au mieux,
le traite avec indifférence,
											au pire comme un monstre.
											Le taux d'incarcération
aux États-Unis est le plus élevé
											au monde,
											l'État de Louisiane en tête.
											La plupart d'entre vous
êtes sûrement comme moi,
											chanceux.
											Les crimes et les peines, on ne les
connaît qu'à travers la télévision.
											En réalisant « Unprisoned »,
											j'ai rencontré
une femme qui était comme nous,
											Sheila Phipps.
									","
											Nunca me han arrestado,
											nunca he pasado una noche en la cárcel,
											nunca han metido a un ser querido en 
la parte de atrás de un coche de policía
											o entre rejas,
											ni he estado a merced de
un sistema confuso y que da miedo
											y que en los mejores casos
les mira con indiferencia
											y en los peores como a monstruos.
											Estados Unidos encarcela a más gente
que cualquier otra nación
											del planeta,
											y Luisiana es nuestro mayor encarcelador.
											Probablemente la mayoría 
de Uds. sean como yo,
											afortunados.
											Lo más cerca que estamos del crimen
y del castigo es a través de la TV.
											Mientras hacían ""Unprisoned""
											conocí a una mujer 
que solía ser como nosotros,
											Sheila Phipps.
									","
											Hiç tutuklanmadım.
											Hapishanede bir gece geçirmedim.
											Sevdiğim biri hiç 
devriye arabasının arkasına atılmadı
											ya da parmaklıkların arkasına.
											Korkunç, karışık bir sistemin
insafına bırakılmadım.
											En iyi ihtimalle onlara kayıtsız kalacak,
en kötü onları canavar
											gibi görecek bir sistem.
											ABD diğer ülkelere kıyasla
daha fazla insan
											hapsediyor.
											Louisiana bu konuda ilk sırada.
											Çoğunuz muhtemelen benim gibi
											şanslı.
											Suç ve cezaya en fazla televizyonda 
izlediklerimizle yaklaşıyoruz.
											""Unprisoned""ı yaratırken
											eskiden bizim gibi olan
bir kadınla tanıştım.
											Sheila Phipps.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											(Recording) Sheila Phipps:
Before my son went to jail,
											I used to see people be on television,
											fighting, saying, ""Oh, this person
didn't do it and this person is innocent.""
											And you know, you snub them
or you dismiss them,
											and like, ""Yeah, whatever.""
											Don't get me wrong,
											there's a lot of people
who deserve to be in prison.
											There's a lot of criminals out here.
											But there are a lot of innocent
people that's in jail.
									","
											(Audio) Sheila P. :
Avant l'incarcération de mon fils,
											je voyais des gens à la télévision
											se battre, dire « Cette personne
n'a pas fait ça, elle est innocente. »
											Et vous les snobez, vous les ignorez
											et vous vous dites « Ouais, peu importe. »
											Ne vous méprenez pas,
											de nombreuses personnes
méritent d'être en prison.
											Il y a beaucoup de criminels ici.
											Mais il y a beaucoup
d'innocents en prison.
									","
											(Grabación) S. Phipps: Antes de que
mi hijo fuera a la cárcel
											solía ver a la gente en televisión,
											peleando, diciendo ""Oh, esta persona
no lo hizo y esta persona es inocente"".
											Y los desprecias o los subestimas,
											en plan, ""sí, lo que tú digas"".
											No me malinterpreten,
											hay mucha gente que merece 
estar en la cárcel.
											Hay muchos criminales en el mundo.
											Pero hay mucha gente inocente
que está en la cárcel.
									","
											(Kayıt) Sheila Phipps: 
Oğlum hapse girmeden önce
											televizyonda insanlar görürdüm,
											tartışıp,""Bu insan bunu yapmadı, 
bu kişi masum"" diyen.
											Onları ya küçümsüyoruz
ya da ciddiye almıyoruz,
											""Neyse ne"" diyoruz.
											Yanlış anlamayın,
											hapiste olmayı hak eden çok insan var.
											Dışarıda çok suçlu var.
											Ama hapiste masum pek çok insan var.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											EA: Sheila's son, McKinley,
is one of those innocent people.
											He served 17 years of a 30-year sentence
on a manslaughter charge.
											He had no previous convictions,
											there was no forensic
evidence in the case.
											He was convicted solely
on the basis of eyewitness testimony,
											and decades of research have shown
											that eyewitness testimony
isn't as reliable
											as we once believed it to be.
											Scientists say that memory isn't precise.
											It's less like playing back a video,
											and more like putting together a puzzle.
											Since 1989, when DNA testing
was first used to free innocent people,
											over 70 percent of overturned convictions
were based on eyewitness testimony.
											Last year,
											the district attorney whose office
prosecuted McKinley's case
											was convicted of unrelated
corruption charges.
											When this district attorney
of 30 years stepped down,
											the eyewitnesses
from McKinley's case came forward
											and said that they had been pressured
into testifying by the district attorneys,
											pressure which included
the threat of jail time.
											Despite this, McKinley is still in prison.
									","
											EA : Le fils de Sheila, McKinley,
fait partie de ces innocents.
											Il a purgé 17 ans d'une peine de 30 ans
pour homicide involontaire.
											Il n'avait aucun antécédent,
											il n'y avait aucune preuve matérielle
dans cette affaire.
											Sa condamnation ne repose que
sur les dires d'un témoin oculaire
											et des décennies
de recherches ont montré que
											les témoignages oculaires
ne sont pas aussi fiables
											que ce que l'on pensait.
											Les scientifiques disent que
la mémoire est imprécise.
											Ce n'est pas vraiment comme
revisionner une vidéo,
											mais plutôt comme assembler un puzzle.
											Depuis 1989, début de l'utilisation des
tests ADN pour libérer les innocents,
											plus de 70 % des condamnations annulées
reposaient sur des témoignages oculaires.
											L'année dernière,
											le procureur dont le cabinet avait intenté
des poursuites dans l'affaire McKinley
											a été accusé de corruption
dans une autre affaire.
											Lorsque ce procureur
exerçant depuis 30 ans a démissionné,
											le témoin oculaire dans cette affaire
est passé aux aveux
											et a déclaré avoir subi des pressions
de la part des procureurs pour témoigner,
											des pressions incluant
des menaces d'emprisonnement.
											Malgré cela,
McKinley est toujours en prison.
									","
											El hijo de Sheila, McKinley,
es uno de esos inocentes.
											Cumplió 17 años de una sentencia 
de 30 por homicidio involuntario.
											No tenía antecedentes,
											no había pruebas forenses.
											Le condenaron simplemente por 
el testimonio de un testigo,
											y décadas de investigaciones 
han demostrado
											que las declaraciones de 
los testigos no son tan fiables
											como solíamos pensar.
											Los científicos dicen 
que la memoria no es precisa.
											No es tanto como volver a ver un vídeo
											sino más bien como hacer un puzzle.
											Desde 1989, cuando el ADN se usó por 
primera vez para liberar gente inocente,
											casi el 70 % de las sentencias revocadas
estaban basadas en testimonios visuales.
											El año pasado,
											el fiscal del distrito cuyo bufete
procesó el caso de McKinley
											fue condenado por corrupción.
											Cuando este fiscal con más de 30 años
de experiencia fue apartado,
											los testigos del caso 
de McKinley confesaron
											y dijeron que fueron presionados por 
los fiscales del distrito para testificar,
											incluso con amenazas de pasar 
un tiempo en la cárcel.
											A pesar de eso McKinley 
todavía está en la cárcel.
									","
											EA: Sheila'nın oğlu McKinley
o masum insanlardan biri.
											30 yıllık adam öldürme cezasının
17 yılını tamamladı.
											Önceden sabıkası yoktu.
											Davada adli delil yoktu.
											Sadece görgü tanığının ifadesine
dayanılarak suçlu bulundu.
											Yıllarca yapılan araştırmalara göre,
											görgü tanıklarının ifadeleri
											sanıldığı kadar güvenilir değil.
											Bilim adamları hafızanın 
kusursuz olmadığını söylüyor.
											Hafıza bir videoyu geriye sarmak
gibi değildir,
											daha çok yapboz parçalarını
birleştirmeye benzer.
											Masum insanları serbest bırakmak için
DNA testinin kullanıldığı 1989'dan beri
											bozulmuş mahkumiyetlerin %70'inden
fazlası, görgü tanığı ifadesine dayalıydı.
											Geçen yıl,
											McKinley'nin davasından sorumlu 
Bölge Savcısı,
											bu davayla alakası olmayan şikayetlerle
yolsuzluktan hüküm giydi.
											Bu 30 yıllık savcı istifa ettiğinde,
											McKinley'in davasındaki görgü tanıkları
ortaya çıktı
											ve ifade vermeleri için savcılar
tarafından baskı gördüklerini,
											bu baskının hapse atılma tehdidini de
içerdiğini söylediler.
											Buna rağmen McKinley hala hapiste.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											(Recording) SP: Before this happened,
											I never would've thought it.
											And well, I guess it's hard
for me to imagine
											that these things is going on, you know,
											until this happened to my son.
											It really opened my eyes.
											It really, really opened my eyes.
											I ain't gonna lie to you.
									","
											(Audio) SP : Avant que cela n'arrive,
											je n'y aurais jamais pensé.
											C'est dur pour moi d'imaginer
											que de telles choses se passent,
											jusqu'à ce que cela arrive à mon fils.
											Cela m'a vraiment ouvert les yeux.
											Cela m'a vraiment,
vraiment, ouvert les yeux.
											Je ne vais pas vous mentir.
									","
											(Grabación) SP: Antes de que 
esto sucediera
											nunca lo hubiera imaginado.
											Y supongo que es difícil
para mí imaginar
											que estas cosas pasan
											hasta que le ha sucedido a mi hijo.
											Me ha abierto los ojos.
											Verdaderamente me los ha abierto.
											No les voy a mentir.
									","
											(Kayıt) SP: Bu olay olmadan önce,
											bu olanları
hiç düşünmezdim.
											Ancak oğlumun başına gelmeden

											böyle şeylerin yaşandığına inanmak
											benim için zordu sanırım.
											Bu olay gerçekten gözlerimi açtı.
											Gerçekten ama gerçekten gözlerimi açtı.
											Yalan söylemiyorum.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											EA: Estimates of how many innocent
people are locked up
											range between one and four percent,
											which maybe doesn't sound like a lot,
											except that it amounts
to around 87,000 people:
											mothers, fathers, sons locked up,
											often for decades,
											for crimes they did not commit.
											And that's not even counting
the roughly half a million people
											who have been convicted of nothing —
											those presumed innocent,
											but who are too poor to bail out of jail
											and therefore sit behind bars
for weeks upon months,
											waiting for their case to come to trial —
											or much more likely,
											waiting to take a plea just to get out.
											All of those people
have family on the outside.
									","
											EA : Les estimations du nombre
d'innocents emprisonnés
											sont comprises entre 1 et 4%,
											ce qui peut paraître peu,
											sauf que cela représente
environ 87 000 personnes :
											des mères, des pères,
des fils, emprisonnés,
											souvent pour des décennies,
											pour des crimes
qu'ils n'ont pas commis.
											Cela ne prend même pas en compte
les quelques 500 000 personnes
											qui n'ont pas été condamnées,
											celles présumées innocentes,
											mais qui sont trop pauvres
pour payer une caution
											et restent ainsi des semaines voire
des mois derrière les barreaux
											en attendant que leur affaire soit jugée
											ou plus probablement,
											en attendant de négocier
leur peine pour sortir.
											Tous ces gens ont des familles dehors.
									","
											Las estimaciones sobre 
cuánta gente inocente es encarcelada
											van desde el 1 al 4 %,
											que quizás no suene a mucho,
											si no fuera porque suma alrededor
de 87 000 personas:
											madres, padres, hijos encerrados,
											a menudo durante décadas,
											por crímenes que no han cometido.
											Y eso ni siquiera incluye el casi 
medio millón de personas
											que han sido condenados por nada,
											esos presuntos inocentes
											que son demasiado pobres 
para pagarse la fianza
											y tienen que estar entre rejas
desde semanas hasta meses,
											esperando que su caso llegue a juicio,
											o mucho más probable:
											declararse culpables para poder salir.
											Toda esa gente tiene familia fuera.
									","
											EA: Hapiste olan masum insan sayısının
											yüzde 1 ila 4 arasında olduğu
tahmin ediliyor.
											Çokmuş gibi gözükmeyebilir
											ama bu yaklaşık 87.000 insan demek:
											çoğu zaman on yıllar boyu
											işlemedikleri suçlar için
hapsedilmiş
											anne, baba ve oğullar.
											Ki bunlara, bir hiç uğruna mahkum edilen 
ve suçsuz olduğu varsayılan
											ama fakir olduğu için kefaretle çıkamayan,
											bu nedenle parmaklıklar ardında
											haftalar ayları kovalarken
											mahkemeye çıkmayı ya da 
daha büyük olasılıkla
											dışarı çıkabilmek için
savunma yapmayı bekleyen
											yaklaşık yarım milyon insan

											dahil değil.
											Bütün bu insanların dışarıda
bir ailesi var.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											(Recording) Kortney Williams: My brother
missed my high school graduation
											because the night before,
											he went to jail.
											My brother missed my birthday dinner
											because that day, actually,
he went to jail.
											My brother missed his own birthday dinner
											because he was in the wrong place
at the wrong time.
									","
											(Audio) Kortney Wiliams : Mon frère
a manqué ma remise de diplôme,
											car la nuit d'avant,
											il a été incarcéré.
											Mon frère
a manqué ma soirée d'anniversaire,
											car ce jour-là, à vrai dire,
il était en prison.
											Mon frère a manqué
sa propre soirée d'anniversaire,
											car il était au mauvais endroit
au mauvais moment.
									","
											(Grabación) Kortney Williams: 
Mi hermano se perdió mi graduación
											porque la noche antes
											le metieron en la cárcel.
											Mi hermano se perdió mi cena de cumpleaños

											porque ese día le metieron en la cárcel.
											Mi hermano se perdió su propia
cena de cumpleaños
											por estar en el sitio equivocado
en el momento equivocado.
									","
											(Kayıt) Kortney Williams: Erkek kardeşim
lise mezuniyetini kaçırdı,
											çünkü bir gece öncesinde
											hapse girdi.
											Kardeşim doğum günü yemeğimi kaçırdı,
											çünkü aslında tam da o gün
hapse girdi.
											Kardeşim kendi doğum günü
yemeğini kaçırdı,
											çünkü yanlış zamanda yanlış yerdeydi.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											(Recording) EA: So all these times
when he ended up going to jail,
											were charges pressed
or did he just get taken to jail?
									","
											(Audio) EA : Donc toutes ces fois
où il a fini en prison,
											était-il poursuivi
ou allait-il juste en prison ?
									","
											(Grabación) EA: Todas las veces
que acabó en la cárcel,
											¿fue por denuncias o le metían
en la cárcel sin más?
									","
											(Kayıt) EA: Hapse atıldığı
tüm bu zamanlarda
											şikayetçi olundu mu
yoksa sadece hapse mi atıldı?
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											KW: The charges would be pressed
											and it would have a bond posted,
											then the charges will get dropped ...
											because there was no evidence.
									","
											KW : Il y a eu des poursuites
											et une caution a été fixée,
											puis les poursuites ont été abandonnées
											faute de preuve.
									","
											Presentaban la denuncia
											que llevaba una fianza,
											luego le quitaban la denuncia....
											porque no había pruebas.
									","
											KW: Şikayet ediliyor
											ve kefalet ödeniyor,
											sonra suçlamalar kanıt olmadığı için
											düşürülüyor...
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											EA: I met Kortney Williams
when I went to her college classroom
											to talk about ""Unprisoned.""
											She ended up interviewing her aunt,
Troylynn Robertson,
											for an episode.
									","
											EA : J'ai rencontré Kortney Williams
en allant à l'université
											pour parler de « Unprisoned ».
											Elle a fini par interviewer sa tante,
Troylynn Robertson,
											pour un épisode.
									","
											Conocí a Kortney Williams cuando
fui a su clase a la universidad
											para hablar de ""Unprisoned"".
											Acabó entrevistando a su tía,
Troylynn Robertson,
											para un episodio.
									","
											EA: Kortney Williams ile
""Unprisoned"" hakkında konuştuğum
											sınıfta tanıştım.
											O da bir bölüm için teyzesi
Troylynn Roberston ile
											bir röportaj yaptı.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											(Recording) KW: With everything
that you went through
											with your children,
											what is any advice that you would give me
											if I had any kids?
									","
											(Audio) KW : Avec tout
ce que tu as traversé
											avec tes enfants,
											quels conseils me donnerais-tu
											si j'avais des enfants ?
									","
											(Grabación) KW: Con todo lo que pasaste
											con tus hijos,
											¿qué consejo me darías

											si yo tuviera hijos?
									","
											(Kayıt) KW: Çocuklarınla yaşadığın
											onca şeyden sonra,
											çocuğum olsaydı
											bana ne tavsiye ederdin?
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											(Recording) Troylynn Roberston:
I would tell you when you have them,
											you know the first thing
that will initially come to mind is love
											and protection,
											but I would tell you,
											even much with the protection
to raise them
											with knowledge of the judicial system —
											you know, we always tell our kids
about the boogeyman,
											the bad people, who to watch out for,
											but we don't teach them
how to watch out for the judicial system.
									","
											(Audio) Troylynn Robertson :
Je te dirais que quand tu en as,
											tu sais, la première chose
qui te vient en tête, c'est l'amour
											et le besoin de les protéger,
											mais je te dirais aussi,
											c'est surtout de les protéger
et de leur apprendre
											le fonctionnement du système judiciaire.
											Tu sais, on parle toujours
du croque-mitaine à nos enfants,
											des gens mauvais, des personnes
dont il faut se méfier,
											mais on ne leur apprend pas
à se méfier du système judiciaire.
									","
											(Grabación) Troylynn Robertson:
Te diría que cuando los tengas
											lo primero que te 
vendrá a la cabeza es amor
											y protección,
											pero te diré que
											a pesar de la protección 
con la que los críes
											conociendo el sistema judicial...
											siempre le hablamos a nuestros hijos
del hombre del saco,
											de la gente mala, con quién 
hay que tener cuidado,
											pero no les enseñamos cómo 
tener cuidado con el sistema judicial.
									","
											(Kayıt) Troylynn Roberston: Sana derdim ki
onlara sahip olunca
											aklına gelecek ilk şey sevgi
											ve koruma olacak,
											ama sana derdim ki,
											onları yetiştirirken
ne kadar korursan koru
											onlara adalet sistemini de öğret —
											hani çocuklarımıza öcülerden bahsederiz ya
											dikkat etmeleri gereken kötü adamlardan
											ama onlara adalet sistemine
dikkat etmeleri gerektiğini öğretmiyoruz.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
											EA: Because of the way
our criminal legal system
											disproportionately targets
people of color,
											it's not uncommon for young people
like Kortney to know about it.
											When I started going into high schools
to talk to students about ""Unprisoned,""
											I found that roughly one-third
of the young people I spoke with
											had a loved one behind bars.
									","
											EA : À cause de la manière dont notre
système pénal
											cible systématiquement
les gens de couleur,
											il n'est pas rare que les jeunes
comme Kortney le connaissent.
											Quand je me rendais dans des lycées
pour parler de « Unprisoned » aux élèves,
											j'ai découvert qu'environ le tiers
des jeunes auxquels j'ai parlé
											avait de la famille en prison.
									","
											Debido a la manera en la que
nuestro sistema judicial penal
											fija desproporcionalmente 
su objetivo en la gente de color,
											no es raro que los jóvenes 
como Kortney lo sepan.
											Cuando empecé a ir a institutos a hablar 
a los estudiantes sobre ""Unprisoned"",
											descubrí que aproximadamente un tercio
de los jóvenes con los que hablé
											tenían a un ser querido entre rejas.
									","
											EA: Adalet sistemimizin orantısız şekilde
											beyaz olmayanları hedef alması nedeniyle
											Kortney gibi genç insanların bu konuyu
bilmeleri doğal.
											Liselere ""Unprisoned"" hakkında konuşmak
için gitmeye başladığımda
											konuştuğum genç insanların
neredeyse 3'te 1'inin
											bir tanıdığının
hapiste olduğunu gördüm.
									",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
"
","
","
","
",The human stories behind mass incarceration,Eve Abrams,13:39,"activism,community,family,justice system,law,inequality,social change,prison,society"
