fr,en,de,es,title,speaker,duration,tags
"
","
","
","
",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
											Chris s'est montré si gentil.
											Je ne sais vraiment pas comment tu tiens Chris.
											Si gentil, toute la semaine. C'est le genre d'homme à qui on pourrait dire,
											""Chris, je suis vraiment désolé, j'ai embouti ta voiture.
											Et il y a pire, je l'ai emboutie dans ta maison.
											Ta maison a pris feu.
											Et en plus, ta femme vient de s'enfuir avec ton meilleur ami.""
									","
											Chris has been so nice.
											I don't know how you keep it up, Chris, I really don't.
											So nice, all week. He's the kind of man you could say to,
											""Chris, I'm really sorry, I've crashed your car.
											And it gets worse, I crashed it into your house.
											Your house has caught fire.
											And what's more, your wife has just run off with your best friend.""
									","
											Chris war so nett.
											Ich weiß nicht, wie du das anstellst,
Chris, ich weiß es wirklich nicht.
											Alles so schön, die ganze Woche. Wissen Sie,
er ist so ein Mann, zu dem man sagen kann:
											""Chris, es tut mir wirklich leid.
Ich habe dein Auto zu Schrott gefahren
											und es kommt noch schlimmer,
ich bin damit in dein Haus gekracht,
											das danach in Flammen aufging.
											Und außerdem hat sich deine Frau gerade
mit deinem besten Freund davon gemacht.""
									","
											Chris ha sido tan buena gente.
											No sé como lo haces, Chris, de verdad no lo sé.
											Tan bueno toda la semana. Él es el tipo de hombre al que le puedes decir:
											""Chris, lo siento mucho, he estrellado tu auto.
											Y se pone peor, porque lo choqué contra tu casa.
											Y tu casa se incendió.
											Y lo que es más, tu esposa se acaba de fugar con tu mejor amigo.""
									",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
","
","
","
",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
											Et vous savez que Chris dirait, ""Merci.""
											(Rires)
											""Merci d'avoir partagé cela avec nous, c'est vraiment intéressant.""
											(Rires)
											""Merci de m'avoir emmené dans un endroit que je ne connaissais pas. Merci.""
											(Rires)
									","
											And you know that Chris would say, ""Thank you.""
											(Laughter)
											""Thank you for sharing, that's really interesting.""
											(Laughter)
											""Thank you for taking me to a place that I didn't know existed. Thank you.""
											(Laughter)
									","
											Und wissen Sie, was Chris
sagen würde? ""Danke schön.""
											(Gelächter)
											""Danke für die Informationen,
das ist wirklich interessant.""
											(Gelächter)
											""Danke, dass du mich in eine Situation gebracht hast, von der ich gar nicht gewusst habe, dass es sie überhaupt gibt. Danke schön.""
											(Schallendes Gelächter)
									","
											¿Y saben lo que Chris diría?: ""Gracias.""
											(Risas)
											""Gracias por compartir esto conmigo, es realmente interesante.""
											(Risas)
											""Gracias por llevarme a un lugar que no sabía que existía. Gracias.""
											(Risas)
									",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
","
","
","
",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
											Une des — (Applaudissements) Merci de nous avoir invités.
											Une des choses intéressantes dans le fait d'apparaître plus tard dans la semaine à TED est que,
											graduellement, au fil des jours,
											tous les autres intervenants ont couvert la majeure partie de ce que vous alliez dire.
											(Rires)
											La fusion nucléaire, j'avais environ 10 minutes là-dessus.
											La spectroscopie, j'avais ça aussi.
											Les univers parallèles.
											Et donc ce matin j'ai pensé, ""Et puis flûte, je ferai juste un tour de cartes.""
											(Rires)
											Et ça aussi c'est déjà fait.
											Et aujourd'hui c'est le jour d'Emmanuel, Je pense que nous sommes d'accord là-dessus, non ?
											Emmanuel ? Absolument. (Applaudissements)
											Je pensais finir sur une dance...
											(Rires)
											Donc, ça aura l'air plutôt réchauffé maintenant.
									","
											One of the — (Applause) Thank you for inviting us.
											One of the things about appearing later on in the TED week is that,
											gradually, as the days go by,
											all the other speakers cover most of what you were going to say.
											(Laughter)
											Nuclear fusion, I had about 10 minutes on that.
											Spectroscopy, that was another one.
											Parallel universes.
											And so this morning I thought, ""Oh well, I'll just do a card trick.""
											(Laughter)
											That one's gone as well.
											And today is Emmanuel's day, I think we've agreed that, already, haven't we?
											Emmanuel? Absolutely. (Applause)
											I was planning on finishing on a dance ...
											(Laughter)
											So, that's going to look pretty shabby now.
									","
											Eines dieser … – (Applaus) Vielen Dank für die Einladung.
											Eines dieser Dinge ist, dass, wenn der eigene
Monolog einer der letzten in der TED-Woche ist,
											nach und nach all die anderen
Vortragenden das meiste von dem,
											was man eigentlich selbst
sagen wollte, schon gesagt haben.
											(Gelächter)
											Kernfusion - darüber wollte ich
10 Minuten sprechen.
											Spektroskopie war ein weiteres Thema.
											Paralleluniversen.
											Und heute Morgen dachte ich mir: ""Na gut,
ich mache einfach einen Kartentrick.""
											(Gelächter)
											Aber das wurde auch schon gemacht.
											Heute ist der Tag des Heiligen Emmanuel.
Ich denke, darüber sind wir uns alle einig, oder?
											Emmanuel? Völlig richtig. (Applaus)
											Ich wollte meine Show
mit einem Tanz beenden … -
											(Gelächter) -
											aber das würde jetzt
ziemlich armselig aussehen.
									","
											Uno de los — (Aplausos) Gracias por invitarnos.
											Uno de los detalles de aparecer hacia el final de la semana de TED es que,
											gradualmente, con el pasar de los días,
											todos los otros presentadores cubren la mayoría de lo que tú ibas a decir.
											(Risas)
											Fusión nuclear, iba a hablar 10 minutos sobre eso.
											Espectroscopía, ese era otro tema.
											Universos paralelos.
											Y en eso esta mañana se me ocurrió: ""En fin, mejor hago un truquito de cartas.""
											(Risas)
											Y hasta eso se le ocurrió a otro.
											Y hoy es el día de Emmanuel, creo que todos estamos de acuerdo con eso, ¿no?
											¿Emmanuel? Pero claro. (Aplausos)
											Planeaba terminar con un baile...
											(Risas)
											Pero eso se va a ver bien ridículo ahora.
									",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
","
","
","
",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
											Donc, ce que j'ai pensé faire — en l'honneur d'Emmanuel —
											c'est, ce que je peux faire c'est lancer aujourd'hui
											les premières enchères TED Global.
											Si vous le permettez, voici la machine de déchiffrement Enigma.
											(Rires)
											Qui me dit 1 000 dollars ? Personne ?
									","
											So, what I thought I'd do is — in honor of Emmanuel —
											is, what I can do is to launch today the first
											TED Global auction.
											If I could start, this is the Enigma decoding machine.
											(Laughter)
											Who will start me with $1,000? Anyone?
									","
											Also, was ich gedachte zu tun, ist
– zu Ehren des Heiligen Emmanuel –
											was ich tun kann, ist, heute die erste
											TED-Global-Auktion ins Leben zu rufen.
											Lassen Sie mich mit diesem
Enigma-Dechiffriergerät anfangen.
											(Gelächter)
											Wer bietet 1000 Dollar? Irgendjemand?
									","
											Así que lo que se me ocurrió que haría es — en honor a Emmanuel —
											es, lo que puedo hacer es lanzar hoy, la primera
											subasta de TED Global.
											Si me lo permiten, para empezar, esta es la maquina decodificadora ""Enigma"".
											(Risas)
											¿Quién va a empezar con 1,000 dólares? ¿Alguien?
									",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
","
","
","
",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
"
											Merci. Le visage de Bruno, là tout de suite,
											il a dit, ""Non, ne fais pas ça. S'il te plait, non.
											Ne fais pas ça. Ne le fais pas.
											(Rires)
									","
											Thank you. Bruno's face, just then,
											he said, ""No, don't go through this. Don't, please don't.
											Don't go through this. Don't do it.""
											(Laughter)
									","
											Vielen Dank. Bruno macht
ein Gesicht als wollte
											er sagen: ""Nein, mach‘ das nicht.
Nein, bitte nicht.
											Mach‘ das nicht. Mach es nicht.""
											(Gelächter)
									","
											Gracias. Si le vieran la cara a Bruno, justo ahora,
											dijo: ""No, no sigas con esto. No, por favor, no.
											No sigas con esto. No lo hagas.""
											(Risas)
									",A one-man world summit,Rory  Bremner,14:41,"comedy,global issues,government,performance,politics,humor"
