en,fr,tr,es,title,speaker,duration,tags
"
","
","
","
",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
											You know that little pink thing nestled 
in the corner of your eye?
											It’s actually the remnant 
of a third eyelid.
											Known as the “plica semilunaris,”
											it’s much more prominent in birds 
and a few mammals,
											and functions like a windshield wiper 
to keep dust and debris out of their eyes.
											But in humans, it doesn’t work.
											It’s vestigial, meaning it no longer 
serves its original purpose.
									","
											Ce petit point rose dans le coin de l’œil.
											C’est le reliquat
d’une troisième paupière.
											On l’appelle : « membrane nictitante ».
											Elle est plus saillante chez les oiseaux
et quelques mammifères.
											Elle agit comme un essuie-glace
											qui protège l’œil
de la poussière et des débris.
											Mais chez l’homme,
elle n’est plus fonctionnelle.
											C’est un vestige, c’est-à-dire qu’elle
ne remplit plus son rôle originel.
									","
											Gözünüzün köşesine kıvrılmış
pembe şeyi biliyorsunuz değil mi?
											O şey aslında üçüncü
göz kapağınızın kalıntıları.
											""Plica semilunaris"" olarak bilinir,
											genelde kuşlarda ve birkaç
memelide çok daha belirgindir,
											gözlerden tozu ve kiri uzak tutan
araba sileceği gibi fonksiyonları vardır.
											Ama insanlarda işe yaramıyor.
											Bir kalıntı, yani artık eski
amacına hizmet etmiyor.
									","
											¿Sabes esa pequeña cosa rosa
acurrucada en el rabillo del ojo?
											En realidad, es el remanente
de un tercer párpado.
											Conocido como ""plica semilunaris"",
											es mucho más prominente
en pájaros y algunos mamíferos,
											y funciona como un limpiaparabrisas
para mantener fuera el polvo y suciedad.
											Pero en los humanos, no funciona.
											Es vestigial, lo que significa
que ya no cumple su propósito original.
									",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
","
","
","
",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
											There are several other vestigial 
structures like the plica semilunaris
											in the human body.
											Most of these became vestigial long 
before homo sapiens existed,
											quietly riding along from one of 
our ancestor species to the next.
											But why have they stuck 
around for so long?
									","
											Nous avons plusieurs autres structures
vestiges comme la membrane nictitante
											dans notre corps.
											La plupart sont devenues des vestiges
bien avant l’émergence de l’homo sapiens,
											se perpétuant silencieusement
chez nos ancêtres, d’une espèce à l’autre.
											Mais pourquoi ont-elles résisté au temps ?
									","
											İnsan vücudunda plica semilunaris
gibi başka
											kalıntı yapılar da var.
											Bunların çoğu homo sapienlerden
çok daha önce kalıntı oldular
											bir atamızdan diğerine
yavaşça aktarılarak.
											Peki ama neden hâlâ yok olmadılar?
									","
											Hay muchas otras estructuras
vestigiales como la plica semilunar
											en el cuerpo humano.
											La mayoría se convirtieron en vestigios
antes de que existiera el Homo sapiens,
											pasando silenciosamente
de una especie ancestral a la siguiente.
											Pero ¿por qué se han quedado
durante tanto tiempo?
									",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
","
","
","
",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
											To answer this question, it helps to 
understand natural selection.
											Natural selection simply means that traits
											which help an organism survive and 
reproduce in a given environment
											are more likely to make it to the 
next generation.
											As the environment changes, traits 
that were once useful can become harmful.
											Those traits are often selected against,
											meaning they gradually disappear 
from the population.
											But if a trait isn’t actively harmful, 
it might not get selected against,
											and stick around even 
though it isn’t useful.
									","
											Pour répondre, il est utile de comprendre
la sélection naturelle.
											Ça signifie que des caractéristiques
qui aident un organisme à survivre
											et à se reproduire
dans un environnement donné
											sont plus susceptibles d'être
transmises à la génération suivante.
											Quand l'environnement change, des traits
auparavant utiles peuvent devenir nocifs.
											Ces caractéristiques sont souvent rejetées
											et disparaissent graduellement
de la population.
											Mais si ces traits ne sont pas nuisibles,
ils pourraient ne pas être rejetés
											et se perpétuer
même s'ils ont perdu leur utilité.
									","
											Bu soruyu anlamak için
doğal seleksiyonu anlamak lazım.
											Doğal seleksiyon, organizmaların
											belirli bir çevrede hayatta kalmasına
yardımcı olan özelliklerin
											bir sonraki nesle aktarılmasıdır.
											Çevre değiştikçe, önceden yararlı olan
özellikler zararlı olmaya başlayabilir.
											Bu özellikler elenirler
											yani gitgide toplumdan kaybolurlar.
											Ama bir özellik zararlı değilse
eleme yapılmayabilir,
											faydası olmasa bile
tamamen yok olmaz.
									","
											Para responder esta pregunta,
ayuda entender la selección natural.
											La selección natural significa
											que los rasgos que ayudan a un organismo
											a sobrevivir y reproducirse
en un entorno dado
											son más propensos a pasar
a la siguiente generación.
											Cuando el entorno cambia, los rasgos
una vez útiles pueden volverse dañinos.
											A menudo la evolución
desfavorece estos rasgos,
											lo que significa que desaparecen
gradualmente de la población.
											Pero si un rasgo no es activamente dañino,
es posible que sea seleccionado,
											y permanezca incluso si no es útil.
									",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
","
","
","
",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
											Take the tailbone.
											Evolutionary biologists think that as the 
climate got drier
											and grasslands popped up,
											our tail-bearing ancestors left the trees 
and started walking on land.
											The tails that had helped them 
in the trees
											began to disrupt their ability 
to walk on land.
											So individuals with mutations that reduced
the length of their tails
											became more successful at life on land,
											surviving long enough to pass their short 
tails on to the next generation.
											The change was likely gradual over 
millions of years until,
											about 20 million years ago,
											our ancestors’ external tails disappeared 
altogether.
											Today, we know human embryos have tails
that dissolve as the embryo develops.
											But the stubby tailbone sticks around,
											probably because it doesn’t 
cause any harm—
											in fact, it serves a more minor function
											as the anchor point for certain 
other muscles.
									","
											Le coccyx, par exemple.
											Les biologistes de l'évolution pensent
qu'avec l'avènement d'un climat sec
											et des prairies,
											nos ancêtres, pourvus d'une queue,
ont quitté les arbres
											pour marcher sur le sol.
											Leur queue était utile dans les arbres
											mais interférait avec leur capacité
à marcher au sol.
											Dès lors, les individus dont les mutations
réduisaient la longueur de la queue
											sont devenus plus prospères sur le sol,
											survivant suffisamment longtemps
pour transmettre leur petite queue
											à la génération suivante.
											Ce changement fut sans doute progressif
et dura des millions d'années,
											jusqu'il y a 20 millions d'années
											quand la queue externe
de nos ancêtres a finalement disparu.
											Aujourd'hui, nous savons que
les embryons humains ont une queue
											qui se dissout pendant son développement.
											Mais le coccyx reste bien là,
											sans doute parce qu'il n'est pas nuisible.
											Il a même un rôle mineur, en fait.
											Il sert de point d'ancrage
pour certains muscles.
									","
											Mesela kuyruk kemiği.
											Evrim biyologlarına göre, iklim kurudukça
											ve çayırlar belirmeye başladıkça
											kuyruğu olan atalarımız ağaçları terk edip
karada yürümeye başladılar.
											Onlara ağaçlarda yardım eden kuyruklar
											karada yürümelerini zorlaştırdı.
											Böylece mutasyon geçirip kuyruk
boylarını azaltarak
											karadaki yaşamda daha başarılı
olmaya başladılar.
											Böylece, sonraki nesle kısa kuyruklarını
aktaracak kadar uzun yaşayabildiler.
											Bu değişim milyonlarca yıl
yavaş yavaş gerçekleşti
											ve yaklaşık 20 milyon yıl önce
											atalarımızın kuyrukları
tamamen yok oldu.
											Günümüzde insan embriyolarının, büyüdükçe
yok olan kuyruklarının olduğunu biliyoruz.
											Fakat, kısa kuyruk sokumu inatla kalıyor,
											büyük ihitmalle hiçbir zararı
olmadığı için.
											Aslında eskisine göre daha küçük bir
işlevi var,
											belirli kaslara dayanak oluyorlar.
									","
											Como el coxis.
											Los biólogos evolucionistas piensan que,
											a medida que el clima
se fue haciendo más seco
											y surgieron las praderas,
											nuestros antepasados con cola
dejaron los árboles
											y empezaron a caminar sobre la tierra.
											Las colas que los ayudaban en los árboles
											comenzaron a entorpecer
su capacidad de caminar en tierra.
											Así, los individuos con mutaciones
que redujeron la longitud de sus colas
											se volvieron más aptos
para la vida en tierra,
											y sobrevivieron lo suficiente
como para pasar sus colas cortas
											a la siguiente generación.
											Probablemente fue un cambio gradual
durante millones de años
											hasta que, hace unos 200 millones de años,
											las colas externas de nuestros antepasados
											desaparecieron por completo.
											Hoy sabemos que los embriones humanos
											tienen colas que se disuelven
a medida que el embrión se desarrolla,
											pero el coxis permanece,
											probablemente porque
no causa ningún daño.
											De hecho, cumple una función menor
											como punto de anclaje
para ciertos músculos.
									",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
","
","
","
",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
"
											Up to 85% of people have a vestigial 
muscle called the “palmaris longus.”
											To see if you do,
											put your hand down on a flat surface 
and touch your pinkie to your thumb.
											If you see a little band pop up in the 
middle of your wrist,
											that’s the tendon that attaches to this 
now-defunct muscle.
											In this case, the fact that not everyone 
has it has helped us trace its function.
											Vestigial traits can persist when there’s 
no incentive to lose them—
											but since there’s also no incentive 
to keep them,
											random mutations will sometimes still
eliminate them
											from part of the population.
											Looking at our primate relatives,
											we can see that the palmaris longus 
is sometimes absent
											in those that spend more time on the land,
											but always present in those that spend 
more time in trees.
											So we think it used to help us swing 
from branch to branch,
											and became unnecessary when 
we moved down to land.
									","
											Pas moins de 85 % de la population
a un muscle vestige
											appelé « muscle long palmaire ».
											Pour vérifier si vous l'avez,
											posez le dos de votre main sur une surface
											et touchez votre auriculaire
avec votre pouce.
											Si vous voyez apparaître un petit tendon
au centre du poignet,
											c'est le tendon qui est attaché
à ce muscle sans fonction.
											Le fait que tout le monde n'en possède pas
nous permet de déduire sa fonction.
											Des traits vestiges persistent
quand il n'y a pas de raison de les perdre
											mais comme il n'y a plus de raison
pour les conserver non plus,
											des mutations aléatoires
vont parfois les éliminer
											d'une partie de la population.
											En observant nos cousins primates,
											nous pouvons constater que le muscle
long palmaire est parfois inexistant
											parmi les populations qui
passent plus de temps au sol
											mais systématiquement présent chez celles
qui passent plus de temps dans les arbres.
											Nous pensons donc qu'il nous aidait
à nous balancer d'une branche à l'autre
											et a perdu sa fonction
quand nous avons migré au sol.
									","
											İnsanların %85'i palmaris longus
diye kalıntı bir kasa sahip.
											Sizde var mı diye bakmak için
											elinizi düz bir zemine koyun, baş ve serçe
parmaklarınızı birbirine dokundurun.
											Bileğinizde beliren
kısa bir şerit görüyorsanız
											bu şerit, artık işlevi olmayan kasa
bağlı olan sinirdir.
											Bunun herkeste olmaması, işlevini
anlamamıza yardımcı oluyor.
											Kalıntı özellikler kaybolmaları için
bir neden olmadığında kalabilirler.
											Fakat kalmaları için de bir neden
olmadığından
											rastgele gerçekleşen mutasyonlar
bu özellikleri
											bazı insanlarda yok edebilir.
											Primat akrabalarımıza baktığımızda

											palmaris longusun, karada daha çok
vakit geçirenlerde
											bazen olmadığını görüyoruz.
											Fakat ağaçta daha çok vakit geçirenlerde
bu kas her zaman var.
											Dolayısıyla, daldan dala atlamamıza
yardımcı olan bir kas olduğunu
											ve karaya inince işlevsiz hale geldiğini
düşünüyoruz.
									","
											Hasta el 85 % de la gente
tiene un músculo vestigial
											llamado ""palmaris longus"".
											Para comprobarlo,
											pon tu mano sobre una superficie plana
y toca tu meñique con tu pulgar.
											Si ves aparecer una pequeña franja
en mitad de tu muñeca,
											ese es el tendón que se une
con este músculo desaparecido.
											En este caso, el hecho
de que no todos lo tengamos
											nos ha ayudado a rastrear su función.
											Los rasgos vestigiales pueden persistir
cuando no hay incentivo para perderlos.
											Pero, dado que tampoco hay
incentivo para mantenerlos,
											las mutaciones aleatorias
a veces los eliminarán
											en una parte de la población.
											Mirando a nuestros parientes primates,
											podemos ver que el palmar largo
a veces está ausente
											en aquellos que pasan
más tiempo en la tierra,
											pero está siempre presente en aquellos
que pasan más tiempo en los árboles.
											Así que creemos que solía ayudarnos
a pasar de rama en rama,
											y se volvió innecesario cuando
nos mudamos a la tierra.
									",Why do humans have a third eyelid?,Dorsa Amir,4:15,"animals,TED-Ed,animation,education,evolution,science,human origins,history,physiology,human body,biology"
