en,pt,fr,title,speaker,duration,tags
"
","
","
",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
											Space, the final frontier.
									","
											O espaço, a fronteira final
									","
											L'Espace, l'ultime frontière.
									",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
","
","
",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
											I first heard these words
when I was just six years old,
											and I was completely inspired.
											I wanted to explore strange new worlds.
											I wanted to seek out new life.
											I wanted to see everything
that the universe had to offer.
											And those dreams, those words,
they took me on a journey,
											a journey of discovery,
											through school, through university,
											to do a PhD and finally
to become a professional astronomer.
											Now, I learned two amazing things,
											one slightly unfortunate,
											when I was doing my PhD.
											I learned that the reality was
											I wouldn't be piloting
a starship anytime soon.
											But I also learned that the universe
is strange, wonderful and vast,
											actually too vast
to be explored by spaceship.
											And so I turned my attention
to astronomy, to using telescopes.
									","
											A primeira vez que ouvi estas palavras
tinha apenas seis anos,
											e fiquei completamente inspirada.
											Eu queria explorar estranhos mundos novos.
											Eu queria procurar nova vida.
											Queria ver tudo o que o universo
tinha para oferecer.
											E esses sonhos, essas palavras,
levaram-me numa viagem,
											uma viagem de descoberta,
											através da escola, da universidade,
											para fazer o doutoramento
e finalmente tornar-me astrónoma.
											Então, aprendi duas coisas espantosas,
											uma ligeiramente infeliz,
											quando estava a fazer o doutoramento.
											Descobri que, na realidade,
											eu não ia pilotar nenhuma nave espacial
num futuro próximo.
											Mas descobri também que o universo
é estranho, maravilhoso e vasto,
											na verdade, vasto demais
para ser explorado numa nave espacial.
											Então, voltei a minha atenção
para a astronomia, usando telescópios.
									","
											J'ai entendu ces mots pour la première
fois quand j'avais seulement six ans,
											et ça m'a complètement inspirée.
											Je voulais explorer
des mondes nouveaux et étranges.
											Je voulais rechercher
de nouvelles vies.
											Je voulais voir tout ce que
l'univers avait à offrir.
											Et ces rêves, ces mots,
ils m'ont poussé dans cette aventure,
											un voyage fait de découvertes,
											à travers l'école et l'université,
											pour faire un doctorat et finalement
devenir une astronome professionnelle.
											J'ai appris deux choses incroyables,
											dont une un peu regrettable,
											lorsque j'ai fait mon doctorat.
											J'ai appris qu'en réalité
											je ne piloterais probablement pas
une navette spatiale de sitôt.
											Mais j'ai aussi appris que l'univers est
étrange, merveilleux et vaste,
											et même trop vaste pour être
exploré par vaisseau spatial.
											Et je me suis donc tournée vers
l'astronomie, l'utilisation de télescopes.
									",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
","
","
",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
											Now, I show you before you
an image of the night sky.
											You might see it anywhere in the world.
											And all of these stars are part
of our local galaxy, the Milky Way.
											Now, if you were to go
to a darker part of the sky,
											a nice dark site, perhaps in the desert,
											you might see the center
of our Milky Way galaxy
											spread out before you,
hundreds of billions of stars.
											And it's a very beautiful image.
											It's colorful.
											And again, this is just
a local corner of our universe.
											You can see there's
a sort of strange dark dust across it.
											Now, that is local dust
											that's obscuring the light of the stars.
											But we can do a pretty good job.
											Just with our own eyes, we can explore
our little corner of the universe.
											It's possible to do better.
											You can use wonderful telescopes
like the Hubble Space Telescope.
											Now, astronomers
have put together this image.
											It's called the Hubble Deep Field,
											and they've spent hundreds of hours
observing just a tiny patch of the sky
											no larger than your thumbnail
held at arm's length.
											And in this image
											you can see thousands of galaxies,
											and we know that there must be
hundreds of millions, billions of galaxies
											in the entire universe,
											some like our own and some very different.
											So you think, OK, well,
I can continue this journey.
											This is easy. I can just
use a very powerful telescope
											and just look at the sky, no problem.
											It's actually really missing out
if we just do that.
											Now, that's because
everything I've talked about so far
											is just using the visible spectrum,
just the thing that your eyes can see,
											and that's a tiny slice,
											a tiny, tiny slice
of what the universe has to offer us.
											Now, there's also two very important
problems with using visible light.
											Not only are we missing out
on all the other processes
											that are emitting other kinds of light,
											but there's two issues.
									","
											Mostro-vos aqui
uma imagem do céu noturno.
											Podem vê-lo em qualquer parte do mundo.
											Todas estas estrelas fazem parte
da nossa galáxia local, a Via Láctea.
											Se forem para uma parte
mais escura do céu,
											um bom sítio escuro, talvez no deserto,
											podem conseguir ver
o centro da nossa galáxia
											que espalha à vossa frente centenas
de milhares de milhões de estrelas.
											É uma imagem muito bonita.
											É colorida.
											Mais uma vez, é apenas
um cantinho local do nosso universo.
											Podem ver que há um tipo
de estranha poeira escura que o atravessa.
											Isto é poeira local
											que está a obscurecer a luz das estrelas.
											Mas podemos fazer um bom trabalho.
											Com os olhos, só podemos
explorar o nosso cantinho do universo.
											É possível fazer melhor.
											Podemos usar maravilhosos telescópios
como o telescópio Hubble Space.
											Os astrónomos construíram esta imagem.
											É o chamado Campo Profundo do Hubble.
											Eles passaram centenas de horas
observando apenas um fragmento do céu
											que não é maior do que a unha do polegar
com o braço estendido.
											Nesta imagem, podem ver
milhares de galáxias,
											e sabemos que deve haver centenas
de milhões, milhares de milhões de galáxias
											em todo o universo,
											algumas como a nossa 
e outras muito diferentes.
											Então pensam: ""Ok, bem,
posso continuar esta viagem.
											""Isto é fácil. Posso usar só
um telescópio muito poderoso
											""e olhar para o céu, sem problemas.""
											Na verdade, vamos perder muito
se fizermos só isso
											Isso é porque tudo
sobre o que falei até aqui
											está apenas a utilizar o espetro visível,
apenas o que os olhos conseguem ver,
											e isso é uma fatia minúscula,
											mesmo muito pequenina
do que o universo tem para nos oferecer.
											Existem também dois grandes
problemas com o uso da luz visível.
											Não só estamos a perder
todos os outros processos
											que estão a emitir outros tipos de luz,
											mas também há dois problemas.
									","
											Je vous montre ici
une image du ciel de nuit.
											Vous pouvez le voir de
n'importe où dans le monde.
											Et toutes ces étoiles appartiennent
à notre galaxie, la Voie Lactée.
											Maintenant, si vous allez
dans un endroit plus sombre,

											un site très sombre,
peut-être dans le désert,
											vous pourriez voir le centre
de la Voie Lactée
											qui s'étend devant vous,
des centaines de milliards d'étoiles.
											Et c'est une image très belle.
											C'est coloré.
											Mais ce n'est toujours qu'un coin
de notre univers.
											Et vous pouvez voir qu'il y a une sorte
d'étrange poussière noire.
											C'est la poussière locale
											qui obscurcit la lumière des étoiles.
											Mais on fait déjà du bon travail.
											Avec nos propres yeux, on peut
explorer notre petit coin de l'univers.
											Il est possible de faire mieux.
											On peut utiliser de superbes télescopes
comme le télescope Hubble.
											Les astronomes ont construit cette image.
											Ça s'appelle le champ
ultra-profond de Hubble,
											et ils ont passé des centaines d'heures
à observer une toute petite partie du ciel
											plus petite que l'ongle de votre pouce
lorsque vous tendez votre bras.
											Et dans cette image,
											vous pouvez voir des milliers de galaxies,
											et on sait qu'il y a des centaines
de millions, de milliards de galaxies
											dans l'univers entier,
											certaines semblables à la nôtre
et d'autres très différentes.
											Vous vous dites qu'il est possible
de continuer ce voyage.
											C'est facile, on peut juste utiliser
un télescope très puissant
											et regarder le ciel, pas de problème.
											On passerait à côté de beaucoup de choses
en faisant simplement ça.
											C'est parce que tout ce dont
je vous ai parlé jusqu'à présent
											est fait en utilisant le spectre visible,
											juste les choses
que nos yeux peuvent voir,
											et c'est une part minuscule
											vraiment très petite,
de ce que l'univers a à nous offrir.
											Il y a aussi deux problèmes importants
lorsque l'on utilise la lumière visible.
											On rate déjà plein de procédés
											qui émettent d'autres types de lumière,
											mais il y a deux problèmes.
									",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
","
","
",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
											Now, the first is that dust
that I mentioned earlier.
											The dust stops the visible light
from getting to us.
											So as we look deeper
into the universe, we see less light.
											The dust stops it getting to us.
											But there's a really strange problem
with using visible light
											in order to try and explore the universe.
									","
											O primeiro é essa poeira 
que eu mencionei antes.
											A poeira impede a luz visível
de chegar a nós.
											Então, à medida que observamos 
mais profundamente, vemos menos luz.
											A poeira impede-nos de a vermos.
											Mas há um problema muito estranho
com o uso da luz visível
											para tentarmos explorar o universo.
									","
											Le premier est la poussière
dont j'ai parlé précédemment.
											La poussière empêche la lumière visible
d'arriver jusqu'à nous.
											Donc plus on regarde loin dans univers,
moins on voit de lumière.
											La poussière l'empêche de nous atteindre.
											Mais il y a un problème étrange
quand on utilise la lumière visible
											pour essayer d'explorer l'univers.
									",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
","
","
",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
"
											Now take a break for a minute.
											Say you're standing on a corner,
a busy street corner.
											There's cars going by.
											An ambulance approaches.
											It has a high-pitched siren.
									","
											Façam um intervalo por um minuto.
											Digamos que estão numa esquina,
numa esquina movimentada.
											Há carros a passar.
											Aproxima-se uma ambulância.
											Tem uma sirene de tom elevado.
									","
											Arrêtons-nous une minute.
											Disons que vous vous tenez dans une rue,
au coin d'une rue très animée.
											Il y a des voitures qui passent.
											Une ambulance approche.
											Elle utilise une sirène au son très aigu.
									",How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,15:25,"universe,astronomy,space,telescopes,discovery"
