es,tr,en,de,title,speaker,duration,tags
"
","
","
","
",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
											La escritora George Eliot 
nos advirtió que
											de todas las formas de error,
											la profesía es la más gratuita.
											La persona a la que 
todos consideraríamos
											su contraparte del siglo 20, 
Yogi Berra, estuvo de acuerdo.
											Dijo, "" Es dificil hacer predicciones,
											especialmente del futuro"".
									","
											Yazar George Eliot
											tüm yanılgı şekilleri arasında
											kehanette bulunmanın en gereksiz olduğu konusunda bizi uyarmıştı.
											Hepimizin 20. yüzyıl meslektaşı olarak kabul ettiğimiz
											Yogi Berra da aynı fikirde.
											O dedi ki 'Tahmin yapmak zor,'
											'özellikle gelecek hakkında.'
									","
											The writer George Eliot cautioned us that,
											among all forms of mistake,
											prophesy is the most gratuitous.
											The person that we would all acknowledge
											as her 20th-century counterpart, Yogi Berra, agreed.
											He said, ""It's tough to make predictions,
											especially about the future.""
									","
											Die Schriftstellerin George Eliot 
mahnte uns, dass
											von allen Arten 
von Fehlern
											Wahrsagerei der 
überflüssigste ist.
											Die Person, 
die wir alle als ihr
											Gegenstück aus dem 20. Jahrhundert kennen, 
Yogi Berra, stimmte zu.
											Er sagte, ""Es ist schwer, 
Vorhersagen zu treffen,
											besonders über die Zukunft.""
									",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
","
","
","
",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
											Voy a ignorar sus advertencias
											y voy a hacer un pronóstico 
muy específico.
											En el mundo que de manera 
acelerada estamos creando,
											vamos a ver cosas 
cada vez más
											parecidas a la ciencia ficción
											y cada vez menos 
parecidas a trabajos.
											Nuestros carros pronto 
empezarán a conducirse solos,
											lo que significa que necesitaremos 
menos conductores de camiones.
											Vamos a conectar 
a Siri con Watson
											y a usarlos para automatizar 
un montón de trabajo
											que actualmente hacen 
los representantes de servicio al cliente
											y diagnosticadores y 
solucionadores de problemas,
											y ya estamos tomando 
R2D2s [Arturitos],
											pintándolos de naranja y 
poniéndolos a trabajar
											en el transporte de estantes 
en los depósitos,
											lo que significa que necesitamos 
mucho menos personas
											caminando por esos pasillos.
									","
											Ben onların uyarılarını göz ardı edeceğim
											ve özel bir öngörüde bulunacağım.
											Çok hızlı meydana getirdiğimiz dünyada göreceğiz ki;
											bilim kurgu gibi görünen şeyler
											gittikçe artarken
											meslek gibi görünen şeyler gittikçe azalacak.
											Arabalarımız kısa sürede kendilerini sürmeye başlayacak ki
											bu da daha az kamyon şoförüne ihtiyacımız olacağı anlamına gelir.
											Siri'den Watson'a kadar birleştireceğiz
											ve müşteri servis temsilcileri, sorun gidericiler ve tanıcılar
											tarafından günümüzde yapılan işlerin pek çoğunu
											otomatikleştirmek için bunu kullanacağız.
											Ve biz çoktan R2D2 (robot) alıyor
											turuncuya boyuyor ve depo etrafında
											rafları taşımaları için çalışmaya bırakıyoruz.
											Bu da koridorları yukarı aşağı yürüyecek
											çok daha az insana ihtiyaç duyacağımız anlamına gelmektedir.
									","
											I'm going to ignore their cautions
											and make one very specific forecast.
											In the world that we are creating very quickly,
											we're going to see more and more things
											that look like science fiction,
											and fewer and fewer things that look like jobs.
											Our cars are very quickly going to start driving themselves,
											which means we're going to need fewer truck drivers.
											We're going to hook Siri up to Watson
											and use that to automate a lot of the work
											that's currently done by customer service reps
											and troubleshooters and diagnosers,
											and we're already taking R2D2,
											painting him orange, and putting him to work
											carrying shelves around warehouses,
											which means we need a lot fewer people
											to be walking up and down those aisles.
									","
											Ich werde ihre Warnungen ignorieren
											und eine sehr spezifische
Vorhersage machen.
											In der Welt, die wir 
sehr schnell erschaffen,
											werden wir immer mehr Dinge sehen,
											die nach Science Fiction aussehen,
											und immer weniger Dinge, 
die wie Arbeit aussehen.
											Unsere Autos werden sich 
sehr bald selbst steuern,
											also werden wir weniger 
LKW-Fahrer brauchen.
											Wir werden Siri mit Watson verbinden
											und verwenden, um viele Aufgaben 
zu automatisieren,
											die momentan vom 
Kundendienst erledigt werden,
											oder von Problemlösern 
und Diagnose-Stellern,
											wir verwenden ja jetzt schon R2D2,
											malen ihn orange an, 
und lassen ihn arbeiten.
											Er trägt Regale durchs Kaufhaus,
											deswegen brauchen wir 
viel weniger Menschen,
											die die Gänge auf und ab gehen.
									",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
","
","
","
",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
											Por casi 200 años,
											la gente ha estado diciendo 
exactamente lo mismo que digo ahora
											—la era del desempleo tecnológico 
esta a la vuelta de la esquina—,
											empezando con los ludistas 
británicos que dañaban los telares
											justo hace dos siglos.
											Pero ellos estaban equivocados.
											Nuestras economías en el mundo 
desarrollado han maniobrado
											en algo bastante cercano 
al empleo de tiempo completo.
									","
											Şimdi, yaklaşık 200 yıldır
											insanlar tam olarak size söylediğim şeyi söylüyorlar;
											teknolojik işsizlik çağı yakında.
											Bu yaklaşık iki yüzyıl önce Britanya'daki teknoloji yüzünden işsiz kalacaklarından korkan işçilerin
											tezgahları parçalamasıyla başladı.
											Ve onlar yanılmışlardı.
											Gelişmiş dünyada ekonomilerimiz tam istihdama oldukça
											yakın bir seviyeye ulaştı.
									","
											Now, for about 200 years,
											people have been saying exactly what I'm telling you —
											the age of technological unemployment is at hand —
											starting with the Luddites smashing looms in Britain
											just about two centuries ago,
											and they have been wrong.
											Our economies in the developed world have coasted along
											on something pretty close to full employment.
									","
											Über 200 Jahre lang
											haben die Menschen genau das gesagt, 
was ich Ihnen jetzt sage –
											das Zeitalter der technologischen 
Arbeitslosigkeit steht bevor –
											es begann mit den Technikfeinden, 
die vor ca. 200 Jahren
											in Großbritannien 
Webstühle zerschlugen.
											Und sie lagen falsch.
											Die Volkswirtschaften der 
Industrieländer kamen
											der Vollbeschäftigung ganz nah.
									",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
","
","
","
",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
											Lo que nos lleva a 
una pregunta crítica:
											¿Por qué es esta época diferente, 
si en verdad lo es?
											La razón por la que es diferente 
es que solo en años recientes,
											nuestras máquinas han empezado 
a mostrar habilidades
											que nunca antes habían mostrado:
											entienden, hablan, escuchan, ven,
											responden, escriben... y 
no dejan de adquirir nuevas.
											Los robots humanoides móviles
											aún son increíblemente primitivos,
											pero el área de investigación 
del Departamento de Defensa
											ha lanzado recientemente
una competencia
											en la que se los haga
hacer cosas como estas,
											y si el seguimiento hecho 
sirve de guía,
											van a tener mucho éxito 
con esta competencia.
											Cuando miro a mi alrededor, 
veo que no está nada lejos el día
											en que tengamos androides
											haciendo gran parte del trabajo 
que nosotros estamos haciendo ahora.
											Estamos creando 
un mundo donde va a haber
											más y más tecnología 
y menos y menos trabajos.
											Es un mundo al que 
Erik Brynjolfsson y yo llamamos
											""la era de la nueva máquina"".
									","
											Bu önemli bir soruyu ortaya çıkarır:
											Neden bu sefer farklı, eğer gerçekten öyleyse?
											Farklı olma sebebi şudur; sadece geçtiğimiz bir kaç yıl içinde
											makinelerimiz daha önce hiç göstermedikleri
											becerileri göstermeye başladılar;
											anlama, konuşma, işitme, görme
											cevaplama, yazma ve daha yeni beceriler de ediniyorlar.
											Örneğin, hareketli insansı robotlar
											hala oldukça ilkeller.
											Fakat Savunma Bakanlığı'nın araştırma şubesi
											buna benzer şeyler yaptırtmak için
											bir yarışma düzenlediler.
											Ve geçmiş performans herhangi bir rehberse
											bu yarışma başarılı olacaktı.
											Yani, şöyle bir etrafa baktığım zaman, bizim yapıyor olduğumuz işlerin çoğunu yapacak olan
											insan şeklindeki robotlara sahip olacağımız günün
											çok da uzak olduğunu düşünmüyorum.
											Ve biz gittikçe artan teknoloji ve daha da azalan mesleklerin
											olacağı bir dünya yaratıyoruz.
											O, Erik Brynjolfsson ve benim
											'yeni makine çağı' olarak adlandırdığımız bir dünyadır.
									","
											Which brings up a critical question:
											Why is this time different, if it really is?
											The reason it's different is that, just in the past few years,
											our machines have started demonstrating skills
											they have never, ever had before:
											understanding, speaking, hearing, seeing,
											answering, writing, and they're still acquiring new skills.
											For example, mobile humanoid robots
											are still incredibly primitive,
											but the research arm of the Defense Department
											just launched a competition
											to have them do things like this,
											and if the track record is any guide,
											this competition is going to be successful.
											So when I look around, I think the day is not too far off at all
											when we're going to have androids
											doing a lot of the work that we are doing right now.
											And we're creating a world where there is going to be
											more and more technology and fewer and fewer jobs.
											It's a world that Erik Brynjolfsson and I are calling
											""the new machine age.""
									","
											Das bringt mich zur Schlüsselfrage:
											Warum ist es dieses Mal anders, 
falls es das ist?
											Es ist anders, weil 
allein in den letzten paar Jahren
											unsere Maschinen begannen, 
Fähigkeiten zu zeigen,
											die sie vorher nie hatten:
											verstehen, sprechen, hören, sehen,
											antworten, schreiben, 
und sie erlernen immer neue Fähigkeiten.
											Mobile menschenähnliche Roboter
											sind unglaublich primitiv,
											aber die Forschungsabteilung 
des Verteidigungsministeriums
											rief gerade einen Wettbewerb aus,
											um sie derartige Dinge tun zu lassen.
											Wenn die bisherige Erfolgsgeschichte
etwas verspricht,
											dann, dass der Wettbewerb 
ein Erfolg sein wird.
											Wenn ich mich so umschaue, glaube ich, 
dass es nicht mehr lange dauert,
											bis wir Androiden haben,
											die uns einige Arbeit
abnehmen.
											Und wir erschaffen eine Welt, 
in der es immer mehr Technologie
											und immer weniger Jobs 
geben wird.
											Es ist eine Welt, 
die Erik Brynjolfsson und ich
											""das neue Maschinenzeitalter"" 
nennen.
									",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
","
","
","
",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
"
											Hay que tener en mente que
											son noticias absolutamente buenas.
											Es la mejor noticia económica 
del planeta por estos días.
											¡No que haya mucha 
competencia, por supuesto!
											Es la mejor noticia económica 
que tenemos por estos días
											por dos razones principales.
											La primera es que, el progreso 
tecnológico es el que nos permite
											continuar con la sorprendente carrera en 
la que nos hemos embarcado recientemente
											y en la que la producción aumenta,
											al tiempo que los precios bajan,
											y el volúmen y la calidad 
simplemente continúan explotando.
											Algunas personas ven esto y lo tildan
											de materialismo superficial,
											pero esa es la forma 
equivocada de verlo.
											Esto es abundancia, 
que es exactamente
											lo que queremos que 
nuestro sistema económico provea.
											La segunda razón por la que 
la nueva era de la máquina
											es tan buena noticia es 
que, cuando los androides
											empiecen a hacer nuestro trabajo, 
nosotros ya no tendremos que hacerlo más,
											y seremos liberados del 
trabajo arduo y monotono.
									","
											Akılda tutulacak şey
											bunun kesinlikle harika bir haber olduğudur.
											Bu, bugünlerde gezegendeki en iyi ekonomi haberidir.
											Çok fazla yarışma olması değil, öyle değil mi?
											İki sebepten ötürü bugünlerdeki sahip olduğumuz
											en iyi ekonomi haberidir.
											İlki; aynı zamanda fiyatlar düşerken,
											ses ve kalite patlama yapmaya devam ederken
											zamanla verimin arttığı yerde içinde bulunduğumuz
											son günlerdeki bu harika rağbeti devam ettirmek
											teknolojik gelişimin bize sağladığı olanaktır.
											Şimdi, bazı insanlar buna bakıyor ve sığ materyalizm
											hakkında konuşuyorlar.
											Fakat bu kesinlikle ona bakmak için yanlış bir yoldur.
											Bu ekonomik sistemimizin temin etmesini istediğimiz
											şeyin ta kendisi- bir bolluk.
											Yeni makine çağının böylesine harika bir haber olmasının ikinci sebebi şudur:
											İnsansı robotlar işlerini yapmaya başladıklarında
											bizim artık o işleri yapmamıza gerek kalmayacak
											angarya ve meşakkatli işlerden kurtulacağız.
									","
											The thing to keep in mind is that
											this is absolutely great news.
											This is the best economic news on the planet these days.
											Not that there's a lot of competition, right?
											This is the best economic news we have these days
											for two main reasons.
											The first is, technological progress is what allows us
											to continue this amazing recent run that we're on
											where output goes up over time,
											while at the same time, prices go down,
											and volume and quality just continue to explode.
											Now, some people look at this and talk about
											shallow materialism,
											but that's absolutely the wrong way to look at it.
											This is abundance, which is exactly
											what we want our economic system to provide.
											The second reason that the new machine age
											is such great news is that, once the androids
											start doing jobs, we don't have to do them anymore,
											and we get freed up from drudgery and toil.
									","
											Man darf nicht vergessen,
											dass dies absolut 
großartige Neuigkeiten sind.
											Die besten Nachrichten 
der momentanen Wirtschaft.
											Es gibt schließlich nicht 
viel Konkurrenz, oder?
											Es gibt zwei Gründe, 
warum es momentan die beste
											Nachricht für die Wirtschaft ist.
											Erstens ermöglicht uns 
technologischer Fortschritt,
											unser wunderbares Rennen
weiterzuführen,
											bei dem die Leistung mit der Zeit steigt,
											gleichzeitig die Preise sinken,
											und Umsatz und Qualität 
einfach weiter hochschnellen.
											Einige Menschen sprechen dabei von
											oberflächlichem Materialismus,
											das ist aber die falsche Sichtweise.
											Es ist Überfluss, genau das,
											was wir von unserem 
Wirtschaftssystem erwarten.
											Zweitens ist das 
neue Maschinenzeitalter
											eine so gute Nachricht, 
weil, sobald die Androiden
											Arbeit übernehmen, wir diese 
nicht mehr erledigen müssen
											und das erspart uns 
Plackerei und Schufterei.
									",What will future jobs look like?,Andrew McAfee,14:15,"economics,robots,work"
