en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
											Shah Rukh Khan: Something goes wrong
with the air that we take for granted.
											The ill effects are suffered by all,
											rich and poor, city people
and village folks,
											those inland and those on the coast.
											Nobody is exempt.
											So how do we give our children
the chance to grow up in a world
											where the air is clean?
											Our next speaker
addresses this vital question.
											So join me in giving
a wholehearted welcome
											to the public policy expert and author,
											the multifaceted Dr. Arunabha Ghosh.
									","
											Shah Rukh Khan: Algo está mal
com o ar que tomamos por garantido.
											Os efeitos nocivos são sentidos por todos,
											ricos e pobres, pessoas da cidade
ou do campo,
											os do interior ou da zona costeira.
											Ninguém é exceção.
											Como podemos dar às nossas crianças
a hipótese de crescer num mundo
											onde o ar seja puro?
											O próximo orador
vai falar sobre esta questão vital.
											Juntem se a mim para dar as boas vindas
											ao especialista e autor
de políticas públicas,
											o multifacetado Dr. Arunabha Ghosh.
									","
											Shah Rukh Khan: Değerini bilmediğimiz
bu havada bir şeyler ters gidiyor.
											Zengin, fakir, şehirli, köylü,
											iç kesimde veya kıyı
kesimde yaşayan insanları,
											herkesi olumsuz etkiliyor,
											Hiç kimse ayrıcalıklı değil.
											Peki, çocuklarımıza temiz
bir havanın olduğu bir dünyada
											yetişme şansını nasıl vereceğiz?
											Sıradaki konuşmacımız
hayati bir soruyu ele alıyor.
											Kamu politikası uzmanı ve yazarı olan
											ve çok yönlü bir kişiliği olan
											Dr. Arunabha Ghlosh Bey'e,
gönülden hoş geldiniz diyorum.
									","
											Shah Rukh Khan :
Quelque chose cloche
											avec l'air que nous prenons pour acquis.
											Nous en souffrons tous,
											pauvre ou riche, citadin ou paysan,
											ceux de l'arrière-pays ou ceux de la côte.
											Personne n'est épargné.
											Alors comment donner à nos enfants
la chance de vivre dans un monde
											où l'air est pur ?
											Notre prochain orateur aborde
cette question vitale.
											Alors joignez-vous à moi pour souhaiter
une chaleureuse bienvenue
											à l'expert en politique
publique et auteur,
											le polyvalent Dr Arunabha Ghosh.
									",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
","
","
","
",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
											(Music)
									","
											(Aplausos)
									","
											(Müzik)
									","
											(Musique)(Applaudissements)
									",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
","
","
","
",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
											Arunabha Ghosh: Let me tell you
a story from China.
											In 2014, China declared war on pollution.
											In November that year,
											there was an international summit there.
											Presidents and prime ministers
from many countries arrived.
											So industries around Beijing
were shut down,
											half the cars were taken off the road.
											That week, I took a photograph
of the unusually blue sky in Beijing.
											A few days later,
when the summit had ended,
											the factories were humming again,
											the sky had again turned light grey.
											So newspapers started
urging the government
											to make the blue skies permanent.
											Then in early 2015, a private citizen
produced a documentary on air pollution
											called ""Under the Dome.""
											Just within four days,
it was viewed 300 million times,
											and millions more continued
discussing it on social media.
											Eventually, the government acted,
											and by 2018,
											the bulk of the Chinese population
											had witnessed a decline in air pollution
											by 32 percent on average.
									","
											Arunabha Ghosh: Vou contar-vos
uma história sobre a China.
											Em 2014, a China
declarou guerra à poluição.
											Em novembro desse ano,
											houve uma cimeira internacional no país.
											Vieram presidentes
e primeiros-ministros de muitos países.
											As indústrias à volta de Pequim
foram encerradas,
											metade dos carros foram
retirados de circulação.
											Nessa semana, tirei uma fotografia
do invulgar céu azul em Pequim.
											Alguns dias depois,
quando a cimeira acabou,
											as fábricas funcionaram outra vez,
											o céu voltou a ficar cinzento claro.
											Os jornais começaram
a insistir com o governo
											para o céu se tornar
permanentemente azul.
											No princípio de 2015, um cidadão fez
um documentário sobre a poluição do ar.
											chamado ""Under de Dome""
— ""Sob a Campânula"".
											Em apenas quatro dias,
foi visto mais de 300 milhões de vezes,
											e milhões continuaram a discuti-lo
nas redes sociais.
											Por fim, o governo agiu
											e, em 2018,
											a maior parte da população chinesa
											assistiu a um declínio
da poluição do ar
											de cerca de 32%, em média.
									","
											Arunabha Ghosh: Size Çin'den
bir hikaye anlatayım.
											2014 yılında Çin kirlilikle 
savaşacağını duyurmuştu.
											O yılın Kasım ayında,
											Çin'de uluslararası bir zirve vardı.
											Birçok ülkenin başkanları
ve başbakanları katıldı.
											Bu yüzden, Pekin civarındaki
işletmeler kapatıldı,
											araçların yarısı trafikten çıkarıldı.
											O hafta Pekin'de nadiren mavi olan 
gökyüzünün fotoğrafını çektim.
											Birkaç gün sonra zirve bittiğinde
											fabrikalar tekrar açılmıştı,
											gökyüzü tekrar açık griye dönmüştü.
											Bu yüzden gazeteler, hükûmeti,
											gökyüzünü kalıcı olarak mavi yapması
için zorlamaya başladı.
											2015'in başında, sıradan bir yurttaş hava
kirliliği hakkında ""Kubbenin Altında"" adlı
											bir belgesel yaptı.
											Belgesel, sadece 4 günde
300 milyon kez izlendi
											ve sosyal medyada milyonlar 
onu tartışmaya devam etti.
											Sonunda, hükûmet harekete geçti,
											ve 2018 itibarıyla
											Çin nüfusunun büyük çoğunluğu,
											ortalama %32 oranında
											hava kirliliğinin azaldığına şahit oldu.
									","
											Arunabha Ghosh : Laissez-moi vous raconter
une histoire sur la Chine.
											En 2014, la Chine a déclaré
la guerre à la pollution.
											En novembre de cette année,
											il y a eu un sommet international là-bas.
											Les présidents et premiers ministres
de différents pays sont venus.
											Donc, les industries autour
de Pékin ont été fermées,
											la moitié des voitures
ont été retirées de la route.
											Cette semaine-là, j'ai pris une photo
du ciel inhabituellement bleu de Pékin.
											Quelques jour plus tard,
lorsque le sommet était terminé,
											les usines se remirent à ronronner,
											le ciel est redevenu gris clair.
											Alors les journaux ont commencé
à exhorter le gouvernement
											à rendre ces ciels bleus permanents.
											Au début de 2015, un citoyen a produit
un documentaire sur la pollution de l'air
											titré « Sous le dôme ».
											En seulement quatre jours,
il a été vu 300 millions de fois,
											et des millions d'autres ont continué
à en discuter sur les réseaux sociaux.
											Finalement le gouvernement a agi
											et d'ici 2018,
											la masse de la population chinoise
											a assisté à une diminution
de la pollution atmosphérique
											de 32% en moyenne.
									",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
","
","
","
",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
											When will we demand clean air in India?
									","
											Quando é que vamos
exigir ar puro na Índia?
									","
											Hindistan'da ne zaman 
temiz hava talep edeceğiz?
									","
											Quand allons-nous exiger
de l'air pur en Inde ?
									",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
","
","
","
",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
"
											I have a six-year-old daughter.
											Every morning, when I drop her
to the school bus stop,
											I have to remind her
not to take off her mask.
											That's the kind of world we live in.
											One day she pointed me to an advertisement
											for a face wash,
											which claimed that the polluting particles
lodged deeply in our skin
											could be miraculously washed off.
											But what of the particles
lodged in our lungs?
											When it's difficult
to make out the difference
											between the lung of a smoker
and the lung of a nonsmoker,
											we have a real problem,
											because I can run an air purifier at home,
											but can I lock up my daughter at home?
									","
											Tenho uma filha com seis anos.
											Todas as manhãs, deixo-a na paragem
do autocarro da escola,
											e tenho de lhe lembrar
que não retire a máscara.
											Este é o mundo onde vivemos.
											Um dia, ela mostrou-me um anúncio
											de um produto para limpeza da cara,
											que dizia que as partículas poluentes
alojadas na nossa pele
											podiam ser milagrosamente retiradas.
											Mas, e as partículas alojadas
nos nossos pulmões?
											Quando é difícil notar a diferença
											entre o pulmão de um fumador
e o pulmão de um não-fumador,
											temos um grande problema,
											porque posso usar
um purificador de ar em casa,
											mas posso trancar a milha filha em casa?
									","
											6 yaşında bir kızım var.
											Her sabah servise bıraktığımda
maskesini çıkarmaması için
											onu uyarmak zorundayım.
											Bu içinde yaşadığımız dünya.
											Kızım, bana bir gün
yüz yıkama sabunu ile ilgili
											bir reklam gösterdi.
											ürün, cildimize derinlemesine
yerleşen kirli parçacıkların
											mucizevi şekilde
çıkarılabileceğini gösteriyor.
											ama peki ya bu parçacıklar
ciğerlerimize yerleşirse?
											Sigara içen insan ile içmeyen insanın
											akciğerleri arasındaki farkı 
ortaya çıkarmak oldukça zor.
											Bu yüzden gerçek bir sorun var.
											Evde bir hava temizleyici çalıştırabilirim
											fakat kızımı eve kitleyemem değil mi?
									","
											J'ai une fille de six ans.
											Chaque matin, quand je la dépose
à l'arrêt de bus,
											je dois lui rappeler de ne pas
enlever son masque.
											C'est le genre de monde
dans lequel on vit.
											Un jour, elle m'a dirigé
vers une publicité
											pour un nettoyant de visage
											qui prétendait que les particules de
pollution incrustées dans votre peau
											pourraient être miraculeusement lavées.
											Mais qu'en est-il des particules
logées dans nos poumons ?
											Quand il est difficile de différencier
											le poumon d'un fumeur
et celui d'un non-fumeur,
											nous avons un vrai problème,
											parce que je peux faire marcher
un purificateur d'air à la maison,
											mais pourrais-je y enfermer ma fille ?
									",5 steps for clean air in India,Arunabha Ghosh,9:05,"pollution,india,social change,health,science,environment,technology,Anthropocene"
