en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
											So I'm a woman with chronic schizophrenia.
											I've spent hundreds of days
											in psychiatric hospitals.
											I might have ended up spending
											most of my life on the back ward of a hospital,
											but that isn't how my life turned out.
											In fact, I've managed to stay clear of hospitals
											for almost three decades,
											perhaps my proudest accomplishment.
											That's not to say that I've remained clear
											of all psychiatric struggles.
											After I graduated from the Yale Law School and
											got my first law job, my New Haven analyst, Dr. White,
											announced to me that he was going to close his practice
											in three months, several years
											before I had planned to leave New Haven.
											White had been enormously helpful to me,
											and the thought of his leaving
											shattered me.
									","
											Soy una mujer que sufre de esquizofrenia crónica.
											He pasado cientos de días
											en hospitales psiquiátricos.
											Podría haber pasado
											gran parte de mi vida en el último pabellón de un hospital.
											pero no fue así.
											De hecho, me las arreglé para mantenerme alejada de los hospitales
											por lo menos tres décadas,
											este es quizá, mi mayor logro.
											Esto no significa que me haya alejado
											de todas las dificultades psiquiátricas.
											Tras graduarme en la facultad de derecho de Yale
											y obtener mi primer trabajo como abogada, mi analista en New Haven, el Dr. White,
											me anunció que cerrararía su consultorio
											en tres meses, muchos años antes
											de lo que lo que planeaba abandonar New Haven.
											White me había sido de una gran ayuda,
											y solo pensar que se iría
											me dejaba hecha trizas.
									","
											Ben kronik şizofreniden muzdarip bir kadınım.
											Ruh ve sinir hastalıları hastanelerinde
											yüzlerce gün geçirdim.
											Kendimi hayatımın büyük bir bölümünü
											bir hastanenin arka koğuşunda geçirmiş olarak bulabilirdim
											ama hayatım o şekilde ilerlemedi.
											Aslında, neredeyse otuz yıl boyunca
											hastanelerden uzak durmayı başardım,
											belki de en çok gurur duyduğum başarım budur.
											Ama bu demek değil ki
											psikotik zorluklardan uzak durabildim.
											Ben New Haven'dan ayrılmayı planlamadan yıllar önce,
											Yale Hukuk Fakültesi'nden yeni mezun olmuş ve ilk işime başlamışken
											New Haven analistim Dr. White bana
											üç ay içinde New Haven'daki çalışmalarına
											son vereceğini söyledi.
											White'ın bana her zaman muazzam ölçüde yardımı dokunmuştu
											ve onun gideceği düşüncesi
											beni mahvetti.
									","
											Ich bin eine Frau, die an 
chronischer Schizophrenie leidet.
											Ich habe Hunderte von Tagen
											in der Psychiatrie verbracht.
											Ich hätte den größten Teil meines Lebens
											in einem abgelegenen Krankenhausflügel 
verbringen können,
											aber mein Leben verlief anders.
											Es ist mir gelungen, 
mich fast drei Jahrzehnte lang
											von Krankenhäusern fernzuhalten.
											Darauf bin ich wohl am meisten stolz.
											Das soll nicht heißen,
											dass ich keine psychischen Probleme hatte.
											Als ich meinen Abschluss
an der Yale Law School
											und meinen ersten Job hatte, 
eröffnete mir Dr. White,
											mein Therapeut in New Haven, 
dass er in drei Monaten
											seine Praxis schließen würde, mehrere Jahre,
											bevor ich New Haven verlassen wollte.
											White war mir eine riesengroße Hilfe gewesen
											und der Gedanke daran, dass er fortging,
											war ein furchtbarer Schock für mich.
									",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
","
","
","
",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
											My best friend Steve,
											sensing that something was terribly wrong,
											flew out to New Haven to be with me.
											Now I'm going to quote from some of my writings:
											""I opened the door to my studio apartment.
											Steve would later tell me that,
											for all the times he had seen me psychotic, nothing
											could have prepared him for what he saw that day.
											For a week or more, I had barely eaten.
											I was gaunt. I walked
											as though my legs were wooden.
											My face looked and felt like a mask.
											I had closed all the curtains in the apartment, so
											in the middle of the day
											the apartment was in near total darkness.
											The air was fetid, the room a shambles.
											Steve, both a lawyer and a psychologist, has treated
											many patients with severe mental illness, and to this day
											he'll say I was as bad as any he had ever seen.
											'Hi,' I said, and then I returned to the couch,
											where I sat in silence for several moments.
											'Thank you for coming, Steve.
											Crumbling world, word, voice.
											Tell the clocks to stop.
											Time is. Time has come.'
											'White is leaving,' Steve said somberly.
											'I'm being pushed into a grave. The situation is grave,' I moan.
											'Gravity is pulling me down.
											I'm scared. Tell them to get away.'""
									","
											Mi mejor amigo, Steve,
											presintiendo que ocurría algo grave,
											viajó hasta New Haven para estar conmigo.
											Citaré algunos de mis escritos:
											""Abrí la puerta de mi apartamento.
											Steve luego me dijo que,
											de todas las veces que me había visto psicótica, nada
											podría haberlo preparado para lo que vió ese día.
											Hacía más de una semana que apenas comía.
											Estaba demacrada. Caminaba,
											como si mis piernas fuesen de madera.
											Mi cara parecía y la sentía como una máscara.
											Había cerrado todas las cortinas en el apartamento,
											así, aún en pleno día,
											el apartamento estaba sumido en casi una total oscuridad.
											El aire era fétido, la habitación estaba patas arriba.
											Steve, que es abogado y psicólogo, ha tratado
											muchos pacientes con trastornos psicológicos severos, y hasta hoy
											les diría que jamás había visto a alguien tan mal como a mí.
											""Hola"", le dije, y luego me dirigí al sofá,
											donde me senté en silencio durante un largo tiempo.
											""Gracias por venir, Steve.""
											Derrumbándose el mundo, la palabra, la voz.
											Dile a los relojes que se detengan.
											Es hora. Ha llegado la hora.""
											""White se va,"" dijo Steve sombríamente.
											""Me empujan hacia una tumba. La situación es grave,"" me lamento.
											""La gravedad me tira hacia abajo.
											Estoy asustada. Diles que se vayan.""""
									","
											Bir şeylerin yanlış gittiğini anlayan en iyi arkadaşım Steve
											benim yanımda olabilmek için
											New Haven'a geldi.
											Şimdi bazı yazılarımdan alıntılar okuyacağım:
											""Stüdyo dairemin kapısını açtım.
											Steve bana daha sonra
											beni psikotik bir halde gördüğü hiç bir zamanın
											onu o gün gördüğü şeye hazırlayamayacağını söyleyecekti.
											Bir hafta veya daha uzun süre içinde, neredeyse hiçbir şey yemedim.
											Perişan haldeydim. Sanki bacaklarım
											tahtadanmış gibi yürüyordum.
											Yüzüm bir maskeymiş gibi geliyordu ve öyle görünüyordu.
											Dairedeki bütün perdeleri kapatmıştım,
											yani gün ortasında bile
											içerisi tamamen karanlıktı.
											Hava ağır, odam tam bir enkazdı.
											Steve, hem avukat hem de bir psikiyatr, oldukça ağır akıl hastalıklarına sahip
											pek çok hasta tedavi etmişti ve o güne kadar
											benim de ancak gördüğü herhangi bir hasta kadar kötü olduğumu söyleyecekti.
											""Merhaba"" dedim ve sonra
											uzun zamandır oturduğum kanepeye geri döndüm.
											""Geldiğin için teşekkürler Steve.
											Parçalanan bir dünya, söz, ses.
											Saatlere durmalarını söyle.
											Zaman. Zaman geldi.""
											""White gidiyor"" dedi Steve sıkıntılı bir biçimde.
											""Mezara sürükleniyorum. Sonum mezarda bitecek"" diye inledim.
											""Yer çekimi beni aşağı çekiyor.
											Korkuyorum. Onlara gitmelerini söyle.""
									","
											Mein bester Freund Steve spürte,
											dass irgendwas ganz und gar nicht stimmte,
											und kam nach New Haven, um mir beizustehen.
											Es folgt ein Zitat aus meinen Aufzeichnungen:
											„Ich öffnete die Tür zu meiner Einzimmerwohnung.
											Steve erzählte mir später,
obwohl er mich schon öfter
											während einer akuten Psychose erlebt hatte,
											war er nicht vorbereitet auf das, 
was er an diesem Tag sah.
											Seit einer Woche oder länger 
hatte ich kaum gegessen.
											Ich war ausgemergelt.
											Ich ging, als wären 
meine Beine aus Holz.
											Mein Gesicht sah aus wie eine Maske 
und fühlte sich auch so an.
											Ich hatte alle Vorhänge geschlossen, daher war es
											mitten am Tag
											fast vollkommen dunkel in der Wohnung.
											Es stank, das Zimmer war ein Saustall.
											Steve ist sowohl Anwalt als auch Psychologe
											und hat viele schwer geisteskranke Patienten behandelt.
											Bis heute, so sagt er, hat er nie 
etwas Schlimmeres gesehen.
											,Hi‘, sagte ich und ging wieder zum Sofa zurück,
											wo ich mich setzte und eine Weile nichts sagte.
											,Danke, dass du gekommen bist, Steve.
											Zerbröckelnde Welt, Wort, Stimme.
											Sag den Uhren, sie sollen anhalten.
											Zeit ist. Die Zeit ist gekommen.‘
											,White geht fort‘, sagte Steve düster.
											,Ich werde in ein Grab gestoßen.
Die Situation ist grabesschwer‘, stöhnte ich.
											,Die Schwerkraft zieht mich hinab.
											Ich habe Angst. Sag ihnen, 
sie sollen weggehen.‘“
									",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
","
","
","
",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
											As a young woman, I was in a psychiatric hospital
											on three different occasions for lengthy periods.
											My doctors diagnosed me with chronic schizophrenia,
											and gave me a prognosis of ""grave.""
											That is, at best, I was expected to live in a board and care,
											and work at menial jobs.
											Fortunately, I did not actually
											enact that grave prognosis.
											Instead, I'm a chaired Professor of Law, Psychology
											and Psychiatry at the USC Gould School of Law,
											I have many close friends
											and I have a beloved husband, Will, who's here with us today.
									","
											De joven, estuve en un hospital psiquiátrico
											en tres ocasiones durante periodos prolongados.
											Los médicos me diagnosticaron esquizofrenia crónica,
											y me dieron un pronóstico ""grave"".
											Es decir que, en el mejor de los casos, se esperaba que viviera en una residencia
											y trabajara en puestos sin importancia.
											Afortunadamente, el caso fue que no
											desarollé ese pronóstico.
											En cambio, soy catedrática titular en abogacía, psicología
											y psiquiatría, en la facultad de derecho de USC Gould.
											Tengo muchos amigos cercanos
											un esposo amado, Will, que nos acompaña aquí hoy.
									","
											Genç bir kadınken, uzun periyodlarla
											üç kez farklı zamanlarda psikiyatrik hastanelerde bulundum.
											Doktorlarım bana kronik şizofreni tanısı koydular,
											ve sonumun ""mezar"" olacağını öngördüler.
											En iyi olasılıkta bir bakım evinde yaşamam
											ve ufak tefek günlük işlerde çalışmam bekleniyordu.
											Neyse ki, o mezar öngörüsünü
											gerçekleştirmedim.
											Onun yerine, USC Gould Hukuk Fakültesi'nde
											Hukuk, Psikoloji ve Psikiyatri profesörü oldum.
											Pek çok yakın arkadaşım ve
											bugün burada bizimle olan sevgili kocam var.
									","
											Als junge Frau war ich dreimal 
zu unterschiedlichen Zeiten
											für längere Zeit in der Psychiatrie.
											Meine Ärzte diagnostizierten 
chronische Schizophrenie
											und stellten die Prognose „schwerwiegend“.
											Im besten Fall, so glaubte man, 
würde ich betreut wohnen
											und anspruchslose Arbeiten verrichten können.
											Zum Glück bin ich dieser Prognose
											nicht so recht gefolgt.
											Stattdessen bin ich 
ordentliche Professorin 
für Jura, Psychologie
											und Psychiatrie an der USC Gould School of Law,
											ich habe viele gute Freunde
											und einen geliebten Ehemann, Will, 
der heute auch hier ist.
									",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
","
","
","
",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
											(Applause) Thank you.
											He's definitely the star of my show.
									","
											(Aplausos) Gracias.
											Él es definitivamente la estrella de mi show.
									","
											(Alkışlar) Teşekkürler.
											Eşim kesinlikle gösterimin yıldızı.
									","
											(Applaus) 
Danke.
											Er ist auf jeden Fall der Star meiner Show.
									",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
","
","
","
",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
"
											I'd like to share with you how that happened, and also
											describe my experience of being psychotic.
											I hasten to add that it's my experience,
											because everyone becomes psychotic in his or her own way.
									","
											Quisiera compartirles cómo sucedió esto, y también
											describirles mi experiencia de cómo es ser psicótica.
											Me apuro a aclarar, que es mi experiencia,
											porque todos sufren la psicosis de manera diferente.
									","
											Sizlere neler yaşadığımı ve ayrıca
											bir psikotik olarak deneyimlerimi anlatmak isterim.
											Şunu belirtmeliyim ki bu, benim deneyimim
											çünkü herkes kendine özgü bir şekilde psikotik hale geliyor.
									","
											Ich möchte Ihnen erzählen, 
wie es dazu kam,
											und meine Erfahrungen 
mit Psychosen beschreiben.
											Ich möchte betonen, dass das nur 
meine Erfahrungen sind,
											denn jede Psychose hat ihre eigene Geschichte.
									",A tale of mental illness — from the inside,Elyn Saks,14:52,"brain,depression,health care,mental health"
