en,tr,title,speaker,duration,tags
"
","
","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
											Gayle King: Have a seat, Serena Williams,
											or should we say, have a seat, mom.
									","
											Lütfen oturun, Serena Williams
											veya oturun anne mi demeliyiz?
									","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
","
","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
											(Cheers)
									","
											(Alkışlar)
									","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
","
","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
											So no doubt, you guys are like me.
											You saw the release of Serena
											in that great yellow
bathing suit last week
											and when I saw it,
all I could think of was,
											""Gosh, why couldn't she have waited
til we sat onstage for TED?""
											I was very selfish, I know.
											So I asked you about that picture,
											and you said nobody was
supposed to see that picture.
											What do you mean?
									","
											Eminim siz de benim gibi,
											Serena'nın paylaşımını görmüşsünüzdür.
											Geçen hafta, 
o güzelim sarı mayosuyla
											onu gördüğümde
düşünebildiğim tek şey,
											""Tanrım, TED'e konuk olana 
kadar bekleyemez miydi?""
											Bencil davrandım, biliyorum.
											Sana o fotoğrafı sordum.
											Sen de o fotoğrafı
kimse görmemeliydi dedin.
											Bu ne demek?
									","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
","
","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
											Serena Williams: Well,
actually, it was an accident.
											I was on vacation,
just taking some time for myself,
											and I have this thing
where I've been checking my status
											and taking pictures every week
to see how far along I'm going —
									","
											Aslında, bu bir kazaydı.
											Tatildeydim, kendime
biraz zaman ayırıyordum
											ve durumumu kontrol etmek,
ilerlememi görmek için
											her hafta fotoğrafımı çekiyordum.
									","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
","
","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
"
											GK: And sharing it with friends, maybe?
									","
											Arkadaşlarınla da paylaşmak için mi?
									","On tennis, love and motherhood",Serena Williams and Gayle King,18:28,"sports,love,parenting,life,interview,race,gender,children,family,gender equality,journalism,media,personal growth,relationships,women,social media"
