en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
											To avoid dangerous climate change,
											we're going to need
to cut emissions rapidly.
											That should be a pretty
uncontentious statement,
											certainly with this audience.
											But here's something
that's slightly more contentious:
											it's not going to be enough.
											We will munch our way through
our remaining carbon budget
											for one and a half degrees
											in a few short years,
											and the two degree budget
											in about two decades.
											We need to not only cut emissions
extremely rapidly,
											we also need to take carbon dioxide
out of the atmosphere.
									","
											Para evitar el peligroso cambio climático,
											tendremos que disminuir
las emisiones rápidamente.
											Eso debería ser una afirmación
indiscutible,
											sin lugar a dudas en esta audiencia.
											Pero hay algo un poco más polémico:
											no va a ser suficiente.
											Agotaremos lo que queda
del presupuesto de carbono
											para un grado y medio
											en unos años
											y el presupuesto para dos grados
											en unas dos décadas.
											No solo tenemos que reducir emisiones
con extrema rapidez,
											sino también extraer dióxido de carbono
de la atmósfera.
									","
											Para evitar uma perigosa
alteração climática,
											precisamos de reduzir
rapidamente as emissões de CO2.
											Ninguém pode contestar esta declaração,
											principalmente nesta audiência.
											Mas há uma coisa um pouco
mais controversa:
											isso não será suficiente.
											Vamos esgotar o que resta
do nosso orçamento de carbono,
											ou seja, um grau e meio,
											dentro de poucos anos,
											e atingiremos os dois graus
											dentro de duas décadas.
											Precisamos de reduzir as emissões de CO2
de forma extremamente rápida,
											mas também precisamos de retirar
dióxido de carbono da atmosfera.
									","
											Face au changement climatique,
											il faut réduire les émissions de CO2
au plus vite.
											Personne ne polémique cette affirmation
											à commencer par vous qui êtes ici.
											Mais là où ça devient polémique :
											cela ne sera pas suffisant.
											Nous allons épuiser ce qui reste
de notre budget de charbon
											pour un degré et demi,
											en quelques années
											et le budget de deux degrés
											en environ 20 ans.
											Une rapide réduction du CO2 ne suffit pas.
											Il faut l'éliminer de l'atmosphère.
									","
											Um gefährlichen Klimawandel zu vermeiden,
											müssen wir umgehend
die Emissionen verringern.
											Dies sollte eine unstrittige Aussage sein,
											besonders bei diesem Publikum.
											Aber nun etwas leicht Kontroverseres:
											Es wird nicht ausreichen.
											Wir werden unser
verbleibendes Kohlenstoffbudget
											für eineinhalb Grad
											in wenigen Jahren aufbrauchen,
											und das Budget für zwei Grad
											in etwa zwei Jahrzehnten.
											Es reicht nicht, Emissionen lediglich
schnellstmöglich zu kürzen,
											wir müssen zusätzlich Kohlenstoffdioxid
aus der Atmosphäre entfernen.
									",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
","
","
","
","
",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
											Thank you.
									","
											Gracias.
									","
											Obrigado.
									","
											Je vous remercie.
									","
											Vielen Dank.
									",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
","
","
","
","
",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gelächter)
									",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
","
","
","
","
",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
											I work assessing a whole range
of these proposed techniques
											to see if they can work.
											We could use plants to take CO2 out,
											and then store it in trees,
											in the soil, deep underground
or in the oceans.
											We could build large machines,
so-called artificial trees,
											that will scrub CO2 from the air.
											For these ideas to be feasible,
											we need to understand
whether they can be applied
											at a vast scale in a way that is safe,
economic and socially acceptable.
											All of these ideas come with tradeoffs.
											None of them are perfect,
											but many have potential.
											It's unlikely that any one of them
will solve it on its own.
											There is no silver bullet,
											but potentially together,
they may form the silver buckshot
											that we need to stop
climate change in its tracks.
									","
											Trabajo evaluando una gama
de propuestas técnicas
											para ver si pudieran funcionar.
											Podríamos usar plantas para extraer CO2,
											y luego almacenarlo en los árboles,
											en el suelo, bajo tierra
o en los océanos.
											Podríamos construir grandes máquinas,
llamadas árboles artificiales,
											que eliminaran el CO2 del aire.
											Para que estas ideas sean factibles,
											necesitamos entender
si pueden ser aplicadas
											a gran escala de manera segura,
económica y socialmente aceptable.
											Estas ideas son soluciones intermedias.
											Ninguna es perfecta,
											pero muchas tienen potencial.
											Es poco probable que una sola
lo resuelva todo.
											No hay solución infalible,
											pero potencialmente, en conjunto,
pueden acercarse a la solución
											que necesitamos para detener
el cambio climático y sus consecuencias.
									","
											O meu trabalho é estudar
toda uma gama de técnicas propostas
											para ver se elas funcionam.
											Podemos usar plantas para absorver o CO2,
											e depois armazená-lo nas árvores,
											no solo, no subsolo ou nos oceanos.
											Podemos construir grandes máquinas,
as chamadas árvores artificiais,
											que absorverão o CO2 do ar.
											Para essas ideias serem viáveis,
											precisamos de perceber
se elas podem ser aplicadas
											a grande escala de forma segura,
económica e socialmente aceitável.
											Todas estas ideias têm contrapartidas.
											Nenhuma delas é perfeita,
											mas muitas têm potencial.
											Não é provável que qualquer uma delas
resolva o problema sozinha.
											Não há uma solução mágica,
											Mas, potencialmente, em conjunto, 
podem ser a solução
											de que precisamos para deter
a alteração climática.
									","
											Mon travail consiste à étudier les moyens
											qui permettraient de faire ça.
											Ainsi, les plantes absorbent le CO2
											qui peut être stocké dans les arbres,
											enfouis sous le sol ou au fond des océans.
											On peut aussi créer de grosses machines,
des « arbres artificiels »,
											capables d'extraire le CO2 de l'air.
											Pour devenir réalité, nous devons savoir
											si ces idées peuvent être mises en œuvre
											à grande échelle, sans danger, économique,
et acceptable sur le plan social.
											Toutes ces idées ont leur prix.
											Aucune d'entre elles n'est parfaite,
											mais elles ont du potentiel.
											Prises séparément, cela ne suffit pas.
											Pas de remède miracle,
											mais ensemble, elles pourraient
former un tir groupé
											qui nous permettrait d'enrayer
le dérèglement climatique.
									","
											Ich arbeite daran, eine ganze Reihe
Techniken auf ihre Brauchbarkeit
											zu untersuchen.
											Wir könnten Pflanzen benutzen,
um CO2 zu binden
											und es anschließend in Bäumen,
											tief unter der Erde oder in den
Ozeanen zu speichern.
											Wir könnten große Maschinen bauen,
sogenannte künstliche Bäume,
											die CO2 aus der Luft binden.
											Um diese Ideen zu realisieren,
											müssen wir herausfinden,
ob sie skalierbar sind
											auf eine Art und Weise, die sicher,
ökonomisch und sozial akzeptabel ist.
											All diese Ideen erfordern Kompromisse.
											Keine von ihnen ist perfekt,
											aber viele besitzen Potential.
											Es ist unwahrscheinlich,
dass eine die alleinige Lösung ist.
											Es gibt kein Wundermittel,
											aber möglicherweise können alle Techniken
Zutaten für eines sein,
											das wir brauchen,
um den Klimawandel zu stoppen.
									",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
","
","
","
","
",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
"
											I'm working independently
on one particular idea
											which uses natural gas
to generate electricity
											in a way that takes
carbon dioxide out of the air.
											Huh? How does that work?
									","
											Estoy trabajando de forma independiente
en una idea
											para usar gas natural
en la generación de electricidad
											de modo que se extraiga
dióxido de carbono del aire.
											¿Cómo funciona?
									","
											Eu trabalho, independentemente,
numa determinada ideia
											que usa o gás natural
para gerar eletricidade
											de uma forma que retira
o dióxido de carbono do ar.
											O quê? Como é que isso funciona?
									","
											De mon côté, j'étudie une idée précise :
											le gaz naturel comme source d'électricité
											tout en extrayant le CO2 de l'air.
											Hein ? Comment ça marche ?
									","
											Ich arbeite unabhängig davon
an einer bestimmten Idee,
											bei der Erdgas zur
Energieerzeugung genutzt wird,
											wobei Kohlendioxid
aus der Luft entfernt wird.
											Wie soll das funktionieren?
									",Can we stop climate change by removing CO2 from the air?,Tim Kruger,8:56,"alternative energy,electricity,climate change,engineering,entrepreneur,future,natural resources,oceans,pollution,sustainability,science,technology,weather,global commons,Anthropocene"
