en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
											I admit that I'm a little bit nervous here
											because I'm going to say some radical things,
											about how we should think about cancer differently,
											to an audience that contains a lot of people
											who know a lot more about cancer than I do.
											But I will also contest that I'm not as nervous as I should be
											because I'm pretty sure I'm right about this.
											(Laughter)
											And that this, in fact, will be
											the way that we treat cancer in the future.
											In order to talk about cancer,
											I'm going to actually have to —
											let me get the big slide here.
											First, I'm going to try to give you a different perspective of genomics.
											I want to put it in perspective of the bigger picture
											of all the other things that are going on —
											and then talk about something you haven't heard so much about, which is proteomics.
											Having explained those,
											that will set up for what I think will be a different idea
											about how to go about treating cancer.
									","
											Admito que estoy un poco nervioso
											porque voy a decir algunas cosas radicales
											sobre cómo deberíamos pensar diferente sobre el cáncer
											a una audiencia que contiene mucha gente
											que sabe mucho más del cáncer que yo.
											Pero también argumentaré que no estoy tan nervioso como debería estarlo
											porque estoy bastante seguro de tener razón sobre esto.
											(Risas)
											Y que ésta, en efecto, será
											la forma en que trataremos el cáncer en el futuro.
											Para poder hablar del cáncer,
											en realidad tendré que —
											déjenme poner estas diapositivas.
											Primero, voy a tratar de darles una perspectiva diferente de la genómica.
											Quiero ponerla en perspectiva de la imagen más grande,
											de todas las otras cosas que están sucediendo,
											y luego hablar de algo de lo que que no han oído hablar demasiado, la proteómica.
											Habiendo explicado ambos,
											eso preparará para lo que creo será una idea diferente
											sobre cómo ir tratando el cáncer.
									","
											Şu an biraz heyecanlı olduğumu belirtmek istiyorum
											çünkü seyirciler arasında kanseri benden
											daha iyi bilen pekçok insan var ve ben de
											kanser hakkında değişik düşünmemiz gerektiği ile ilgili
											radikal birşeyler söylemek üzereyim.
											Ama aslında bir yandan da aslında olmam gerektiğinden daha az heyecanlıyım
											çünkü bu konuda haklı olduğumdan hemen hemen eminim.
											(Gülüşmeler)
											Aslında bence bu, gelecekte
											kanser tedavisinde esas kullanılan yöntem olacak.
											Kanserden bahsetmek için,
											aslında öncelikle—
											durun şu büyük slaytı göstereyim.
											Önce size genomik ile ilgili farklı bir bakış açısı sunmaya çalışacağım.
											Etrafta olan biten diğer şeylerin yanında
											büyük resmi de göreceli olarak göstermek istiyorum—
											daha sonra da şimdiye kadar çok duymadığınız bir konu olan proteomik'ten bahsedeceğiz.
											Bunları açıklamak,
											bence kanseri ne şekilde tedavi etmeye başlayacağımıza
											ilişkin farklı fikirlerin oluşmasını sağlayacaktır.
									","
											J'admets que je suis un peu nerveux ici
											parce que je vais dire des choses radicales
											sur la façon différente dont nous devrions considérer le cancer
											à un public qui comporte beaucoup de gens
											qui en savent bien plus que moi sur le cancer.
											Mais je dirais aussi que je ne suis pas aussi nerveux que je devrais l'être
											parce que je suis assez sûr d'avoir raison là-dessus.
											(Rires)
											Et que ça, en fait, ce sera
											la manière dont nous traiterons le cancer dans l'avenir.
											Pour parler du cancer,
											je vais devoir en fait —
											laissez moi afficher la grande diapo ici.
											D'abord, je vais essayer de vous donner une perspective différente de la génomique.
											Je veux la mettre dans la perspective d'un plan plus grand
											de tout ce qui se passe —
											et ensuite parler de quelque chose dont vous n'avez pas beaucoup entendu parler,
											la protéomique. Une fois cela expliqué,
											tout sera prêt pour ce qui je pense sera une idée différente
											de l'approche du traitement du cancer.
									","
											Ich gebe zu dass ich hier ein bisschen nervös bin
											weil ich Ihnen ein paar radikale Dinge erzählen werde,
											darüber, wie wir anders über Krebs nachdenken sollen
											zu einem Publikum das viele Leute enthält
											die über Krebs eine Menge mehr wissen als ich das tue.
											Aber ich bestreite auch, dass ich nicht so nervös bin wie ich es sein sollte
											da ich ziemlich überzeugt bin, recht zu haben.
											(Gelächter)
											Und das wir zukünftig tatsächlich
											auf diese Weise Krebs behandeln werden.
											Um über Krebs sprechen zu können,
											Werde ich eigentlich —
											die große Ansicht hier holen müssen.
											Zuerst werde ich versuchen, Ihnen eine andere Sichtweise auf die Genomik zu geben.
											Ich möchte diese vorstellen als die Sichtweise der größeren Ansicht
											von all den anderen Dingen, die vor sich gehen —
											und dann über etwas sprechen, von dem Sie noch nicht so viel gehört haben, nämlich der Proteomik.
											Nachdem ich das erklärt habe,
											wird etwas darauf basieren das, wie ich glaube, eine andere Idee sein wird
											darüber, wie wir die Krebsbehandlung in Angriff nehmen können
									",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
","
","
","
","
",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
											So let me start with genomics.
											It is the hot topic.
											It is the place where we're learning the most.
											This is the great frontier.
											But it has its limitations.
											And in particular, you've probably all heard the analogy
											that the genome is like the blueprint of your body,
											and if that were only true, it would be great,
											but it's not.
											It's like the parts list of your body.
											It doesn't say how things are connected,
											what causes what and so on.
											So if I can make an analogy,
											let's say that you were trying to tell the difference
											between a good restaurant, a healthy restaurant
											and a sick restaurant,
											and all you had was the list of ingredients
											that they had in their larder.
											So it might be that, if you went to a French restaurant
											and you looked through it and you found
											they only had margarine and they didn't have butter,
											you could say, ""Ah, I see what's wrong with them.
											I can make them healthy.""
											And there probably are special cases of that.
											You could certainly tell the difference
											between a Chinese restaurant and a French restaurant
											by what they had in a larder.
											So the list of ingredients does tell you something,
											and sometimes it tells you something that's wrong.
											If they have tons of salt,
											you might guess they're using too much salt, or something like that.
											But it's limited,
											because really to know if it's a healthy restaurant,
											you need to taste the food, you need to know what goes on in the kitchen,
											you need the product of all of those ingredients.
									","
											Déjenme comenzar con la genómica.
											Es el tema del momento.
											Es el lugar donde más estamos aprendiendo.
											Esta es la gran frontera.
											Pero tiene sus limitaciones.
											Y en particular, probablemente todos han oído la analogía
											de que el genoma es como la copia del plano del cuerpo.
											Y si tan solo eso fuera cierto, sería grandioso
											pero no lo es.
											Es como el listado de partes de tu cuerpo.
											No dice cómo las cosas se conectan,
											qué causa qué, y demás.
											Si puedo hacer una analogía,
											digamos que estuvieran tratando de encontrar la diferencia
											entre un buen restaurant, un restaurant saludable,
											y un restaurant enfermo,
											y lo único que tuviesen fuera la lista de ingredientes
											que tienen en la alacena.
											Así podría ser que, si fueran a un restaurant francés
											y observaran entre sus cosas y encontrasen
											que solamente tienen margarina y no manteca,
											podrían decir, ""Ah, ya sé lo que tienen mal.
											Puedo hacerlos sanos.""
											Y probablemente haya casos especiales de eso.
											Definitivamente podrían saber la diferencia
											entre un restaurant chino y un restaurant francés
											por lo que tienen en la alacena.
											Así que la lista de ingredientes sí te dice algo,
											y a veces te dice que algo está mal.
											Si tienen montones de sal,
											podrías adivinar que están usando mucha sal, o algo por el estilo.
											Pero es limitado,
											porque para realmente saber si es un restaurant saludable,
											tienes que probar la comida, tienes que saber qué sucede en la cocina,
											necesitas el producto de todos esos ingredientes.
									","
											Önce genomik ile başlamama izin verin.
											Çok popüler bir konu.
											En çok birşeyler öğrendiğimiz alan.
											En yeni ufuk burası.
											Ama bazı kısıtları var.
											Özellikle de, genomun vücudunuzun neredeyse bir
											ozalit kopyası olduğu benzetmesini duymuşsunuzdur.
											Eğer gerçek olsaydı çok süper olurdu,
											ama değil.
											daha çok vücudunuzdaki parçaların bir listesi.
											Farklı şeylerin nasıl birleştiğini,
											neyin neye sebep olduğunu göstermiyor.
											Eğer bir benzetme yapacak olursam,
											diyelim ki iyi bir restorantla, sağlıklı bir restorantla
											sağlıksız bir restorantı birbirinden
											ayırdetmeye çalışıyorsunuz,
											ve elinizdeki tek şey de
											bunların kilerlerindeki malzemelerin listesi.
											Bu şuna benziyor, bir Fransız restorantına gidiyorsunuz
											ve kilerı inceliyorsunuz, bakıyorsunuz ki
											kilerde sadece margarin var ama tereyağı yok,
											şöyle diyebilirsiniz: ' Ah, burada neyin yanlış gittiğini buldum,
											onları daha sağlıklı yapabilirim.'
											Büyük ihtimalle bu duruma uyan özel durumlar da vardır.
											Mesela sadece kilere bakarak
											bir Fransız Restorantı ile Çin restorantı arasındaki
											farkları gösterebilirsiniz.
											Evet, malzemerin listesi size birşeyler söyler,
											ama bazen de size yanlış birşeyler söyler.
											Eğer çok fazla tuz görürseniz,
											çok tuz kullandıklarını, ya da buna benzer birşeyleri söyleyebilirsiniz.
											Ama bu çok sınırlıdır,
											çünkü buranın gerçekten sağlıklı bir restorant olduğunu anlamak için,
											yemeklerden tatmanız, mutfakta neler olup bittiğini bilmeniz gerekir,
											tüm bileşenlerin ortak ürününe bakmalısınız.
									","
											Alors permettez moi de commencer à parler de génomique.
											C'est le sujet à la mode.
											C'est là que nous apprenons le plus.
											C'est la grande frontière.
											Mais elle a ses limites.
											Et en particulier, vous avez probablement tous entendu parler de l'analogie
											entre le génome et le plan de votre corps.
											Et si c'était vrai, ce serait génial,
											mais c'est faux.
											C'est comme la liste des parties de votre corps.
											Elle ne dit pas comment les choses sont reliées,
											ce qui provoque quoi etc.
											Alors si je peux faire une analogie,
											disons que si vous essayez de faire la différence
											entre un bon restaurant, un restaurant sain,
											et un restaurant malsain,
											et tout ce que vous aviez ce soit la liste des ingrédients
											qu'ils mettent dans leur tambouille.
											Alors par exemple, si vous alliez dans un restaurant français
											que vous l'inspectiez et que vous trouviez
											qu'ils n'ont que de la margarine et pas de beurre,
											vous pourriez dire, ""Ah, je vois ce qui ne va pas chez eux,
											je peux les rendre plus sain.""
											Et il y a probablement des cas particuliers de ce type.
											vous pourriez certainement faire la différence
											entre un restaurant chinois et un restaurant français
											d'après ce qu'ils mettent dans leur tambouille.
											Alors la liste des ingrédients vous dit bien quelque chose,
											et parfois elle vous dit quelque chose qui est faux.
											Si ils mettent des tonnes de sel,
											vous pourriez deviner qu'ils utilisent trop de sel ou quelque chose comme ça.
											Mais c'est limité,
											parce que pour savoir vraiment si c'est un restaurant sain,
											vous devez goûter la nourriture, vous devez savoir ce qui se passe en cuisine,
											vous avez besoin du produit de tous les ingrédients.
									","
											So lassen Sie uns anfangen mit der Genomik.
											Das ist das heiße Thema.
											Das ist die Stelle an der wir das meiste lernen.
											Das ist das große neue Grenzgebiet.
											Aber es ist begrenzt.
											Und insbesondere haben Sie wahrscheinlich von der Analogie gehört,
											dass das Genom wie eine Blaupause Ihres Körpers ist.
											Und wenn das nur wahr wäre, wäre das großartig.
											Aber das ist es nicht.
											Es ist wie eine Liste von Einzelteilen Ihres Körpers.
											Es sagt nicht, wie die Dinge verbunden sind,
											was was verursacht und so weiter.
											Wen ich also eine Analogie machen kann,
											angenommen Sie wollen den Unterschied herausfinden
											zwischen einem guten Restaurant, einem gesunden Restaurant,
											und einem kranken Restaurant,
											und alles was Sie haben, wäre eine Liste von Inhaltsstoffen
											die sie in ihrer Speisekammer haben.
											So könnte es sein, dass Sie zu einem französischen Restaurant gingen
											und dieses durchsuchten und fänden,
											dass sie nur Margarine und keine Butter haben,
											Sie könnten sagen, ""Ah, ich weiß was hier falsch läuft.
											Ich kann die gesund machen.""
											Und es gibt wahrscheinlich spezielle Fälle wie diesen.
											Sie könnten sicherlich den Unterschied
											zwischen einem chinesischen und einem französischen Restaurant benennen
											anhand dessen, was sie in ihrer Speisekammer haben.
											Also erzählt uns die Liste der Inhaltsstoffe in der Tat etwas
											und manchmal erzählt sie Ihnen etwas, das falsch läuft.
											Falls jene tonnenweise Salz haben,
											könnten Sie vermuten, dass sie zuviel Salz verwenden, oder dergleichen.
											Aber das ist begrenzt,
											weil um wirklich zu wissen, ob das ein gesundes Restaurant ist,
											müssen Sie das Essen probieren, müssen Sie wissen was in der Küche vor sich geht,
											benötigen Sie die Summe von all diesen Inhaltsstoffen.
									",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
","
","
","
","
",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
											So if I look at a person
											and I look at a person's genome, it's the same thing.
											The part of the genome that we can read
											is the list of ingredients.
											And so indeed,
											there are times when we can find ingredients
											that [are] bad.
											Cystic fibrosis is an example of a disease
											where you just have a bad ingredient and you have a disease,
											and we can actually make a direct correspondence
											between the ingredient and the disease.
											But most things, you really have to know what's going on in the kitchen,
											because, mostly, sick people used to be healthy people —
											they have the same genome.
											So the genome really tells you much more
											about predisposition.
											So what you can tell
											is you can tell the difference between an Asian person and a European person
											by looking at their ingredients list.
											But you really for the most part can't tell the difference
											between a healthy person and a sick person —
											except in some of these special cases.
									","
											Así, si miro a una persona
											y miro el genoma de esa persona, es lo mismo.
											La parte del genoma que podemos leer
											es la lista de ingredientes.
											Y de hecho,
											hay veces que podemos encontrar ingredientes
											que son malos.
											La fibrosis quística es un ejemplo de enfermedad
											en la que tienes un mal ingrediente y tienes una enfermedad,
											y realmente podemos establecer una relación directa
											entre el ingrediente y la enfermedad.
											Pero mayormente, tienes que saber qué está sucediendo en la cocina,
											porque, en su mayoría, la gente enferma solía ser gente sana;
											tienen en mismo genoma.
											Así que el genoma realmente te dice mucho
											acerca de predisposición.
											Entonces lo que puedes decir
											es que puedes decir la diferencia entre una persona asiática y una europea
											mirando su lista de ingredientes.
											Pero en realidad no puedes diferenciar mayormente
											entre una persona sana y una enferma,
											excepto en alguno de estos casos especiales.
									","
											Yani ben bir insana sonra da
											o insanın genomuna bakarsam bunun gibi birşey.
											Genomun okuyabildiğimiz kısmı
											bir malzeme listesinden farksız.
											Gerçekten de
											zaman zaman kötü malzemeler
											bulduğumuz oluyor.
											Kistik Fibroz hastalığı bunz güzel bir örnek,
											kötü bir malzeme var, ve hastalık ortaya çıkıyor,
											yani hastalıkla malzeme arasında
											direkt bir bağlantı kurabiliyoruz.
											Ama çoğu şey için, gerçekte mutfakta ne olup bittiğini bilmeniz gerekir,
											çünkü genelde, hasta insanlar önceleri sağlıklı oluyorlar —
											aynı genoma sahipler.
											Yani, aslında genom size daha çok
											yatkınlık hakkında bilgi veriyor.
											Yani esasında
											Asyalı biri ile Avrupa'lı biri arasındaki farkı malzemeler listesine
											bakarak söyleyebilirsiniz.
											Ama çok özel bazı durumlar haricinde
											genelde hasta bir insan ile sağlıklı bi insan
											arasındaki farkı söylemeniz pek mümkün değil.
									","
											Donc si je regarde quelqu'un
											et que je regarde son génome, c'est pareil.
											La partie du génome que nous pouvons lire
											est la liste des ingrédients.
											Et donc en effet,
											il y a des fois où nous pouvons trouver les ingrédients
											qui ne vont pas.
											La mucoviscidose est un exemple de maladie
											où vous avez un mauvais ingrédient et vous avez une maladie,
											et nous pouvons en fait établir une correspondance directe
											entre l'ingrédient et la maladie.
											Mais dans la plupart des cas, il faut vraiment savoir ce qui se passe en cuisine,
											parce qu'essentiellement, les gens malades étaient en bonne santé avant —
											ils avaient le même génome.
											Le génome vous en dit donc bien plus
											sur la prédiposition.
											Ce que vous pouvez donc dire
											c'est que vous pouvez faire la différence entre un asiatique et un européen
											en regardant la liste de leurs ingrédients.
											Mais la plupart du temps vous ne pouvez pas faire la différence
											entre une personne saine et une personne malade —
											sauf dans certains de ces cas particuliers.
									","
											Wenn Sie nun eine Person betrachten
											und ich schaue auf das Genom einer Person, das ist das Gleiche.
											Den Teil des Genoms, den wir lesen können
											ist die Liste der Inhaltsstoffe.
											Und in der Tat
											gibt es Fälle in denen wir Inhaltsstoffe finden können
											die schlecht [sind].
											Mukoviszidose ist ein Beispiel einer Krankheit
											bei der wir einfach einen schlechten Inhaltsstoff haben und damit eine Krankheit
											und wir können tatsächlich eine direkte Korrelation erstellen
											zwischen dem Inhaltsstoff und der Krankheit.
											Aber meistens muss man wirklich wissen was in der Küche vor sich geht,
											weil meistens, kranke Menschen zuvor gesunde Menschen waren —
											sie haben die gleichen Genome.
											Also erzählt uns das Genom wirklich viel mehr
											über Veranlagung
											Was Sie also sagen können,
											ist, dass Sie den Unterschied zwischen einer asiatischen Person und einer europäischen Person erkennen können,
											indem Sie auf ihre Inhaltsstoffe schauen.
											Tatsächlich aber können Sie meistens nicht den Unterschied erkennen
											zwischen einer gesunden und einer kranken Person —
											abgesehen von einigen dieser speziellen Fälle.
									",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
","
","
","
","
",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
											So why all the big deal
											about genetics?
											Well first of all,
											it's because we can read it, which is fantastic.
											It is very useful in certain circumstances.
											It's also the great theoretical triumph
											of biology.
											It's the one theory
											that the biologists ever really got right.
											It's fundamental to Darwin
											and Mendel and so on.
											And so it's the one thing where they predicted a theoretical construct.
											So Mendel had this idea of a gene
											as an abstract thing,
											and Darwin built a whole theory
											that depended on them existing,
											and then Watson and Crick
											actually looked and found one.
											So this happens in physics all the time.
											You predict a black hole,
											and you look out the telescope and there it is, just like you said.
											But it rarely happens in biology.
											So this great triumph — it's so good,
											there's almost a religious experience
											in biology.
											And Darwinian evolution
											is really the core theory.
									","
											¿Entonces por qué todo el furor
											con la genética?
											Bueno, primero que nada,
											es porque podemos leerla, lo que es fantástico.
											Es muy útil en ciertas circunstancias.
											También es un gran triunfo teórico
											de la biología.
											Es la principal teoría
											en la que los biólogos alguna vez acertaron.
											Es fundamental para Darwin
											y Mendel y varios más.
											Así que es el caso por excelencia en el que predijeron un concepto teórico.
											Es decir, Mendel tenía su idea sobre el gen
											como algo abstracto.
											Y Darwin construyó una teoría entera
											que dependía de que ellos exsistieran.
											Y luego Watson y Crick
											finalmente buscaron y encontraron uno.
											Esto pasa en la física todo el tiempo.
											Predices un agujero negro,
											miras por el telescopio y ahí está, tal como habías dicho.
											Pero rara vez sucede en biología.
											Así que este gran triunfo — es tan grande,
											que es casi una experiencia religiosa
											en la biología.
											Y la evolución darwiniana
											es realmente la teoría base.
									","
											Peki, o zaman genetik ile ilgili
											bu acayip popülerlik neden?
											En önemlisi,
											onu okuyabiliyoruz, ki bu müthiş bir şey.
											Bazı özel durumlara çok faydalı.
											Aynı zamanda biyolojinin müthiş bir
											teorik zaferi.
											Biyologların tam ve
											doğru olarak ortaya koyabildikleri bir teori.
											Darwin ve Mendel, ve benzerleri
											için temel bir teori.
											Teorik altyapıyı öngörmemizi sağlayan tek şey bu.
											Mendel'in kafasındaki gen fikri
											soyut bir fikirdi.
											Dawrın ise genlerin var olduğunu
											kabul ederek üzerlerine tamamlanmış bir teori kurdu.
											Daha sonra Watson ve Crick genleri aramaya başladılar
											ve aslında bulmayı da başardılar.
											Buna benzer şeyler fizikte her zaman olur.
											Bir kara delik öngörüsünde bulunursunuz,
											derken teleskopla bakarsınız ve oradadır, tam olacağını söylediğiniz yerde.
											Ama bu biyolojide oldukça nadir olur.
											Bu nedenle bu büyük başarı — çok ama çok büyük—
											neredeyse biyolojide yaşanan
											ulvi bir deneyim diyebiliriz.
											Darwin'in Evrim Teorsi de
											gerçekte çok temel bir teori.
									","
											Alors pourquoi tant de bruit
											autour de la génétique?
											Et bien tout d'abord
											c'est parce que nous pouvons la lire, ce qui est fantastique.
											C'est très utile dans certaines circonstances.
											C'est aussi un grand triomphe théorique
											de la biologie
											C'est LA théorie
											que les biologistes ont vraiment trouvée juste.
											Elle est fondamentale pour Darwin
											et pour Mendel et ainsi de suite.
											Et c'est donc la chose pour laquelle ils ont prédit une construction théorique.
											Alors Mendel a eu cette idée d'un gène
											comme une chose abstraite.
											Et Darwin a construit toute une théorie
											qui dépendant de leur existence.
											Et puis Watson et Crick
											ont effectivement cherché et en ont trouvé un.
											Et donc ça arrive tout le temps en physique.
											Vous prédisez un trou noir,
											et vous regardez dans le télescope et il est là, comme vous l'avez dit.
											Mais ça arrive rarement en biologie.
											Alors ce grand triomphe — c'est si bien —
											il y a une expérience quasi religieuse
											en biologie.
											Et l'évolution darwinienne
											est vraiment la théorie centrale.
									","
											Warum also diese große Sache
											wegen der Genetik?
											Nun, erstens,
											weil wir es lesen können, das ist fantastisch.
											Es ist sehr hilfreich unter bestimmten Umständen.
											Es ist zudem der große theoretische Durchbruch
											der Biologie.
											Es ist diese eine Theorie,
											die die Biologen jemals wirklich richtig hinbekommen haben.
											Sie ist grundlegend für Darwin
											und Mendel und so weiter.
											Es ist also diese eine Sache bei der sie ein theoretisches Konstrukt vorhersagten.
											Mendel hatte also die Vorstellung von einem Genom
											als eine abstrakte Sache.
											Und Darwin baute eine ganze Theorie
											die von einer Existenz dessen abhing.
											Und dann Watson und Crick
											suchten danach und fanden eines.
											Nun das passiert in der Physik ständig.
											Sie sagen sin schwarzes Loch vorher
											und Sie halten mit dem Teleskop Ausschau und da ist es, genau wie Sie sagten.
											Aber das passiert selten in der Biologie.
											Dieser große Triumpf — er ist derart gut —
											es ist fast eine religiöse Erfahrung
											in der Biologie.
											Und die Darwin'sche Evolutionstheorie
											ist im Grunde die elementare Theorie.
									",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
","
","
","
","
",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
"
											So the other reason it's been very popular
											is because we can measure it, it's digital.
											And in fact,
											thanks to Kary Mullis,
											you can basically measure your genome in your kitchen
											with a few extra ingredients.
											So for instance, by measuring the genome,
											we've learned a lot about how we're related to other kinds of animals
											by the closeness of our genome,
											or how we're related to each other — the family tree,
											or the tree of life.
											There's a huge amount of information about the genetics
											just by comparing the genetic similarity.
											Now of course, in medical application,
											that is very useful
											because it's the same kind of information
											that the doctor gets from your family medical history —
											except probably,
											your genome knows much more about your medical history than you do.
											And so by reading the genome,
											we can find out much more about your family than you probably know.
											And so we can discover things
											that probably you could have found
											by looking at enough of your relatives,
											but they may be surprising.
											I did the 23andMe thing
											and was very surprised to discover that I am fat and bald.
											(Laughter)
											But sometimes you can learn much more useful things about that.
									","
											Y la otra razón por la que es tan popular
											es porque podemos medirla, es digital.
											Y de hecho,
											gracias a Kary Mullis,
											puedes básicamente analizar tu genoma en la cocina
											con un par de ingredientes extra.
											Por ejemplo, estudiando el genoma,
											hemos aprendido mucho sobre cómo estamos emparentados con otros animales
											por la cercanía de nuestro genoma,
											o cómo estamos relacionados entre nosotros; el árbol familiar,
											o el árbol de la vida.
											Hay una enorme cantidad de inforamción sobre genética
											simplemente por comparar la similitud genética.
											Ahora, por supuesto, su aplicación médica
											es muy útil
											porque es el mismo tipo de información
											que la que el médico obtine de tu historial médico familiar,
											excepto probablemente,
											que tu genoma sabe mucho más de tu historial médico que tú.
											Y así leyendo el genoma,
											podemos descubrir mucho más sobre tu familia que lo que tú probablemente sepas.
											Y así podemos descubrir cosas
											que probablemente podrías haber descubierto
											observando a suficientes de tus parientes,
											pero éstas pueden ser sorprendentes.
											Hice esa cosa de 23andMe
											y me sorprendió descubrir que soy gordo y calvo.
											(Risas)
											Pero a veces puedes aprender cosas mucho más útiles sobre eso.
									","
											Bu kadar popğler olmasının bir diğer nedeni
											onu ölçebiliyor olmamız, dijital.
											Ve aslında,
											Kary Mulis sayesinde,
											kendi mutfağınızda bile birkaç ilave malzeme ile,
											kendi genomunuzu ölçebilirsiniz.
											Mesela, genomu ölçerek,
											başka hayvanlara ne kadar yakın akraba olduğunuzu öğrendik
											bunu genoumuzun benzerliği ile yaptık,
											ya da yaşam ağacında, aile ağacındaki
											yakın akrabalarımızı öğrendik.
											Sadece genetik benzerliği karşılaştırarak bile
											genetik biliminden inanılmaz miktarda bilgi edinebilirsiniz.
											Elbette, tıbbi uygulamalarda,
											bu çok faydalı,
											çünkü bu doktorunuzun sizden aile öykünüzü
											alırken sorduğu bilgilerle aynı türde bir bilgi —
											tek farkı büyük ihtimalle,
											genomunuzun tıbbi özgeçmişinizi sizden daha iyi biliyor olması.
											Yani genomunuzu okuyarak,
											aileniz hakkında sizin bildiğinizden çok daha fazlasını öğrenebiliriz.
											Ve büyük ihtimalle akrabalarınıza bakarak
											bulabileceğiniz bazı şeyleri
											genomunuza bakarak keşfedebiliriz,
											bazıları epey şaşırtıcı olabilir.
											ben 23veBen testini yaptım
											sonucunda şişman ve kel olduğum ortaya çıkınca epey şaşırdım.
											(Gülüşmeler)
											Ama bazen bundan gerçekten çok daha anlamlı ve faydalı şeyler öğrenebilirsiniz.
									","
											Et l'autre raison de sa grande popularité
											est que nous pouvons le mesurer, c'est numérique.
											Et en fait,
											grâce à Kary Mullis,
											vous pouvez en gros mesurer votre génome dans votre cuisine
											avec quelques ingrédients supplémentaires.
											Alors par exemple, en mesurant le génome,
											nous avons appris beaucoup sur nos liens de parentés avec les autres animaux
											en fonction de la proximité de notre génome,
											ou comment nous sommes apparentés les uns aux autres — l'arbre généalogique,
											ou l'arbre de vie.
											Il y a une énorme quantité d'information sur la génétique
											rien qu'en comparant la similarité génétique.
											Mais bien sûr, dans le domaine médicale,
											c'est très utile
											parce que c'est le même genre d'information
											que le médecin obtient de l'historique médical de votre famille —
											sauf que probablement,
											votre génome en sait beaucoup plus sur votre historique médical que vous.
											Et donc en lisant le génome,
											nous pouvons sans doute en découvrir beaucoup plus que vous n'en savez sur votre famille.
											Et donc nous pouvons découvrir des choses
											que vous auriez probablement pu trouver
											en vous tournant vers suffisement de vos parents,
											mais elle peuvent être surprenantes.
											J'ai fait le test ADN de 23andMe
											et j'ai été très surpris de découvrir que je suis gros et chauve.
											(Rires)
											Mais parfois on peut apprendre des choses bien plus utiles.
									","
											Nun der andere Grund für die Popularität
											ist, dass wir es messen können, es ist digital.
											Und tatsächlich,
											dank Kary Mullis,
											können Sie praktisch Ihr Genom in Ihrer Küche messen
											mit wenigen zusätzlichen Inhaltsstoffen.
											zum Beispiel haben wir durch das Vermessen des Genoms
											eine Menge darüber gelernt, inwiefern wir verwandt sind zu anderen Arten von Tieren
											anhand der Geschlossenheit unseres Genoms,
											oder wie wir zueinander verwandt sind — der Stammbaum,
											oder die Entwicklung des Lebens.
											Es findet sich eine riesige Menge an Informationen in der Genetik,
											indem man einfach die genetische Ähnlichkeit vergleicht.
											Jetzt ist das natürlich in medizinischer Anwendung
											sehr nützlich
											weil das die gleiche Art von Information ist,
											die der Arzt aus Ihrer familiären medizinischen Historie erhält —
											abgesehen davon, dass wahrscheinlich
											Ihr Genom einiges mehr weiß über Ihre medizinische Historie als sie das tun.
											Und indem wir das Genom lesen,
											können wir über Ihre Familie viel mehr herausfinden, als Sie wahrscheinlich wissen.
											Und so können wir Dinge herausfinden
											die Sie finden hätten können,
											indem Sie hinreichend viele Verwandte anschauten,
											aber diese könnten überraschend sein.
											Ich habe die 23andMe Sache gemacht
											und war sehr überrascht herauszufinden, dass ich fett und glatzköpfig bin.
											(Gelächter)
											Aber manchmal können Sie viel mehr nützliche Dinge damit lernen.
									",Understanding cancer through proteomics,Danny Hillis,19:55,"cancer,genetics,medical research"
