fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
											Le thème et ses variations est une de ces formes qui
											exige un certain type d'activité intellectuelle,
											parce qu'on compare tout le temps la variation
											au thème qu'on a en tête.
											On pourrait dire que le thème est la nature
											et tout ce qui suit est une variation sur le sujet.
									","
											'Theme and variations' is one of those forms that
											require a certain kind of intellectual activity,
											because you are always comparing the variation
											with the theme that you hold in your mind.
											You might say that the theme is nature
											and everything that follows is a variation on the subject.
									","
											Tema ve varyasyonlar,
											belirli bir entellektüel faaliyet gerektiren biçimlerdendir.
											Çünkü her zaman varyasyonları
											aklınızdaki tema ile karşılaştırırsınız.
											Temanın doğal olduğunu
											ve bunu takip eden her şeyin konu üzerindeki bir varyasyon olduğunu söyleyebilirsiniz.
									","
											Thema und Variation ist eine dieser Spielarten,
											die eine gewisse intellektuelle Aktivität erfordert.
											Weil man immer die Variation mit dem Thema vergleicht,
											das man im Sinn hat.
											Man könnte sagen: das Thema ist die Natur
											und alles was folgt ist die Variation auf das Thema.
									","
											Tema y variaciones es una de esas formas que
											requiere un cierto tipo de actividad intelectual.
											porque continuamente comparas la variación
											con el tema que tienes en mente.
											Se podría decir que el tema es la naturaleza
											y todo lo que sigue es una variación sobre el tema.
									",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
","
","
","
","
",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
											On m'a demandé, il y a 6 ans je crois,
											de faire une série de tableaux
											qui d'une certaine manière célèbreraient la naissance de Piero della Francesca.
											Et il était pour moi très difficile d'imaginer
											comment peindre des images inspirées de Piero
											jusqu'à ce que je me rende compte que je pouvais le voir comme la nature.
											Que j'aurais la même attitude en regardant Piero della Francesca
											que si je regardais un arbre par la fenêtre.
											Et ce fut terriblement libérateur pour moi,
											et ce n'est peut-être pas une inspiration très perscpicace,
											mais ça m'a vraiment mis sur la voie pour pouvoir faire un genre de
									","
											I was asked, I guess about six years ago,
											to do a series of paintings
											that in some way would celebrate the birth of Piero della Francesca.
											And it was very difficult for me to imagine
											how to paint pictures that were based on Piero
											until I realized that I could look at Piero as nature —
											that I would have the same attitude towards looking at Piero della Francesca
											as I would if I were looking out a window at a tree.
											And that was enormously liberating to me.
											Perhaps it's not a very insightful observation,
											but that really started me on a path to be able to do a kind of theme and variations
									","
											Tahminimce 6 yıl once
											bir şekilde Piero Della Francesca’nın doğumunu kutlamak için
											tarafımdan bir resim serisi yapmam istenildi.
											ve benim için Piero'ya dayalı resimlerin
											nasıl çizileceğini hayal etmek
											O'na doğal olarak bakabileceğimi anlayana kadar çok zordu
											Bir pencereden bir ağaca bakarmışçasına Piero della Francesca ‘ya bakarak
											onunla aynı tutuma sahip olacaktım.
											Ve bu beni muazzam bir şekilde serbest kılıyordu.
											Belki bu, kavrayışı çok güçlü olan bir gözlem değil
											fakat bu beni, Piero'nun bir çalışmasına dayanarak,
									","
											Ich wurde gebeten, ich glaube vor zirka 6 Jahren,
											eine Bilderreihe zu gestalten,
											die irgendwie die Geburt Piero della Francescas feiern sollte
											und es fiel mir sehr schwer mir vorzustellen,
											wie ich Bilder basierend auf Piero malen sollte,
											bis ich einsah, dass ich Piero als ""die Natur"" ansehen konnte.
											Dass ich mit der selben Einstellung Piero della Francescas Werke ansehen könnte,
											mit der ich einen Baum durch ein Fenster betrachte.
											Das war ungeheuerlich befreiend für mich,
											vielleicht ist es auch keine sehr tiefgründige Erkenntnis,
											aber es eröffnete mir die Möglichkeit eine Art Thema und Variation zu schaffen,
									","
											...se me pidió, creo que hace unos seis años,
											hacer una serie de pinturas
											que de alguna manera celebrasen el nacimiento de Piero della Francesca.
											Y para mí fue muy difícil imaginar
											cómo pintar cuadros basados en Piero
											hasta que me di cuenta de que podía mirar a Piero como la naturaleza.
											Que tendría la misma actitud al mirar a Piero della Francesca
											que si estuviera mirando a un árbol por una ventana.
											Y eso fue enormemente liberador para mí,
											y tal vez no sea una observación muy perspicaz,
											pero realmente me marcó un camino para poder hacer una especie de tema y variación.
									",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
","
","
","
","
",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
											thème et variation inspiré de Piero,
											dans le cas présent ce tableau remarquable qui est à la Galerie des Offices, ""Le Duc de Montefeltro,""
											qui se tient face à sa femme Battista.
											Quand je me suis rendu compte que je pouvais prendre des libertés sur le sujet,
											j'ai fait la série de dessins suivante.
											Voilà le vrai Piero della Francesca.
											Un des plus grands portraits de l'histoire de l'humanité.
											Les voila, je vais vous les montrer sans commentaires
											C'est juste une série de variations sur la tête du Duc de Montefeltro,
											qui est un très grand personnage de la Renaissance,
											et probablement l'inspiration pour ""Le Prince"" de Machiavel.
											Il avait apparemment perdu un oeil dans une bataille
											et c'est pourquoi on le montre toujours de profil.
											Et voici Battista.
									","
											based on a work by Piero,
											in this case that remarkable painting that's in the Uffizi, ""The Duke of Montefeltro,""
											who faces his consort, Battista.
											Once I realized that I could take some liberties with the subject,
											I did the following series of drawings.
											That's the real Piero della Francesca —
											one of the greatest portraits in human history.
											And these, I'll just show these without comment.
											It's just a series of variations on the head of the Duke of Montefeltro,
											who's a great, great figure in the Renaissance,
											and probably the basis for Machiavelli's ""The Prince.""
											He apparently lost an eye in battle,
											which is why he is always shown in profile.
											And this is Battista.
									","
											tema türü ve çeşitlemelerini değerlendirebileceğim bir yola sevk etti.
											Sözgelimi, yoldaşı Battista’yla yüzyüze bakan “Montefeltro
											Dükü” adlı Uffizi’nin muhteşem eserinde olduğu gibi.
											konuyla ilgili bazı imtiyazlar kullanabileceğimi fark ettiğimde
											takip eden çizim serilerini yaptım.
											İşte insanlık tarihindeki en önemli portrelerden birisi olan,
											gerçek Piero della Francesca budur.
											Ve bunlar, bunları yorumlamadan göstereceğim.
											Bu, Rönosans'ta mükemmel bir figür olan
											Montefeltro Dükü'ünün başındaki
											ve muhtemelen Machiavelli’nin “Prens” ine temel teşkil eden varyasyonların bir serisidir.
											Görünüşe göre O, savaşta bir gözünü kaybetmiştir.
											Her zaman profilden gösterilmesinin sebebi de budur.
											Ve bu da Battista'dır.
									","
											basierend auf Pieros Werk,
											in diesem Fall über das außergewöhnlich Bild aus den Uffizien, ""Der Herzog von Montefeltro"",
											in dem er seiner Ehefrau Battista gegenübersteht.
											Als ich eingesehen hatte, dass ich mir gewisse Freiheiten mit dem Sujet erlauben konnte,
											machte ich die folgende Serie von Zeichnungen.
											Das ist das Original von Piero della Francesca.
											Eines der großartigsten Portraits der Geschichte.
											Und diese Bilder, ich zeige Sie Ihnen ohne Kommentar,
											ist einfach eine Serie von Variationen des Kopfes des Herzogs von Montefeltro,
											der eine überaus wichtige Persönlichkeit der Renaissance war,
											und wahrscheinlich sogar das Vorbild für Machiavellis ""Der Fürst"".
											Anscheinend hatte er ein Auge im Kampf verloren,
											darum wird er auch immer im Profil dargestellt.
											Und das ist Battista.
									","
											basada en una obra de Piero,
											en este caso la notable pintura en los Uffizi, ""El Duque de Montefeltro,""
											que está frente a su esposa Battista.
											Una vez me di cuenta de que me podía tomar algunas libertades con el tema,
											hice la siguiente serie de dibujos.
											Ese es el verdadero Piero della Francesca.
											Uno de los más grandes retratos de la historia de la humanidad.
											Y estos, voy a mostrarlos sin comentarios.
											Son una serie de variaciones sobre la cabeza del duque de Montefeltro,
											que es una gran, gran figura del Renacimiento,
											y, probablemente, la base para ""El Príncipe"" de Maquiavelo.
											Al parecer perdió un ojo en combate,
											por lo que siempre se muestra de perfil.
											Y esta es Battista.
									",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
","
","
","
","
",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
											Et j'ai décidé que je pouvais les déplacer un peu.
											Donc pour la première fois de l'histoire, ils regardent dans la même direction.
											Oops! Ils se sont manqués.
											Et puis un visiteur sorti d'un autre tableau de Piero,
											de ""La résurrection du Christ"" —
											comme si les acteurs venaient de sortir de scène pour bavarder.
											Et maintenant 4 grands panneaux..
											C'est le panneau supérieur gauche.
											Le supérieur droit
											L'inférieur gauche.
											L'inférieur droit.
											En passant, je n'ai jamais compris le conflit entre l'abstraction et le naturalisme,
											puisque tous les tableaux sont par essence abstraits
											je ne vois pas pourquoi il y a débat là dessus.
									","
											And then I decided I could move them around a little bit —
											so that for the first time in history, they're facing the same direction.
											Whoops! Passed each other.
											And then a visitor from another painting by Piero,
											this is from ""The Resurrection of Christ"" —
											as though the cast had just gotten of the set to have a chat.
											And now, four large panels:
											this is upper left;
											upper right;
											lower left;
											lower right.
											Incidentally, I've never understood the conflict between abstraction and naturalism.
											Since all paintings are inherently abstract to begin with
											there doesn't seem to be an argument there.
									","
											Ve daha sonra onları biraz kendi etraflarında hareket ettirmeye karar verdim
											bu sayede tarihte ilk defa, yüzleri aynı yöne dönük.
											Huuups , Birbirlerine geçtiler.
											Ve ardından bir başka Piero resminden bir ziyaretçi,
											Bu “The Resurrection of Christ” den.
											tabloda yer alan figürler bir konuşmadalarmışcasına düzenlenmiş gibiler.
											Ve şimdi dört büyük panel:
											Bu sol üst;
											Sağ üst;
											Sol alt;
											Sağ alt.
											Bu arada, soyutlama ve doğalcılık arasındaki anlaşmazlığı hiç anlamamışımdır.
											Tüm tablolar doğaları gereği soyut başladığı için
											ortada bir tartışma görünmüyor gibi.
									","
											Dann habe ich beschlossen sie ein bisschen herum zu schieben,
											sodass sie das erste Mal in der Geschichte in die selbe Richtung schauen.
											Whoops! Da sind sie schon aneinander vorbei.
											Und dann noch ein Besucher aus einem anderen Bild von Piero,
											aus dem Bild ""Die Auferstehung Christi"" —
											wie wenn die Besetzung eines Filmes gerade aus dem Set für eine Plauderei getreten wäre.
											Und jetzt vier große Paneele.
											Das ist oben links.
											Oben rechts.
											Unten links.
											Unten rechts.
											Übrigens, habe nie den Konflikt zwischen Abstraktion und Naturalismus verstanden,
											da alle Bilder schon von der Natur der Sache abstrakt sind,
											scheint es für diese Auseinandersetzung keine Begründung zu geben.
									","
											Y entonces decidí que podía moverlos un poco.
											Así que, por primera vez en la historia, están mirando en la misma dirección.
											¡Epa! Intercambiados.
											Y luego, un visitante de otra pintura de Piero,
											esto es de ""La Resurrección de Cristo"" —
											como si los actores hubieran salido del escenario para charlar.
											Y ahora, cuatro grandes paneles.
											Esta es el superior izquierdo.
											Superior derecho.
											Inferior izquierdo.
											Inferior derecho.
											Por cierto, nunca he entendido el conflicto entre la abstracción y el naturalismo,
											ya que para empezar todas las pinturas son inherentemente abstractas
											no parece que haya motivo de discusión.
									",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
","
","
","
","
",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
"
											Pour parler d'autre chose,
									","
											On another subject —
									","
											Başka bir konuda,
									","
											Zu einem anderen Thema,
									","
											Cambiando de tema,
									",Using design to make ideas new,Milton Glaser,15:14,"art,communication,creativity,culture,design"
