en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
											I remember the very first time
I went to a nice restaurant,
											a really nice restaurant.
											It was for a law firm recruitment dinner,
											and I remember beforehand
the waitress walked around
											and asked whether we wanted some wine,
											so I said, ""Sure,
I'll take some white wine.""
									","
											Je me souviens de ma première fois
dans un restaurant chic,
											un restaurant vraiment chic.
											C'était pour un dîner de recrutement,
											et je me souviens d'avoir vu
la serveuse passer
											et nous demander si l'on voulait du vin.
											J'ai dit : « D'accord,
je vais prendre du vin blanc. »
									","
											Hayatımda ilk kez
iyi bir lokantaya gitmiştim,
											gerçekten iyi bir restoranta.
											Bir hukuk firmasının iş yemeğiydi,
											garson yanımıza gelip
											şarap ister misiniz diye sordu
											Ben de ""Tabi beyaz şarap alayım"" dedim.
									","
											Lembro-me da primeira vez
que fui a um restaurante fino,
											um restaurante muito fino.
											Era um jantar de seleção
de um escritório de advocacia,
											e lembro-me que, antes do jantar,
											a empregada perguntou-nos
se queríamos vinho.
											Eu disse: ""Claro, quero vinho branco.""
									",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
","
","
","
",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
											And she immediately said,
											""Would you like sauvignon blanc
or chardonnay?""
									","
											Et elle a immédiatement répondu :
											« Voulez-vous du sauvignon blanc
ou du chardonnay ? »
									","
											Hemen yine sordu:
											""Sauvignon blanc mı Chardonnay mı?""
									","
											E ela disse logo a seguir:
											""Quer Sauvignon blanc ou Chardonnay?""
									",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
","
","
","
",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
											And I remember thinking,
											""Come on, lady,
stop with the fancy French words
											and just give me some white wine.""
											But I used my powers of deduction
											and recognized that chardonnay
and sauvignon blanc
											were two separate types of white wine,
											and so I told her
that I would take the chardonnay,
											because frankly that was
the easiest one to pronounce for me.
									","
											Et je me souviens avoir pensé :
											« Allons, Madame,
arrêtez un peu avec le français
											et servez-moi un peu de vin blanc. »
											En utilisant mes facultés de déduction,
											j'ai compris que chardonnay
et sauvignon blanc
											était deux types de vin bien distincts,
											et je lui ai donc dit
que je prendrais du chardonnay,
											car honnêtement,
c'était le plus facile à prononcer.
									","
											Şöyle düşündüğümü hatırlıyorum:
											"" Yahu hanımefendi,
bırak şu süslü Fransızca kelimeleri,
											ver bir beyaz şarap işte.""
											sonra mantığımı kullandım ve
											Chardonnay ile Sauvignon Blanc 'ın
											farklı tür beyaz şarap olduğunu anladım
											ve chardonnaydan alayım dedim
											açıkçası, söylemesi kolay olan oydu.
									","
											Lembro-me de ter pensado:
											""Menina, deixe de pronunciar
palavras francesas sofisticadas
											""e traga-me vinho branco.""
											Mas usei os meus poderes de dedução
											e percebi que Chardonnay
e Sauvignon blanc
											eram dois tipos diferentes de vinho,
											e pedi Chardonnay,
											porque, francamente,
era mais fácil de pronunciar.
									",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
","
","
","
",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
											So I had a lot of experiences like that
											during my first couple of years
as a law student at Yale,
											because, despite all outward appearances,
I'm a cultural outsider.
											I didn't come from the elites.
											I didn't come from the Northeast
or from San Francisco.
											I came from a southern Ohio steel town,
											and it's a town that's really
struggling in a lot of ways,
											ways that are indicative
of the broader struggles
											of America's working class.
											Heroin has moved in,
											killing a lot of people, people I know.
											Family violence, domestic violence,
and divorce have torn apart families.
											And there's a very unique
sense of pessimism that's moved in.
											Think about rising mortality rates
in these communities
											and recognize that
for a lot of these folks,
											the problems that they're seeing
											are actually causing rising death rates
in their own communities,
											so there's a very real sense of struggle.
									","
											J'ai eu de nombreuses
expériences similaires
											pendant mes deux premières années
de droit à Yale,
											car en dépit des apparences,
je viens d'un autre milieu.
											Je ne viens pas des élites.
											Je ne viens pas du Nord-Est
ou de San Francisco.
											Je viens d'une ville sidérurgique
du sud de l'Ohio,
											c'est une ville qui lutte
de nombreuses manières,
											révélatrices des luttes plus larges
											de la classe ouvrière américaine.
											L'héroïne s'est installée,
											tuant beaucoup de monde,
des gens que je connaissais.
											La violence domestique et le divorce
ont déchiré bien des familles.
											Et un certain pessimisme s'est installé.
											Prenez la hausse du taux de mortalité
dans ces communautés,
											pour beaucoup de ces gens,
											les problèmes qu'ils voient
											sont vraiment la cause de la hausse
du taux de mortalité dans leur communauté,
											il y a un vrai sentiment de lutte.
									","
											Yale'de hukuk öğrencisi iken
											ilk yıllar buna benzer 
birçok tecrübe yaşadım.
											Çünkü görünüşümün aksine
kültürel dışlanmışlardanım.
											Elit tabakadan değilim.
											Kuzeydoğu'lu ya da 
San Francisco'lu değilim.
											Memleketim Güney Ohio'da
bir çelik kasabası,
											pek çok sorunla boğuşan bir kasaba

											ve bu sorunlar Amerikan işçi
sınıfının daha büyük
											ölçekteki sorunlarını yansıtıyor.
											Eroin gelip çöreklendi,
											çok insan öldürüyor, tanıdığım kişileri.
											Aile içi şiddet ve boşanmalar
aileleri parçalara ayırıyor
											ve çok benzersiz bir kötümserlik duygusu
gelip yerleşti.
											Bu kasabalarda artan
ölüm oranlarını düşünün
											ve şunu farkedin, burada yaşayanların
											yaşadıkları sorunlar bu topluluklarda
											ölüm oranlarını arttıran sebeplerdir.
											Yani çok gerçek bir boğuşma hissi var.
									","
											Eu tive muitas dessas experiências
											nos meus primeiros anos
como aluno de direito em Yale,
											porque, apesar das aparências externas,
eu sou um intruso cultural.
											Não venho da elite.
											Não sou do Nordeste nem de São Francisco.
											Nasci numa cidade do aço de Ohio
											que é uma cidade com dificuldades
em muitos sentidos
											que denunciam as dificuldades maiores
											da classe trabalhadora dos EUA.
											A heroína avançou,
											matando muitas pessoas que conhecia.
											A violência familiar, violência doméstica,
e o divórcio desfizeram famílias.
											E instalou-se uma sensação
única de pessimismo.
											Pensem na crescente taxa
de mortalidade destas comunidades
											e percebem que,
para muitas dessas pessoas,
											os problemas que veem
											estão a aumentar o número
de mortes nas suas comunidades,
											por isso há uma sensação
muito forte de luta.
									",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
","
","
","
",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
"
											I had a very front-row seat
to that struggle.
											My family has been part of that struggle
for a very long time.
											I come from a family
that doesn't have a whole lot of money.
											The addiction that plagued my community
											also plagued my family,
and even, sadly, my own mom.
											There were a lot of problems
that I saw in my own family,
											problems caused sometimes
by a lack of money,
											problems caused sometimes by a lack
of access to resources and social capital
											that really affected my life.
									","
											J'ai été au premier rang de cette lutte.
											Ma famille a fait partie de cette lutte
pendant très longtemps.
											Je viens d'une famille
qui n'avait pas beaucoup d'argent.
											L'addiction qui a touché ma communauté
											a aussi touché ma famille,
et, malheureusement, ma propre mère.
											Il y a de nombreux problèmes
que j'ai vus dans ma propre famille,
											des problèmes parfois
liés au manque d'argent,
											parfois liés au manque d'accès
aux ressources et au capital social
											et qui m'ont beaucoup affecté.
									","
											Bu savaşta ön saflarda yer aldım.
											Ailem çok uzun zamandır
bu sorunların içinde.
											Fazla parası olmayan bir 
aileden geliyorum.
											Toplumu istila eden bağımlılık
											ailemi, hatta maalesef annemi de sardı.
											Kendi ailemde pek çok sorun gördüm,
											bazen para sıkıntısından gelen
											bazen kaynaklara ve sosyal sermayeye
ulaşamamaktan kaynaklanan sorunlar
											bunlar hayatımı çok etkiledi.
									","
											Eu tinha um assento na fila
da frente dessa luta.
											A minha família tem participado
nessa luta há muito tempo.
											Pertenço a uma família
que não tem muito dinheiro.
											Os vícios que atingiram a minha comunidade
											também atingiram a minha família
e até a minha mãe, infelizmente.
											Os problemas que eu via
na minha família eram muitos,
											às vezes causados pela falta de dinheiro,
											às vezes pela falta de acesso
a recursos e a capital social
											que afetaram muito a minha vida.
									",America's forgotten working class,J.D. Vance,14:42,"addiction,children,capitalism,community,cities,family,economics,history,social change,identity,personal growth,United States,poverty,TEDNYC"
