en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
											The last time I heard my son's voice
											was when he walked out the front door
											on his way to school.
											He called out one word in the darkness:
											""Bye.""
									","
											A última vez que ouvi a voz do meu filho
											foi quando ele saiu pela porta de casa
											a caminho da escola.
											Ele disse uma só palavra na escuridão:
											""Adeus.""
									","
											J'ai entendu la voix de mon fils
pour la dernière fois
											lorsqu'il a quitté la maison
											pour aller en cours.
											Dans l'obscurité,
il a prononcé ces mots :
											« Au revoir. »
									","
											Oğlumun sesini son duyuşum,
											okula gitmek için
											ön kapıdan çıkarkendi.
											Karanlıkta tek bir kelime söyledi:
											""Hoşçakal.""
									",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
","
","
","
",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
											It was April 20, 1999.
											Later that morning,
at Columbine High School,
											my son Dylan and his friend Eric
											killed 12 students and a teacher
											and wounded more than 20 others
before taking their own lives.
											Thirteen innocent people were killed,
											leaving their loved ones
in a state of grief and trauma.
											Others sustained injuries,
											some resulting in disfigurement
and permanent disability.
											But the enormity of the tragedy
											can't be measured only by the number
of deaths and injuries that took place.
											There's no way to quantify
the psychological damage
											of those who were in the school,
											or who took part
in rescue or cleanup efforts.
											There's no way to assess
the magnitude of a tragedy like Columbine,
											especially when it can be a blueprint
											for other shooters who go on
to commit atrocities of their own.
											Columbine was a tidal wave,
											and when the crash ended,
											it would take years
for the community and for society
											to comprehend its impact.
									","
											Foi a 20 de abril de 1999.
											No final dessa manhã,
na escola secundária de Columbine,
											o meu filho Dylan e o seu amigo Eric
											mataram 12 alunos e um professor
											feriram mais de 20 outros alunos
antes de porem fim às suas próprias vidas.
											Treze pessoas inocentes foram mortas,
											deixando os seus
num estado de pesar e trauma.
											Outros sofreram ferimentos,
											que nalguns resultaram em desfigurações
e danos permanentes.
											Porém, as proporções da tragédia
											não podem ser medidas apenas pelo número
de mortos e feridos que ocorreram.
											Não há forma de quantificar
os danos psicológicos
											daqueles que estavam na escola,
											ou que participaram
no salvamento e na limpeza.
											Não há como avaliar a magnitude 
de uma tragédia como a de Columbine,
											especialmente quando
pode servir de modelo
											para que outros atiradores cometam
atrocidades por conta própria.
											Columbine foi como que uma onda,
											que ao rebentar,
											levaria vários anos
até a comunidade e a sociedade
											perceberem o seu impacto.
									","
											C'était le 20 avril 1999.
											Plus tard ce matin-là,
au lycée de Columbine,
											mon fils Dylan et son ami Eric
											ont assassiné 12 étudiants
et un professeur,
											et blessé plus de 20 autres personnes
avant de se suicider.
											Treize personnes innocentes ont été tuées,
											laissant leurs proches dans le deuil
et le choc.
											D'autres ont subi des blessures,
											certaines entraînant une défiguration
et une invalidité permanente.
											Mais l'énormité de la tragédie
											ne peut se mesurer au simple nombre de
morts et de blessures survenues.
											Il n'y a aucun moyen d'évaluer
le préjudice moral
											des personnes
présentes au lycée
											ou des personnes ayant participé
au secours et au nettoyage.
											Il est impossible de mesurer l'ampleur
d'une tragédie telle que Columbine
											surtout quand cela peut servir
de modèle
											à d'autres tireurs qui continuent à
commettre de telles atrocités.
											Columbine était un raz de marée,
											et lorsqu'il s'est abattu,
											il a fallu des années à la population
et à la société
											pour comprendre son impact.
									","
											Tarih 20 Nisan 1999 idi.
											Sabahın ilerleyen saatlerinde,
Columbine Lisesinde,
											oğlum Dylan ve arkadaşı Eric
intihar etmeden önce,
											12 öğrenci ve 1 öğretmeni öldürdüler
											ve 20'den fazla insanı yaraladılar.
											13 masum insan öldürülmüştü,
											sevdiklerini keder ve
travma içinde bırakarak.
											Diğerleri kalıcı özür ve şekil
bozukluğu ile sonuçlanan
											hasarlar aldı.
											Ama trajedinin büyüklüğü sadece
											ölü ve yaralıların sayısıyla ölçülemez.
											Okulda olanların,
											kurtarmaya yardım edenlerin
ya da temizleyenlerin
											yaşadığı psikolojik hasar ölçülemez.
											Columbine'deki trajedinin büyüklüğünü
belirlemenin hiç bir yolu yok,
											
özellikle, kendi katliamlarını
											yapacak nişancılar için bir kılavuz
olabildiğinde.
											Columbine bir gelgit dalgasıydı,
											ve çarpma gerçekleşince
											halkın ve toplumun olayın
etkisini anlaması
											yıllar aldı.
									",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
","
","
","
",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
											It has taken me years
to try to accept my son's legacy.
											The cruel behavior
that defined the end of his life
											showed me that he was a completely
different person from the one I knew.
											Afterwards people asked,
											""How could you not know?
											What kind of a mother were you?""
											I still ask myself those same questions.
									","
											Levei vários anos para tentar
aceitar o legado do meu filho.
											O comportamento cruel
que definiu o final da vida dele
											mostrando-me uma pessoa totalmente
diferente da que eu conhecera.
											Depois, as pessoas perguntavam-me:
											""Como é que tu não sabias?
											""Que tipo de mãe é que tu foste?""
											Eu ainda me pergunto o mesmo.
									","
											Essayer d'accepter l'héritage de mon fils
m'a pris des années.
											Le comportement cruel
qui a défini la fin de sa vie
											m'a montré qu'il était très différent
de celui que je pensais connaître.
											Après ça,
les gens m'ont demandé :
											« Comment pouviez-vous ne pas savoir ?
											Quel genre de mère êtes-vous ? »
											Je me pose toujours ces mêmes questions.
									","
											Oğlumun mirasını kabul
etmek yıllarımı aldı.
											Hayatının sonunu belirleyen
acımasız davranışı,
											bana onun tanıdığım kişiden tamamen
farklı biri olduğunu gösterdi.
											Sonraları, insanlar sordu,
											''Nasıl bilemedin?''
											''Nasıl bir annesin sen?''
											Aynı soruları ben de kendime
soruyorum.
									",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
","
","
","
",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
											Before the shootings,
I thought of myself as a good mom.
											Helping my children become caring,
											healthy, responsible adults
											was the most important role of my life.
											But the tragedy convinced me
that I failed as a parent,
											and it's partially this sense of failure
that brings me here today.
											Aside from his father,
											I was the one person
who knew and loved Dylan the most.
											If anyone could have known
what was happening,
											it should have been me, right?
											But I didn't know.
									","
											Antes do tiroteio,
eu julgava-me uma boa mãe.
											Ajudar os meus filhos 
a tornarem-se adultos
											carinhosos, saudáveis, responsáveis
											foi o papel mais importante na minha vida.
											Mas a tragédia convenceu-me
que falhei como mãe,
											e é em parte esse sentimento de fracasso
que me traz aqui hoje.
											Para além do pai,
											eu era quem mais amava
e conhecia melhor o Dylan.
											Se alguém pudesse ter
sabido o que se passava
											tinha que ter sido eu, não era?
											Mas eu não sabia nada.
									","
											Avant la fusillade,
je pensais être une bonne mère.
											Aider mes enfants à devenir
des adultes attentionnés,
											sains et responsables
											était le rôle le plus important de ma vie.
											Mais cette tragédie m'a persuadée
que j'avais échoué en tant que mère,
											et c'est en partie cette impression
d'échec qui m'a menée ici aujourd'hui.
											À part son père,
											j'étais la personne qui connaissait
et aimait le plus Dylan.
											Si quelqu'un avait pu savoir
ce qu'il se passait,
											cela aurait dû être moi, non ?
											Mais je ne savais pas.
									","
											Vurulmalardan önce, kendimi
iyi bir anne sanıyordum.
											Çocuklarımın, sempatik,
											sağlıklı ve sorumlu yetişkinler
olmalarına yardım etmek
											hayatımın en önemli rolüydü.
											Ancak trajedi beni, bir ebeveyn olarak
başarısız olduğuma ikna etti
											ve bugün beni buraya getiren şey
kısmen bu başarısızlık duygusu.

											Babası bir yana,
											Dylan'ı tanıyan ve en çok seven 
tek kişi bendim.
											Eğer biri neler olacağını bilebilseydi,
											o ben olmalıydım, değil mi?
											Ancak, bilemedim.
									",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
","
","
","
",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
"
											Today, I'm here to share the experience
											of what it's like to be the mother
of someone who kills and hurts.
											For years after the tragedy,
I combed through memories,
											trying to figure out
exactly where I failed as a parent.
											But there are no simple answers.
											I can't give you any solutions.
											All I can do
											is share what I have learned.
									","
											Hoje estou aqui para
partilhar a experiência
											do que é ser a mãe daquele
que tantos matou e feriu.
											Foram anos de memórias depois 
da tragédia que passei a pente fino,
											tentando compreender
onde falhei como mãe.
											Mas não há uma resposta simples.
											Não vos posso dar soluções.
											Tudo o que posso fazer
											é partilhar o que aprendi.
									","
											Je suis ici pour partager ce que procure
											le fait d'être la mère
de quelqu'un qui tue et blesse.
											Depuis des années depuis la tragédie,
j'ai examiné chaque souvenir
											afin de comprendre où j'avais échoué
en tant que parent.
											Mais il n'existe pas de réponse facile.
											Je ne peux vous donner aucune solution.
											Tout ce que je peux faire,
											c'est partager ce que j'ai appris.
									","
											Bugün, öldüren ve yaralayan birinin
											annesi olmanın nasıl bir şey olduğunu
paylaşmak için buradayım.
											Bu trajediden sonra, yıllarca,
geçmişi detaylıca düşündüm,
											bir ebeveyn olarak nerede başarısız 
olduğumu anlamaya çalıştım.
											Ancak basit cevaplar yok.
											Size herhangi bir çözüm sunamam.
											Tüm yapabileceğim
											öğrendiğim şeyleri paylaşmak.
									",My son was a Columbine shooter. This is my story,Sue Klebold,15:18,"activism,big problems,brain,death,humanity,guns,mental health,mind,pain,parenting,personality,society,social change,United States,TEDMED,violence"
