en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
											Growing up in Kenya,
											I knew I always wanted
to study biochemistry.
											See, I had seen the impact of the high
prevalence of diseases like malaria,
											and I wanted to make medicines
that would cure the sick.
											So I worked really hard,
											got a scholarship to the United States,
where I became a cancer researcher,
											and I loved it.
											For someone who wants to cure diseases,
											there is no higher calling.
									","
											Crecí en Kenia,
											y siempre supe que quería
estudiar bioquímica.
											Había visto el efecto de la prevalencia
de las enfermedades como la malaria
											y quería crear medicamentos
para curarlas.
											Así que me esforcé mucho,
											conseguí una beca en Estados Unidos,
me hice investigadora de cáncer,
											y estaba feliz.
											Para alguien que quiere
curar enfermedades,
											no hay vocación más grande.
									","
											Enquanto eu crescia no Quénia,
											soube sempre que queria estudar 
bioquímica.
											Eu tinha visto o impacto da prevalência 
de grandes doenças como a malária,
											e queria desenvolver medicamentos 
que pudessem curar os doentes.
											Então, eu trabalhei muito,
											ganhei uma bolsa para estudar nos EUA,
											onde me tornei investigadora 
em oncologia
											e adorei.
											Para alguém que quer curar doenças,
											não há nada que supere isto.
									","
											En grandissant au Kenya,
											j'ai toujours su que je voulais
étudier la biochimie.
											J'avais vu l'impact des maladies
à forte prévalence comme le paludisme,
											et je voulais créer des médicaments
qui guériraient les malades.
											J'ai travaillé très dur,
											obtenu une bourse pour les États-Unis
où je suis devenu chercheuse sur le cancer
											et j'adorais ça.
											Pour quelqu'un voulant
guérir des maladies,
											il n'y a pas de mission plus noble.
									","
											Kenya'da çocukluğumu yaşarken
											Hep biyokimya çalışmayı istemişimdir.
											Sıtma gibi hastalıkların yaygın olarak 
bulunmasının etkilerini gördüm
											ve hastaları iyileştirecek ilaçlar 
yapmayı istedim.
											Gerçekten çok çalıştım,
											Amerika'dan öğrenci bursu kazandım
ve bir kanser araştırmacısı oldum.
											İşimi seviyorum.
											Hastalıkları iyileştirmek isteyenler için
											daha yüksek bir ideal yoktur.
									",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
","
","
","
","
",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
											Ten years later, I returned
to Kenya to do just that.
											A freshly minted PhD,
											ready to take on this horrific illness,
											which in Kenya was almost
certainly a death sentence.
											But instead of landing a job
in a pharmaceutical company
											or a hospital,
											I found myself drawn
to a different kind of lab,
											working with a different
kind of patient —
											a patient whose illness was so serious
											it impacted every single
person in my country;
											a patient who needed to get healthy fast.
											That patient was my government.
									","
											Diez años después, volví a Kenia 
para dedicarme a eso.
											Una doctora recién estrenada
											dispuesta a combatir
esta terrible enfermedad
											que, en Kenia, significaba
una muerte casi segura.
											Pero en vez de encontrar empleo
en una farmacéutica
											o en un hospital,
											me vi atraída hacia
otra clase de laboratorio,
											a trabajar con otra clase de paciente,
											uno cuya enfermedad era tan grave,
											que afectaba a cada
ciudadano de mi país.
											Un paciente que debía curarse rápido.
											Ese paciente era el gobierno.
									","
											Dez anos depois, voltei ao Quénia 
só para poder trabalhar nisso.
											Com um doutoramento
acabado de fazer,
											estava preparada para enfrentar 
esta terrível doença,
											que no Quénia era quase equivalente
a uma sentença de morte.
											Mas em vez de trabalhar
numa empresa farmacêutica
											ou num hospital,
											acabei num tipo diferente 
de laboratório,
											a trabalhar com um tipo diferente de 
paciente
											— um paciente cuja doença era tão séria
											que tinha impacto em todas as pessoas
no meu país;
											um paciente que precisava de se curar 
rapidamente!
											Esse paciente era o meu governo.
									","
											Dix ans plus tard, je suis retournée
au Kenya pour faire cela.
											Une doctorante toute fraîche,
											prête à s'attaquer
à cette maladie horrible
											qui, au Kenya, était presque
une condamnation à mort.
											Au lieu d'obtenir un travail
dans une entreprise pharmaceutique
											ou un hôpital,
											je me suis trouvée
dans un autre genre de labo,
											à travailler avec
un autre genre de patient —
											un patient dont la maladie était si grave
											qu'elle affectait tout le monde
dans mon pays ;
											un patient devant se rétablir rapidement.
											Ce patient était mon gouvernement.
									","
											On yıl sonra, bu düşüncemi gerçekleştirmek
için Kenya'ya döndüm.
											Yeni alınmış bir PhD ile
											bu korkunç hastalıkla mücadeleye hazırdım:
											Kenya'da kesinlikle ölüm emri
anlamına gelen bir hastalık.
											Fakat bir ilaç şirketinde işe
girmek yerine
											ya da bir hastanede,
											kendimi bambaşka bir 
laboratuvarın içinde
											farklı türde bir hastayla
uğraşırken buldum -
											hastalığı çok ciddi olan bir hasta
											öyle bir hastalık ki ülkemdeki
her insanı etkilemiş;
											çabucak iyileşmesi gereken bir hasta.
											Bu hasta benim devletim.
									",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
","
","
","
","
",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkahalar)
									",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
","
","
","
","
",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
											See, many of us will agree that lots
of governments are unhealthy today.
									","
											Coincidimos en que, hoy,
muchos gobiernos están enfermos.
									","
											Muitos de nós concordamos que existem
muitos governos doentes.
									","
											Nombre d'entre nous diront que beaucoup
de gouvernements ne sont pas sains.
									","
											Günümüzde bir çok devletin sağlıksız
olduğunu çoğumuz kabul edecektir.
									",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
","
","
","
","
",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkahalar)
									",A few ways to fix a government,Charity Wayua,11:51,"Africa,business,communication,collaboration,cancer,economics,global development,goal-setting,health,innovation,investment,potential,society,government"
