pt,en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
											Eu tinha apenas 4 anos
											quando vi a minha mãe
encher uma máquina de lavar
											pela primeira vez na sua vida.
											Foi um grande dia para a minha mãe.
											A minha mãe e o meu pai
pouparam dinheiro durante anos
											para poderem comprar aquela máquina.
											No primeiro dia em que ia ser estreada,
											até convidaram a minha avó
para ver a máquina.
											A avó ainda estava mais entusiasmada.
											Durante toda a sua vida
											havia aquecido água na fogueira,
											e lavado à mão roupa suja
de sete crianças.
											Agora, ia ver
											a eletricidade a fazer esse trabalho.
									","
											I was only four years old
											when I saw my mother load a washing machine
											for the very first time in her life.
											That was a great day for my mother.
											My mother and father had been saving money for years
											to be able to buy that machine,
											and the first day it was going to be used,
											even Grandma was invited
											to see the machine.
											And Grandma was even more excited.
											Throughout her life
											she had been heating water with firewood,
											and she had hand washed laundry
											for seven children.
											And now she was going to watch
											electricity do that work.
									","
											Yo tenía solo cuatro años
											cuando ví a mi madre llenar una lavadora de ropa
											por primera vez en su vida.
											Fue un gran dia para mi madre.
											Ella y mi padre habían ahorrado durante años
											para poder comprar esa lavadora.
											Y el día que iban a usarla,
											invitaron hasta a mi abuela
											a ver la lavadora.
											Y mi abuela estaba más emocionada aún.
											Durante su vida
											siempre tuvo que calentar agua con leña,
											y lavar la ropa a mano
											para siete hijos.
											Y ahora iba a presenciar
											cómo la electricidad hacía ese trabajo.
									","
											Annemi hayatımda ilk defa
											bir çamaşır makinasını doldururken izlediğimde
											dört yaşındaydım.
											O gün annem için çok önemli bir gündü.
											Annem ve babam bu makineyi alabilmek için
											yıllardır para biriktirmişlerdi.
											Ve makinanın kullanılacağı ilk gün,
											anneannemi bile makinayı görmesi için
											bize çağırmıştık.
											Anneannem daha da heyecanlıydı.
											Bütün yaşamı boyunca
											odun ateşinde su ısıtıp
											yedi çocuğunun çamaşırlarını
											elde yıkamıştı.
											Şimdi ise elektiriğin aynı işi
											yapmasını izleyecekti.
									","
											Je n'avais que quatre ans
											quand j'ai vu ma mère charger une machine à laver
											pour la première fois de sa vie.
											C'était un grand jour pour ma mère.
											Ma mère et mon père avaient économisé pendant des années
											pour pouvoir acheter cette machine.
											Et le jour de la première utilisation,
											même mamie avait été invitée
											pour voir la machine.
											et mamie était encore plus excitée.
											Pendant toute sa vie
											elle avait chauffé l'eau au feu de bois,
											et avait lavé le linge à la main
											pour sept enfants.
											A présent elle allait voir
											l'électricité faire ce travail.
									","
											Ich war erst vier Jahre alt,
											als ich meine Mutter das erste Mal in ihrem Leben
											eine Waschmaschine beladen sah.
											Das war ein besonderer Tag für meine Mutter.
											Meine Mutter und mein Vater hatten seit Jahren Geld
											gespart, um sich die Maschine leisten zu können.
											Und an dem Tag, als sie das erste Mal laufen sollte,
											wurde sogar Oma eingeladen,
											um die Maschine zu sehen.
											Und Oma war sogar noch aufgeregter.
											Ihr ganzes Leben lang,
											hatte sie mit Feuerholz Wasser erhitzt
											und sie hatte die Wäsche für sieben Kinder
											mit der Hand gewaschen.
											Und jetzt würde sie zusehen
											wie Elektrizität diese Arbeit verrichtet.
									",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
","
","
","
","
","
",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
											A minha mãe abriu a porta cuidadosamente,
											e meteu a roupa suja na máquina,
											assim.
											Depois, quando fechou a porta,
a avó disse:
											""Não, não, não, não.
Deixa-me carregar no botão.""
											E a avó carregou no botão
e disse:
											""Oh, fantástico!
											""Quero ver isto. Deem-me uma cadeira.
											""Deem-me uma cadeira. Quero vê-la.""
											E sentou-se em frente à máquina,
											e viu todo o programa
de lavagem da máquina.
											Estava hipnotizada.
											Para a minha avó,
											a máquina de lavar roupa foi um milagre.
									","
											My mother carefully opened the door,
											and she loaded the laundry
											into the machine,
											like this.
											And then, when she closed the door,
											Grandma said, ""No, no, no, no.
											Let me, let me push the button.""
											And Grandma pushed the button,
											and she said, ""Oh, fantastic!
											I want to see this! Give me a chair!
											Give me a chair! I want to see it,""
											and she sat down in front of the machine,
											and she watched the entire washing program.
											She was mesmerized.
											To my grandmother,
											the washing machine was a miracle.
									","
											Mi madre abrió la puerta con cuidado,
											luego metió la ropa
											en la lavadora,
											así.
											Y entonces, cuando cerró la puerta,
											Mi abuela dijo: ""No, no, no, no...
											...déjame a mí, déjame presionar el botón.""
											Y ella presionó el botón,
											y dijo: ""Oh, es fantástico...
											...Quiero ver esto. Dame una silla...
											...Dame una silla. Quiero verlo.""
											Y se sentó frente a la lavadora,
											y observó todo el proceso de lavado.
											Estaba embelesada.
											Para mi abuela,
											la lavadora era un milagro.
									","
											Annem dikkatlice makinenin kapağını açtı
											ve kirli çamaşırları makineye
											yerleştirdi,
											aynen böyle.
											Daha sonra kapağı kapadı,
											anneannem, ""Dur, dur, dur.
											Düğmeye ben basayım ne olur."" dedi.
											Ve düğmeye anneannem bastı,
											sonra da "" Ah, bu inanılmaz bir şey.
											Bunu izlemek istiyorum. Bana bir sandalye getirin.
											bana bir sandalye getirin, bunu görmek istiyorum.""
											Makinanın karşısına oturdu,
											ve tüm yıkama programını baştan sonra izledi.
											Adeta büyülenmişti.
											Anneannem için,
											çamaşır makinası bir mucizeydi.
									","
											Mon mère a ouvert la porte avec précaution,
											et a chargé le linge
											dans la machine,
											comme ceci.
											Puis, quand elle fermé la porte,
											Mamie a dit ""non, non, non,
											laissez-moi appuyer sur le bouton.""
											Et mamie a lancé la machine,
											et elle a dit ""Oh, fantastique.
											Je veux voir ça. Donnez-moi une chaise.
											Donnez-moi une chaise, je veux voir ça.""
											Elle s'est assise devant la machine,
											et a regardé l'intégralité du programme de lavage.
											Elle été ébahie.
											Pour ma grand-mère,
											la machine à laver était un miracle.
									","
											Meine Mutter öffnete vorsichtig die Tür
											und schob die Wäsche
											ungefähr so
											in die Maschine.
											Und dann, als sie die Tür schloss,
											sagte Oma: ""Nein, nein, nein, nein.
											Lass mich, lass mich den Knopf drücken.""
											Oma drückte auf den Knopf
											und sagte: ""Oh, fantastisch.
											Ich möchte das sehen. Gib mir einen Stuhl.
											Gib mir einen Stuhl. Ich möchte das sehen.""
											Sie setzte sich vor die Maschine
											und sah sich das ganze Waschprogramm an.
											Sie war wie hypnotisiert.
											Für meine Großmutter
											war die Waschmaschine wie ein Wunder.
									",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
","
","
","
","
","
",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
											Hoje, na Suécia e noutros países ricos,
											as pessoas usam
tantas máquinas diferentes.
											Vejam, as casas estão cheias de máquinas;
											nem sei citar o nome de todas elas.
											E também, quando querem viajar,
											usam máquinas voadoras
											que podem levá-las
para destinos distantes.
											Apesar disso, há tantas pessoas no mundo
											que ainda aquecem água na fogueira,
											e cozinham a sua comida na fogueira.
											Por vezes, não têm sequer
comida suficiente.
											Vivem abaixo da linha da pobreza.
											Há dois mil milhões de seres humanos
											que vivem com menos
de dois dólares por dia.
											As pessoas mais ricas ali
											— há mil milhões de pessoas —
											vivem acima daquilo
a que chamo a linha aérea,
											porque gastam mais de 80 dólares por dia
											no seu consumo.
									","
											Today, in Sweden and other rich countries,
											people are using
											so many different machines.
											Look, the homes are full of machines.
											I can't even name them all.
											And they also, when they want to travel,
											they use flying machines
											that can take them to remote destinations.
											And yet, in the world, there are so many people
											who still heat the water on fire,
											and they cook their food on fire.
											Sometimes they don't even have enough food,
											and they live below the poverty line.
											There are two billion fellow human beings
											who live on less than two dollars a day.
											And the richest people over there —
											there's one billion people —
											and they live above what I call the ""air line,""
											because they spend more than $80 a day
											on their consumption.
									","
											Hoy, en Suecia y en otros países ricos,
											la gente usa
											máquinas muy diferentes.
											Miren, los hogares están llenos de aparatos.
											Ni siquiera sé cómo se llaman todos.
											Y además, cuando quieren viajar,
											usan máquinas voladoras
											que los llevan a destinos remotos.
											Y aún hay mucha gente en el mundo,
											que debe calentar agua en el fuego,
											y cocinar sus alimentos en la hoguera.
											A veces no tienen suficiente comida.
											Viven bajo el umbral de la pobreza.
											Hay dos mil millones de personas
											que viven con menos de dos dólares al día.
											Y la gente rica de aquí,
											que suman mil millones de personas,
											viven por encima de lo que llamo el umbral del cielo,
											porque gastan más de 80 dólares diarios
											en consumo.
									","
											Bugün, İsveç'te ve diğer zengin ülkelerde,
											insanlar
											pek çok farklı makineler kullanıyorlar.
											Bakın, evler artık makina dolu;
											bazılarının adını bile bilmiyorum.
											Aynı zamanda, yolculuk etmek istediklerinde de
											onları uzak yerlere götürebilen
											uçan makinelere biniyorlar.
											Buna rağmen, dünyanın pekçok yerinde, bür sürü insan
											hala odun ateşi ile su ısıtıyor,
											ve yemeklerini de bu ateşle pişiriyor.
											Bazen yeterince yemek bulamıyorlar bile.
											ve fakirlik sınırının altında yaşıyorlar.
											Dünyada, günde iki dolardan az parayla geçinen
											iki milyar insan var.
											En zengin insanlar ise buradakiler —
											burada bir milyar insan var —
											ve benim hava çizgisi dediğim yerde yaşıyorlar,
											çünkü günlük tüketimleri için yaptıkları harcama
											80 doların üzerinde.
									","
											Aujourd'hui, en Suède et dans d'autres pays riches,
											les gens utilisent
											tellement de machines différentes.
											Nos maisons sont pleines de machines;
											Je ne peux même pas les nommer toutes.
											Et aussi, quand ils voyagent,
											ils utilisent des machines volantes
											qui les emmènent vers des destinations lointaines.
											Et pourtant, dans le monde, il y a encore tellement de gens
											qui continuent à chauffer l'eau sur un feu,
											à cuisiner sur un feu.
											Parfois ils n'ont même pas assez à manger.
											Et ils vivent sous le seuil de pauvreté
											Il y a deux milliards d'êtres humains
											qui vivent avec moins de deux dollars par jour.
											Et les plus riches là-bas —
											voilà un milliard de personnes —
											vivent au dessus de ce que j'appelle le seuil de l'air
											puisqu'ils dépensent plus de 80$ par jour
											pour leur consommation.
									","
											Heutzutage, in Schweden und anderen reichen Industrieländern,
											nutzen Menschen
											so viele unterschiedliche Maschinen.
											Sehen Sie, die Häuser sind voll von Maschinen;
											ich kann Sie nicht mal alle aufzählen.
											Sie nutzen außerdem, wenn sie reisen wollen,
											diese Flugmaschinen,
											die sie zu weitentfernten Zielen bringen können.
											Und doch gibt es auf der Welt so viele Menschen,
											die immer noch Wasser auf Feuer erhitzen
											und die ihr Essen auf Feuer zubereiten.
											Manchmal haben Sie nicht einmal genug Essen.
											Sie leben unterhalb der Armutsgrenze.
											Es gibt zwei Milliarden Mitmenschen,
											die von weniger als zwei Dollar am Tag leben.
											Die reichsten Menschen da drüben —
											es sind eine Milliarde Menschen —
											leben über der, wie ich es nenne, der Fluglinie,
											weil sie mehr als 80 Dollar täglich
											für ihren Konsum ausgeben.
									",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
","
","
","
","
","
",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
											Mas isto é só um, dois,
três mil milhões de pessoas
											e, obviamente,
há sete mil milhões no mundo,
											portanto, deve haver mais um, dois,
três, quatro mil milhões,
											que vivem entre a linha da pobreza
e a linha aérea.
											Essas têm eletricidade,
											mas a questão é, quantas delas
têm máquinas de lavar?
											Fiz o escrutínio de dados de mercado,
											e descobri que, de facto,
											a máquina de lavar roupa
penetrou abaixo da linha aérea,
											e hoje há mil milhões adicionais
de pessoas ali
											que vivem acima da linha da lavagem.
											(Risos)
											Consomem mais de 40 dólares por dia.
											Dois mil milhões
têm máquinas de lavar roupa.
									","
											But this is just one, two, three billion people,
											and obviously there are seven billion people in the world,
											so there must be one, two, three, four billion people more
											who live in between the poverty and the air line.
											They have electricity,
											but the question is, how many have washing machines?
											I've done the scrutiny of market data,
											and I've found that, indeed,
											the washing machine has penetrated below the air line,
											and today there's an additional one billion people out there
											who live above the ""wash line.""
											(Laughter)
											And they consume more than $40 per day.
											So two billion have access to washing machines.
									","
											Pero estos son sólo 1, 2, 3 mil millones de personas,
											y obviamente hay 7 mil millones en el mundo,
											así que debe haber 1, 2, 3, 4 mil millones más,
											que viven entre el umbral de la pobreza y el del cielo.
											Ellos tienen electricidad,
											pero la cuestión es, ¿cuántos tienen lavadoras?
											He analizado los datos de mercado,
											y he encontrado que, de hecho,
											la lavadora ha bajado del umbral del cielo,
											y que hoy en día hay mil millones de personas más
											que viven sobre el umbral del lavado.
											(Risas)
											Y ellos consumen más de 40 dólares al día.
											Así que dos mil millones de personas tienen acceso a lavadoras.
									","
											Ama buradakiler, bir, iki, üç mülyar insan,
											ve biliyoruz ki dünyada yedi milyar insan var,
											öyleyse fakirlik ve hava çizgisi arasında bir yerlerde yaşayan,
											bir, iki, üç, dört milyar insan olmalı.
											Onların elektrikleri var,
											ama sorum şu, kaçının çamaşır makinesi var?
											Piyasa verilerini detaylıca inceledim,
											ve şunu buldum, gerçekten de
											çamaşır makinesi hava çizgisinin altına da yayılmış durumda,
											ve günümüzde yaklaşık bir milyar insan
											çamaşır yıkama çizgisinin üzerinde yaşıyor.
											(Gülüşmeler)
											Bu kişiler günde 40 doların üzerinde harcama yapıyorlar.
											Yani iki milyar kişinin çamaşır makinesi var.
									","
											Mais ce ne sont que un, deux, trois milliards de personnes.
											et on sait qu'il y a sept milliards de gens sur Terre,
											donc il reste un, deux, trois, quatre milliards de gens,
											qui vivent entre le seuil de pauvreté et le seuil de l'air.
											Ils ont l'électricité,
											mais combien ont une machine à laver ?
											J'ai étudié de près les données du marché,
											et j'ai vu que, en effet,
											la machine à laver a pénétré le marché sous le seuil de l'air,
											et il y a aujourd'hui un milliard de gens de plus
											qui vivent au dessus de la ligne d'étendage.
											(Rires)
											Et ils consomment plus de 40$ par jour.
											Ainsi deux milliards de personnes ont accès à des machines à laver.
									","
											Aber das sind nur ein, zwei, drei Milliarden Menschen
											und offenkundig gibt es sieben Milliarden Menschen auf der Welt,
											also muss es ein, zwei, drei, vier Milliarden Menschen geben,
											die zwischen der Armuts- und der Fluglinie leben.
											Sie haben Elektrizität,
											aber die Frage ist, wie viele von ihnen haben Waschmaschinen?
											Ich habe eine genaue Überprüfung der Marktdaten vorgenommen
											und habe herausgefunden, dass, in der Tat,
											die Waschmaschine den Markt auch unterhalb der Fluglinie erobert hat
											und dass es heute zusätzlich eine Milliarde Menschen da draußen gibt,
											die oberhalb der Waschlinie leben.
											(Gelächter)
											Sie konsumieren mehr als 40 Dollar täglich.
											Also haben zwei Milliarden Zugang zu Waschmaschinen.
									",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
","
","
","
","
","
",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
"
											E os restantes 5 mil milhões,
como é que lavam?
											Ou, para ser mais preciso,
											como é que a maioria das mulheres
no mundo lava a roupa?
											Porque continua a ser um trabalho duro
para as mulheres lavar a roupa.
											Elas lavam assim: à mão.
											É um trabalho duro,
que consome muito tempo,
											que elas têm de fazer
durante horas todas as semanas.
											Por vezes têm de ir buscar
a água de muito longe
											para lavar a roupa em casa.
											Ou têm de carregar a roupa suja
para um curso de água distante.
											Elas querem a máquina de lavar roupa.
											Não querem passar
uma parte tão grande da sua vida
											a fazer este trabalho duro
											com uma produtividade relativa tão baixa.
											Não há diferença entre o desejo delas
e o da minha avó.
											Vejam aqui, há duas gerações, na Suécia
											a retirar água do riacho,
											a aquecê-la na fogueira e a lavar assim.
											Elas querem a máquina de lavar roupa
exatamente da mesma forma.
									","
											And the remaining five billion,
											how do they wash?
											Or, to be more precise,
											how do most of the women in the world wash?
											Because it remains hard work for women to wash.
											They wash like this: by hand.
											It's a hard, time-consuming labor,
											which they have to do for hours every week.
											And sometimes they also have to bring water from far away
											to do the laundry at home,
											or they have to bring the laundry away to a stream far off.
											And they want the washing machine.
											They don't want to spend such a large part of their life
											doing this hard work
											with so relatively low productivity.
											And there's nothing different in their wish
											than it was for my grandma.
											Look here, two generations ago in Sweden —
											picking water from the stream,
											heating with firewood and washing like that.
											They want the washing machine in exactly the same way.
									","
											Y los cinco mil restantes,
											¿cómo lavan la ropa?
											O, para ser más precisos,
											¿cómo lavan la ropa la mayoría de las mujeres en el mundo?
											Porque sigue siendo un trabajo duro para las mujeres.
											Ellas lavan así, a mano.
											Es un trabajo duro, cansado,
											que deben hacer durante horas cada semana.
											Y a veces también deben traer agua desde lejos
											para lavar en casa.
											O deben llevar la ropa lejos, hasta una corriente de agua.
											Ellas quieren una lavadora.
											No quieren perder tanto tiempo de sus vidas
											haciendo este duro trabajo
											tan poco productivo.
											Y su deseo no es para nada diferente
											del que tenía mi abuela.
											Miren aquí, hace dos generaciones en Suecia
											estaban cogiendo agua del rio,
											calentándola en leña y lavando así.
											De igual modo, ellas quieren una lavadora.
									","
											Kalan 5 milyar kişi,
											nasıl çamaşır yıkıyor?
											Ya da daha doğrusunu söylemek gerekirse
											dünyadaki kadınların çoğu nasıl çamaşır yıkıyor?
											Çünkü bu iş kadınlara kalan zor bir iş.
											Böyle yıkıyorlar: elle.
											Bu zor ve çok zaman alıcı bir iş,
											ve her hafta saatlerce bunu yapıyorlar.
											Bazen, evde çamaşır yıkarken çok uzaklardan eve
											su taşımak zorunda da kalıyorlar.
											Ya da çamaşırlarını uzaktaki bir dere kenarına taşımak zorundalar.
											Ve çamaşır makineleri olsun istiyorlar.
											Hayatlarının büyük bir kısmını, hiç de verimli olmayan
											bu zor işi yaparak
											geçirmek istemiyorlar.
											İstediklerinin, benim anneannemin
											istediğinden bir farkı yok.
											Bakın, iki nesil önce İsveç'te de —
											nehirden su çekilip, su odun ateşinde
											ısıtılarak çamaşır yıkanıyordu.
											Onlar da aynı şekilde bir çamaşır makinesi istiyorlar.
									","
											Et les cinq milliards restants,
											comment lavent ils ?
											Ou, plus précisément,
											comment font la majorité des femmes du monde pour laver ?
											La lessive reste une tâche ardue pour les femmes.
											Elles lavent à la main.
											C'est une tâche ardue, chronophage,
											à laquelle elles consacrent des heures chaque semaine.
											Parfois même elles doivent amener l'eau de très loin
											pour faire la lessive à la maison.
											Ou elles doivent emmener le linge loin, vers une rivière.
											Elles veulent la machine à laver.
											Elles ne veulent pas passer une si grande partie de leur vie
											à faire ce travail pénible
											avec si peu de productivité
											Et il leur souhait n'est en rien différent
											de celui de ma grand mère.
											Regardez, il y a deux générations en Suède —
											on allait chercher l'eau à la rivière,
											on la chauffait au bois et on lavait comme ça.
											Elles veulent la machine à laver de la même façon.
									","
											Und die übrigen fünf Millarden,
											wie waschen sie?
											Oder um es genauer auszudrücken,
											wie waschen die meisten Frauen der Welt?
											Denn es bleibt für Frauen harte Arbeit zu waschen.
											Sie waschen so: per Hand.
											Es ist eine schwere, zeitaufwendige Arbeit,
											die sie jede Woche für Stunden machen müssen.
											Manchmal müssen sie außerdem von weit her Wasser holen,
											um zu Hause die Wäsche machen zu können.
											Oder sie müssen die Wäsche zu einem Fluss weit weg bringen.
											Und sie möchten eine Waschmaschine.
											Sie möchten nicht soviel Zeit ihres Leben damit verbringen,
											diese harte Arbeit zu verrichten,
											die relativ gesehen so unproduktiv ist.
											Es gibt überhaupt keinen Unterschied in ihrem Wunsch
											im Vergleich zu dem meiner Oma.
											Schaut hier, vor zwei Generationen in Schweden,
											haben sie das Wasser aus dem Fluss geholt,
											es mit Feuerholz erhitzt und so gewaschen.
											Sie wollen die Waschmaschine ganz genauso.
									",The magic washing machine,Hans Rosling,9:15,"culture,data,economics,women,electricity"
