en,fr,title,speaker,duration,tags
"
","
",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
											No matter who you are or where you live,
											I'm guessing that you have
at least one relative
											that likes to forward those emails.
											You know the ones I'm talking about —
											the ones with dubious claims
or conspiracy videos.
											And you've probably
already muted them on Facebook
											for sharing social posts like this one.
									","
											Peu importe qui vous êtes
ou où vous habitez,
											je suis convaincue que vous avez
au moins un parent
											qui adore transférer ces courriels.
											Vous savez de quoi je parle,
											ceux avec des affirmations douteuses
ou des vidéos de conspiration.
											Vous les avez sans doute bloqués
sur Facebook
											parce qu'ils partagent ce genre de posts.
									",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
","
",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
											It's an image of a banana
											with a strange red cross
running through the center.
											And the text around it is warning people
											not to eat fruits that look like this,
											suggesting they've been
injected with blood
											contaminated with the HIV virus.
											And the social share message
above it simply says,
											""Please forward to save lives.""
											Now, fact-checkers have been debunking
this one for years,
											but it's one of those rumors
that just won't die.
											A zombie rumor.
											And, of course, it's entirely false.
									","
											C'est l'illustration d'une banane
											avec une étrange croix rouge
en son cœur.
											Le message avertit le lecteur
											d'éviter de manger un fruit pareil
											car on y aurait injecté du sang
											contaminé par le virus du VIH.
											L'intitulé du message est simplement :
											« Transférez pour sauver des vies ! »
											Les vérificateurs de faits tentent
de le désamorcer depuis des années
											mais c'est le genre de rumeurs
qui ne veulent pas s'éteindre.
											Une rumeur zombie.
											Naturellement, totalement fausse.
									",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
","
",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
											It might be tempting to laugh
at an example like this, to say,
											""Well, who would believe this, anyway?""
											But the reason it's a zombie rumor
											is because it taps into people's
deepest fears about their own safety
											and that of the people they love.
											And if you spend as enough time
as I have looking at misinformation,
											you know that this is just
one example of many
											that taps into people's deepest
fears and vulnerabilities.
									","
											Cela pourrait être risible
et on pourrait se demander
											qui va bien pouvoir croire ça.
											C'est précisément une rumeur zombie
											car elle se nourrit des peurs les plus
profondes des gens quant à leur sécurité
											et celles des personnes
qui leur sont chères.
											Quand on passe autant de temps
que moi à étudier la désinformation,
											on comprend vite qu'il s'agit d'un exemple
parmi tant d'autres
											qui fait appel aux craintes
et vulnérabilités des gens.
									",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
","
",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
											Every day, across the world,
we see scores of new memes on Instagram
											encouraging parents
not to vaccinate their children.
											We see new videos on YouTube
explaining that climate change is a hoax.
											And across all platforms, we see
endless posts designed to demonize others
											on the basis of their race,
religion or sexuality.
									","
											Tous les jours, partout dans le monde,
des nouveaux mèmes sur Instagram
											encouragent les parents
à ne pas vacciner leurs enfants,
											des vidéos sur YouTube expliquent
que le changement climatique est un hoax.
											Sur toutes les plateformes, un nombre
infini de messages diabolisent l'autre
											sur base de leur race, de leur religion
ou de leur orientation sexuelle.
									",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
","
",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
"
											Welcome to one of the central
challenges of our time.
											How can we maintain an internet
with freedom of expression at the core,
											while also ensuring that the content
that's being disseminated
											doesn't cause irreparable harms
to our democracies, our communities
											and to our physical and mental well-being?
											Because we live in the information age,
											yet the central currency
upon which we all depend — information —
											is no longer deemed entirely trustworthy
											and, at times, can appear
downright dangerous.
											This is thanks in part to the runaway
growth of social sharing platforms
											that allow us to scroll through,
											where lies and facts sit side by side,
											but with none of the traditional
signals of trustworthiness.
									","
											Bienvenue au cœur d'un des plus
grands défis de notre temps.
											Comment perpétuer un Internet
fondé sur la liberté d'expression
											tout en garantissant que le contenu
qui y est propagé
											ne cause pas de préjudice irréversible
à nos démocraties, à nos communautés
											et à notre bien-être physique et mental ?
											Nous vivons en effet
dans l'ère de l'information
											et pourtant notre devise principale,
celle dont on dépend tous, l'information,
											n'est plus considérée totalement fiable
											et semble parfois même
franchement dangereuse.
											C'est partiellement dû à la croissance
monstrueuse des plateformes sociales
											qui nous permettent de parcourir
											contenus mensongers et des faits
l'un à côté de l'autre
											mais sans les signaux traditionnels
de véracité.
									",How you can help transform the internet into a place of trust,Claire Wardle,12:11,"Internet,technology,social change,web,social media,activism,society"
