en,fr,de,title,speaker,duration,tags
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											Cities are like siblings
in a large polygamous family.
											Each one has a unique personality
and is headed in a distinct direction.
											But they all have somewhat shared origins.
											Sometimes I think postcolonial cities
are like the children
											of the two least-favorite wives,
											who are constantly being asked,
											""Ah, why can't you be
more like your sister?""
									","
											Les villes sont comme des frères et sœurs
d'une grande famille polygame.
											Chacune a une personnalité unique
et va dans une direction différente.
											Mais elles partagent toutes
leurs origines.
											Je pense que les villes post-coloniales
sont comme les enfants
											des deux femmes les moins aimées,
											à qui l'on demande constamment :
											« Pourquoi n'es-tu pas
plus comme ta sœur ? »
									","
											Städte sind wie Geschwister
in großen polygamen Familien.
											Jede hat eine einzigartige Persönlichkeit
und geht ihren eigenen Weg.
											Doch sie alle haben
einen gemeinsamen Ursprung.
											Manchmal denke ich, dass
post-koloniale Städte wie Kinder
											der beiden unbeliebtesten Frauen sind,
											die ständig gefragt werden:
											""Ah, warum bist du nicht
wie deine Schwester?""
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											The ""why"" of cities is largely the same,
no matter where they are:
											an advantageous location that makes
trade and administration possible;
											the potential for scalable opportunities
											for the skilled and unskilled alike;
											a popular willingness
to be in constant flux
											and, of course, resilience.
											The ""how"" of cities, however,
is a whole other story.
											How are they run?
											How do they grow?
											How do they decide who belongs
and who doesn't?
									","
											Le « pourquoi » des villes
est largement le même,
											peu importe où elles sont :
											un lieu avantageux qui rend possibles
le commerce et l'administration ;
											le potentiel d'opportunités
de tailles variables
											pour les personnes qualifiées ou non ;
											une volonté populaire
d'être dans un flux constant
											et, bien sûr, de la résilience.
											Mais le « comment » des villes,
c'est une tout autre histoire.
											Comment sont-elles dirigées ?
											Comment grandissent-elles ?
											Comment décident-elles
qui y appartient ou non ?
									","
											Das ""Warum"" bei Städten ist
meist dasselbe, egal wo sie sind:
											ein vorteilhafter Standort,
der Handel und Administration ermöglicht;
											das Potential für bessere Möglichkeiten
											sowohl für gebildete
als auch ungebildete Leute;
											der verbreitete Wille zum ständigen Wandel
											und, natürlich, Widerstandsfähigkeit.
											Doch das ""Wie"" ist bei Städten
eine ganz andere Sache.
											Wie werden sie geleitet?
											Wie wachsen sie?
											Wie wird entschieden,
wer dazu gehört und wer nicht?
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											Lagos is my home.
											You can always find the Nigerians
											by following the noise
and the dancing, right?
									","
											Lagos est ma maison.
											On peut trouver les Nigérians
											en suivant le bruit
et la danse, n'est-ce pas ?
									","
											Lagos ist mein Zuhause.
											Man findet die Nigerianer immer,
											wenn man dem Lärm
und dem Tanz folgt, richtig?
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											Like any major city,
that place is a lot of things,
											many of which are highly contradictory.
											Our public transportation
doesn't quite work,
											so we have these privately owned
bright yellow buses
											that regularly cause accidents.
											Luxury car showrooms line badly maintained
and often flooded roads.
											Street evangelism is only
slightly less ubiquitous
											than street harassment.
											Sex workers sometimes
have two degrees, a bank job
											and a prominent role in church.
									","
											Comme toute grande ville,
cet endroit est beaucoup de choses,
											la plupart étant hautement
contradictoires.
											Nos transports publics
ne fonctionnent pas bien,
											nous avons donc des bus jaunes privés
											qui causent souvent des accidents.
											Les salles d'exposition
de voitures de luxe sont mal entretenues
											et les routes souvent inondées.
											L'évangélisation de rue
est légèrement moins omniprésente
											que les agressions de rue.
											Les professionnels du sexe ont parfois
deux diplômes, sont banquiers
											et ont un rôle ecclésial important.
									","
											Wie jede größere Stadt
ist dieser Ort vieles zugleich
											und dabei oft widersprüchlich.
											Unser öffentlicher Verkehr
klappt nicht gut,
											deshalb haben wir
diese grellgelben privaten Busse,
											die regelmäßig Unfälle verursachen.
											Luxus-Autohäuser an schlecht erhaltenen
und oft überfluteten Straßen.
											Straßen-Evangelismus ist
kaum weniger allgegenwärtig
											als Straßen-Belästigung.
											Prostituierte haben manchmal
zwei Abschlüsse, einen Job in der Bank
											und eine wichtige kirchliche Funktion.
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											On any given day,
											there can be either a party
or a burned body
											in the middle of a street.
									","
											N'importe quel jour,
											il peut y avoir soit une fête
soit un corps brûlé
											au milieu de la rue.
									","
											Man konnte jederzeit entweder
eine Party oder eine verbrannte Leiche
											mitten auf der Straße finden.
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											There is so much that is possible in Lagos
											and so much that isn't,
											and very often the difference
between possibility and impossibility
											is simply who you are,
											and if you're lucky enough,
who you're connected to.
											Belonging in Lagos is a fluid concept
											determined by ethnic origin,
sexual orientation, gender,
											but most visibly and often most violently,
											class.
									","
											Tant de choses sont possibles à Lagos
											et tant sont impossibles,
											souvent la différence entre
la possibilité et l'impossibilité
											est simplement votre identité
											et, si vous êtes chanceux, vos connexions.
											Avoir sa place à Lagos
est un concept fluide
											déterminé par l'origine ethnique,
l'orientation sexuelle, le sexe,
											mais de façon plus visible
et plus violente,
											la classe.
									","
											In Lagos ist so vieles möglich
											und doch vieles unmöglich.
											Oft liegt der Unterschied zwischen
Möglichkeit und Unmöglichkeit
											nur darin, wer man ist,
											und wenn man Glück hat,
zu wem man Kontakt hat.
											Wer in Lagos dazu gehört,
ändert sich ständig.
											Es kommt auf deine Volksgruppe,
sexuelle Orientierung, dein Geschlecht an.
											Doch am deutlichsten
und oft am gewalttätigsten
											kommt es auf die Klasse an.
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
											Before Nigeria became a country,
											fisherpeople from the inland creeks
started to come down the Lagos lagoon
											and establish villages along the coast.
											About 60 years later, my grandfather,
Oludotun Adekunle Kukoyi,
											also arrived in Lagos.
											Like me, he was an alumnus
of the University of Ibadan,
											a young member of the educated elite
in the independence era.
											Over time, he built an illustrious career
as a land surveyor,
											mapping out now-bustling neighborhoods
											when they were just waist-high wild grass.
											He died when I was nine.
											And by that time, my family,
like the families of those fisherpeople,
											knew Lagos as home.
									","
											Avant que le Nigeria ne devienne un pays,
											les pêcheurs des criques intérieures
sont descendus sur le lagon de Lagos
											et ont établi des villages
le long de la côte.
											Environ 60 ans plus tard, mon grand-père,
Oludotun Adekunle Kukoyi,
											est également arrivé à Lagos.
											Comme moi, c'était un ancien
de l'université d'Ibadan,
											un jeune membre de l'élite éduquée
durant l'ère de l'indépendance.
											Avec le temps, il s'est taillé
une carrière d'arpenteur-géomètre,
											cartographiant des quartiers grouillants
											alors qu'ils n'étaient
que des champs d'herbe sauvage.
											Il est mort quand j'avais 9 ans.
											A cette époque-là, ma famille,
comme les familles de ces pêcheurs,
											considérait Lagos comme chez elle.
									","
											Bevor Nigeria ein Land wurde,
											kamen Fischer von den Bächen
im Landesinneren zur Lagune von Lagos
											und bauten Dörfer entlang der Küste.
											Etwa 60 Jahre später kam
mein Großvater, Oludotun Adekunle Kukoyi,
											ebenfalls in Lagos an.
											Wie ich hatte er an der
University of Ibadan studiert,
											ein junges Mitglied der gebildeten Elite
im Zeitalter der Unabhängigkeit.
											Mit der Zeit machte er glänzende Karriere
als Vermessungsingenieur,
											er plante belebte Nachbarschaften
											als sie noch aus
hüfthohem Wildgras bestanden.
											Er starb als ich neun war.
											Damals war Lagos für meine Familie
wie für die Familien dieser Fischer
											ein Zuhause.
									",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
"
","
","
",Who belongs in a city?,OluTimehin Adegbeye,12:03,"activism,Africa,government,cities,poverty,social change"
