en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
											Juana Ramírez de Asbaje sat before a panel
of prestigious theologians,
											jurists, and mathematicians.
											The viceroy of New Spain had invited them
to test the young woman’s knowledge
											by posing the most difficult questions 
they could muster.
											But Juana successfully answered 
every challenge,
											from complicated equations to 
philosophical queries.
											Observers would later liken the scene
											to “a royal galleon fending 
off a few canoes.”
									","
											Juana Ramírez de Asbaje
sentou-se perante um painel
											de prestigiados teólogos,
juristas e matemáticos.
											O vice-rei da Nova Espanha convidara-os
para testar os conhecimentos da jovem,
											com as perguntas mais difíceis
que conseguissem formular.
											Mas Juana respondeu acertadamente
a todas as perguntas,
											desde complicadas equações
a perguntas filosóficas.
											Os observadores viriam a comparar a cena
											com ""um galeão real a combater canoas"".
									","
											Juana Ramírez Inés de Asbaje fit face à
une assemblée de prestigieux théologiens,
											juristes et mathématiciens.
											Le vice-roi de Nouvelle-Espagne
les avait invités
											pour tester le savoir de cette jeune femme
											en lui posant les questions
les plus difficiles possibles.
											Mais Juana répondit à tous
les défis avec succès,
											des équations compliquées
aux questions philosophiques.
											Les observateurs compareraient
plus tard la scène
											à un « galion royal se frayant un chemin
entre quelques pirogues. »
									","
											Juana Ramírez de Asbaje, 
saygın ilahıyatçılar, hukukçular
											ve matematikçilerden oluşan 
bir jüri heyetinin önüne oturdu.
											Yeni İspanya kral naibi onları,
sorabildikleri en zor soruları sorarak
											genç kadının bilgisini 
ölçmeleri için davet etti.
											Juana, karmaşık denklemlerden
											felsefik sorgulara her türlü 
soruyu başarıyla cevapladı.
											Gözlemciler daha sonra sahneyi;
											""bir kraliyet savaş gemisinin birkaç 
kanoyu savuşturmasına"" benzetecektir.
									","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
","
","
","
","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
											The woman who faced this interrogation 
was born in the mid-17th century.
											At that time, Mexico had been a Spanish 
colony for over a century,
											leading to a complex and 
stratified class system.
											Juana’s maternal grandparents 
were born in Spain,
											making them members of Mexico’s 
most esteemed class.
											But Juana was born out of wedlock, and
her father – a Spanish military captain –
											left her mother, Doña Isabel, 
to raise Juana and her sisters alone.
											Fortunately, her grandfather’s 
moderate means
											ensured the family 
a comfortable existence.
											And Doña Isabel set a strong example 
for her daughters,
											successfully managing one of her father’s 
two estates,
											despite her illiteracy and the 
misogyny of the time.
									","
											A mulher que enfrentou este interrogatório
nascera em meados do século XVII.
											Naquela época, o México
já era uma colónia espanhola
											há mais de um século,
											com um complexo sistema
de classes estratificadas.
											Os avós maternos de Juana
tinham nascido em Espanha,
											o que os tornava membros
da classe mais elevada do México.
											Mas Juana era filha ilegítima
e o pai — um capitão espanhol —
											deixara Dona Isabel a criar sozinha
Juana e a sua irmã.
											Felizmente, os meios moderados do avô
											garantiram à família
uma existência confortável.
											Dona Isabel deu
um bom exemplo às filhas,
											gerindo com êxito uma das
duas propriedades do seu pai,
											apesar de ser analfabeta
e da misoginia da época.
									","
											La femme qui faisait face à ces questions
était née au milieu du 17e siècle.
											À cette époque, le Mexique était une
colonie espagnole depuis plus d'un siècle,
											menant à un système
de classes complexe et stratifié.
											Les grands-parents maternels de Juana
étaient nés en Espagne,
											faisant d'eux des membres de la classe
la plus estimée du Mexique.
											Mais Juana était née hors mariage, et son
père - un capitaine militaire espagnol,
											abandonna sa mère Doña Isabel, qui dût
élever seule Juana et ses sœurs.
											Par chance, les ressources modérées
de ses grands-parents
											assurèrent à la famille
une vie confortable.
											Et Doña Isabel fut un exemple fort
pour ses filles,
											gérant avec succès l'un des deux
domaines de son père,
											malgré son illettrisme
et la misogynie de l'époque.
									","
											Bu sorguya maruz kalan kadın 
17. yüzyılın ortalarında doğdu.
											O zamanlar Meksika bir asırdan
fazladır İspanyol kolonisiydi;
											karmaşık ve katmanlı bir 
sınıf sistemine öncülük ediyordu.
											Juana'nın anneannesi ve dedesi
İspanya'da doğmuştu,
											bu da onları Meksika'nın en 
saygıdeğer sınıfının üyesi yapıyordu.
											Ancak Juana gayri meşru doğmuştu 
ve İspanyol ordusunda yüzbaşı olan babası;
											annsesi Doña Isabel'i, Juana ve 
kız kardeşleriyle tek başına bırakmıştı.
											Neyse ki dedesinin orta halli serveti,
											aileye rahat bir yaşam sağladı.
											Doña Isabel, okuma yazma bilmemesine 
ve zamanın kadın nefretine rağmen,
											babasının iki mülkünü başarıyla yöneterek
											kızları için güçlü bir örnek oluşturdu.
									","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
","
","
","
","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
											It was perhaps this precedent that 
inspired Juana’s lifelong confidence.
											At age three, she secretly followed her 
older sister to school.
											When she later learned that higher 
education was open only to men,
											she begged her mother to let her attend
in disguise.
											Her request denied, Juana found solace 
in her grandfather’s private library.
											By early adolescence, she’d mastered 
philosophical debate, Latin,
											and the Aztec language Nahuatl.
									","
											Foi talvez esse precedente
que inspirou a confiança de Juana
											durante toda a vida.
											Aos três anos, ela seguia, às escondidas,
as lições da irmã mais velha.
											Quando veio a saber que o ensino
superior só estava acessível aos homens,
											suplicou à mãe que a deixasse
assistir, disfarçada.
											Como esse pedido foi recusado,
											Juana encontrou consolo
na biblioteca privada do avô.
											No início da adolescência,
já dominava o debate filosófico,
											o latim e a língua azteca dos Nahuatl.
									","
											C'est peut-être ce précédent qui inspira
à Juana sa grande confiance.
											À trois ans, elle suivit secrètement
ses sœurs aînées à l'école.
											Lorsqu'elle apprit que l'éducation
supérieure n'était réservée qu'aux hommes,
											elle supplia sa mère de la laisser
y aller déguisée.
											Sa demande refusée,
Juana trouva du réconfort
											dans la bibliothèque privée
de son grand-père.
											Jeune adolescente, elle maîtrisait
le débat philosophique, le latin
											et le Nahuatl, une langue aztèque.
									","
											Muhtemelen bu örnek Juana'nın hayat boyu
kendine güvenmesine ilham verdi.
											Üç yaşındayken, okula giden 
ablasını gizlice takip etti.
											Yüksek öğretimin sadece erkekler için
olduğunu öğrendiğinde
											annesine kılık değiştirerek
gitmek için yalvardı.
											Teklifi reddedilen Juana, teselliyi 
dedesinin özel kütüphanesinde buldu.
											Ergenlik çağının başında
felsefi tartışmada,
											Latincede ve Aztek dili 
Nahuatide uzmanlaştı.
									","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
","
","
","
","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
											Juana’s precocious intellect attracted 
attention
											from the royal court in Mexico City,
											and when she was sixteen,
											the viceroy and his wife took her in 
as their lady-in-waiting.
											Here, her plays and poems alternately 
dazzled and outraged the court.
											Her provocative poem Foolish Men
											infamously criticized sexist 
double standards,
											decrying how men corrupt women 
while blaming them for immorality.
											Despite its controversy, her work still 
inspired adoration,
											and numerous proposals.
											But Juana was more interested in knowledge
than marriage.
											And in the patriarchal 
society of the time,
											there was only one place 
she could find it.
									","
											O intelecto precoce de Juana
chamou a atenção
											da corte real na cidade do México.
											Quando tinha 16 anos,
											o vice-rei e a mulher nomearam-na
sua dama de companhia.
											As peças e poemas dela ora deslumbravam
ora escandalizavam a corte.
											O seu poema provocador Foolish Men
											criticava fortemente
os duplos padrões sexistas,
											descrevendo como os homens
corrompiam as mulheres
											enquanto as censuravam
pela sua imoralidade.
											Apesar da controvérsia,
o trabalho dela inspirava adoração
											e inúmeras propostas de casamento.
											Mas Juana estava mais interessada
no conhecimento do que no casamento.
											Na sociedade patriarcal da época,
											só havia um sítio onde ela
podia encontrar isso.
									","
											L'intelligence précoce de Juana
attira l'attention
											de la cour royale de Mexico,
											et à l'âge de seize ans,
											le vice-roi et sa femme en firent
leur dame de compagnie.
											Là, ses pièces et ses poèmes éblouissaient
tout comme ils indignaient la cour.
											Son poème provoquant,
« les Hommes Insensés »,
											critiquant les tristement célèbres
doubles standards sexistes,
											dénonçait comment les hommes
corrompaient les femmes
											tout en les blâmant pour leur immoralité.
											Malgré la controverse, son travail
inspirait toujours l'adoration,
											ainsi que de nombreuses demandes
en mariage.
											Mais Juana était plus intéressée
par le savoir que le mariage.
											Et dans la société patriarcale
de l'époque,
											il n'existait qu'un seul endroit
où elle pouvait y accéder.
									","
											Juana'nın erken gelişen zekası,
											Meksika Şehri kraliyet 
mahkemesinin dikkatini çekti
											ve on altı yaşına geldiğinde
											kral naibi ve eşi, onu
nedimeleri olarak aldı.
											Burada, senaryoları ve şiirleri mahkemeyi
önce hayran bırakıp sonra öfkelendirdi.
											Provakatif şiiri Aptal Erkekler
cinsiyetçi çifte standartları
											kötü bir şekilde eleştirdi,
erkeklerin kadınları
											ahlaksızlıkla suçlayarak
kadınları yozlaştırmalarını kınadı.
											Eseri tartışılmasına rağmen
hayranlık uyandırdı
											ve birçok evlilik teklifi aldı.
											Fakat Juana evlilikten çok
bilgiyle ilgiliydi.
											Zamanın ataerkil toplumunda
											bunu bulabileceği tek bir yer vardı.
									","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
","
","
","
","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
"
											The Church, while still under the zealous 
influence of the Spanish Inquisition,
											would allow Juana to retain her 
independence and respectability
											while remaining unmarried.
											At age 20, she entered the Hieronymite 
Convent of Santa Paula
											and took on her new name: 
Sor Juana Inés de la Cruz.
									","
											A Igreja, embora ainda sob a zelosa
influência da Inquisição Espanhola,
											permitiu a Juana manter
a sua independência e respeitabilidade,
											continuando solteira.
											Aos 20 anos, entrou para o Convento
das Jerónimas de Santa Paula
											e assumiu o seu novo nome
de Sóror Juana Inés de la Cruz.
									","
											Bien que toujours sous l'influence ardente
de l'inquisition espagnole,
											l'Église permettrait à Juana de garder
son indépendance et sa dignité
											tout en évitant le mariage.
											À vingt ans, elle entra au Monastère
des Hiéronymites de Sainte Paula
											et pris son nouveau nom :
Sœur Juana Inés de la Cruz.
									","
											İspanyol Engizisyon Mahkemesi'nin
hararetli etkisi altında olan Kilise,
											Juana'ya bekar kalarak
											bağımsızlığını ve saygınlığını
koruma imkanı sağladı.
											20 yaşında Santa Paula 
Hieroynmite Manastırı'na girdi
											ve yeni ismini aldı: 
Sor Juana Inés de la Cruz
									","History's ""worst"" nun",Theresa A. Yugar,4:32,"animation,feminism,TED-Ed,education,culture,religion,history,world cultures,women,writing,poetry"
