en,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
											(Arabic) I seek refuge in Allah from cursed Satan.
In the Name of Allah, the most Gracious, the most Merciful.
									","
											Kovulmuş şeytanın şerrinden Allah'a sığınırım.
Rahman ve Rahim olan Allah'ın adıyla.
									","
											(Arabe) Allah me protège du Satan maudit.
Au nom d'Allah,Gracieux et Miséricordieux.
									","
											(AR) Ich suche Zuflucht bei Allah
vor dem verfluchten Satan.
											Im Namen Allahs, des Erbarmers,
des Barmherzigen.
									",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
","
","
","
",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
											(English) I was born
in a middle class family.
											My father was five years old
when he lost his father,
											but by the time I was born,
											he was already a businessman.
											But it didn't make a difference to him
											if his children were going to be
a boy or a girl:
											they were going to go to school.
											So I guess I was the lucky one.
									","
											Orta sınıf bir ailede dünyaya geldim.
											Babam babasını kaybettiğinde
5 yaşındaymış
											fakat doğduğum zaman
											çoktan iş adamı olmuştu.
											Çocuklarının kız veya erkek olması
											onun için önemli değildi,
											hepsi okula gidecekti.
											Sanırım ben en şanslılarıydım.
									","
											Je suis née dans une famille
de la classe moyenne.
											Mon père perdit le sien
à l'âge de cinq ans,
											mais quand je suis née,
											il était déjà un homme d'affaires.
											Pour lui, peu importe que ses enfants 
soient des garçons ou des filles,
											ils allaient tous à l'école.
											Donc, je suppose que j'ai eu de la chance.
									","
											(EN) Ich wurde in einer 
Familie der Mittelschicht geboren.
											Mein Vater war fünf Jahre alt,
als er seinen Vater verlor.
											Als ich geboren wurde,
											war er bereits ein Geschäftsmann.
											Für ihn machte es keinen Unterschied,
											ob er einen Sohn oder eine Tochter bekam,
											sie würden alle zur Schule gehen.
											Also denke ich, dass ich
eine der Glücklichsten war.
									",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
","
","
","
",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
											My mother had 16 pregnancies.
											From 16 pregnancies, five of us are alive.
											You can imagine as a child
what I went through.
											Day to day, I watched women
											being carried to a graveyard,
											or watched children going to a graveyard.
											At that time, when I
finished my high school,
											I really wanted to be a doctor.
											I wanted to be a doctor
to help women and children.
											So I completed my education,
											but I wanted to go to university.
											Unfortunately, in my country,
there wasn't a dormitory for girls,
											so I was accepted in medical school,
but I could not go there.
											So as a result, my father
sent me to America.
									","
											Annem 16 hamilelik geçirmiş.
											16 hamilelikten, beşimiz hayatta kalmışız.
											Bir çocuk olarak nelerden
geçtiğimi tahmin edebilirsiniz.
											Günbegün kadınların
											mezarlara taşındığını gördüm
											veya mezarlara taşınan çocukları izledim.
											Bu yüzden, liseyi bitirdiğimde,
											doktor olmayı çok istedim.
											Kadın ve çocuklara yardım etmek için
doktor olmak istedim.
											Böylece eğitimimi tamamladım
											ve üniversiteye gitmek istedim.
											Ne yazık ki, ülkemde kızlar için yurt yoktu.
											Tıp fakültesine kabul edildim
fakat oraya gidemedim.
											Sonuç olarak, babam
beni Amerika'ya gönderdi.
									","
											Ma mère a eu 16 grossesses,
											et cinq enfants sont encore vivants.
											Imaginez ce que j'ai dû
traverser durant mon enfance.
											Jour après jours, j'ai vu des femmes
menées au cimetière.
											Parfois, c'était les enfants 
qu'on y emmenait.
											Quand j'ai fini le lycée,
je voulais être docteur.
											Je voulais l'être pour aider 
les femmes et les enfants.
											J'ai donc terminé mes études.
											Mais je voulais aller à l'université.
											Malheureusement, dans mon pays,
											il n'y avait pas de résidence 
universitaire pour filles.
											J'étais admise dans la fac de médecine,
mais je ne pouvais pas y aller.
											Par conséquent, 
mon père m'envoya en Amérique.
									","
											Meine Mutter war 16-mal schwanger.
											Von 16 Schwangerschaften 
leben heute noch fünf von uns.
											Sie können sich vorstellen, 
was ich als Kind erlebt habe.
											Jeden Tag sah ich Frauen,
											die zum Friedhof getragen wurden
											oder ich sah Kinder, 
die zum Friedhof gebracht wurden.
											Zu dieser Zeit, 
als ich die Schule abschloss,
											wollte ich unbedingt Ärztin werden.
											Ich wollte Ärztin werden,
um Frauen und Kindern zu helfen.
											Ich schloss die Schule ab,
											um an die Universität gehen zu können.
											Leider gab es in meinem Land
keine Studentenwohnheime für Mädchen.
											Ich wurde für ein Studium angenommen, 
konnte aber nicht hingehen.
											Deshalb schickte mich mein Vater
zum Studium in die USA.
									",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
","
","
","
",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
											I came to America.
											I completed my education.
											While I was completing my education,
											my country was invaded by Russia.
											And do you know that at the time
I was completing my education,
											I didn't know what was going on
with my family or with my country.
											There were months, years,
I didn't know about it.
											My family was in a refugee camp.
											So as soon as I completed my education,
											I brought my family to America.
											I wanted them to be safe.
									","
											Amerika'ya geldim.
											Eğitimimi tamamladım.
											Eğitimim sürerken
											ülkem Rusya tarafından işgal edildi.
											Ve biliyor musunuz, eğitimim sürerken
											ailemde veya ülkemde
neler olduğunu bilmiyordum.
											Böyle habersiz aylar, yıllar geçti.
											Ailem bir mülteci kampındaydı.
											Bu yüzden, eğitimimi bitirir bitirmez
											ailemi Amerika'ya getirdim.
											Onların güvende olmasını istedim.
											Peki kalbim neredeydi?
											Kalbim Afganistan'daydı.
											Haberleri dinlediğim,
											ülkemde olanları takip ettiğim her gün
											kalbim parçalanıyordu.
											Gerçekten ülkeme dönmek istiyordum
											fakat aynı zamanda oraya
gidemeyeceğimi biliyordum
											çünkü orada bana yer yoktu.
											İyi bir işim vardı.
											Bir üniversitede profesördüm.
											İyi para kazanıyordum.
											İyi bir hayatım vardı.
											Ailem yanımdaydı.
											Onlarla yaşayabilirdim.
											Fakat mutlu değildim.
											Eve geri dönmek istiyordum.
											Bu yüzden mülteci kampına gittim.
											Pakistan'daki mülteci kampına gittiğimde
											orada 7,5 milyon mülteci vardı.
											7,5 milyon mülteci.
											Yaklaşık yüzde 90'ı
kadın ve çocuktu.
											Erkeklerin çoğu öldürülmüş
veya savaştaydı.
											Ve bilirsiniz, mülteci kamplarına,
											hergün araştırma yapmak için gittiğimde
											hayal dahi edemeyeceğiniz şeyler buldum.
											Sekiz çocuğu olan bir dul gördüm,
											oturmuş ağlıyor
											ve ne yapacağını bilmiyordu.
											Gidecek hiçbir yeri olmayan
genç bir bayan gördüm,
											eğitimi yok, eğlencesi yok,
yaşayacak bir yeri bile yok.
											Evlerini ve babalarını kaybetmiş
											genç adamlar gördüm.
											10-12 yaşlarında
evlerine bakmak,
											reislik yapmak zorundalardı.
											Kız kardeşlerini,
annelerini, çocuklarını korumaya çalışıyorlardı.
									","
											J'y suis allée et j'y ai reçu mon diplôme.
											Pendant mes études aux États-Unis,
											la Russie a envahi mon pays.
											A cette époque, je n'avais pas de moyen 
de savoir ce qui se passait,
											dans ma famille ou dans mon pays.
											Des mois, des années passaient
sans que je ne sache rien.
											Ma famille était dans un camp de réfugiés.
											Dès que je terminai mes études,
											j'ai fait venir ma famille aux États-Unis.
											Je voulais qu'ils soient en sécurité.
									","
											Ich kam in die USA.
											Ich machte meinen Abschluss.
											Während ich mein Studium beendete,
											wurde mein Land von Russland angegriffen.
											Und während ich mein Studium beendete,
											wusste ich weder, wie es meiner Familie,
noch wie es meinem Land ging.
											Ich hörte Monate, Jahre nichts von ihnen.
											Meine Familie war 
in einem Flüchtlingslager.
											Sobald ich meinen Abschluss hatte,
											holte ich meine Familie zu mir in die USA.
											Ich wollte sie in Sicherheit wissen.
									",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
","
","
","
",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
"
											But where was my heart?
											My heart was in Afghanistan.
											Day after day,
when I listened to the news,
											when I followed what was
going on with my country,
											my heart was breaking up.
											I really wanted to go back to my country,
											but at the same time I knew
I could not go there,
											because there was no place for me.
											I had a good job.
											I was a professor at a university.
											I earned good money.
											I had a good life.
											My family was here.
											I could live with them.
											But I wasn't happy.
											I wanted to go back home.
											So I went to the refugee camp.
											And when I went
to the refugee camp in Pakistan,
											there were 7.5 million refugees.
											7.5 million refugees.
											About 90 percent of them
were women and children.
											Most of the men have been killed
or they were in war.
											And you know, in the refugee camp,
											when I went day-to-day to do a survey,
											I found things you never could imagine.
											I saw a widow with five to eight children
											sitting there and weeping
											and not knowing what to do.
											I saw a young woman
have no way to go anywhere,
											no education, no entertainment,
no place to even live.
											I saw young men that had lost
their father and their home,
											and they are supporting the family
as a 10-to-12-year old boy —
											being the head of the household,
											trying to protect their sister
and their mother and their children.
									","
											Yani çok yıkıcı bir durumdu.
											Kalbim insanlarım için çarpıyordu
											ve ne yapacağımı bilmiyordum.
									","
											Mais où était mon cœur ?
											Mon cœur était en Afghanistan.
											Tous les jours, en écoutant les nouvelles
sur ce qui se passaient dans mon pays,
											mon cœur se brisait en mille morceaux.
											J'avais tant envie de retourner 
dans mon pays.
											Mais en même temps, je savais 
que ce n'était pas possible.
											Il n'y avait pas de place pour moi là-bas.
											J'avais un bon boulot.
J'enseignais à l'université.
											Je gagnais bien ma vie.
J'avais une belle vie.
											Ma famille était près de moi.
Je pouvais vivre à ses côtés.
											Mais je n'étais pas heureuse.
											Je voulais retourner à la maison, alors,
je suis partie dans un camp de réfugiés.
											Je suis allée dans un camp 
de réfugiés au Pakistan.
											Il y avait 7,5 millions de réfugiés ;
											7,5 millions de personnes réfugiées.
											90% d'entre elles étaient 
des femmes et des enfants.
											La plupart des hommes avaient été tués 
ou étaient sur les champs de bataille.
											Là-bas, j'ai découvert une situation 
effroyable, au quotidien.
											C'était inimaginable.
											J'ai rencontré une veuve 
qui avait entre 5 et 8 enfants.
											Elle était prostrée, démunie, et pleurait,
											sans savoir quoi faire.
											J'ai rencontré une jeune femme
qui n'avait aucune issue.
											Sans éducation, dans un dénuement total,
et sans maison où vivre.
											J'ai rencontré des jeunes hommes
qui avaient perdu leur père, leur maison,
											mais qui devaient nourrir leur famille.
											Ils avaient 10 ou 12 ans, 
et étaient chef de famille,
											tentant de protéger leurs sœurs,
leur mère et leurs enfants.
									","
											Aber wo war mein Herz?
											Mein Herz schlug für Afghanistan.
											Jeden Tag sah ich die Nachrichten
											und verfolgte, was in meinem Land geschah.
											Es brach mir das Herz.
											Ich wollte wirklich 
in mein Land zurückkehren.
											Aber gleichzeitig wusste ich,
dass ich nicht zurück konnte,
											weil ich nicht wusste,
wo ich genau hin sollte.
											Ich hatte eine gute Stelle.
											Ich arbeitete als Dozentin 
an der Universität.
											Ich bekam einen guten Lohn.
											Ich hatte ein gutes Leben.
											Meine Familie war bei mir.
											Ich konnte mit ihnen leben.
											Aber ich war nicht glücklich.
											Ich wollte zurück nach Hause.
											Also fuhr ich in das Flüchtlingslager.
											Als ich im Flüchtlingslager 
in Pakistan ankam,
											waren dort 7,5 Millionen Flüchtlinge.
											7,5 Millionen Flüchtlinge.
											Etwa 90 % davon waren Frauen und Kinder.
											Die meisten Männer waren getötet worden
oder waren im Krieg.
											Während ich in diesem Flüchtlingslager
											eine Umfrage durchführte,
											sah ich dort Tag für Tag
die unglaublichsten Dinge.
											Ich traf Witwen mit fünf bis acht Kindern.
											Sie saßen dort, weinten
											und wussten nicht weiter.
											Ich traf junge Frauen, die nicht wussten,
wohin sie gehen sollten:
											ohne Ausbildung, ohne Beschäftigung,
sogar ohne einen Ort zu leben.
											Ich traf junge Männer, die ihren Vater
und ihr Zuhause verloren hatten,
											und mit 10 oder 12 Jahren begannen,
ihre Familie zu unterstützen.
											Sie waren nun das Familienoberhaupt,
											und versuchten, ihre Schwestern, 
Mütter und Kinder zu beschützen.
									",How I stopped the Taliban from shutting down my school,Sakena Yacoobi,17:03,"Middle East,activism,education,inequality,women"
