en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
											Alexios Komnenos,
											Byzantine emperor,
											led his army to meet the Scythian hordes
											in battle.
											For good luck,

											he carried one of the holiest relics
											in Christendom:
											the veil that had belonged
											to the Virgin Mary.
											Unfortunately, it didn’t help.

											Not only was his army defeated,
											but as they fled,
											the Emperor was stabbed in the buttocks.
											To make matters worse, a strong wind
											made the relic too heavy to carry,
											so he stashed it in some bushes
											as he escaped.
											But even as he fled,
											he managed to slay some Scythians
											and rescue a few comrades.
									","
											Bizans imparatoru
											Alexios Kommenos,
											savaşta ordusunu İskit topluluğunun
											üzerine saldı.
											İyi şans için
											Hristiyan alemindeki
											en kutsal emanetlerden birini taşıyordu:
											Meryem Ana'ya
											ait olan örtü.
											Maalesef faydası dokunmadı.
											Sadece ordusu yenilmekle kalmadı,
											kaçarken İmparator
											kalçasından bıçaklandı.
											Yetmezmiş gibi
											kuvvetli rüzgar emaneti taşımayı 
o kadar zorlaştırdı ki
											kaçarken çalıların arasına
											saklamak zorunda kaldı.
											Fakat kaçarken bile,
											silah arkadaşlarını kurtarmak için
											birkaç İskit öldürmeyi başardı.
									","
											Alejo Comneno,
											emperador bizantino,
											llevó a su ejercito a conocer
											la batalla.
											Para su buena suerte,
											llevó una de las sagradas reliquias
											del Cristianismo:
											el velo que había pertencido
											a la Virgén Maria.
											Desafortunadamente, esto no ayudó en nada.
											Pues, no solo sus ejércitos 
fueron derrotados,
											sino que huyeron,
											y al Emperador le apuñalaron
las nalgas.
											Para empeorar las cosas, un fuerte viento
											hizo que la reliquia fuera demasiado
pesada de transportar
											así lo que la escondió en unos arbustos
											mientras escapaba.

											Pero incluso mientras huía,

											se las arregló para matar 
a algunos escitas
											y rescatar a unos cuantos camaradas.
									","
											Alexis Comnène,
											empereur byzantin,
											mena son armée à la rencontre
des hordes scythes
											au combat.
											Pour porter chance,
											il portait une relique des plus saintes
											dans la chrétienté :
											le voile ayant appartenu
											à la Vierge Marie.
											Malheureusement, ça n'a pas aidé.
											Non seulement son armée a été vaincue,
											mais durant leur fuite,
											l'Empereur fut poignardé dans les fesses.
											Pour aggraver les choses, un vent fort
											rendait la relique trop lourde à porter,
											Il la cacha dans des buissons
											alors qu'il s'échappait.
											Mais même quand il a fui,
											il a réussi à tuer des Scythes
											et à sauver quelques camarades.
									",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
","
","
","
",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
											At least, this is how Alexios' daughter
											Anna recounted the story,
											writing nearly 60 years later.
											She spent the last decade of her long life
											creating a 500-page history
											of her father’s reign called The Alexiad.
											Written in Greek, the book was modeled
											after ancient Greek epics
											and historical writings.
											But Anna had a different, trickier task
											than the writers in these traditions:
											as a princess writing
											about her own family,
											she had to balance her loyalty to her kin
											with her obligation
											to portray events accurately,
											navigating issues like Alexios’s
											embarrassing stab to the buttocks.
											A lifetime of study and participation
											in her father’s government
											prepared Anna for this undertaking.
									","
											En azından Alexios'un kızı Anna,
											altmış sene sonra
											hikayeyi böyle anlattı.
											Uzun hayatının son on yılını
											babasının saltanat tarihini anlatan
											beş yüz sayfalık Aleksiad'ı 
yazarak geçirdi.
											Yunanca yazılan kitap,
											Yunan destanları ve tarihi yazıları
											örnek alınarak yazıldı.
											Fakat Anna'nın 
geleneksel yazarlardan farklı
											ve daha kurnaz bir görevi vardı:
											Kendi ailesi hakkında yazan
											bir prenses olarak
											Alexios'un utanç verici
											kalçadan bıçaklanma 
olayı gibi olayları
											doğru tasvir etme sorumluluğu ile
											soyuna olan sadakatini
											dengelemek zorunda kaldı.
											Babasının yönetiminde
											bir ömür boyu çalışma ve katılım
											Anna'yı bu girişim için hazırladı.
									","
											Al final, asi es como la hija de Alejo,
											Ana, reescribe la historia escrita,
											unos 60 años más tarde.
											Ella paso la última década 
de su larga vida
											creando una historia de 500 páginas
											sobre reinado de su padre 
que tituló La Alexiada.
											Escrito en griego, el libro fue modificado
											después de las épicas griegas
											y escritos históricos.
											Pero Ana tenía otra tarea diferente,
más complicada
											que la de los escritores tradicionales.
											Al ser una princesa que escribía
											sobre su propia familia,
											tenía que equilibrar su lealtad a su reino
											con su obligación
											de retratar los eventos con precisión
											bregando con temas como la vergonzosa
											puñalada en las nalgas de Alexios.
											Una vida entera de estudio y colaboración
											en el gobierno de su padre
											preparó a Ana para esta misión.
									","
											Du moins,
c'est ainsi que la fille d'Alexis,
											Anna raconta l'histoire,
											écrit près de 60 ans après.
											Elle a passé la dernière décennie
de sa longue vie
											à créer une histoire longue de 500 pages
											sur le règne de son père
nommée l'Alexiade.
											Écrit en grec, le livre fut écrit
											sur le modèle des épopées grecques
											et des écrits historiques.
											Mais Anna avait une tâche différente,
plus délicate
											que celle des écrivains
de ces traditions :
											en princesse écrivant
sur sa propre famille,
											elle devait équilibrer
sa loyauté envers ses parents
											avec son obligation
											de décrire les événements avec exactitude,
											en abordant des problèmes embarrassants
											tels que le coup de poignard d'Alexis
aux fesses.
											Une vie d'étude et de participation
											dans le gouvernement de son père
											a préparé Anna à cette entreprise.
									",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
","
","
","
",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
											Anna was born in 1083,
											shortly after her father seized control
											of the Roman Empire
											following a decade of brutal civil wars
											and revolts.
											The empire was deep in decline
											when he came to power,
											and threatened from all sides:
											by the Seljuk Turks in the East,
											the Normans in the West,
											and Scythian raiders to the north.
											Over the course of Anna’s childhood
											and adolescence,
											Alexios fought constant military campaigns
											to secure the frontiers of his empire,
											even striking up an uneasy alliance
											with the Crusaders.
									","
											Anna 1083 yılında doğdu,
											kısa süre sonra babası
											on yıllarca süren acımasız iç savaş
											ve isyanların ardından
											Roma İmparatorluğunu ele geçirdi.
											Başa geçtiğinde
											İmparatorluk derin bir çöküşteydi
											ve her bir yandan tehdit ediliyordu:
											Doğuda Selçuk Türkleri,
											batıda Normanlar
											ve kuzeyde İskit akıncıları tarafından.
											Anna'nın çocukluk
											ve ergenlik dönemi boyunca
											Alexios imparatorluğunun
sınırlarını korumak için
											sürekli gazvelerde savaştı,
											hatta Haçlılarla
									","
											Ana nació en 1083,
											poco después de que 
su padre tomara el control
											del imperio Romano,
											repleto de una década de 
brutales guerras civiles y revueltas.
											El Imperio estaba en profunda decadencia
											cuando él llego al poder,
											amenazado por todos los frentes:
											por los turcos seljúcidas en el este,
											los normandos en el oeste,
											y los atacantes escitas en el norte.
											Durante la infancia
											y adolescencia de Ana,
											Alexios luchó en campañas militares
											para asegurar las fronteras del imperio,
											incluso forjando una alianza incómoda
											con los cruzados.
									","
											Anna est née en 1083,
											peu après que son père a pris le contrôle
											de l'Empire Romain
											après une décennie
de guerres civiles brutales
											et de révoltes.
											L'Empire était en profond déclin
											à son arrivée au pouvoir
											et menacé de toutes parts :
											par les Turcs Seldjoukides à l'est,
											les Normands à l'ouest
											et les Scythes au nord.
											Au cours de l'enfance d'Anna
											et de son adolescence,
											Alexis a combattu
des campagnes militaires constantes
											pour sécuriser les frontières
de son empire,
											établissant même une alliance difficile
											avec les Croisés.
									",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
","
","
","
",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
											Meanwhile in Constantinople,
											Anna fought her own battle.
											She was expected to study subjects
											considered proper
											for a Byzantine princess,
											like courtly etiquette and the Bible,
											but preferred classical myth
											and philosophy.
											To access this material, she had to learn
											to read and speak Ancient Greek,
											by studying secretly at night.
											Eventually her parents realized
											how serious she was,
											and provided her with tutors.
											Anna expanded her studies
											to classical literature, rhetoric,
											history, philosophy, mathematics,
											astronomy, and medicine.
											One scholar even complained
											that her constant requests
											for more Aristotle commentaries
											were wearing out his eyes.
									","
											huzursuz bir ittifak bile kurdu.
											Bu sırada Konstantinopolis'te
											Anna kendi savaşını veriyordu.
											Bir Bizans prensesi için
											münasip sayılan,
											âdâb-ı muaşeret ve İncil gibi
											konuları çalışması bekleniyordu
											ama klasik mitleri ve felsefeyi
											tercih etti.
											Bu malzemeye erişebilmesi için
											Antik Yunanca okumayı ve konuşmayı
											geceleri gizlice çalışarak
öğrenmesi gerekti.
											Sonunda ailesi
											ne kadar ciddi olduğunun farkına vardı
											ve ona öğretmen tuttular.
											Anna çalışmalarını
											klasik edebiyat, sözbilim, tarih,
											felsefe, matematik, astronomi
											ve tıbba genişletti.
											Hatta bir âlim,
											onun sürekli
											daha fazla Aristo yorumu istemesinin
									","
											Mientras en Constatinopla
											Ana luchaba su propia batalla.
											Se esperaba que estudiara temas
											considerados propios
											para una princesa bizantina,
											como la etiqueta cortesana y la Biblia,
											pero ella prefería la mística clásica
											y la filosofía.
											Para acceder a este material, 
tuvo que aprender
											a leer y hablar griego antiguo,
											estudiando secretamente en la noche.
											Al final sus padres se dieron cuenta
											lo en serio que iba
											y le proporcionaron tutores.
											Ana amplió sus estudios
											a la literatura clásica, retorica,
											historia, filosofía, matemática,
											astronomía, y medicina.
											Un erudito incluso se quejó
											de que sus contantes pedidos
											de más comentarios de Aristóteles
											le estaban desgastando los ojos.
									","
											Pendant ce temps à Constantinople,
											Anna a combattu ses propres batailles.
											On attendait qu'elle étudie des sujets
											considérés appropriés
											pour une princesse byzantine,
											comme les bonnes manières et la Bible,
											mais préférait le mythe classique
											et la philosophie.
											Pour accéder à ces matières,
elle devait apprendre
											à lire et à écrire le grec ancien,
											en étudiant secrètement la nuit.
											Puis, ses parents ont réalisé
											qu'elle était très sérieuse
											et lui ont fourni des tuteurs.
											Anna a élargi ses études
											à la littérature classique, la rhétorique,
											l'histoire, la philosophie,
les mathématiques,
											l'astronomie et la médecine.
											Un érudit s'est même plaint
											que ses fortes demandes
											pour plus de commentaires d'Aristote
											épuisaient ses yeux.
									",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
","
","
","
",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
"
											At age fifteen,
											Anna married Nikephoros Bryennios
											to quell old conflicts
											between their families
											and strengthen Alexios’s reign.
											Fortunately, Anna and Nikephoros ended up
											sharing many intellectual interests,
											hosting and debating
											the leading scholars of the day.
											Meanwhile, Alexios’s military excursions
											began to pay off,
											restoring many of the empire’s
											former territories.
											As her father aged,
											Anna and her husband helped her parents
											with their imperial duties.
											During this time,
											Anna reportedly advocated for
											just treatment of the people
											in their disputes with the government.
									","
											gözlerini yorduğundan yakındı.
											Anna on beş yaşında,
											aileler arasındaki
											eski çatışmaları gidermek
											ve Alexios'un saltanatını 
güçlendirmek için
											Nikephoros Bryennios ile evlendi.
											Neyse ki Anna ve Nikephorosun
											zamanın önde gelen âlimlerini 

											barındıran ve tartışan
											birçok ortak entelektüel 
ilgi alanı paylaşıyorlardı.
											Bu sırada Alexios'un askeri seferleri
											sonuç getirmeye başladı;
											imparatorluğun 
eski topraklarının çoğu
											geri alınıyordu.
											Babası yaşlandıkça
											Anna ve kocası,
											imparatorluk görevlerinde ailesine
yardımcı oluyorlardı.
											Bu süre boyunca Anna,
											söylentilere göre
											insanların yönetimle olan
anlaşmazlıklarının
									","
											A la edad de 15,
											Ana se casó con Nicéforo Brienio
											para apaciguar viejos conflictos
											entre sus familias
											y fortalecer el reinado de Alejo.
											Por suerte, Ana y Nicéforo terminaron
											compartiendo 
muchos intereses intelectuales,
											debatiendo
											sobre los principales 
eruditos de ese tiempo.
											Mientras, las incursiones 
militares de Alejo
											comenzaron a dar buenos resultados,
											restituyendo varios de los anteriores
											territorios del Imperio.
											A la edad de su padre,
											Ana y su esposo ayudaron a sus padres
											con las obligaciones imperiales.
											Durante este tiempo,
											según consta, Ana defendió
											el justo trato de las personas
											en las disputas de gobierno.
									","
											À l'âge de 15 ans,
											Anna a épousé Nicéphore Bryenne
											pour calmer d'anciens conflits
											entre leurs familles
											et renforcer le règne d'Alexis.
											Heureusement, Anna et Nikephoros ont fini
											par partager de nombreux
intérêts intellectuels,
											accueillant et débattant
											avec les grands savants de l'époque.
											Pendant ce temps,
les campagnes militaires d'Alexis
											commençaient à payer,
											restaurant de nombreux
territoires anciens de l'empire.
											Son père vieillissant,
											Anna et son époux ont aidé ses parents
											dans leurs devoirs impériaux.
											Durant cette période,
											Anna aurait préconisé
											un traitement juste des personnes
											dans leurs différends
avec le gouvernement.
									",The princess who rewrote history,Leonora Neville,4:55,"history,TED-Ed,literature,book,novel,writing,books,animation"
