es,tr,en,de,title,speaker,duration,tags
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											Solíamos resolver grandes problemas.
											El 21 de julio de 1969,
											Buzz Aldrin saltó fuera
del módulo lunar del Apolo 11
											y descendió sobre el Mar de la Tranquilidad.
											Armstrong y Aldrin estaban solos,
											pero su presencia en la gris superficie lunar
											fue la culminación de un proceso colectivo convulso.
									","
											Büyük problemleri çözerdik.
											21 Temmuz 1969'da
											Buzz Aldrin Apollo 11'in ay kapsülünden çıktı
											ve Sükunet Denizi(Ay zemini) üzerine indi.
											Armstrong ve Aldrin yalnızdı,
											ama ayın gri yüzeyi üzerinde onların varlığı
											sarsıcı, kolektif bir çabanın sonucuydu.
									","
											So, we used to solve big problems.
											On July 21st, 1969,
											Buzz Aldrin climbed out of Apollo 11's lunar module
											and descended onto the Sea of Tranquility.
											Armstrong and Aldrin were alone,
											but their presence on the moon's gray surface
											was the culmination of a convulsive, collective effort.
									","
											Es gab eine Zeit, 
in der wir große Probleme lösten.
											Am 21. Juli 1969 kletterte Buzz Aldrin
											aus der Mondlandefähre Apollo 11
											und stieg hinab auf das Meer der Ruhe.
											Armstrong und Aldrin waren allein,
											aber ihre Gegenwart 
auf der grauen Mondoberfläche
											war der Höhepunkt eines ausdauernden, 
gemeinschaftlichen Bestrebens.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											El programa Apolo fue la mayor
											movilización en tiempos de paz
											en la historia de EE.UU.
											Para llegar a la Luna, la NASA gastó
											unos 180 mil millones de dólares de hoy día,
											o el 4% del presupuesto federal.
											El Apolo dio trabajo a unas 400.000 personas
											y pidió la colaboración de 20.000
											empresas, universidades y agencias del gobierno.
											Murieron personas, incluyendo la tripulación del Apolo 1.
											Pero antes de que el programa Apolo finalizase,
											24 hombres viajaron a la Luna.
											Doce caminaron sobre
su superficie, de los cuales Aldrin
											tras la muerte de Armstrong el pasado año,
											es ahora el más anciano.
									","
											Apollo programı
											Amerika Birleşik Devletleri tarihindeki
											barış dönemi seferberliklerinin en büyüğüydü.
											Aya ulaşmak için,
											NASA bugünün parasıyla yaklaşık 180 milyar dolar,
											ya da Amerikan federal bütçesinin yüzde dördünü harcadı.
											Apollo programı yaklaşık 400.000 kişiyi istihdam etti
											ve 20.000 şirket, üniversite ve devlet kurumundan
											işbirliği talep etti.
											İnsanlar öldü, Apollo 1 mürettebatı da dahil.
											Ama Apollo programı sonlandırılmadan önce,
											24 kişi aya uçtu.
											Onikisi ay üzerinde yürüdü, içlerinden Aldrin,
											Armstrong'un geçen yıl ölümünden sonra,
											şimdi en kıdemlileri.
									","
											The Apollo program was the greatest
											peacetime mobilization
											in the history of the United States.
											To get to the moon, NASA spent
											around 180 billion dollars in today's money,
											or four percent of the federal budget.
											Apollo employed around 400,000 people
											and demanded the collaboration of 20,000
											companies, universities and government agencies.
											People died, including the crew of Apollo 1.
											But before the Apollo program ended,
											24 men flew to the moon.
											Twelve walked on its surface, of whom Aldrin,
											following the death of Armstrong last year,
											is now the most senior.
									","
											Das Apollo-Programm war die größte
											Friedensmobilisierung
											in der Geschichte der 
Vereinigten Staaten von Amerika.
											Um zum Mond zu gelangen, 
investierte NASA
											ungefähr 180 Milliarden Dollar 
entsprechend dem heutigem Wert,
											oder vier Prozent des Bundeshaushaltes.
											Apollo schuf Arbeitsplätze 
für 400.000 Menschen
											und erforderte 
die Zusammenarbeit von 20.000
											Unternehmen, Universitäten und Behörden.
											Menschen starben, darunter auch 
die Besatzung der Apollo 1.
											Aber bis zum Ende des Apollo-Programms
											flogen 24 Menschen zum Mond.
											Von den zwölf, 
die seine Oberfläche beschritten, ist Aldrin,
											nach dem Tod 
von Armstrong im letzten Jahr,
											jetzt der älteste.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											Así que, ¿por qué fueron?
											No trajeron mucho de vuelta:
											381 kilos de viejas rocas,
											y algo que los 24 enfatizarían después,
											un nuevo sentido de la pequeñez
											y la fragilidad de nuestro hogar común.
											¿Por qué fueron? La respuesta cínica es que fueron
											porque el presidente Kennedy quería demostrar
											a los soviéticos, que
esta nación tenía mejores cohetes.
											Pero las propias palabras de Kennedy
en la Universidad de Rice en 1962
											nos dan una idea mejor.
									","
											Peki neden gittiler?
											Geriye çok şey getirmediler:
											381 kilo (841 pound) eski taş,
											ve 24'ününde daha sonra vurguladığı —
											dünyamızın küçüklüğüne ve narinliğine
											yeni bir bakış getirdiler.
											Neden gittiler? Alaycı cevap
											gittiler çünkü Başkan Kennedy Sovyetlere kendi ulusunun
											daha iyi roketlere sahip olduğunu göstermek istedi.
											Ama Kennedy'nin Rice Üniversitesi'nde 1962'de
											kendi söyledikleri daha iyi bir ipucu sağlar.
									","
											So why did they go?
											They didn't bring much back:
											841 pounds of old rocks,
											and something all 24 later emphasized —
											a new sense of the smallness
											and the fragility of our common home.
											Why did they go? The cynical answer is they went
											because President Kennedy wanted to show
											the Soviets that his nation had the better rockets.
											But Kennedy's own words at Rice University in 1962
											provide a better clue.
									","
											Doch warum gingen sie?
											Sie brachten nicht viel zurück:
											380 Kilogramm altes Gestein
											und etwas, was alle 24 später betonten –
											einen neuen Sinn dafür, 
dass unser gemeinsames Zuhause
											klein und zerbrechlich ist.
											Warum gingen sie? 
Zynisch gesehen gingen sie,
											weil Präsident Kennedy 
den Sowjets zeigen wollte,
											dass seine Nation 
die besseren Raketen hatte.
											Aber Kennedys eigene Worte 
von 1962 an der Rice University
											geben einen besseren Hinweis.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											(Video) John F. Kennedy: Algunos
preguntan, ¿por qué la Luna?
											¿Por qué convertirla en nuestro objetivo?
											Y también podrían preguntar,
											¿por qué escalar la montaña más alta?
											Hace 35 años, ¿por qué volar sobre el Atlántico?
											¿Por qué juega Rice contra Texas?
											Elegimos ir a la Luna.
											Elegimos ir a la Luna.
											(Aplausos)
											Elegimos ir a la Luna en esta década,
											y hacer otras cosas,
											no porque sean sencillas, sino porque son difíciles.
									","
											(Video) John F. Kennedy: Ama neden, kimileri soruyor, ay?
											Neden hedef olarak bunu seçiyoruz?
											Ve de sorabilirler,
											Neden en yüksek dağa tırmanalım?
											Neden, 35 yıl önce, Atlantik'i uçarak geçtik?
											Rice neden Texas'la oynasın? (Bilgi: Rice'ın zayıf, Texas'ın güçlü üniversite futbol takımları var.)
											Aya gitmeyi seçiyoruz.
											Aya gitmeyi seçiyoruz.
											(Alkış)
											Bu on yılda aya gitmeyi seçiyoruz,
											ve başka şeyler yapmayı da,
											kolay oldukları için değil, zor oldukları için.
									","
											(Video) John F. Kennedy: But why, some say, the moon?
											Why choose this as our goal?
											And they may well ask,
											why climb the highest mountain?
											Why, 35 years ago, fly the Atlantic?
											Why does Rice play Texas?
											We choose to go to the moon.
											We choose to go to the moon.
											(Applause)
											We choose to go to the moon in this decade,
											and do the other things,
											not because they are easy, but because they are hard.
									","
											(Video) John F. Kennedy: 
""Warum der Mond?"", fragen sich manche.
											Warum wählen wir ihn zu unserem Ziel?
											Und man könnte genauso gut fragen,
											warum sollte man 
den höchsten Berg erklimmen?
											Warum flogen wir vor 35 Jahren 
über den Atlantik?
											Warum spielt Rice gegen Texas?
											Wir haben uns entschlossen, 
zum Mond zu fliegen –
											wir haben uns entschlossen, 
zum Mond zu fliegen.
											(Applaus)
											Wir haben uns entschlossen, 
noch in diesem Jahrzehnt zum Mond zu fliegen
											und andere Dinge zu tun,
											nicht, weil sie leicht wären, 
sondern gerade, weil sie schwierig sind.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											Jason Pontin: Para los contemporáneos,
											el Apolo no era solo
una victoria del Oeste sobre el Este
											en la Guerra Fría.
											En la época, la emoción más fuerte
											fue la de maravillarse
											ante la trascendencia de los poderes de la tecnología.
											Fueron porque era algo grandioso poder hacerlo.
											El aterrizaje en la Luna ocurrió en un contexto
											de una larga lista de triunfos tecnológicos.
											La primera mitad del siglo XX produjo
											la línea de ensamblaje y el avión,
											la penicilina y la vacuna para la tuberculosis.
											En la mitad del siglo,
											se erradicó la poliomielitis y se eliminó la viruela.
											La tecnología parecía poseer
											lo que Alvin Toffler en 1970
											llamó ""fuerza acelerativa"".
											Durante la mayor parte de la historia de la humanidad,
											no podíamos ir más rápido que un caballo,
											o un barco con vela,
											pero en 1969, la tripulación del Apolo 10
											voló a 40.000 km / hora.
									","
											Jason Pontin: Çağdaşlara göre,
											Apollo soğuk savaş döneminde
											Batı'nın Doğu'ya bir zaferi değildi sadece.
											O zamanlarda, en güçlü duygu
											teknolojinin insan aklını aşan gücüne
											duyulan meraktı.
											Gittiler çünkü yapılan büyük bir şeydi.
											Aya iniş uzun bir dizi teknolojik zafer
											bağlamında gerçekleşti.
											20. Yüzyılın ilk yarısı
											montaj hattını ve uçağı üretti,
											penisilin ve tüberküloz için bir aşı üretti.
											Yüzyılın ortalarında
											Çocuk felci yok edildi ve çiçek hastalığı ortadan kaldırıldı.
											Teknolojinin kendisi
											Alvin Toffler'in 1970'de adlandırdığı
											""hızlandırıcı itiş"" e sahip görünüyordu.
											İnsanlık tarihinin çoğunda,
											bir attan daha hızlı gidemedik
											ya da yelkenli bir tekneden,
											ama 1969'da, Apollo 10 mürettebatı
											saatte 25.000 mil (40234 km) hızla uçtular.
									","
											Jason Pontin: To contemporaries,
											Apollo wasn't only a victory of West over East
											in the Cold War.
											At the time, the strongest emotion
											was of wonder
											at the transcendent powers of technology.
											They went because it was a big thing to do.
											Landing on the moon occurred in the context
											of a long series of technological triumphs.
											The first half of the 20th century produced
											the assembly line and the airplane,
											penicillin and a vaccine for tuberculosis.
											In the middle years of the century,
											polio was eradicated and smallpox eliminated.
											Technology itself seemed to possess
											what Alvin Toffler in 1970
											called ""accelerative thrust.""
											For most of human history,
											we could go no faster than a horse
											or a boat with a sail,
											but in 1969, the crew of Apollo 10
											flew at 25,000 miles an hour.
									","
											Jason Pontin: Für Zeitgenossen
											war Apollo nicht nur ein Sieg 
des Westens über den Osten
											während des Kalten Krieges.
											Zu jener Zeit war das stärkste Gefühl
											ein Gefühl des Erstaunens
											über die übernatürlichen Kräfte 
von Technologie.
											Sie flogen zum Mond, 
weil es etwas Großartiges war.
											Die Mondlandung geschah vor einer Kulisse
											einer langen Serie technologischer Triumphe.
											Aus der ersten Hälfte 
des 20. Jahrhunderts kamen
											das Fließband und das Flugzeug,
											Penicillin und ein Impfstoff 
gegen Tuberkulose.
											In der Mitte des Jahrhunderts
											waren Polio und die Pocken ausgerottet.
											Technologie schien etwas an sich zu haben,
											was Alvin Toffler 1970
											einen ""beschleunigenden Vorstoß"" nannte.
											Für den Großteil 
der menschlichen Geschichte
											konnten wir uns nicht 
schneller als ein Pferd
											oder ein Boot mit Segeln fortbewegen,
											aber im Jahr 1969 
flog die Mannschaft der Apollo 10
											mit einer Geschwindigkeit von 
ca. 40.200 Kilometern pro Stunde.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
