es,pt,tr,en,fr,title,speaker,duration,tags
"
","
","
","
","
",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
											Les hablaré sobre 
el éxito de mi campus,
											la Universidad de Maryland, 
condado de Baltimore, UMBC,
											en la educación de 
estudiantes de todo tipo,
											en las áreas de artes y humanidades 
y de ciencias e ingeniería.
											Lo que hace a nuestra historia 
especialmente importante
											es que hemos aprendido mucho 
de un grupo de estudiantes
											que generalmente no figura en 
lo alto de la escala académica:
											estudiantes de color, estudiantes de 
baja incidencia en determinadas áreas.
											Y esta historia es especialmente singular
											porque aprendimos la forma de ayudar 
a estudiantes afroamericanos, latinos,
											estudiantes de bajos recursos,
											a convertirse en los mejores del 
mundo en ciencia e ingeniería.
									","
											Vou falar sobre o sucesso no meu ""campus"",
											a Universidade de Maryland, 
condado de Baltimore, UMBC,
											a educar estudantes de todos os tipos,
											desde as Artes e Humanidades 
até às Ciências às Engenharias.
											O que dá importância à nossa história
											é que aprendemos tanto 
a partir de um grupo de alunos
											que normalmente não ocupam 
o topo da escada académica
											— estudantes de cor, sub-representados
nas áreas seleccionadas.
											O que torna a história especialmente única
											é que aprendemos a ajudar estudantes
afro-americanos, latinos,
											estudantes de classes 
de rendimentos baixos,
											a tornar-se dos melhores do mundo
em Ciência e Engenharia.
									","
											Şimdi kampüsümün (Maryland Üniversitesi, Baltimore County, UMBC)
											her türlü öğrenciyi, sanat, beşeri bilimler
											bilim ve mühendislik alanlarında
											eğitme konusundaki başarısından bahsedeceğim.
											Hikayemizi özellikle önemli yapan
											öğrencilerden çok fazla şey öğrenmiş olmamız.
											Tipik olarak akademik başarıda en üst olanlar değil de
											farklı renklerden öğrenciler, seçilmiş alanlarda yeterince temsil edilmemiş olanlar
											ve hikayeyi özellikle farklı yapan ise
											bilim ve mühendislik alanlarında dünyanın en iyilerinden olan
											Afro-Amerikalı öğrencilere, Latin öğrencilere,
											düşük gelirli öğrencilere nasıl yardım edilebileceğini öğrenmiş olmamız.
									","
											So I'll be talking about the success of my campus,
											the University of Maryland, Baltimore County, UMBC,
											in educating students of all types,
											across the arts and humanities and the science and engineering areas.
											What makes our story especially important
											is that we have learned so much from a group of students
											who are typically not at the top of the academic ladder —
											students of color, students underrepresented in selected areas.
											And what makes the story especially unique
											is that we have learned how to help African-American students, Latino students,
											students from low-income backgrounds,
											to become some of the best in the world in science and engineering.
									","
											Je vais vous parler du succès de mon campus,
											l'Université du Maryland,
Comté de Baltimore, UMBC,
											dans l'éducation d'étudiants de tous types,
											dans des domaines tels les arts et lettres, 
les sciences et l'ingénierie
											Ce qui rend notre histoire 
particulièrement importante,
											c'est que nous avons appris beaucoup 
d'un groupe d'étudiants
											qui ne sont généralement pas 
en haut de l'échelle scolaire :
											les étudiants de couleur, des étudiants sous-représentés dans certains domaines.
											Ce qui rend l'histoire particulièrement unique
											c'est que nous savons désormais comment aider les élèves afro-américains, latinos,
											issus de milieux à faible revenu,
											à devenir les meilleurs dans le monde
en science et en génie.
									",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
","
","
","
","
",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
											Comenzaré con una 
historia de mi infancia.
											Todos somos producto de 
nuestras experiencias infantiles.
											Me resulta difícil pensar 
que han pasado 50 años
											desde mi experiencia de ser un chico 
de noveno grado en Birmingham, Alabama,
											un chico al que le encantaba 
tener las mejores calificaciones,
											que amaba las matemáticas, 
que disfrutaba de la lectura,
											un chico que le decía al profesor,
											—cuando el profesor le decía a la clase: 
""Aquí tienen 10 problemas""—
											este chico gordito decía: 
""Denos 10 más"".
											Y toda la clase decía: 
""¡Cállate, Freeman!"".
											Designaban a un 
golpeador todos los días.
											Yo siempre hacía esta pregunta:
											""¿Cómo podemos lograr que haya 
más niños que amen aprender?""
									","
											Começo com uma história da minha infância.
											Somos todos produto das nossas infâncias.
											É-me difícil acreditar que passaram
50 anos
											desde a minha experiência como um miúdo 
do 9.º ano em Birmingham, Alabama,
											um miúdo que adorava tirar Excelentes,
											um miúdo que adorava matemática, 
adorava ler,
											um miúdo que dizia ao professor,
											quando o professor dizia à turma: 
""Estão aqui 10 problemas"",
											este rapaz gorducho dizia: 
""Dê-nos mais 10!""
											Toda a turma dizia: ""Cala-te, Freeman.""
											(Risos)
											E todos os dias escolhiam um
para me dar pontapés.
											Eu fazia sempre a mesma pergunta:
											""Como podemos levar mais miúdos 
a gostar de aprender?""
									","
											Ve çocukluğum hakkında bir hikaye ile başlıyorum
											Hepimiz çocukluk deneyimlerimizin ürünleriyiz.
											Birmingham, Alabama'da 9. sınıf öğrencisi olma deneyimimin
											üzerinden 50 yıl geçtiğine inanmak zor.
											'A' almayı seven bir öğrenciydim.
											Matematiği seven, okumayı seven bir çocuktum.
											Öğretmen sınıfa 'İşte 10 tane problem.'
											dediğinde bu küçük şişman çocuk
											'10 tane daha verin' derdi.
											Ve bütün sınıf 'Kapa çeneni, Freeman' derdi.
											Ve her gün beni tekmeleyen birisi oluyordu.
											Ve ben sürekli şu soruyu soruyordum:
											Peki, nasıl daha çok çocuğa öğrenmeyi gerçekten sevdirebiliriz ?
									","
											And so I begin with a story about my childhood.
											We all are products of our childhood experiences.
											It's hard for me to believe that it's been 50 years
											since I had the experience of being a ninth grade kid in Birmingham, Alabama,
											a kid who loved getting A's,
											a kid who loved math, who loved to read,
											a kid who would say to the teacher —
											when the teacher said, ""Here are 10 problems,"" to the class,
											this little fat kid would say, ""Give us 10 more.""
											And the whole class would say, ""Shut up, Freeman.""
											And there was a designated kicker every day.
											And so I was always asking this question:
											""Well how could we get more kids to really love to learn?""
									","
											Je débute donc avec une histoire sur mon enfance.
											Nous sommes tous les produits 
des expériences de notre enfance.
											Il est difficile pour moi de croire que cela fait 50 ans
											qu'il m'a été donné l'expérience d'être un enfant de neuvième année à Birmingham, en Alabama,
											un enfant qui aimait avoir des « A »,
											un enfant qui aimait les mathématiques, 
qui aimait lire,
											un gamin qui dit à l'enseignant,
											quand l'enseignant dit à la classe : 
« Voici 10 problèmes »
											ce petit gros dirait, 
« Donnez-nous en 10 de plus. »
											L'ensemble de la classe dirait, « Tais-toi, Freeman ».
											Il y avait quelque chose qui tournait mal tous les jours.
											Je me posais donc toujours cette question :
											« Comment pourrions-nous amener 
plus d'enfants à aimer apprendre? »
									",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
","
","
","
","
",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
											Sorprendentemente, en
una semana en la iglesia,
											y la verdad es que 
no quería estar allí,
											estaba sentado al fondo del salón
resolviendo problemas de matemáticas.
											Escuché a un hombre decir:
											""Si pudiéramos lograr 
que los niños
											participaran en una manifestación 
pacífica aquí en Birmingham,
											demostraríamos que en EE. UU. hasta los niños 
conocen la diferencia entre lo bueno y lo malo
											y que realmente desean tener 
la mejor educación posible"".
											Levanté la vista y pregunté: 
""¿Quién es ese hombre?""
											Me dijeron que era el 
Dr. Martin Luther King.
											Le dije a mis padres: 
""Tengo que ir.
											Quiero ir. Quiero ser parte de esto"".
											Me dijeron: ""No, en absoluto"".
									","
											E surpreendentemente, 
uma semana na igreja,
											quando não queria nada lá estar
											e estava sempre ao fundo da sala sossegado
a resolver problemas de matemática,
											ouvi um homem dizer:
											""Se levarmos as crianças
											""a participar na demonstração pacífica 
aqui em Birmingham,
											""mostraremos aos EUA que até as crianças 
sabem a diferença entre certo e errado
											""e que as crianças querem mesmo 
receber a melhor educação possível.""
											Olhei para cima e perguntei: 
""Quem é aquele homem?""
											Disseram que se chamava 
Dr. Martin Luther King.
											E eu disse aos meus pais: ""Tenho de ir.
											""Quero ir. Quero fazer parte disto.""
											Eles responderam: ""Claro que não vais.""
									","
											Ve şaşırtıcı bir şekilde, bir hafta kilisede
											-cidden orada olmak istemiyordum-
											ve odanın arkasında matematik problemleri çözmekle meşguldum.
											Bir adamın şunu dediğini duydum :
											""Eğer çocukların buradaki, Birmingham'daki
											barışçıl gösteriye katılmasını sağlarsak,
											Amerika'ya, çocukların bile doğru ve yanlış arasındaki farkı bildiğini,
											ve çocukların gerçekten mümkün olan en iyi eğitimi almak istediğini gösterebiliriz.""
											Ve ona baktım ve dedim ki ""Kim bu adam?""
											Ve onun adının Dr.Martin Luther King olduğunu söylediler.
											Ve ben de ebeveynlerime dedim, ""Gitmeliyim,
											gitmek istiyorum, bunun bir parçası olmak istiyorum.""
											Ve onlar dedi ki, ""Kesinlikle hayır.""
									","
											And amazingly, one week in church,
											when I really didn't want to be there
											and I was in the back of the room being placated by doing math problems,
											I heard this man say this:
											""If we can get the children
											to participate in this peaceful demonstration here in Birmingham,
											we can show America that even children know the difference between right and wrong
											and that children really do want to get the best possible education.""
											And I looked up and said, ""Who is that man?""
											And they said his name was Dr. Martin Luther King.
											And I said to my parents, ""I've got to go.
											I want to go. I want to be a part of this.""
											And they said, ""Absolutely not.""
									","
											Étonnamment, une fois, à l'église,
											alors que je n'avais vraiment pas envie d'être là
											et que j'étais à l'arrière de la salle 
concentré dans mes problèmes de maths,
											J'ai entendu cet homme dire ceci :
											« Si nous pouvons amener les enfants
											à participer à cette manifestation pacifique, 
ici, à Birmingham,
											nous pouvons montrer à l'Amérique que même les enfants savent la différence entre le bien et le mal
											et que les enfants tiennent vraiment à cœur d'avoir la meilleure éducation possible. »
											J'ai levé les yeux et dit : « Qui est cet homme ? »
											Ils ont dit que son nom était Dr Martin Luther King.
											J'ai dit à mes parents, « Je dois y aller.
											Je veux y aller. Je veux faire partie de ça. »
											Ils ont dit : « Absolument pas ».
									",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
","
","
","
","
",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Laughter)
									","
											(Rires)
									",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
","
","
","
","
",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
"
											Pasamos un mal rato.
											En tales momentos, francamente, 
nadie le replica a sus padres.
											Pero de alguna manera dije: 
""Saben, Uds. son hipócritas.
											Me hacen venir acá. 
Quieren que escuche.
											Y ahora este señor quiere 
que vaya, y me dicen que no"".
											Pensaron toda la noche.
											Entraron en mi habitación 
a la mañana siguiente.
											No habían dormido.
											Estuvieron llorando, 
rezando y pensando,
											""¿Debemos dejar que 
nuestro hijo de 12 años,
											participe en esa marcha y 
probablemente termine en la cárcel?""
											Decidieron que fuera.
											Cuando me lo dijeron,
											primero estaba eufórico.
											Pero luego empecé a pensar en 
los perros y las mangueras de incendio,
											y me asusté mucho, de veras.
											Algo que siempre 
le recalco a la gente
											es que a veces cuando las personas 
hacen acciones valientes,
											no necesariamente significa 
que se sean así de valientes.
											Simplemente significa que creen 
que es importante hacerlo.
									","
											Tivemos uma grande discussão.
											Naquele tempo, 
não respondíamos aos nossos pais.
											De qualquer modo, disse-lhes: 
""Sabem, vocês são hipócritas.
											""Fazem-me vir aqui. Fazem-me ouvir.
											""O homem quer que eu vá, 
e vocês dizem que não.""
											Eles pensaram nisso toda a noite.
											De manhã, vieram ao meu quarto.
											Não tinham dormido.
											Estiveram literalmente a chorar.
a rezar e a pensar:
											""Vamos deixar o nosso filhos de 12 anos
											""participar nesta marcha 
e provavelmente ser preso?""
											E decidiram fazê-lo.
											Quando vieram dizer-mo,
											primeiro, fiquei exultante.
											Depois, de repente, comecei a pensar
											nos cães e nas mangueiras de incêndio,
											e fiquei com muito medo, fiquei mesmo.
											Uma das coisas que digo sempre às pessoas
											é que, por vezes, quando as pessoas 
fazem algo corajoso,
											não significa que são assim tão corajosas.
											Significa apenas que acreditam
ser importante fazê-lo.
									","
											Ve biraz tartışma yaşadık.
											Ve o zamanlar, açıkçası, ebeveynlerinize karşılık veremezdiniz.
											Ve nedense dedim ki, ""Biliyorsunuz, sizler ikiyüzlüsünüz.""
											Beni buraya getiriyorsunuz, bana dinlettiriyorsunuz.
											Bu adam gitmemi istiyor ve şimdi hayır diyorsunuz.
											Ve gece boyunca bunu düşündüler.
											Ve ertesi gün odama geldiler.
											Uyumamışlardı.
											Gerçekten ağlamış, dua etmiş ve düşünmüşlerdi.
											""12 yaşındaki çocuğumuzun bu yürüyüşe katılmasına
											ve büyük ihtimalle hapse girmesine izin verecek miyiz ?""
											Ve yapmaya karar verdiler.
											Ve gelip, bana bunu söylediler.
											İlk başta neşelendim.
											Ve aniden, köpekleri ve yangın hortumlarını düşündüm.
											ve gerçekten korktum, gerçekten.
											Ve insanlara sürekli anlattığım bir şey ise
											insanlar cesurca şeyler yaptığında
											bunun, onların cesur olduğu anlamına gelmediğidir.
											Bu basitçe onların, onu yapmanın doğru olduğuna inandıkları anlamına gelir.
									","
											And we had a rough go of it.
											And at that time, quite frankly, you really did not talk back to your parents.
											And somehow I said, ""You know, you guys are hypocrites.
											You make me go to this. You make me listen.
											The man wants me to go, and now you say no.""
											And they thought about it all night.
											And they came into my room the next morning.
											They had not slept.
											They had been literally crying and praying and thinking,
											""Will we let our 12-year-old
											participate in this march and probably have to go to jail?""
											And they decided to do it.
											And when they came in to tell me,
											I was at first elated.
											And then all of a sudden I began thinking about the dogs and the fire hoses,
											and I got really scared, I really did.
											And one of the points I make to people all the time
											is that sometimes when people do things that are courageous,
											it doesn't really mean that they're that courageous.
											It simply means that they believe it's important to do it.
									","
											Nous avons eu un passage difficile.
											A ce moment-là, très franchement, 
on ne répond pas à ses parents.
											J'ai dit en quelque sorte, 
« Vous savez, vous êtes des hypocrites.
											Vous me faites aller là. Vous me faites écouter.
											Cet homme veut que j'y aille, et maintenant vous dites non. »
											Ils y ont pensé toute la nuit.
											Ils sont venus dans ma chambre le lendemain matin.
											Ils n'avaient pas dormi.
											Ils avaient pleuré, prié et pensé,
											« Laisserons-nous notre fils de 12 ans
											participer à cette manifestation 
et probablement aller en prison ? »
											Ils ont décidé de le faire.
											Quand ils sont venus me le dire,
											J'ai premièrement été exalté.
											Et puis tout d'un coup, j'ai commencé à penser 
aux chiens et aux tuyaux d'incendie,
											j'ai eu vraiment peur, vraiment.
											Une des choses que je fais 
souvent remarquer aux gens
											C'est que parfois quand on
fait des choses qui sont courageuses,
											ça ne signifie pas vraiment qu'ils sont courageux.
											Ça signifie simplement qu'ils croient 
que c'est important de le faire.
									",4 pillars of college success in science,Freeman Hrabowski,15:10,"education,inequality,math,science,technology,psychology,history,race,engineering,curiosity,community,medical research,social change"
