en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
											When someone mentions Cuba,
											what do you think about?
											Classic, classic cars?
											Perhaps good cigars?
											Maybe you think
of a famous baseball player.
											What about when somebody
mentions North Korea?
											You think about those missile tests,
											maybe their notorious leader
											or his good friend, Dennis Rodman.
									","
											Cuando alguien menciona Cuba,
											¿en qué piensa?
											¿Autos clásicos?
											¿Unos buenos puros, quizá?
											Quizá en un jugador de béisbol famoso.
											¿Y cuándo alguien menciona
Corea del Norte?
											Piensa en estas pruebas de misiles
											quizás en su célebre líder
											o en su buen amigo, Dennis Rodman.
									","
											Si on vous parle de Cuba,
											à quoi pensez-vous ?
											Aux vieilles voitures ?
											À de bons cigares peut-être ?
											Ou encore à un joueur
de base-ball célèbre.
											Si on parle de Corée du Nord ?
											Vous penserez aux lancements de missiles,
											à son célèbre dirigeant
											ou à son bon ami, Dennis Rodman.
									","
											Biri Küba'dan bahsettiğinde
											aklınıza ne geliyor?
											Klasik arabalar mı?
											Yoksa kaliteli puro mu?
											Belki de ünlü bir beyzbol oyuncusu.
											Peki, ya biri Kuzey Koreden 
bahsedince? 

											Aklınıza füze denemeleri gelir,
											veya şu ünlü liderleri
											ya da arkadaşı Dennis Rodman.
									",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
","
","
","
",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
","
","
","
",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
											One thing that likely doesn't come to mind
											is a vision of a country,
											an open economy,
											whose citizens have access to a wide range
of affordable consumer products.
									","
											Algo que probablemente
no les pase por la cabeza
											es la visión de un país,
											una economía libre,
											donde sus ciudadanos tienen acceso
a un gran número de productos económicos.
									","
											Une chose ne vous viendra pas à l'esprit :
											la vision d'un pays,
											une économie ouverte
											où les citoyens ont accès à un large panel
de produits de consommation abordables.
									","
											Muhtemelen düşünmeyeceğiniz şey ise
											şöyle bir ülke görüntüsüdür;
											ekonomisi serbest ve
											vatandaşlarının ucuz ve çeşitli tüketim
mallarına erişebildiği bir ülke.
									",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
","
","
","
",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
											I'm not here to argue how these countries
got to where they are today.
											I simply want to use them
as an example of countries and citizens
											who have been affected,
negatively affected,
											by a trade policy that restricts imports
											and protects local industries.
											Recently we've heard a number of countries
											talk about restricting imports
											and protecting their local,
domestic industries.
											Now, this may sound fine in a sound bite,
											but what it really is is protectionism.
											We heard a lot about this
during the 2016 presidential election.
											We heard about it
during the Brexit debates
											and most recently
during the French elections.
											In fact, it's been
a really important topic
											being talked about around the world,
											and many aspiring political leaders
											are running on platforms
positioning protectionism as a good thing.
									","
											No estoy aquí para discutir
cómo estos países llegaron hasta aquí.
											Simplemente quiero utilizarlos
como ejemplos de país y de ciudadanos
											que han sido afectados,
negativamente afectados,
											por una política
que restringe las importaciones
											y protege la industria local.
											Hace poco hemos escuchado
a cierto número de países
											hablar sobre restringir las importaciones
											y proteger su industria local y nacional.
											Esto puede ser un buen titular,
											pero en realidad es proteccionismo.
											Se ha hablado mucho de esto
en la campaña presidencial de 2016.
											Lo hemos oído
durante los debates del brexit
											y más recientemente
en las elecciones francesas.
											De hecho, ha sido un tema
realmente importante
											del que se ha hablado
en todo el mundo,
											y muchos aspirantes a líderes políticos
											ven al proteccionismo como algo bueno.
									","
											Je ne suis pas là pour débattre
comment ces pays en sont arrivés là.
											Je les utilise comme une illustration
de pays et de citoyens
											qui ont été touchés,
négativement touchés,
											par des politiques commerciales
qui limitent les importations
											et protègent l'industrie locale.
											Récemment, on entend
un certain nombre de pays
											parler de réduire leurs importations
											et de protéger leur industrie locale,
l'industrie nationale.
											Ça peut sembler attrayant
dans un spot publicitaire
											mais en fait, il s'agit
de protectionnisme.
											On en a beaucoup entendu parler pendant
la campagne présidentielle de 2016.
											On en a entendu parler
pendant les débats sur le Brexit
											et aussi, plus récemment,
pendant les élections françaises.
											C'est un fait que c'est devenu
un sujet très important
											discuté partout dans le monde
											et de nombreux candidats politiques
											ont dans leur programme que
le protectionnisme est une bonne chose.
									","
											Amacım bu ülkelerin bu noktaya
nasıl geldiklerini tartışmak değil.
											Bu ülkeleri ve vatandaşlarını 
bir örnek olarak vermek istedim.
											Bu insanlar, ithalatı kısıtlayan ve yerel
											endüstrileri koruyan ticari politikalardan
											olumsuz etkileniyorlar.
											Son günlerde bir dizi ülkenin
ithalatı kısıtlamayı
											ve yerli endüstrileri korumayı
											gündeme getirdiğini duyuyoruz.
											Bu ilk başta kulağa hoş gelebilir
											fakat korumacılık aslında nedir?
											2016 seçimlerinde bunu çok sık duyduk,
											Brexit tartışmalarında duyduk
											ve son olarak Fransız seçimlerinde duyduk.
											Aslında bu dünya ölçeğinde tartışılan
											gerçekten önemli bir konu.
											Gelecek vaadeden bir çok politik lider,
											korumacılığı iyi bir şey gibi sunan
platformlarla bu konuyu işliyorlar.
									",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
","
","
","
",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
											Now, I could see why they think
protectionism is good,
											because sometimes
it seems like trade is unfair.
											Some have blamed trade
											for some of the problems
we've been having here at home in the US.
											For years we've been hearing
											about the loss of high-paying
US manufacturing jobs.
											Many think that manufacturing
is declining in the US
											because companies are moving
their operations offshore
											to markets with lower-cost labor
											like China, Mexico and Vietnam.
											They also think trade agreements
sometimes are unfair,
											like NAFTA
											and the Trans-Pacific Partnership,
											because these trade agreements
allow companies
											to reimport those cheaply
produced goods back into the US
											and other countries
from where the jobs were taken.
											So it kind of feels like the exporters win
											and the importers lose.
									","
											Puedo entender por qué creen
que el proteccionismo es bueno,
											porque a veces
parece que el comercio es injusto.
											Algunos han culpado al comercio
											de algunos de los problemas
que tenemos aquí en los EE.UU.
											Durante años se ha hablado
											de la pérdida de empleos
de fabricación bien pagados en EUA.
											Muchos piensan que la fabricación
está en declive en los EUA
											porque las empresas están llevando
sus operaciones fuera del país
											a mercados con mano de obra más barata
											como China, México y Vietnam.
											También piensan que a veces
los acuerdos de comercio no son justos,
											como TLCAN (NAFTA)
											y el Acuerdo Transpacífico
de Cooperación económica,
											porque estos acuerdos
permiten a las empresas
											reimportar esos artículos
producidos a bajo precio en los EUA
											y en otros países
donde se perdieron puestos de trabajo.
											Parece como si los exportadores ganasen
											y los importadores perdiesen.
									","
											Je peux comprendre
pourquoi ils pensent ainsi,
											car le commerce extérieur peut
en effet parfois sembler injuste.
											Certains tiennent le commerce
extérieur responsable
											de problèmes que nous rencontrons
ici, aux États-Unis.
											Depuis des années, on nous serine
											sur la perte des emplois manufacturiers
bien payés aux États-Unis.
											Beaucoup pensent
que l'industrie est en déclin
											car les entreprises délocalisent
leurs opérations à l'étranger
											dans des pays où le coût du travail
est meilleur marché
											comme la Chine, le Mexique et le Vietnam.
											Ils pensent aussi que les accords
commerciaux sont inéquitables,
											le NAFTA ou l'accord de partenariat
transpacifique par exemple,
											car ces accords commerciaux
permettent aux entreprises
											de ré-importer ces produits fabriqués
à bas prix aux États-Unis
											et d'autres pays,
dont ils privés les emplois.
											Ça donne l'impression
que les exportateurs sont les gagnants
											et que les importateurs perdent.
									","
											Korumacılığın iyi olduğunu düşünme
nedenlerini anlıyorum,
											çünkü bazen ticaret
adaletsiz gibi görünür.
											Burada, Amerikada yaşadığımız
											bazı sorunlar için 
ticareti suçlayanlar var.
											Yıllardır Amerikada,

											üretim sektöründeki yüksek ücretli
işlerin azaldığını duyuyoruz.
											Çoğu insan, Amerikadaki
üretimin azaldığını ve bunun
											nedeninin, şirketlerin
faaliyetlerini düşük işgücü maliyetli
											Çin, Meksika ve Vietnam gbi denizaşırı
											ülkelere kaydırması olduğunu düşünüyor.
											Ayrıca ticari anlaşmaların bazen
adaletsiz olduğunu düşünüyorlar,
											örneğin; NAFTA
											ve Trans-Pasifik Ortaklığı gibi.
											Çünkü bu ticaret anlaşmaları
şrketlerin iş olanaklarının
											kaydığı ülkelerde ucuza üretilen
malları Amerika veya
											diğer ülkelerin tekrar ithal
etmesine izin veriyor.
											Yani ihracat yapanlar kazanıyor
											ithal edenler kaybediyor gibi düşünülüyor.
									",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
","
","
","
",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
											Now, the reality is
											output in the manufacturing
sector in the US
											is actually growing,
											but we are losing jobs.
											We're losing lots of them.
											In fact, from 2000 to 2010,
											5.7 million manufacturing jobs were lost.
											But they're not being lost
for the reasons you might think.
											Mike Johnson in Toledo, Ohio
											didn't lose his jobs at the factory
											to Miguel Sanchez in Monterrey, Mexico.
											No.
											Mike lost his job to a machine.
											87 percent of lost manufacturing jobs
											have been eliminated
because we've made improvements
											in our own productivity
through automation.
											So that means that one out of 10
lost manufacturing jobs
											was due to offshoring.
											Now, this is not just a US phenomenon.
											No.
											In fact, automation is spreading
to every production line
											in every country around the world.
									","
											Pero la realidad es
											que la producción en el sector
manufacturero estadounidense
											está creciendo,
											pero estamos perdiendo empleos.
											Estamos perdiendo muchos.
											De hecho, de 2000 a 2010,
											se perdieron 5.7 millones
de empleos de fabricación.
											Pero no se pierden por las razones
que Uds. puedan pensar
											Mike Johnson en Toledo, Ohio
											no perdió su trabajo en la fábrica
											en favor de Miguel Sánchez
en Monterrey, México.
											No.
											Mike perdió su trabajo por una máquina.
											87% de los empleos
de fabricación perdidos
											han sido eliminados
porque hemos hecho mejoras
											en nuestra productividad
mediante la automatización.
											Quiere decir que uno de cada 10
empleos perdidos
											fue debido a la deslocalización.
											Esto no ocurre solo en los EE.UU.
											No.
											De hecho, la automatización
se está llevando a cada cadena de montaje
											en todos los países del mundo.
									","
											La réalité est la suivante :
											la production manufacturière américaine
											est en fait en croissance,
											bien que nous perdions des emplois.
											On en perd beaucoup.
											Entre 2000 et 2010,
											5,7 millions d'emplois
manufacturiers ont été perdus.
											Mais ils n'ont pas disparu
pour les raisons que vous pensez.
											Mike Johnson, à Toledo, dans l'Ohio,
											n'a pas perdu son emploi à l'usine
											au bénéfice de Miguel Sanchez,
à Monterrey, au Mexique.
											Non.
											Mike a perdu son emploi
à cause d'une machine.
											87% des emplois manufacturiers
qui ont disparu
											ont été supprimés
parce que nous avons amélioré
											notre propre productivité
grâce à l'automatisation.
											Ça signifie donc qu'un emploi perdu sur 10
dans le secteur manufacturier
											est causé par la délocalisation.
											Ce phénomène n'est pas
propre aux États-Unis.
											Non.
											L'automatisation se répand
dans toutes les lignes de production
											dans tous les pays dans le monde.
									","
											Ancak gerçek şu ki
											Amerikadaki üretim sektörünün
											hacmi aslında büyüyor
											ama işlerimiz azalıyor,
											İş olanakları çok azalıyor.
											Aslında 2000 den 2010 yılına kadar,
											üretim sektöründeki işlerde
5.7 milyon azalma oldu.
											Ama bu azalmanın nedeni 
düşündüğünüz şey değil.
											Ohio, Toledo'da yaşayan Mike Johnson
											fabrikadaki işini, Meksika Monterrey'de
											yaşayan Miguel Sanchez'e kaptırmıyor.
											Böyle değil.
											Mike'ın işini bir makine kapıyor.
											Üretim sektöründe kaybedilen 
işlerin %87'sine,
											üretim süreçlerindeki yenilikler
											ve otomasyonun artması neden oluyor.
											Yani, üretim sektöründeki işlerin 
sadece 10'da 1'i,
											denizaşırı üretim yüzünden kaybediliyor
											ve bu sadece Amerika'ya özgü de değil.
											Hayır değil.
											Otomasyon bütün dünyada,
bütün ülkelerde ve
											bütün üretim hatlarında artıyor.
									",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
","
","
","
",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
"
											But look, I get it:
											if you just lost your job
											and then you read in the newspaper
											that your old company
just struck up a deal with China,
											it's easy to think you were just replaced
											in a one-for-one deal.
									","
											Pero miren, lo entiendo:
											Si pierde su empleo
											y lee en el periódico
											que tu antigua empresa
acaba de firmar un acuerdo con China
											es fácil creer que has sido sustituido
											en un uno contra uno.
									","
											Mais je comprends :
											si vous venez de perdre votre emploi
											et que vous lisez dans le journal
											que votre ancien employeur
vient de signer un contrat avec la Chine,
											c'est facile de penser
que vous avez été remplacé
											dans un contrat,
un homme pour un autre.
									","
											Bakın, şunu anlıyorum;
											İşini kaybettiğinde,
											gazetede senin eski şirketin
											Çin'de bir anlaşma yaptığını okuyunca
											senin işini bir başkasının aldığını
											düşünmen doğal.
									",The real reason manufacturing jobs are disappearing,Augie Picado,12:02,"business,capitalism,collaboration,economics,global issues,government,manufacturing,politics,policy,work"
