en,fr,tr,title,speaker,duration,tags
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											Meet Odontochelys semitestacea.
											This little creature spends its days 
splashing in Late Triassic swamps
											with a host of other reptiles.
											Under the surface lies its best 
defense against attack:
											a hard shell on its belly.
									","
											Voici Odontochelys semitestacea.
											Cette petite créature passe son temps 
à nager dans les marais du Trias supérieur
											parmi une myriade d'autres reptiles.
											Sous la surface se cache sa meilleure
défense contre l'attaque :
											une carapace dure sur son ventre.
									","
											Odontochelys semitestacea ile tanışın.
											Bu küçük yaratık, günlerini 
diğer sürüngen sürüleri ile birlikte
											Late Triyas bataklıklarında 
yüzerek geçiriyor.
											Yüzeyin altında, saldırılara karşı
en iyi savunması yatıyor:
											karnında sert bir kabuk.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											Odontochelys is an early ancestor 
of the turtle.
											Its half-shelled body illustrates an 
important point about the modern turtle:
											it actually has two shells that develop 
totally separately
											while the turtle is still an embryo.
											Both are extensions of the animal’s 
skeleton,
											and together they are made 
of almost 60 bones.
									","
											L'Odontochelys est un ancêtre précoce
de la tortue.
											Son corps, à moitié protégé
par une carapace,
											révèle une chose importante
sur la tortue moderne :
											elle a en fait deux carapaces qui se
développent de façon complètement séparée
											lorsque que la tortue n'est encore
qu'un embryon.
											Toutes deux sont des extensions
du squelette de l'animal,
											et sont formées à elles deux
d'environ 60 os.
									","
											Odontochelys, kaplumbağanın 
eski bir atası.
											Yarı kabuklu vücudu, bugünkü kaplumbağa
hakkında önemli bir noktayı gösteriyor.
											Kaplumbağa hâlâ bir embriyo iken
											tamamen ayrı gelişen iki kabuk vardır.
											İkisi de hayvanın iskeletinin uzantısı
											ve birlikte neredeyse 
60 kemikten oluşuyorlar.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											Like other embryos,
											turtle embryos are made of 
undifferentiated cells
											that become specific cell types,
											and then organs and tissues,
											through gene activity and communication
between cells.
									","
											Comme d'autres embryons,
											les embryons de tortues se composent
de cellules indifférenciées
											qui deviennent des cellules spécifiques,
											puis des organes et des tissus,
											grâce à l'activité des gènes et 
la communication entre les cellules.
									","
											Diğer embriyolar gibi
											kaplumbağa embriyoları, 
gen aktivitesi ve hücreler arasındaki
											iletişim yoluyla spesifik hücre tipleri
											hâline gelen farklılaşmamış hücrelerden
											ve daha sonra organlar
ve dokulardan oluşur.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											At first, turtle embryos look very similar
to those of other reptiles,
											birds, and mammals,
											except for a bulge of cells called 
the carapacial ridge.
											The ridge expands around the body 
between the neck and lower back,
											creating a disc shape.
											It guides the formation of the upper part
of the turtle’s shell,
											called the carapace, likely by attracting 
the cells that will become ribs.
											Instead of curving downwards 
to make a regular rib cage,
											the ribs move outwards towards the 
carapacial ridge.
											They then secrete a signaling protein
											that converts surrounding cells 
into bone-forming cells.
											These fifty bones grow until they meet 
and connect with sutures.
											A ring of bone solidifies 
the carapace’s edges.
											The outer layer of skin cells produces 
the scales, known as scutes,
											that cover the carapace.
									","
											Les embryons de tortues
ressemblent initialement beaucoup
											à ceux d'autres reptiles, d'oiseaux
et de mammifères,
											à l'exception d'une protubérance
de cellules appelée crête carapaciale.
											La crête se développe autour du corps et
entre le cou et le bas du dos,
											créant une forme de disque.
											Elle guide la formation de la partie
supérieure de la carapace de la tortue,
											probablement en attirant les cellules
qui deviendront des côtes.
											Plutôt que de se courber vers le bas
pour former une cage thoracique normale,
											les côtes se déploient
vers la crête carapaciale.
											Elles sécrètent ensuite une protéine
qui signale
											et transforme les cellules environnantes
en cellules formant des os.
											Ces 50 os se développent jusqu'à ce
qu'ils se rencontrent
											et qu'ils se connectent via des sutures.
											Un anneau d'os solidifie les bords
de la carapace.
											La couche extérieure des cellules cutanées
produit des écailles, appelées scutelles,
											qui couvrent la carapace.
									","
											İlk bakışta, kaplumbağa embriyoları
diğer sürüngen, kuş
											ve memeli embriyolarına
											kabuk sırtı denilen 
çıkıntılı hücreler hariç çok benzer.
											Sırt, boyun ve bel arasındaki 
vücut çevresinde genişleyerek
											disk şekli oluşturur.
											Muhtemelen kaburga olacak 
hücreleri çekerek kaplumbağa kabuğunun
											kabuk adı verilen üst kısmının 
oluşumuna rehberlik eder.
											Düzenli bir göğüs kafesi yapmak için
aşağı doğru kıvrılmak yerine
											kaburgalar dışarıya, 
kabuk sırtına doğru hareket eder.
											Daha sonra çevredeki hücreleri
kemik oluşturan
											hücrelere dönüştüren 
bir sinyal proteini salgılarlar.
											Bu elli kemik, birleşme çizgileriyle 
buluşup bağlanana kadar büyür.
											Bir kemik halkası
kabuğun kenarlarını katılaştırır.
											Deri hücrelerinin dış tabakası, 
kabuğu örten
											sert sırt pulu olarak bilinen
pulları üretir.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											The development of the bottom half 
of the shell, the plastron,
											is driven by neural crest cells,
											which can produce a variety of different 
cell types including neurons,
											cartilage and bone.
											A thick shield of these cells 
spreads across the belly,
											coming together in regions that produce
nine plate-like bones.
											Eventually, these connect to the 
carapace by sutures.
									","
											Le développement de la partie ventrale
de la carapace, le plastron,
											est initié par les cellules
de la crête neurale,
											qui produit différents types de cellules
dont les neurones,
											le cartilage et les os.
											Une épaisse couche de ces cellules
se développe autour du ventre,
											se regroupant dans des régions qui forment
neuf plaques osseuses.
											Enfin, celles-ci se connectent
à la carapace via des sutures.
									","
											Kabuğun alt yarısı, plastronun gelişimi,
											nöronlar, kıkırdak 
ve kemik dahil olmak üzere
											çeşitli farklı hücre tipleri üretebilen 
nöral krest hücreleri
											tarafından yönlendirilir.
											Bu hücrelerden kalın bir kalkan
göbek boyunca yayılır
											ve dokuz tane plaka benzeri 
kemik üreten bölgede bir araya gelir.
											Sonunda bunlar, kabuğa
birleşme yerlerinden bağlanır.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											A turtle’s shell has obvious advantages
for guarding against predators,
											but the rigid casing also presents 
some challenges.
											As the turtle grows,
											the sutures between the bones 
of the carapace and plastron spread.
											Most mammals and reptiles rely on a
flexible rib cage
											that expands to allow them to breathe,
											but turtles use abdominal muscles 
attached to the shell instead:
											one to breathe in, 
and one to breathe out.
									","
											La carapace de la tortue a des avantages
évidents pour la protéger des prédateurs,
											mais cette enveloppe rigide
a aussi des inconvénients.
											Lorsque la tortue grandit,
											les sutures entre les os de la carapace
et le plastron se développent.
											La plupart des mammifères et des reptiles
ont une cage thoracique flexible
											qui s'étend pour leur permettre
de respirer,
											mais les tortues utilisent leurs muscles
abdominaux attachés à la carapace :
											un pour inspirer,
et un autre pour expirer.
									","
											Bir kaplumbağanın kabuğunun yırtıcılara 
karşı korunmada bariz avantajları vardır
											ancak sert koruma 
bazı zorluklar da doğurur.
											Kaplumbağa büyüdükçe
											kabuğun ve plastronun kemikleri 
arasındaki birleşim yerleri yayılır.
											Çoğu memeli ve sürüngen, nefes almalarına 
izin vermek için genişleyen
											esnek bir göğüs kafesine güvenir
											ancak kaplumbağalar bunun yerine 
kabuğa bağlı karın kaslarını kullanır:
											biri nefes almak, diğeri vermek için.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											So how did the shell evolve?
											Though there are still gaps in the 
fossil record,
											the first step seems to have been 
a thickening of the ribs.
											The oldest known turtle ancestor,
											a creature called Eunotosaurus africanus,
											lived 260 million years ago and looked 
almost nothing like a modern turtle,
											but it had a set of broad, flat ribs
											that anchored the muscles 
of its powerful forearms.
											Eunotosaurus was likely 
a burrowing creature,
											digging homes for itself in what’s 
now southern Africa.
									","
											Comment a donc évolué la carapace ?
											S'il existe encore des lacunes
dans l'histoire des fossiles,
											la première étape semble avoir été
un épaississement des côtes.
											L'ancêtre le plus ancien connu
de la tortue,
											une créature appelée
Eunotosaurus africanus,
											vivait il y a 260 millions d'années et
ressemblait très peu à la tortue moderne,
											mais elle possédait des côtes
grandes et plates,
											qui s'ancraient dans les muscles
de ses puissants avant-bras.
											Eunotosaurus était a priori
une créature fouisseusse,
											creusant des tanières dans ce qui
est aujourd'hui l'Afrique du Sud.
									","
											Peki, kabuk nasıl gelişti?
											Fosil kayıtlarında hâlâ 
boşluklar olmasına rağmen
											ilk adım, kaburgaların
kalınlaşması gibi görünüyor.
											Kaplumbağanın bilinen en eski atası
											Eunotosaurus africanus 
adı verilen bir yaratık,
											260 milyon yıl önce yaşadı ve hiç de 
modern bir kaplumbağa gibi görünmüyordu
											ancak güçlü ön kollarının
kaslarını demirleyen
											bir dizi geniş, düz kaburgalar vardı.
											Eunotosaurus büyük olasılıkla, 
bugünkü Güney Afrika'da
											kendisi için yuva kazan 
oyucu bir yaratıktı.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											Odontochelys semitestacea illustrates 
another, later step in turtle evolution,
											with thick ribs like Eunotosaurus 
plus a belly plate for protection.
											Our first fossil evidence of the full 
shell characteristic of modern turtles
											is about 210 million years old,
											and belongs to a species called 
Proganochelys quenstedti,
											whose ribs had fused.
											Proganochelys could move 
between water and land.
											Unlike modern turtles, it couldn’t retract
its head into its shell,
											but had defensive spines on its neck.
									","
											Odontochelys semitestacea
est aussi la preuve
											d'une autre étape de l'évolution
des tortues, plus tardive,
											avec des côtes épaisses
comme l'Eunotosaurus
											mais aussi avec plaque ventrale
de protection.
											La première preuve d'un fossile
de carapace
											aux caractéristiques des tortues modernes,
											date d'il y a 210 millions d'années,
											et appartient à une espèce appelée
Proganochelys quenstedti,
											dont les côtes ont fusionné.
											Proganochelys pouvait se déplacer
sur terre comme dans l'eau.
											Contrairement aux tortues modernes,
											elle ne pouvait pas rétracter
sa tête dans sa carapace,
											mais elle avait des piquants
sur son cou pour se défendre.
									","
											Odontochelys semitestacea,
Eunotosaurus gibi kalın kaburgalar
											ve koruma için bir göbek plakasıyla
											kaplumbağa evriminde
daha sonraki adımı göstermektedir.
											Modern kaplumbağaların 
tam kabuk karakteristiğine dair
											ilk fosil kanıtımız 
yaklaşık 210 milyon yaşında
											ve kaburgaları kaynaşmış olan
											Proganochelys quenstedti 
adlı bir türe ait.
											Proganochelys suda ve karada 
hareket edebilir.
											Modern kaplumbağaların aksine, 
başını kabuğuna çekemiyordu
											ancak boynunda savunma dikenleri vardı.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
											Modern turtle shells are almost as diverse
as the turtles themselves.
											Sea turtles have flatter, lighter shells 
for streamlined gliding through the water.
											Land-dwelling tortoises, meanwhile,
											have domed shells that can slip free of
predators’ jaws
											and help them turn right-side up if 
they fall on their backs.
											Leatherback and softshell turtles
											have shells without the ring of bone 
around the edge of the carapace
											or the tough scutes covering it,
											making it easier for them to 
squeeze into tight spaces.
									","
											Les carapaces des tortues modernes sont
aussi diverses que les tortues.
											Les tortues de mer ont des carapaces
plus plates
											et plus légères pour plus
d'aérodynamisme aquatique.
											À l'inverse, les tortues terrestres
ont des carapaces bombées
											qui peuvent les libérer des mâchoires
des prédateurs
											et les aider à se retourner
si elles se retrouvent sur le dos.
											Les tortues Luth et celles
à carapace molle
											ont des carapaces sans l'anneau d'os
sur le bord de la carapace
											ou les épaisses écailles
qui la recouvrent,
											ce qui leur permet de se faufiler dans
les espaces étroits plus facilement.
									","
											Modern kaplumbağa kabukları neredeyse 
kaplumbağalar kadar çeşitlidir.
											Deniz kaplumbağalarının suda kayması için 
daha düz ve hafif kabukları vardır.
											Karada yaşayan kaplumbağalarınsa
											yırtıcı hayvanların çenelerinden 
kurtulmalarına ve sırtüstü düştüklerinde
											sağ taraflarına dönmelerine yardım eden 
kubbe şeklinde kabukları vardır.
											Deri sırtlı ve yumuşak kabuklu
kaplumbağalar,
											kabuğun kenarı etrafında 
kemik halkası veya onu kaplayan
											sert çentikler olmayan kabuklara sahiptir
											ve bu da dar alanlara 
sıkışmasını kolaylaştırır.
									",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
"
","
","
",How turtle shells evolved... twice,Judy Cebra-Thomas,4:27,"TED-Ed,animation,evolution,science,biology,biodiversity,oceans,animals"
