en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
											In June of 1998,
											Tori Murden McClure left Nags Head,
North Carolina for France.
									","
											Haziran 1998'de,
											Tori Murden McClure, Kuzey Caroline 
Nags Head'den Fransa'ya doğru yola çıktı.
									","
											En juin 1998,
											Tori Murden McClure quittait Nags Head,
en Caroline du Nord pour la France.
									","
											Em junho de 1998,
											Tori Murden McClure trocou Nags Head, 
na Carolina do Norte, pela França.
									","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
","
","
","
","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
											That's her boat, the American Pearl.
											It's 23 feet long and just six feet across
											at its widest point.
											The deck was the size of a cargo bed
of a Ford F-150 pickup truck.
											Tori and her friends built it by hand,
											and it weighed about 1,800 pounds.
											Her plan was to row it alone
											across the Atlantic Ocean —
											no motor, no sail —
											something no woman and no American
had ever done before.
											This would be her route:
											over 3,600 miles across
the open North Atlantic Ocean.
									","
											Bu onun teknesi, Amerikan İncisi.
											7 metre uzunluğunda ve en geniş yeri
											1,8 metre genişliğinde.
											Güvertesi Ford F-150 kamyonetinin
bagajı kadardı.
											Tori ve arkadaşları kendi 
elleriyle inşa ettiler,
											ağırlığı ise 817 kilo civarıydı.
											Kendi başına açılmayı planlamıştı
											Atlantik okyanusu boyunca...
											Motorsuz, yelkensiz...
											Hiçbir kadının ve Amerikalının 
daha önce yapmadığı bir şeydi.
											Bu onun rotası olacaktı:
											Kuzey Atlantik Okyanusu'nun açıklarında
3.800 km'den fazla.
									","
											Voici son bateau, l'American Pearl.
											7 mètres de long et à peine 
1m80 de large
											en son centre.
											Le pont était grand comme une plate-
forme de chargement d'un pick-up F-150.
											Tori et ses amis l'ont construit
eux-mêmes,
											et il pesait près de 820 kgs.
											Son plan était de traverser
en solitaire
											l'Océan Atlantique à la rame,
											sans moteur, ni voile,
											ce qu'aucune femme, ni aucun
Américain n'avait jamais fait.
											Le trajet sera celui-là :
											plus de 3 600 milles en haute mer dans
l'Atlantique nord.
									","
											Este é o seu barco, o Pérola Americana.
											Tem sete metros de comprimento
											e dois de largura no seu ponto mais largo.
											O convés era do tamanho da caixa aberta
de uma carrinha Ford F-150.
											Tori e os seus amigos
construíram-na à mão,
											e pesava cerca de 810 quilogramas.
											O seu plano era atravessar sozinha
											o Oceano Atlântico, a remar,
											sem motor, sem vela
											algo que nenhuma mulher
nem nenhum americano tinha feito.
											Esta seria a sua rota:
											mais de 5800 km pelo vasto
Oceano Atlântico norte.
									","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
","
","
","
","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
											Professionally, Tori worked
as a project administrator
											for the city of Louisville, Kentucky,
											her hometown,
											but her real passion was exploring.
											This was not her first big expedition.
											Several years earlier, she'd become
the first woman to ski to the South Pole.
											She was an accomplished rower in college,
											even competed for a spot
on the 1992 U.S. Olympic team,
											but this, this was different.
									","
											Meslek olarak Tori, memleketi Kentucky'nin
											Louisville şehrinde proje müdürü

											olarak çalışıyordu.
											Fakat esas tutkusu kâşiflikti.
											Bu ilk büyük keşfi değildi.
											Yıllar önce Güney Kutbu'nda kayak
yapan ilk kadın olmuştu.
											Üniversitede başarılı bir kürekçiydi,
											hatta 1992 Amerikan Olimpiyat takımına 
katılmak için mücadele etti
											ama bu aynı şey değildi.
									","
											Dans la vie,Tori était
chargée de projet
											pour la ville de Louisville, 
au Kentucky,
											sa ville natale.
											Mais sa vraie passion
était l'exploration.
											Ce n'était pas sa première 
grande expédition.
											Quelques années plus tôt, 
elle était devenue
											la première femme
à aller en ski au Pôle Sud.
											C'était une rameuse émérite au lycée,
											elle avait même failli intégrer
l'équipe olympique en 1992,
											mais là, c'était différent.
									","
											Profissionalmente, Tori trabalhava
como administradora de projetos
											para a cidade de Louisville,
no Kentucky, a sua cidade natal,
											mas a sua verdadeira paixão era explorar.
											Esta não era a sua primeira
grande expedição.
											Vários anos antes, ela fora a primeira
mulher a esquiar até ao Polo Sul.
											Na faculdade, era uma 
remadora de mão cheia
											e até competiu por um lugar
na equipa Olímpica dos EUA, de 1992
											mas isto era diferente.
									","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
","
","
","
","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
											(Video) (Music) Tori Murden McClure:
Hi. It's Sunday, July 5.
											Sector time 9 a.m.
											So that's Kentucky time now.
									","
											(Video) (Müzik) Tori Murden McClure:
Selam. Bugün 5 Temmuz Pazar.
											Yerel saat sabah 09:00.
											Kentucky saatiyle yani.
									","
											(Vidéo)(Musique) Tori Murden McClure :
Nous sommes dimanche. Le 5 juillet.
											9h00 heure locale.
											Donc, nous sommes à l'heure du 
Kentucky en ce moment.
									","
											(Vídeo ) Tori Murden McClure:
Olá. É domingo, 5 de julho.
											Hora do setor: 9 da manhã.
											A mesma hora no Kentucky.
									","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
","
","
","
","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
"
											Dawn Landes: Tori made
these videos as she rowed.
											This is her 21st day at sea.
											At this point, she'd covered
over 1,000 miles,
											had had no radio contact
in more than two weeks
											following a storm that disabled
all her long-range communications systems
											just five days in.
											Most days looked like this.
											At this point, she'd rowed
over 200,000 strokes,
											fighting the current and the wind.
											Some days, she traveled
as little as 15 feet.
											Yeah.
											And as frustrating as those days were,
											other days were like this.
									","
											Dawn Landes: Tori, açıldıkça
bu videoları çekti.
											Bu onun denizdeki 21. günü.
											Şimdiye kadar 1.600 km yol katetti.
											Telsiz ile biriyle konuşmayalı 
2 haftadan fazla oldu.
											Yaşadığı fırtınalar sadece 5 gün 
içinde bütün uzun menzilli 

											iletişim teçhizatını bozdu.
											Çoğu günü böyle geçiyordu.
											Şimdiye kadar akıntıya ve 
rüzgâra karşı şavaşarak,
											200.000'den fazla kürek çekti.
											Bazı günler 5 metre kadar ilerleyebildi.
											Evet.
											Bu her ne kadar sinir bozucu olsa da,
											diğer günleri böyle geçiyordu.
									","
											Tori a fait ces vidéos
pendant son périple.
											Là, c'est son 21ème jour en mer.
											Elle a déjà parcouru près de 
1 000 milles,
											n'a eu aucun contact radio
depuis plus de deux semaines,
											une tempête ayant endommagé
											son système de communication 
longue distance
											après seulement 5 jours en mer.
											Les jours se ressemblaient assez.
											A ce point, elle avait donné plus de
200 000 coups de rame,
											luttant contre le courant et le vent.
											Certains jours, elle n'avançait 
que de quelques mètres.
											Eh oui.
											Et aussi frustrants que ces 
jours-là puissent être,
											d'autres étaient plus comme celui-ci.
									","
											Dawn Landes: Tori fez estes
vídeos enquanto remava.
											Este é o seu 21.º dia no mar.
											Nesta altura, já tinha feito
mais de 1600 km,
											perdera o contacto por rádio
há mais de duas semanas
											a seguir a uma tempestade
											que avariara os sistemas
de comunicação de longa distância
											apenas 5 dias depois do início.
											A maioria dos dias eram assim.
											Nesta altura, ela tinha feito
mais de 200 000 remadelas,
											lutando contra a corrente 
e contra o vento.
											Uns dias, avançava apenas cinco metros.
											Pois era.
											Por mais frustrantes 
que esses dias fossem,
											outros dias eram assim:
									","A song for my hero, the woman who rowed into a hurricane",Dawn Landes,9:26,"adventure,music,live music,entertainment"
