en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
											I am a climate scientist,
											and I hate weather.
											I have spent too much time in California,
											and I strongly feel that weather
should be optional.
									","
											Je suis climatologue,
											et je déteste la météo.
											J'ai passé beaucoup trop de temps
en Californie,
											et je suis convaincue que la météo
devrait être optionnelle.
									","
											Soy científica del clima,
											y odio el clima.
											He pasado demasiado tiempo en California,
											y realmente creo que el clima
debería ser opcional.
									","
											Ben bir iklim bilimciyim
											ve havadan nefret ediyorum.
											Kaliforniya 'da çok fazla zaman geçirdim
											ve havanın kesinlikle isteğe bağlı olması 
gerektiğine inanıyorum.
									",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
","
","
","
",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Kahkaha)
									",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
","
","
","
",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
											So I don't want to experience clouds,
											let alone study them.
											But clouds seem to follow me
wherever I go.
									","
											Alors je ne veux pas subir de nuages,
											encore moins les étudier.
											Mais les nuages semblent me suivre
où que j'aille.
									","
											Yo no quiero experimentar con nubes,
											mucho menos estudiarlas.
											Pero pareciera que las nubes
me siguen a donde quiera que vaya.
									","
											Bulutlarla yaşamak istemiyorum,
											onları araştırmayı ise hiç.
											Ancak nereye gitsem
bulutlar beni takip ediyor gibi.
									",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
","
","
","
",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
											The thing is, clouds are a real
challenge for climate science.
											We don't know how they're going to react
as the planet heats up,
											and hidden in that uncertainty
											might be hope.
											Maybe, just maybe,
											clouds could slow down global warming,
											and buy us a little bit more time
to get our act together,
											which would be very convenient right now.
											I mean, even I could put up
with a few more cloudy days
											if clouds saved the planet.
									","
											En fait, les nuages sont un vrai défi
pour la science du climat.
											Nous ne savons pas comment ils vont réagir
au réchauffement de la planète,
											et caché dans cette incertitude,
											il y a peut-être de l'espoir.
											Peut-être, juste peut-être,
											que les nuages peuvent ralentir
le réchauffement climatique,
											et nous donner un peu plus de temps
pour reprendre les choses en mains,
											ce qui serait très pratique actuellement.
											Je veux dire, je pourrais supporter
quelques jours nuageux de plus
											si les nuages sauvent la planète.
									","
											El tema es que las nubes son un desafío
para la ciencia climática.
											No sabemos como van a reaccionar
a medida que el planeta se calienta,
											y detrás de esa incertidumbre
											puede haber esperanza.
											Quizá y solo quizá,
											las nubes puedan frenar
el calentamiento global,
											y darnos un poco más de tiempo
hasta que actuemos todos juntos,
											lo que sería muy conveniente
en este momento.
											Incluso yo podría lidiar
con un par más de días nublados
											si las nubes salvaran al planeta.
									","
											Gerçek şu ki bulutlar iklim bilimi için 
gerçek bir zorluk.
											Bulutların gezegen ısındıkça 
nasıl tepki vereceğini bilmiyoruz
											ve bu belirsizlik içinde gizlenmiş
											bir umut olabilir.
											Belki, sadece belki,
											bulutlar küresel ısınmayı yavaşlatabilir
											ve birlikte hareket etmek için 
bize biraz daha zaman kazandırabilirler,
											bu da şu an için çok uygun olurdu.
											Demek istediğim, eğer bulutlar 
gezegeni kurtaracaksa,
											birkaç bulutlu güne daha katlanabilirim.
									",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
","
","
","
",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
											Now, we are sure about some things.
											Carbon dioxide is a greenhouse gas,
											we're emitting a lot of it,
											and the planet is heating up.
											Case closed.
											But I still go to work every day.
											It turns out that there is a lot
that we don't understand
											about climate change.
											In particular, we haven't answered
											what seems to be a very
fundamental question.
											We know it's going to get hot,
											but we don't know exactly
how hot it's going to get.
											Now, this is a really
easy question to answer
											if one of you would like
to give me a time machine.
											But I'm going to be honest with you:
											if I had a time machine,
											I would not be hanging out
at this particular point in history.
											So in order to see the future,
											we have to rely on the output
of computer simulations —
											climate models, like this one.
									","
											Maintenant, je suis sûre
de certaines choses.
											Le dioxyde de carbone est
un gaz à effet de serre,
											nous en émettons beaucoup,
											et la planète se réchauffe.
											Affaire classée.
											Mais je travaille quand même
tous les jours.
											Il s'avère qu'il y a beaucoup de choses
que nous ne comprenons pas
											sur le changement climatique.
											En particulier, nous n'avons pas répondu
											à ce qui semble être une question
très fondamentale.
											Nous savons qu'il va faire chaud,
											mais nous ne savons pas à quel point.
											Il est très facile de répondre
à cette question
											si vous me donnez
une machine à voyager dans le temps.
											Mais je vais être honnête avec vous :
											si j'avais une machine
à voyager dans le temps,
											je ne trainerais pas
à ce point particulier de l'histoire.
											Donc pour voir le futur,
											nous devons nous baser sur les résultats
de simulations informatiques —
											des modèles climatiques, comme celui-ci.
									","
											Nosotros ahora sabemos algunas cosas.
											El dióxido de carbono es un gas
de efecto invernadero,
											estamos emitiendo demasiado,
											y el planeta se está calentando.
											Caso cerrado.
											Pero yo sigo yendo a trabajar cada día.
											Resulta que aün hay mucho
que no entendemos
											sobre el cambio climático.
											En especial, no hemos respondido
											lo que parece ser
una pregunta fundamental.
											Sabemos que se está calentando,
											pero no exactamente 
cuánta temperatura alcanzará.
											Esto es sencillo de responder
											si alguno de Uds. me diera
una maquina del tiempo.
											Pero les seré honesta:
											Si tuviera una máquina del tiempo,
											no estaría merodeando
en este momento particular de la historia.
											Para poder ver el futuro,
											debemos apoyarnos
en las simulaciones por computadora,
											modelos climáticos, como este.
									","
											Şu an emin olduğumuz bazı şeyler var,
											karbondioksit bir sera gazıdır,
											bunu aşırı miktarda salıyoruz
											ve gezegen ısınıyor.
											Dava kapanmıştır.
											Yine de her gün işe gidiyorum.
											İklim değişikliği hakkında anlamadığımız
											pek çok şey var.
											Özelikle çok önemli bir sorunun
											cevabını verebilmiş değiliz.
											Sıcak olacağını biliyoruz,
											ancak ne kadar sıcak olacağını 
tam olarak bilmiyoruz.
											İçinizden biri bana 
bir zaman makinesi verse
											bu cevaplaması çok kolay bir soru olurdu.
											Ama size dürüst olacağım;
											eğer bir zaman makinem olsaydı,
											tarihin bu noktasında dolaşmak istemezdim.
											Yani geleceği görmek için
											bilgisayar simülasyon çıktılarına 
güvenmek zorundayız...
											bunun gibi iklim modellerine.
									",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
"
","
","
","
",Can clouds buy us more time to solve climate change?,Kate Marvel,13:07,"Anthropocene,biosphere,climate change,future,environment,nature,science,water"
